SEBI REPORT For Trade date 30-Jan-2026


Sr.No.,Particulars,Rs. In Lakhs,
Nalwa Sons Investment Ltd,INE023A01030,53,3.40
Aeroflex Industries Limited,INE024001021,53144,103.23
SHILCHAR TEC,INE024F01011,2436,90.01
GRAVITA INDIA LIMITED,INE024L01027,14522,257.32
Goldiam International Ltd.,INE025B01025,58480,233.24
Artemis Medicare Services Limited,INE025R01021,2117,6.44
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,122375,241.51
RASHTRIYA CH,INE027A01015,235666,383.04
Max Healthcare Institute Limited,INE027H01010,34608,386.84
Bank Of Baroda,INE028A01039,126556,370.75
BHARAT PETRO,INE029A01011,142703,514.47
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,1967,12.65
Anand Rayons Limited,INE02GA01012,140,0.49
Raymond Lifestyle Limited,INE02ID01020,10928,125.96
Azad Engineering Limited,INE02IJ01035,22332,382.59
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,21519,55.73
Borosil Limited,INE02PY01013,5854,20.35
Brainbees Solutions Limited,INE02RE01045,36580,127.96
WONDER ELECTRICALS LIMITED,INE02WG01024,12843,21.77
Electronics Mart India Limited,INE02YR01019,55942,77.99
"Hindustan Unilever Ltd.,",INE030A01027,12039,299.27
Housing &Urban Development Corporation Ltd.,INE031A01017,584822,1320.94
Ajanta Pharma Ltd.,INE031B01049,2586,73.07
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,786736,960.31
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,14257,47.20
Arvind SmartSpaces Limited,INE034S01021,4080,28.38
SOTL,INE035D01020,1195,5.45
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,11664,15.77
KARUR VYSYA,INE036D01028,23470,60.92
Concord Enviro Systems Limited,INE037Z01029,529,2.79
Hindalco Industries Ltd.,INE038A01020,39477,351.01
T.V.Today Network Limited,INE038F01029,240,0.47
IFCI LTD,INE039A01010,651086,392.50
"Jamna Auto Industries Ltd.,",INE039C01032,77627,88.54
JASH ENGINEERING LIMITED,INE039O01029,8323,41.95
Jubilant Agri and Consumer Products Limited,INE03CC01015,60,1.17
Max Estates Limited,INE03EI01018,3590,16.75
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,4381,15.56
Brigade Hotel Ventures Limited,INE03NU01014,2314,1.93
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2770,25.95
Cohance Lifesciences Limited,INE03QK01018,12580,80.58
Chemcon Speciality Chemicals Limited,INE03YM01018,125,0.32
HDFC Bank Ltd.,INE040A01034,183992,1791.02
Mayur Uniquoters ltd.,INE040D01038,283,1.65
SUZLON ENERGY LTD.,INE040H01021,7058978,4059.99
"Dhampur Sugar Mills Ltd.,",INE041A01016,44444,63.62
Escorts Kubota Limited,INE042A01014,4291,157.24
GTL Ltd,INE043A01012,387,0.03
Vijaya Diagnostic Centre Limited,INE043W01024,2189,21.79
Sun Pharmaceutical Industries Ltd.,INE044A01036,20673,345.60
Paras Defence and Space Technologies Limited,INE045601023,34179,245.07
ADOR WELDING,INE045A01017,142,1.67
Nelco Ltd,INE045B01015,10657,88.86
Fineotex Chemical Limited,INE045J01034,130798,37.64
Reliance Industrial Infrastructure,INE046A01015,5556,51.52
Muthoot Microfin Limited,INE046W01019,4608,7.97
GRASIM INDUS,INE047A01021,2855,81.16
JAGSONPAL PH,INE048B01035,4305,10.44
Navin Fluorent International Ltd,INE048G01026,1091,60.73
"Himatsingka Seide Ltd.,",INE049A01027,58314,77.24
Wockhardt Ltd,INE049B01025,76687,1096.52
SBC EXPORTS LIMITED,INE04AK01028,1528405,425.06
KPIT Technologies Ltd,INE04I401011,28276,351.97
ETHOS LIMITED,INE04TZ01018,499,14.21
Seshaasai Technologies Limited,INE04VU01023,1626,4.91
Prakash Pipes Limited,INE050001010,3852,16.74
Elin Electronics Limited,INE050401020,1301,2.80
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3700,68.90
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,8137,110.98
Rane (Madras)  Ltd.,INE050H01012,2260,18.00
Vardhman Special Steels Ltd,INE050M01012,1850,5.52
Vakrangee Softwares Ltd.,INE051B01021,13950,1.31
Windsor Machines Limited,INE052A01021,2550,7.41
Camlin Fine Sciences Ltd,INE052I01032,11007,18.39
BEST AGROLIFE LIMITED,INE052T01021,4258,1.13
Indian Hotels Co. Ltd,INE053A01029,77985,572.11
Indian Railway Finance Corporation,INE053F01010,1821913,2419.02
"V.I.P. Industries Ltd.,",INE054A01027,15476,67.18
Waterbase Limited,INE054C01015,18160,8.72
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,7906,155.54
Cyient DLM Limited,INE055S01018,28751,132.17
IVALUE INFOSOLUTIONS LIMITED,INE056801025,326,0.85
Refex Industries Limited,INE056I01025,24888,71.38
Sanofi India Ltd,INE058A01010,744,35.13
"Cipla Ltd.,",INE059A01026,19519,293.39
La Opala RG Ltd.,INE059D01020,5591,13.82
Hindware Home Innovation Limited,INE05AN01011,3065,9.27
Ratnaveer Precision Engineering Limited,INE05CZ01011,11160,17.75
Indogulf Cropsciences Limited,INE05J901018,419,0.48
Likhitha Infrastructure Limited,INE060901027,601,1.82
Navneet Education Limited,INE060A01024,9466,14.35
DEV INFORMATION TECHNOLOGY LIMITED,INE060X01034,300,0.11
FORTIS HEALTHCARE LIMITED,INE061F01013,16077,150.23
"State Bank Of India,",INE062A01020,55855,516.16
ALICON,INE062D01024,56,0.49
Pondy Oxides & Chemicals Limited,INE063E01053,3942,52.35
Equitas Small Finance Bank Limited,INE063P01018,159372,105.76
TIMES GROUP,INE064A01026,526473,1759.07
Trident Ltd.,INE064C01022,826248,242.12
AEROFLEX ENTERPRISES LIMITED,INE065D01027,3751,3.90
Indegene Limited,INE065X01017,7763,44.45
Eicher Motors Ltd.,INE066A01021,2444,170.72
Hindustan Aeronautics Limited,INE066F01020,94569,4420.92
Wonderla Holidays Limited,INE066O01014,11175,72.41
Inox Wind Limited,INE066P01011,402728,611.86
CG Power and Industrial Solutions Limited,INE067A01029,84575,575.15
CANTABIL RETAIL INDIA LIMITED,INE068L01024,25892,66.63
Gland Pharma Limited,INE068V01023,3099,58.21
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,4342,5.47
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,982,2.38
INDIQUBE SPACES LIMITED,INE06ST01018,937,2.17
LAXMI INDIA FINANCE LIMITED,INE06WU01026,4219,5.90
Gem Aromatics Limited,INE06XZ01023,1860,3.28
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,30067,63.90
SHREE CEMENT,INE070A01015,249,68.93
Jai Corp Limited,INE070D01027,32815,50.59
INSECTCID,INE070I01018,156,1.18
Ugar Sugar Works Ltd.,INE071E01023,1731,0.99
Epigral Limited,INE071N01016,3301,51.74
India Homes Limited,INE072A01029,10000000,1300.00
Associated Alcohols & Breweries Ltd,INE073G01016,3013,30.38
Sona BLW Precision Forgings Limited,INE073K01018,44789,222.42
Praj Industries Ltd.,INE074A01025,122096,516.70
Paramount Communications Ltd.,INE074B01023,90607,44.52
WIPRO LTD.,INE075A01022,197472,501.80
G M BREWERIE,INE075D01018,3984,48.53
HealthCare Global Enterprises Limited,INE075I01017,1416,9.03
SIYAR SILK M,INE076B01028,4171,30.08
IFB Agro Industries Ltd,INE076C01018,21,0.28
GOCL Corporation Limited ,INE077F01035,393,1.45
Vikram Solar Limited,INE078V01014,48852,131.44
Ambuja Cements Ltd.,INE079A01024,66042,376.22
Gateway Distriparks Limited,INE079J01017,62811,40.61
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,60889,232.50
Easy Trip Planners Limited,INE07O001026,1435204,181.12
NDR Auto Components Limited,INE07OG01012,419,3.98
Supriya Lifescience Limited,INE07RO01027,10345,78.17
Pavna Industries Limited,INE07S101038,10887,2.86
Restaurant Brands Asia Limited,INE07T201019,176425,128.91
IRM ENERGY LIMITED,INE07U701015,9753,31.23
HITACHI ENERGY INDIA LIMITED,INE07Y701011,2303,451.11
LLOYDS ENTERPRISES LIMITED,INE080I01025,3084493,2374.97
TATA IORN AN,INE081A01020,308639,537.79
"Kopran Ltd.,",INE082A01010,2349,3.88
Morepen Laboratories Ltd.,INE083A01026,240329,125.35
Themis Medicare Ltd.,INE083B01024,1597,2.15
BANK OF INDI,INE084A01016,212707,316.30
Amanta Healthcare Limited,INE084K01015,28,0.04
RACE ECO CHAIN LIMITED,INE084Q01012,81,0.14
WeWork India Management Limited,INE085001019,1161,7.21
CHAMBAL FERT,INE085A01013,590114,2614.65
Thangamayil Jewellery Limited,INE085J01014,789,31.19
"Electrosteel Castings Ltd.,",INE086A01029,251806,246.71
KESORAM IND,INE087A01019,846,0.04
Shree Renuka Sugars Ltd.,INE087H01022,912726,297.20
Paradeep Phosphates Limited,INE088F01024,427009,746.13
DR.REDDY'S L,INE089A01031,10763,135.48
Sterlite Technologies Limited.,INE089C01029,51016,53.85
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,19913,23.54
Krsnaa Diagnostics Limited,INE08LI01020,604,4.91
M & B ENGINEERING LIMITED,INE08N601015,10297,39.98
SANSTAR LIMITED,INE08NE01025,2257,2.43
Samhi Hotels Limited,INE08U801020,61835,123.62
Greenpanel Industries Limited,INE08ZM01014,4907,13.28
Scoda Tubes Limited,INE090501011,13815,23.65
ICICI Bank Ltd.,INE090A01021,42011,582.48
Jai Balaji Industries Limited,INE091G01026,114166,91.17
TATA CHEMICA,INE092A01019,86237,683.37
INDIA NIPP E,INE092B01025,115,1.00
IDFC FIRST BANK LIMITED,INE092T01019,715397,555.74
Hexaware Technologies Limited,INE093A01041,5151,36.90
OBEROI REALTY LIMITED,INE093I01010,3655,63.33
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,192609,123.47
HINDUSTAN PE,INE094A01015,86185,393.98
Ashika Credit Capital Ltd.,INE094B01013,13727,48.73
Kolte-Patil Developers Ltd,INE094I01018,4213,14.60
UTI Asset Management Company Limited,INE094J01016,9861,121.01
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,33701,313.60
NBCC (India) Limited,INE095N01031,587471,647.17
NUCLEU SOF E,INE096B01018,634,7.18
Amrutanjan Health Care Limited,INE098F01031,256,1.93
Mishra Dhatu Nigam Limited,INE099Z01011,50912,196.28
Aarti Surfactants Limited,INE09EO01013,102,0.41
Gujarat Fluorochemicals Limited,INE09N301011,2081,74.57
Indigo Paints Limited,INE09VQ01012,1120,13.32
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,5592,26.72
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,205152,161.40
Ceigall India Limited,INE0AG901020,2160,5.78
Hemisphere Properties India Limited,INE0AJG01018,58376,88.93
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,55,0.83
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1596,7.16
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,366,0.64
Bansal Wire Industries Limited,INE0B9K01025,2906,9.10
Go Fashion (India) Limited,INE0BJS01011,7606,46.10
Premier Energies Limited,INE0BS701011,749771,7534.69
C.E. Info Systems Limited,INE0BV301023,4528,79.41
Aether Industries Limited,INE0BWX01014,7208,66.41
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,6005,11.24
Jubilant Ingrevia Limited,INE0BY001018,9356,68.70
Oswal Pumps Limited,INE0BYP01024,33016,191.51
Urban Company Limited,INE0CAZ01013,37896,49.16
Mukka Proteins Limited,INE0CG401037,31037,11.92
Knowledge Marine & Engineering Works Limited,INE0CJD01029,630,11.41
Western Carriers (India) Limited,INE0CJF01024,37047,48.22
RateGain Travel Technologies Limited,INE0CLI01024,2321033,13584.75
Meghmani Organics Limited,INE0CT101020,409332,318.59
GMR Power and Urban Infra Limited,INE0CU601026,52782,63.59
Anthem Biosciences Limited,INE0CZ201020,8724,62.09
Sigachi Industries Limited,INE0D0K01022,315632,110.46
India Pesticides Limited,INE0D6701023,29854,60.74
Ksolves India Limited,INE0D6I01023,310,1.09
RailTel Corporation of India Limited,INE0DD101019,138893,542.56
PIRAMAL PHARMA LIMITED,INE0DK501011,263066,521.73
Fairchem Organics Limited,INE0DNW01011,1649,16.81
Nureca Limited,INE0DSF01015,361,1.02
INNOVA CAPTAB LIMITED,INE0DUT01020,813,7.11
Syrma SGS Technology Limited,INE0DYJ01015,100586,764.46
HMA Agro Industries Limited,INE0ECP01024,976,0.29
TARC LIMITED,INE0EK901012,77342,131.94
Network People Services Technologies Limited,INE0FFK01017,1228,23.77
Deep Industries Limited,INE0FHS01024,13003,59.39
Motisons Jewellers Limited,INE0FRK01020,313279,58.06
Motherson Sumi Wiring India Limited,INE0FS801015,310660,142.17
Markolines Pavement Technologies Limited,INE0FW001016,500,0.82
EPACK Durable Limited,INE0G5901015,946172,3681.47
Exxaro Tiles Limited,INE0GFE01026,402,0.03
Tatva Chintan Pharma Chem Limited,INE0GK401011,3739,48.64
HP Adhesives Limited,INE0GSL01024,1061,0.54
ALL TIME PLASTICS LIMITED,INE0GV601021,350,0.88
Windlas Biotech Limited,INE0H5O01029,786,6.86
ArisInfra Solutions Limited,INE0H9P01028,12122,16.65
Fabtech Technologies Limited,INE0HF201011,3749,8.02
One Mobikwik Systems Limited,INE0HLU01028,42055,109.02
Tracxn Technologies Limited,INE0HMF01019,920,0.58
Billionbrains Garage Ventures Limited,INE0HOQ01053,253086,423.24
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,3910,11.44
Le Travenues Technology Limited,INE0HV901016,33910,86.07
Dhampur Bio Organics Limited,INE0I3401014,6,0.01
Latent View Analytics Limited,INE0I7C01011,12660,60.51
Capillary Technologies India Limited,INE0ILV01024,677,4.42
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,12220,33.32
Veranda Learning Solutions Limited,INE0IQ001011,1395,3.01
Data Patterns (India) Limited,INE0IX101010,21745,569.64
Rashi Peripherals Limited,INE0J1F01024,5371,17.66
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,110334,1019.47
Honasa Consumer Limited,INE0J5401028,14005,40.74
Jeena Sikho Lifecare Limited,INE0J5801029,7360,51.21
Venus Pipes & Tubes Limited,INE0JA001018,6348,86.71
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,15642,113.39
Sanathan Textiles Limited,INE0JPD01013,108,0.52
YATRA ONLINE LIMITED,INE0JR601024,23645,39.20
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1319,5.99
Harsha Engineers International Limited,INE0JUS01029,300507,1246.99
Garuda Construction and Engineering Limited,INE0JVO01026,16626,31.89
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,21027,144.95
Eureka Forbes Limited,INE0KCE01017,101016,526.53
Rhetan TMT Limited,INE0KKN01029,21742,5.63
DCX Systems Limited,INE0KL801015,102477,246.78
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,416,0.87
Bajel Projects Limited,INE0KQN01018,3180,5.02
Gopal Snacks Limited,INE0L9R01028,15173,52.31
Avalon Technologies Limited,INE0LCL01028,4018,39.08
Ather Energy Limited,INE0LEZ01016,6129,42.93
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,64041,152.37
Cello World Limited,INE0LMW01024,8546,53.00
IKIO Technologies Limited,INE0LOJ01019,4334,12.31
Physicswallah Limited,INE0LP301011,95165,126.82
Aarti Pharmalabs Limited,INE0LRU01027,8645,74.69
Quadrant Future Tek Limited,INE0LRY01011,25062,94.06
Ola Electric Mobility Limited,INE0LXG01040,1067427,403.67
REDTAPE Limited,INE0LXT01019,37151,52.10
STANDARD ENGINEERING TECHNOLOGY LIMITED,INE0M4D01010,5999,9.92
J.G.Chemicals Limited,INE0MB501011,4470,19.51
REGAAL RESOURCES LIMITED,INE0MHO01029,1508,1.15
Pyramid Technoplast Limited,INE0MIS01010,241,0.36
Epack Prefab Technologies Limited,INE0MLS01022,13183,35.08
TRUALT BIOENERGY LIMITED,INE0MWH01014,4201,16.87
Udayshivakumar infra limited,INE0N0Y01013,3735,0.96
Rishabh Instruments Limited,INE0N2P01017,861,3.32
BEML Land Assets Limited,INE0N7W01012,1193,2.55
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1305,6.57
BLS E-Services Limited,INE0NLT01010,1172,2.00
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,651644,286.23
R K Swamy Limited,INE0NQ801033,40,0.04
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,20709,715.68
Kross Limited,INE0O6601022,10693,22.97
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,520,1.23
Rossell Techsys Limited,INE0OJW01016,2579,18.64
NTPC GREEN ENERGY LIMITED,INE0ONG01011,494911,496.17
Deepak Builders and Engineers India Limited,INE0OPA01019,855,1.14
EMS LIMITED,INE0OV601013,24305,128.59
Shipping Corporation of India Land and Assets Limited,INE0PB301013,31798,16.20
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,576,1.97
Orient Technologies Limited,INE0PPK01015,4907,19.18
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,150,0.13
Platinum Industries Limited,INE0PT501018,4692,13.71
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,14302,118.90
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,1299,20.06
International Gemmological Institute India Limited,INE0Q9301021,17257,60.83
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,1,0.01
Sudeep Pharma Limited,INE0QPI01025,82,0.50
ARKADE DEVELOPERS LIMITED,INE0QRL01017,31669,51.27
Denta Water and Infra Solutions Limited,INE0R4L01018,2677,9.93
SRM CONTRACTORS LIMITED,INE0R6Z01013,351,1.70
PATEL RETAIL LIMITED,INE0R8B01010,1212,2.84
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,12400,97.57
Gala Precision Engineering Limited,INE0RE001014,88,0.80
Tolins Tyres Limited,INE0RWQ01014,2347,4.13
Stallion India Fluorochemicals Limited,INE0RYC01010,39,0.14
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,7013,3.33
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,33,0.06
Pace Digitek Limited,INE0S3G01027,18761,36.66
CRIZAC LIMITED,INE0S4R01014,28283,81.55
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,9327,74.86
VMS TMT LIMITED,INE0SJA01013,587,0.30
MAMATA MACHINERY LIMITED,INE0TO701015,11918,55.97
Glottis Limited,INE0TQE01026,1329,0.90
Solarworld Energy Solutions Limited,INE0TY101024,6687,17.04
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,1017,9.55
Bluspring Enterprises Limited,INE0U4101014,24023,19.49
Digitide Solutions Limited,INE0U4701011,19986,38.07
BlackBuck Limited,INE0UIZ01018,6130,37.77
Sanofi Consumer Healthcare India Limited,INE0UOS01011,83,3.90
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,14731,362.55
CARRARO INDIA LIMITED,INE0V7W01012,803,4.13
Sri Lotus Developers and Realty Limited,INE0V9Q01010,60777,111.21
Meesho Limited,INE0VDM01015,993,1.72
Dev Accelerator Limited,INE0VOV01021,1200,0.47
Sagility Limited,INE0W2G01015,1066938,551.94
Laxmi Dental Limited,INE0WO601020,3626,11.03
Midwest Limited,INE0XAD01024,3057,44.79
ANLON HEALTHCARE LIMITED,INE0Y8W01017,11,0.02
Jain Resource Recycling Limited,INE0YD401026,20336,83.98
Atlanta Electricals Limited,INE0Z4F01028,531,4.46
ATUL LTD.,INE100A01010,1705,112.35
Mahindra & Mahindra Ltd.,INE101A01026,22046,785.11
Granules India Ltd.,INE101D01020,21061,124.06
Afcons Infrastructure Limited,INE101I01011,22311,86.87
HLV LIMITED,INE102A01024,6301,0.91
Choice International Ltd,INE102B01014,423546,3218.41
Godrej Consumer Products Ltd.,INE102D01028,3872,48.47
Allied Digital Services Limited,INE102I01027,6912,13.83
MANGALORE RE,INE103A01014,195753,326.61
SMC Global Securities Limited,INE103C01036,205,0.15
TRAVEL FOOD SERVICES LIMITED,INE103V01028,137,1.64
TVS Holdings Limited,INE105A01035,182,26.33
RPG Life Sciences Limited,INE105J01010,158,3.67
HI-TECH PIPES LIMITED,INE106T01025,274638,276.86
TAMILNADU NE,INE107A01015,14211,23.79
Awfis Space Solutions Limited,INE108V01019,10572,59.62
SHIPPING COR,INE109A01011,231741,567.23
ARMAN FIN,INE109C01017,480,7.27
CONTAIN CORP,INE111A01025,83640,481.37
FINANC TECHN,INE111B01023,669,5.82
PDS LIMITED,INE111Q01021,2505,8.91
Metropolis Healthcare Limited,INE112L01020,1421,28.49
GUJ NARMADA,INE113A01013,52167,274.98
STEEL AUTHOR,INE114A01011,416560,612.68
Lic Housing Finance Ltd.,INE115A01026,95309,563.96
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,1630,27.94
Apcotex Industries Limited,INE116A01032,138,0.49
ABB Ltd.,INE117A01022,7243,398.99
BAJ HOLD INV,INE118A01012,2035,239.02
Nuvoco Vistas Corporation Limited,INE118D01016,14180,54.46
Balrampur Chini Mills Ltd.,INE119A01028,12561,62.88
Carborundum Universal Ltd.,INE120A01034,5277,48.93
CHOL INV FN,INE121A01024,12040,201.76
JSW Energy Limited,INE121E01018,80339,416.10
INDUS TOWERS LIMITED,INE121J01017,42219,175.10
"MMTC Ltd.,",INE123F01029,126743,88.89
SBI Life Insurance Company Limited,INE123W01016,1450,26.00
Steelcast Ltd.,INE124E01038,375,0.80
DELTA CORP,INE124G01033,246379,215.84
"E.I.D. Parry (India) Ltd.,",INE126A01031,3555,37.20
APOLLO PIPES LIMITED,INE126J01016,2672,9.53
HDFC Asset Management Company Limited,INE127D01025,14837,404.58
Goodluck India Limited,INE127I01024,5662,66.95
K.P. Energy Limited,INE127T01021,33497,129.36
Eveready Industries India Ltd.,INE128A01029,19600,70.39
Five-Star Business Finance Ltd.,INE128S01021,20196,115.50
Archean Chemical Industries Limited,INE128X01021,6280,38.51
GAIL INDIA,INE129A01019,381676,679.60
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,53906,56.70
Fujiyama Power Systems Limited,INE12UR01024,182,0.40
Gujarat Mineral Development Corpora,INE131A01031,187565,966.66
Relaxo Footwears Ltd.,INE131B01039,14096,64.52
Aurionpro Solutions Ltd.,INE132H01018,4519,51.40
Akzo Nobel India Limited,INE133A01011,1832,58.60
TILAKNAG IND,INE133E01013,52553,242.73
IFGL Refractories Limited,INE133Y01011,664,1.49
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,51,0.07
Power Finance Corporation Ltd,INE134E01011,341962,1360.64
Cyient Limited,INE136B01020,19041,238.03
Neogen Chemicals Limited,INE136S01016,2060,28.62
Peninsula Land Limited,INE138A01028,1000,0.31
Kanoria Chemicals & Industries Ltd.,INE138C01024,1405,1.48
KFin Technologies Limited,INE138Y01010,47435,534.55
"National Aluminium Co. Ltd.,",INE139A01034,263236,941.09
UCAL LIMITED,INE139B01016,550,0.70
