SEBI REPORT For Trade date 13-Jan-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,361399.84,
2,Fresh Exposure taken during the day,7091.16,
3,Exposure liquidated during the day,5099.39,
4,Net scripwise outstanding at the end of the day,363391.61,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,41359,165.48
Reliance Industries Ltd,INE002A01018,176930,2641.95
SJVN LIMITED,INE002L01015,556706,519.61
Mahanagar Gas Limited,INE002S01010,30057,373.98
"Siemens Ltd.,",INE003A01024,13309,442.04
Protean eGov Technologies Limited,INE004A01022,68418,765.93
Avantel Limited,INE005B01027,312721,542.29
ASTRAL LIMITED,INE006I01046,10890,164.25
CRISIL Ltd.,INE007A01025,1741,86.08
Geojit Financial Services Limited,INE007B01023,47445,49.41
Fedbank Financial Services Limited,INE007N01010,30843,45.37
IDBI LTD,INE008A01015,728900,714.31
Infosys Ltd,INE009A01021,65114,1033.82
Bikaji Foods International Limited,INE00E101023,12026,93.65
Hariom Pipe Industries Limited,INE00EV01017,10147,44.44
Prudent Corporate Advisory Services Limited,INE00F201020,433,11.44
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4591,74.02
SWIGGY LIMITED,INE00H001014,225423,917.46
STOVE KRAFT LIMITED,INE00IN01015,6828,44.04
Craftsman Automation Limited,INE00LO01017,442,31.06
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,308074,792.61
Interarch Building Solutions Limited,INE00M901018,1098,25.10
Studds Accessories Limited,INE00Q601028,6067,32.76
DALMIA BHARAT LIMITED,INE00R701025,6793,147.01
Highway Infrastructure Limited,INE00RL01028,8362,5.10
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,39991,53.76
Manorama Industries Limited,INE00VM01036,6010,88.54
AFFLE 3I LIMITED,INE00WC01027,9590,180.52
Flair Writing Industries Limited,INE00Y201027,2233,7.21
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2179,11.72
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,1260,14.49
PRISM JOHNSON LIMITED.,INE010A01011,17427,26.54
Zydus Lifesciences Limited,INE010B01027,23152,230.59
Tejas Networks Limited,INE010J01012,138595,865.12
L&T Technology Services Limited,INE010V01017,3902,174.95
BALU FORGE INDUSTRIES LIMITED,INE011E01029,13001,68.73
Tega Industries Limited,INE011K01018,5709,115.24
ACC,INE012A01025,99964,1813.13
Onesource Specialty Pharma Limited,INE013P01021,1996,36.87
WIM PLAST LT,INE015B01018,5812,29.50
Tinna Rubber and Infrastructure Limited,INE015C01016,575,4.73
DABUR INDIA,INE016A01026,23575,125.97
CEINSYS TECH LIMITED,INE016Q01014,700,7.70
"Great Eastern Shipping Co. Ltd.,",INE017A01032,23774,267.97
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,20514,779.09
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,10984,97.90
JSW SL,INE019A01038,15085,175.63
Himadri Speciality Chemical Ltd.,INE019C01026,60262,299.10
STANLEY LIFESTYLES LIMITED,INE01A001028,1749,4.64
Antony Waste Handling Cell Limited,INE01BK01022,3965,22.50
Vishal Mega Mart Limited,INE01EA01019,312700,440.79
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,11236,32.64
Sky Gold And Diamonds Limited,INE01IU01018,16397,57.38
eMudhra Limited,INE01QM01018,8044,53.26
Vikran Engineering Limited,INE01R501028,508359,511.94
Canara HSBC Life Insurance Company Limited,INE01TY01017,5725,8.14
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,530848,2056.98
Asian Paints Ltd.,INE021A01026,10511,295.02
Dodla Dairy Limited,INE021O01019,468,5.94
ASIAN GRANITO INDIA LIMITED,INE022I01019,11568,8.25
Indian Energy Exchange Limited,INE022Q01020,192810,301.76
Nalwa Sons Investment Ltd,INE023A01030,45,2.92
Aeroflex Industries Limited,INE024001021,69184,132.34
SHILCHAR TEC,INE024F01011,2334,87.48
GRAVITA INDIA LIMITED,INE024L01027,15562,284.76
Goldiam International Ltd.,INE025B01025,57740,233.59
Artemis Medicare Services Limited,INE025R01021,2415,7.45
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,123479,245.24
RASHTRIYA CH,INE027A01015,260133,424.54
Max Healthcare Institute Limited,INE027H01010,31969,366.13
Bank Of Baroda,INE028A01039,112667,323.46
BHARAT PETRO,INE029A01011,80973,291.57
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,2348,14.92
Anand Rayons Limited,INE02GA01012,140,0.49
Raymond Lifestyle Limited,INE02ID01020,10262,122.92
Azad Engineering Limited,INE02IJ01035,21183,366.58
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,15623,42.57
Borosil Limited,INE02PY01013,6751,23.03
Brainbees Solutions Limited,INE02RE01045,43736,155.41
WONDER ELECTRICALS LIMITED,INE02WG01024,12853,21.78
Electronics Mart India Limited,INE02YR01019,61182,85.44
"Hindustan Unilever Ltd.,",INE030A01027,11812,294.60
Housing &Urban Development Corporation Ltd.,INE031A01017,450264,1063.96
Ajanta Pharma Ltd.,INE031B01049,1911,54.09
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,951183,1242.65
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,17054,54.73
Arvind SmartSpaces Limited,INE034S01021,4230,29.60
SOTL,INE035D01020,1212,5.54
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,8483,11.28
KARUR VYSYA,INE036D01028,18450,43.83
Concord Enviro Systems Limited,INE037Z01029,595,3.22
Hindalco Industries Ltd.,INE038A01020,40974,356.77
T.V.Today Network Limited,INE038F01029,232,0.46
IFCI LTD,INE039A01010,529924,312.72
"Jamna Auto Industries Ltd.,",INE039C01032,63826,70.86
JASH ENGINEERING LIMITED,INE039O01029,8338,42.09
Max Estates Limited,INE03EI01018,3590,16.75
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,6753,24.26
Brigade Hotel Ventures Limited,INE03NU01014,2478,2.13
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,3238,30.18
Cohance Lifesciences Limited,INE03QK01018,13500,92.01
Chemcon Speciality Chemicals Limited,INE03YM01018,295,0.67
HDFC Bank Ltd.,INE040A01034,159845,1577.40
Mayur Uniquoters ltd.,INE040D01038,279,1.63
SUZLON ENERGY LTD.,INE040H01021,6984845,4111.52
"Dhampur Sugar Mills Ltd.,",INE041A01016,44195,63.43
Escorts Kubota Limited,INE042A01014,3484,129.94
Vijaya Diagnostic Centre Limited,INE043W01024,1574,15.99
Sun Pharmaceutical Industries Ltd.,INE044A01036,18067,303.43
Paras Defence and Space Technologies Limited,INE045601023,35724,258.11
ADOR WELDING,INE045A01017,650,7.17
Nelco Ltd,INE045B01015,11885,101.54
Fineotex Chemical Limited,INE045J01034,131617,39.00
Reliance Industrial Infrastructure,INE046A01015,6110,56.77
Muthoot Microfin Limited,INE046W01019,4466,7.71
GRASIM INDUS,INE047A01021,2962,84.47
JAGSONPAL PH,INE048B01035,4348,10.54
Navin Fluorent International Ltd,INE048G01026,1271,71.37
"Himatsingka Seide Ltd.,",INE049A01027,58650,78.52
Wockhardt Ltd,INE049B01025,76761,1101.74
SBC EXPORTS LIMITED,INE04AK01028,415302,102.57
KPIT Technologies Ltd,INE04I401011,23458,303.63
ETHOS LIMITED,INE04TZ01018,502,14.29
Seshaasai Technologies Limited,INE04VU01023,1748,5.35
Prakash Pipes Limited,INE050001010,4234,18.03
Elin Electronics Limited,INE050401020,1431,3.10
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3448,64.96
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,4953,70.97
Rane (Madras)  Ltd.,INE050H01012,2260,18.00
Vardhman Special Steels Ltd,INE050M01012,2050,6.11
Vakrangee Softwares Ltd.,INE051B01021,12950,1.24
Windsor Machines Limited,INE052A01021,2547,7.43
Camlin Fine Sciences Ltd,INE052I01032,18264,29.59
BEST AGROLIFE LIMITED,INE052T01013,3998,17.50
Indian Hotels Co. Ltd,INE053A01029,79161,585.19
Indian Railway Finance Corporation,INE053F01010,1609579,2184.79
"V.I.P. Industries Ltd.,",INE054A01027,15352,67.34
Waterbase Limited,INE054C01015,14347,7.26
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,6911,148.53
Cyient DLM Limited,INE055S01018,29355,137.46
IVALUE INFOSOLUTIONS LIMITED,INE056801025,233,0.66
Refex Industries Limited,INE056I01025,18803,56.84
Sanofi India Ltd,INE058A01010,725,35.03
"Cipla Ltd.,",INE059A01026,18419,280.94
La Opala RG Ltd.,INE059D01020,5735,14.28
Hindware Home Innovation Limited,INE05AN01011,3999,12.99
Ratnaveer Precision Engineering Limited,INE05CZ01011,11716,18.69
Indogulf Cropsciences Limited,INE05J901018,525,0.60
Likhitha Infrastructure Limited,INE060901027,1358,4.14
Navneet Education Limited,INE060A01024,9700,13.86
DEV INFORMATION TECHNOLOGY LIMITED,INE060X01034,300,0.11
FORTIS HEALTHCARE LIMITED,INE061F01013,14779,139.53
"State Bank Of India,",INE062A01020,55110,498.28
ALICON,INE062D01024,56,0.49
Pondy Oxides & Chemicals Limited,INE063E01053,1903,24.56
Equitas Small Finance Bank Limited,INE063P01018,144546,93.09
TIMES GROUP,INE064A01026,512812,1733.39
Trident Ltd.,INE064C01022,763115,227.33
AEROFLEX ENTERPRISES LIMITED,INE065D01027,6651,6.54
Indegene Limited,INE065X01017,9794,55.98
Eicher Motors Ltd.,INE066A01021,2229,154.69
Hindustan Aeronautics Limited,INE066F01020,92594,4346.70
Wonderla Holidays Limited,INE066O01014,11564,75.60
Inox Wind Limited,INE066P01011,526079,834.62
CG Power and Industrial Solutions Limited,INE067A01029,89440,623.03
CANTABIL RETAIL INDIA LIMITED,INE068L01024,25893,66.63
Gland Pharma Limited,INE068V01023,11628,205.57
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,5222,6.69
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,1481,3.38
INDIQUBE SPACES LIMITED,INE06ST01018,1074,2.50
LAXMI INDIA FINANCE LIMITED,INE06WU01026,5920,8.44
Gem Aromatics Limited,INE06XZ01023,1777,3.19
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,4599,10.82
