SEBI REPORT For Trade date 12-May-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,433997.56,
2,Fresh Exposure taken during the day,15873.74,
3,Exposure liquidated during the day,13980.45,
4,Net scripwise outstanding at the end of the day,435890.86,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,17352,64.73
Reliance Industries Ltd,INE002A01018,308096,4376.02
SJVN LIMITED,INE002L01015,613259,516.86
Mahanagar Gas Limited,INE002S01010,18423,223.04
"Siemens Ltd.,",INE003A01024,4392,159.77
Protean eGov Technologies Limited,INE004A01022,49717,429.70
Avantel Limited,INE005B01027,192462,307.09
ASTRAL LIMITED,INE006I01046,15267,243.24
CRISIL Ltd.,INE007A01025,2314,106.45
Geojit Financial Services Limited,INE007B01023,31684,23.43
Fedbank Financial Services Limited,INE007N01010,54367,79.70
IDBI LTD,INE008A01015,1328387,1089.02
Infosys Ltd,INE009A01021,403470,5111.23
Bikaji Foods International Limited,INE00E101023,8830,68.25
Hariom Pipe Industries Limited,INE00EV01017,8677,32.97
Prudent Corporate Advisory Services Limited,INE00F201020,211,5.53
ACUTAAS CHEMICALS LIMITED,INE00FF01025,8400,189.89
SWIGGY LIMITED,INE00H001014,314019,1030.70
STOVE KRAFT LIMITED,INE00IN01015,13688,81.75
Craftsman Automation Limited,INE00LO01017,1333,119.79
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,343796,810.23
Interarch Building Solutions Limited,INE00M901018,3826,78.28
Studds Accessories Limited,INE00Q601028,6246,32.72
Synergy Green Industries Limited,INE00QT01015,10,0.05
DALMIA BHARAT LIMITED,INE00R701025,8688,168.25
Highway Infrastructure Limited,INE00RL01028,107,0.08
Nila Spaces Ltd,INE00S901012,1000,0.15
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,35140,42.42
Manorama Industries Limited,INE00VM01036,5838,85.58
AFFLE 3I LIMITED,INE00WC01027,12559,212.97
SEDEMAC MECHATRONICS LIMITED,INE00XB01019,788,15.03
Flair Writing Industries Limited,INE00Y201027,1925,6.36
A B INFRABUILD LIMITED,INE00YB01025,6067,0.95
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,3007,14.15
Entero Healthcare Solutions Limited,INE010601016,575,6.77
PRISM JOHNSON LIMITED.,INE010A01011,27229,38.52
Zydus Lifesciences Limited,INE010B01027,21117,206.03
Tejas Networks Limited,INE010J01012,169788,930.36
L&T Technology Services Limited,INE010V01017,5728,223.15
BALU FORGE INDUSTRIES LIMITED,INE011E01029,12648,63.62
Tega Industries Limited,INE011K01018,3091,59.20
ACC,INE012A01025,20014,326.97
Onesource Specialty Pharma Limited,INE013P01021,1055,16.25
Tinna Rubber and Infrastructure Limited,INE015C01016,617,4.79
DABUR INDIA,INE016A01026,37536,182.56
CEINSYS TECH LIMITED,INE016Q01014,2453,26.99
"Great Eastern Shipping Co. Ltd.,",INE017A01032,28894,438.78
LARSEN & TOU,INE018A01030,93287,3612.95
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,27813,201.75
JSW SL,INE019A01038,18298,230.46
Himadri Speciality Chemical Ltd.,INE019C01026,76809,430.39
STANLEY LIFESTYLES LIMITED,INE01A001028,3830,6.67
Antony Waste Handling Cell Limited,INE01BK01022,8528,45.21
Vishal Mega Mart Limited,INE01EA01019,265686,351.13
Ritco Logistics Limited,INE01EG01016,81,0.24
Baazar Style Retail Limited,INE01FR01028,12781,51.05
Sky Gold And Diamonds Limited,INE01IU01018,22620,93.60
eMudhra Limited,INE01QM01018,4479,25.78
Vikran Engineering Limited,INE01R501028,496421,454.51
Canara HSBC Life Insurance Company Limited,INE01TY01017,22740,33.14
Spencer's Retail Limited,INE020801028,2,0.00
REC LIMITED,INE020B01018,411473,1547.25
Asian Paints Ltd.,INE021A01026,10827,280.67
Dodla Dairy Limited,INE021O01019,1538,17.73
ASIAN GRANITO INDIA LIMITED,INE022I01019,73596,55.40
Indian Energy Exchange Limited,INE022Q01020,284857,396.24
Nalwa Sons Investment Ltd,INE023A01030,33,2.04
Aeroflex Industries Limited,INE024001021,33736,115.93
Shilchar Technologies Ltd.,INE024F01011,3385,138.69
GRAVITA INDIA LIMITED,INE024L01027,12153,208.53
Goldiam International Ltd.,INE025B01025,22745,89.32
Artemis Medicare Services Limited,INE025R01021,1616,5.00
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,396268,652.97
"Lotus Chocolate Co. Ltd.,",INE026D01011,20,0.15
RASHTRIYA CH,INE027A01015,204134,303.53
Max Healthcare Institute Limited,INE027H01010,22067,241.77
Bank Of Baroda,INE028A01039,277507,764.82
BHARAT PETRO,INE029A01011,170214,530.93
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,3078,16.10
Anand Rayons Limited,INE02GA01012,2000,1.35
Raymond Lifestyle Limited,INE02ID01020,13381,129.94
Azad Engineering Limited,INE02IJ01035,7473,146.36
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,22985,46.34
Borosil Limited,INE02PY01013,6099,17.89
Brainbees Solutions Limited,INE02RE01045,59275,171.02
WONDER ELECTRICALS LIMITED,INE02WG01024,3001,4.04
Electronics Mart India Limited,INE02YR01019,56157,78.49
Corona Remedies Limited,INE02ZQ01018,606,10.99
"Hindustan Unilever Ltd.,",INE030A01027,31428,731.21
Housing &Urban Development Corporation Ltd.,INE031A01017,307427,689.72
Ajanta Pharma Ltd.,INE031B01049,2662,80.53
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,223445,290.29
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,16365,63.68
Arvind SmartSpaces Limited,INE034S01021,3543,24.66
SOTL,INE035D01020,1759,7.71
Gujarat Ambuja Exports Ltd.,INE036B01030,24818,39.59
KARUR VYSYA,INE036D01028,69192,205.07
Concord Enviro Systems Limited,INE037Z01029,681,2.66
Hindalco Industries Ltd.,INE038A01020,34639,331.23
T.V.Today Network Limited,INE038F01029,825,1.12
IFCI LTD,INE039A01010,764728,472.30
"Jamna Auto Industries Ltd.,",INE039C01032,96933,121.89
JASH ENGINEERING LIMITED,INE039O01029,6219,31.37
Jubilant Agri and Consumer Products Limited,INE03CC01015,106,2.04
Max Estates Limited,INE03EI01018,2902,12.93
Go Digit General Insurance Limited,INE03JT01014,4320,14.75
Brigade Hotel Ventures Limited,INE03NU01014,1407,1.19
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,1732,17.38
Cohance Lifesciences Limited,INE03QK01018,237570,1158.39
Chemcon Speciality Chemicals Limited,INE03YM01018,118,0.30
HDFC Bank Ltd.,INE040A01034,652450,5321.83
Mayur Uniquoters ltd.,INE040D01038,1824,10.70
SUZLON ENERGY LTD.,INE040H01021,6237767,3427.11
"Dhampur Sugar Mills Ltd.,",INE041A01016,66108,97.16
Escorts Kubota Limited,INE042A01014,9655,321.38
GTL Ltd,INE043A01012,5000,0.31
Vijaya Diagnostic Centre Limited,INE043W01024,1229,15.34
Sun Pharmaceutical Industries Ltd.,INE044A01036,23530,407.93
Paras Defence and Space Technologies Limited,INE045601023,43068,347.42
ADOR WELDING,INE045A01017,304,3.47
Nelco Ltd,INE045B01015,12485,97.85
Fineotex Chemical Limited,INE045J01034,132240,38.25
Reliance Industrial Infrastructure,INE046A01015,5618,48.91
Muthoot Microfin Limited,INE046W01019,15348,30.20
GRASIM INDUS,INE047A01021,2514,71.68
JAGSONPAL PH,INE048B01035,6978,15.32
Navin Fluorent International Ltd,INE048G01026,3275,217.91
"Himatsingka Seide Ltd.,",INE049A01027,85447,87.45
Wockhardt Ltd,INE049B01025,74482,1018.47
SBC EXPORTS LIMITED,INE04AK01028,850353,239.43
KPIT Technologies Ltd,INE04I401011,73440,637.11
ETHOS LIMITED,INE04TZ01018,1902,49.59
Seshaasai Technologies Limited,INE04VU01023,2825,7.89
Prakash Pipes Limited,INE050001010,4111,16.33
Elin Electronics Limited,INE050401020,3521,4.29
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,5323,89.45
IL & FS Investment Managers Ltd.,INE050B01023,200,0.02
Balaji Amines Ltd.,INE050E01027,5924,82.02
Rane (Madras)  Ltd.,INE050H01012,2238,18.01
Vardhman Special Steels Ltd,INE050M01012,1236,3.69
Vakrangee Softwares Ltd.,INE051B01021,45850,3.51
Windsor Machines Limited,INE052A01021,1450,4.59
Camlin Fine Sciences Ltd,INE052I01032,13753,19.26
BEST AGROLIFE LIMITED,INE052T01021,4554,1.07
