SEBI REPORT For Trade date 20-Nov-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,347799.80,
2,Fresh Exposure taken during the day,8125.25,
3,Exposure liquidated during the day,7591.27,
4,Net scripwise outstanding at the end of the day,348333.78,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,17507,69.50
Reliance Industries Ltd,INE002A01018,82546,1174.49
SJVN LIMITED,INE002L01015,592144,578.03
Mahanagar Gas Limited,INE002S01010,22074,293.05
"Siemens Ltd.,",INE003A01024,13007,434.87
Protean eGov Technologies Limited,INE004A01022,72567,815.04
Avantel Limited,INE005B01027,320141,567.28
ASTRAL LIMITED,INE006I01046,9867,150.09
CRISIL Ltd.,INE007A01025,2181,109.09
Geojit Financial Services Limited,INE007B01023,43050,46.96
Fedbank Financial Services Limited,INE007N01010,45494,65.28
IDBI LTD,INE008A01015,882708,844.46
Infosys Ltd,INE009A01021,95761,1469.75
Bikaji Foods International Limited,INE00E101023,13678,106.16
Hariom Pipe Industries Limited,INE00EV01017,12207,56.53
Prudent Corporate Advisory Services Limited,INE00F201020,1616,42.33
ACUTAAS CHEMICALS LIMITED,INE00FF01025,3262,49.85
SWIGGY LIMITED,INE00H001014,232357,991.75
STOVE KRAFT LIMITED,INE00IN01015,7651,49.98
Craftsman Automation Limited,INE00LO01017,554,37.37
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,245084,686.40
Interarch Building Solutions Limited,INE00M901018,362,8.94
DALMIA BHARAT LIMITED,INE00R701025,7834,170.12
Highway Infrastructure Limited,INE00RL01028,1034,0.82
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,37352,52.53
Manorama Industries Limited,INE00VM01036,7621,109.76
AFFLE 3I LIMITED,INE00WC01027,11124,210.92
Flair Writing Industries Limited,INE00Y201027,3828,12.53
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,196,1.33
Entero Healthcare Solutions Limited,INE010601016,935,10.79
PRISM JOHNSON LIMITED.,INE010A01011,12135,19.24
