SEBI REPORT For Trade date 27-Feb-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,388603.21,
2,Fresh Exposure taken during the day,8336.64,
3,Exposure liquidated during the day,7289.63,
4,Net scripwise outstanding at the end of the day,389650.22,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,17768,67.81
Reliance Industries Ltd,INE002A01018,223072,3254.73
SJVN LIMITED,INE002L01015,750098,649.04
Mahanagar Gas Limited,INE002S01010,21194,263.46
"Siemens Ltd.,",INE003A01024,7220,247.06
Protean eGov Technologies Limited,INE004A01022,47775,511.22
Avantel Limited,INE005B01027,303367,520.13
ASTRAL LIMITED,INE006I01046,8997,145.43
CRISIL Ltd.,INE007A01025,1798,87.82
Geojit Financial Services Limited,INE007B01023,46855,48.57
Fedbank Financial Services Limited,INE007N01010,55313,80.23
IDBI LTD,INE008A01015,757947,752.30
Infosys Ltd,INE009A01021,200600,2882.90
Bikaji Foods International Limited,INE00E101023,13152,100.00
Hariom Pipe Industries Limited,INE00EV01017,9473,42.38
Prudent Corporate Advisory Services Limited,INE00F201020,395,10.28
ACUTAAS CHEMICALS LIMITED,INE00FF01025,5150,95.13
SWIGGY LIMITED,INE00H001014,234362,911.58
STOVE KRAFT LIMITED,INE00IN01015,8097,50.39
Craftsman Automation Limited,INE00LO01017,672,52.89
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,288422,718.87
Interarch Building Solutions Limited,INE00M901018,2459,51.25
Studds Accessories Limited,INE00Q601028,6414,34.47
DALMIA BHARAT LIMITED,INE00R701025,4505,97.07
Highway Infrastructure Limited,INE00RL01028,11067,6.49
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,37176,47.86
Manorama Industries Limited,INE00VM01036,4796,69.81
AFFLE 3I LIMITED,INE00WC01027,7485,135.60
Flair Writing Industries Limited,INE00Y201027,2683,8.65
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2347,12.59
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,2592,30.22
PRISM JOHNSON LIMITED.,INE010A01011,22880,32.78
Zydus Lifesciences Limited,INE010B01027,17480,172.35
Tejas Networks Limited,INE010J01012,163123,882.85
L&T Technology Services Limited,INE010V01017,5781,233.36
