SEBI REPORT For Trade date 03-Dec-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,342130.80,
2,Fresh Exposure taken during the day,5477.16,
3,Exposure liquidated during the day,4794.13,
4,Net scripwise outstanding at the end of the day,342813.84,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,22439,89.81
Reliance Industries Ltd,INE002A01018,90278,1311.98
SJVN LIMITED,INE002L01015,621238,593.61
Mahanagar Gas Limited,INE002S01010,23530,309.17
"Siemens Ltd.,",INE003A01024,11771,400.82
Protean eGov Technologies Limited,INE004A01022,70707,796.64
Avantel Limited,INE005B01027,308410,541.48
ASTRAL LIMITED,INE006I01046,10587,160.40
CRISIL Ltd.,INE007A01025,2286,112.73
Geojit Financial Services Limited,INE007B01023,41499,45.71
Fedbank Financial Services Limited,INE007N01010,36451,52.42
IDBI LTD,INE008A01015,856532,818.50
Infosys Ltd,INE009A01021,78978,1222.45
Bikaji Foods International Limited,INE00E101023,11810,92.06
Hariom Pipe Industries Limited,INE00EV01017,12160,56.16
Prudent Corporate Advisory Services Limited,INE00F201020,1401,36.78
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4484,73.55
SWIGGY LIMITED,INE00H001014,216151,923.40
STOVE KRAFT LIMITED,INE00IN01015,7092,45.91
Craftsman Automation Limited,INE00LO01017,377,25.40
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,243902,677.22
Interarch Building Solutions Limited,INE00M901018,467,11.71
Studds Accessories Limited,INE00Q601028,4,0.02
DALMIA BHARAT LIMITED,INE00R701025,7901,170.78
Highway Infrastructure Limited,INE00RL01028,1634,1.23
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,35087,48.98
Manorama Industries Limited,INE00VM01036,7606,109.30
AFFLE 3I LIMITED,INE00WC01027,11365,215.21
Flair Writing Industries Limited,INE00Y201027,3291,10.78
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,538,3.55
Entero Healthcare Solutions Limited,INE010601016,1001,11.47
PRISM JOHNSON LIMITED.,INE010A01011,14146,21.97
Zydus Lifesciences Limited,INE010B01027,25301,253.43
Tejas Networks Limited,INE010J01012,126532,859.96
L&T Technology Services Limited,INE010V01017,3485,153.84
BALU FORGE INDUSTRIES LIMITED,INE011E01029,3287,20.90
Tega Industries Limited,INE011K01018,6258,126.91
ACC,INE012A01025,99717,1811.82
Onesource Specialty Pharma Limited,INE013P01021,1146,22.50
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,286,2.59
DABUR INDIA,INE016A01026,47084,251.31
CEINSYS TECH LIMITED,INE016Q01014,8625,90.98
"Great Eastern Shipping Co. Ltd.,",INE017A01032,40397,432.43
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,21221,795.34
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,10703,95.97
JSW SL,INE019A01038,20663,241.65
Himadri Speciality Chemical Ltd.,INE019C01026,84255,412.25
STANLEY LIFESTYLES LIMITED,INE01A001028,1168,3.47
Antony Waste Handling Cell Limited,INE01BK01022,4552,26.58
Vishal Mega Mart Limited,INE01EA01019,303735,434.29
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,7726,24.40
Sky Gold And Diamonds Limited,INE01IU01018,16878,59.17
eMudhra Limited,INE01QM01018,9580,64.72
Vikran Engineering Limited,INE01R501028,104458,111.89
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,647946,2513.54
Asian Paints Ltd.,INE021A01026,8707,241.80
Dodla Dairy Limited,INE021O01019,782,10.42
ASIAN GRANITO INDIA LIMITED,INE022I01019,7850,5.41
Indian Energy Exchange Limited,INE022Q01020,122196,200.28
Aeroflex Industries Limited,INE024001021,81024,154.58
SHILCHAR TEC,INE024F01011,128,5.23
GRAVITA INDIA LIMITED,INE024L01027,14327,264.62
Goldiam International Ltd.,INE025B01025,54940,224.90
Artemis Medicare Services Limited,INE025R01021,2255,7.03
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,121117,243.40
RASHTRIYA CH,INE027A01015,257692,429.97
Max Healthcare Institute Limited,INE027H01010,23604,286.94
Bank Of Baroda,INE028A01039,169988,482.63
BHARAT PETRO,INE029A01011,59021,211.02
Kalyani Investment Company Limited,INE029L01018,1,0.06
ROSSARI BIOTECH LIMITED,INE02A801020,2326,15.60
Axita Cotton Limited,INE02EZ01022,3121,0.31
Raymond Lifestyle Limited,INE02ID01020,10088,124.12
Azad Engineering Limited,INE02IJ01035,22030,384.24
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,8126,21.65
Borosil Limited,INE02PY01013,6090,21.51
Brainbees Solutions Limited,INE02RE01045,43968,163.48
WONDER ELECTRICALS LIMITED,INE02WG01024,13853,23.36
Electronics Mart India Limited,INE02YR01019,56932,86.72
"Hindustan Unilever Ltd.,",INE030A01027,15819,397.58
Housing &Urban Development Corporation Ltd.,INE031A01017,339160,830.72
Ajanta Pharma Ltd.,INE031B01049,2237,58.42
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,1005342,1318.37
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,17586,60.23
Arvind SmartSpaces Limited,INE034S01021,4539,31.54
SOTL,INE035D01020,1019,4.77
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,43415,50.44
KARUR VYSYA,INE036D01028,39365,94.44
Concord Enviro Systems Limited,INE037Z01029,1131,6.06
Hindalco Industries Ltd.,INE038A01020,37287,292.75
T.V.Today Network Limited,INE038F01029,316,0.65
IFCI LTD,INE039A01010,559944,332.75
"Jamna Auto Industries Ltd.,",INE039C01032,80141,84.66
JASH ENGINEERING LIMITED,INE039O01029,8472,42.86
Max Estates Limited,INE03EI01018,2550,12.09
Go Digit General Insurance Limited,INE03JT01014,8007,28.85
Brigade Hotel Ventures Limited,INE03NU01014,3771,3.23
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,1842,17.60
Cohance Lifesciences Limited,INE03QK01018,14029,105.05
Chemcon Speciality Chemicals Limited,INE03YM01018,154,0.39
HDFC Bank Ltd.,INE040A01034,87000,876.53
Mayur Uniquoters ltd.,INE040D01038,279,1.63
SUZLON ENERGY LTD.,INE040H01021,6714264,4079.36
"Dhampur Sugar Mills Ltd.,",INE041A01016,48575,71.53
Escorts Kubota Limited,INE042A01014,5124,191.23
Vijaya Diagnostic Centre Limited,INE043W01024,2051,21.03
Sun Pharmaceutical Industries Ltd.,INE044A01036,14096,232.37
Paras Defence and Space Technologies Limited,INE045601023,27841,206.95
ADOR WELDING,INE045A01017,21521,232.57
Nelco Ltd,INE045B01015,11597,102.07
Fineotex Chemical Limited,INE045J01034,195764,58.13
Reliance Industrial Infrastructure,INE046A01015,6942,64.89
Muthoot Microfin Limited,INE046W01019,4450,7.75
GRASIM INDUS,INE047A01021,7963,220.63
JAGSONPAL PH,INE048B01035,8374,20.36
Navin Fluorent International Ltd,INE048G01026,1349,73.11
"Himatsingka Seide Ltd.,",INE049A01027,101026,137.41
Wockhardt Ltd,INE049B01025,75171,1081.08
Nahar Capital & Financial Services Ltd.,INE049I01012,2,0.01
SBC EXPORTS LIMITED,INE04AK01028,416987,102.76
KPIT Technologies Ltd,INE04I401011,23146,302.98
ETHOS LIMITED,INE04TZ01018,495,14.07
Seshaasai Technologies Limited,INE04VU01023,3036,9.76
Prakash Pipes Limited,INE050001010,4577,19.85
Elin Electronics Limited,INE050401020,2480,5.27
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3477,66.26
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,5082,79.16
Rane (Madras)  Ltd.,INE050H01012,2140,17.11
Vardhman Special Steels Ltd,INE050M01012,3082,9.06
Vakrangee Softwares Ltd.,INE051B01021,12950,1.24
Windsor Machines Limited,INE052A01021,1470,4.56
Camlin Fine Sciences Ltd,INE052I01032,5329,9.77
BEST AGROLIFE LIMITED,INE052T01013,544,2.12
Indian Hotels Co. Ltd,INE053A01029,81371,610.72
Indian Railway Finance Corporation,INE053F01010,1561180,2136.66
"V.I.P. Industries Ltd.,",INE054A01027,14612,64.66
Waterbase Limited,INE054C01015,32764,16.91
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,7455,160.36
Cyient DLM Limited,INE055S01018,27667,131.45
IVALUE INFOSOLUTIONS LIMITED,INE056801025,255,0.80
Refex Industries Limited,INE056I01025,16408,60.13
Sanofi India Ltd,INE058A01010,980,49.61
"Cipla Ltd.,",INE059A01026,17911,277.71
La Opala RG Ltd.,INE059D01020,5959,15.33
Hindware Home Innovation Limited,INE05AN01011,4843,15.80
Ratnaveer Precision Engineering Limited,INE05CZ01011,4146,6.54
Indogulf Cropsciences Limited,INE05J901018,662,0.73
Likhitha Infrastructure Limited,INE060901027,2578,7.57
Navneet Education Limited,INE060A01024,11009,15.93
FORTIS HEALTHCARE LIMITED,INE061F01013,22936,221.52
"State Bank Of India,",INE062A01020,81190,734.24
ALICON,INE062D01024,44,0.39
Pondy Oxides & Chemicals Limited,INE063E01053,4128,53.41
Equitas Small Finance Bank Limited,INE063P01018,197519,127.38
Trident Ltd.,INE064C01022,740497,228.06
AEROFLEX ENTERPRISES LIMITED,INE065D01027,6108,6.25
Indegene Limited,INE065X01017,14681,82.23
Eicher Motors Ltd.,INE066A01021,3209,219.13
Hindustan Aeronautics Limited,INE066F01020,103078,4875.43
Wonderla Holidays Limited,INE066O01014,11996,78.31
Inox Wind Limited,INE066P01011,510563,846.47
CG Power and Industrial Solutions Limited,INE067A01029,84014,611.35
CANTABIL RETAIL INDIA LIMITED,INE068L01024,3371,8.86
Gland Pharma Limited,INE068V01023,3648,69.32
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,631428,638.45
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,676,1.79
INDIQUBE SPACES LIMITED,INE06ST01018,1154,2.67
LAXMI INDIA FINANCE LIMITED,INE06WU01026,3330,5.37
Gem Aromatics Limited,INE06XZ01023,3870,7.34
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,4829,11.37
SHREE CEMENT,INE070A01015,176,50.09
Jai Corp Limited,INE070D01027,29001,47.56
INSECTCID,INE070I01018,564,5.27
Ugar Sugar Works Ltd.,INE071E01023,1881,1.12
Epigral Limited,INE071N01016,2440,42.60
Associated Alcohols & Breweries Ltd,INE073G01016,2645,30.11
Sona BLW Precision Forgings Limited,INE073K01018,52739,261.49
Praj Industries Ltd.,INE074A01025,135891,559.96
Paramount Communications Ltd.,INE074B01023,99968,50.03
WIPRO LTD.,INE075A01022,155419,403.91
G M BREWERIE,INE075D01018,1218,10.40
HealthCare Global Enterprises Limited,INE075I01017,951,6.14
SIYAR SILK M,INE076B01028,4284,33.53
IFB Agro Industries Ltd,INE076C01018,168,2.25
GOCL Corporation Limited ,INE077F01035,1422,5.01
Vikram Solar Limited,INE078V01014,42166,126.47
Ambuja Cements Ltd.,INE079A01024,60466,351.13
Gateway Distriparks Limited,INE079J01017,124778,83.67
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,73625,286.77
Easy Trip Planners Limited,INE07O001026,1520056,194.85
NDR Auto Components Limited,INE07OG01012,418,4.08
Supriya Lifescience Limited,INE07RO01027,18171,138.51
Pavna Industries Limited,INE07S101038,5200,1.67
Restaurant Brands Asia Limited,INE07T201019,148665,113.66
IRM ENERGY LIMITED,INE07U701015,9780,32.70
HITACHI ENERGY INDIA LIMITED,INE07Y701011,1069,227.91
LLOYDS ENTERPRISES LIMITED,INE080I01025,3066194,2364.12
TATA IORN AN,INE081A01020,760345,1289.98
"Kopran Ltd.,",INE082A01010,2201,3.75
Morepen Laboratories Ltd.,INE083A01026,331357,189.72
Themis Medicare Ltd.,INE083B01024,6458,8.49
BANK OF INDI,INE084A01016,354039,483.65
Amanta Healthcare Limited,INE084K01015,133,0.16
RACE ECO CHAIN LIMITED,INE084Q01012,45,0.09
WeWork India Management Limited,INE085001019,1215,7.71
CHAMBAL FERT,INE085A01013,117694,614.52
Thangamayil Jewellery Limited,INE085J01014,287,9.57
"Electrosteel Castings Ltd.,",INE086A01029,271866,272.58
KESORAM IND,INE087A01019,2496,0.13
Shree Renuka Sugars Ltd.,INE087H01022,980038,326.01
Paradeep Phosphates Limited,INE088F01024,379249,693.05
DR.REDDY'S L,INE089A01031,12087,152.93
Sterlite Technologies Limited.,INE089C01029,16742,19.74
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,5780,6.53
Krsnaa Diagnostics Limited,INE08LI01020,2929,25.88
M & B ENGINEERING LIMITED,INE08N601015,6199,26.19
SANSTAR LIMITED,INE08NE01025,2626,2.77
Samhi Hotels Limited,INE08U801020,89288,190.02
Greenpanel Industries Limited,INE08ZM01014,3828,11.88
Scoda Tubes Limited,INE090501011,9463,18.65
ICICI Bank Ltd.,INE090A01021,73674,1039.30
Jai Balaji Industries Limited,INE091G01026,69273,65.88
TATA CHEMICA,INE092A01019,49382,429.10
INDIA NIPP E,INE092B01025,200,1.77
IDFC FIRST BANK LIMITED,INE092T01019,774787,576.11
Hexaware Technologies Limited,INE093A01041,8770,66.99
OBEROI REALTY LIMITED,INE093I01010,5379,93.99
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,203653,138.71
HINDUSTAN PE,INE094A01015,45993,209.39
Ashika Credit Capital Ltd.,INE094B01013,25000,88.75
Kolte-Patil Developers Ltd,INE094I01018,5917,22.58
UTI Asset Management Company Limited,INE094J01016,8819,115.46
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,48494,437.35
NBCC (India) Limited,INE095N01031,491074,582.92
NUCLEU SOF E,INE096B01018,1066,12.31
Amrutanjan Health Care Limited,INE098F01031,1240,9.72
Mishra Dhatu Nigam Limited,INE099Z01011,64337,256.87
Atam Valves Limited,INE09KD01013,3,0.00
Gujarat Fluorochemicals Limited,INE09N301011,3020,109.05
Indigo Paints Limited,INE09VQ01012,1022,12.21
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,8903,42.35
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,112152,151.06
Ceigall India Limited,INE0AG901020,8289,21.53
Hemisphere Properties India Limited,INE0AJG01018,62026,96.97
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,4921,103.55
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1166,5.20
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,523,0.99
Bansal Wire Industries Limited,INE0B9K01025,2453,8.25
Go Fashion (India) Limited,INE0BJS01011,5995,43.29
Premier Energies Limited,INE0BS701011,1110573,11537.47
C.E. Info Systems Limited,INE0BV301023,5070,92.72
Aether Industries Limited,INE0BWX01014,4889,39.36
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,6952,13.21
Jubilant Ingrevia Limited,INE0BY001018,10800,79.75
Oswal Pumps Limited,INE0BYP01024,35168,251.57
Urban Company Limited,INE0CAZ01013,14034,20.57
Mukka Proteins Limited,INE0CG401037,31474,12.04
Max India Limited,INE0CG601016,199,0.43
Knowledge Marine & Engineering Works Limited,INE0CJD01011,952,25.83
Western Carriers (India) Limited,INE0CJF01024,60986,79.02
RateGain Travel Technologies Limited,INE0CLI01024,216224,666.55
Meghmani Organics Limited,INE0CT101020,405990,331.90
GMR Power and Urban Infra Limited,INE0CU601026,57983,71.27
Anthem Biosciences Limited,INE0CZ201020,13164,98.92
Sigachi Industries Limited,INE0D0K01022,179294,77.38
India Pesticides Limited,INE0D6701023,34516,70.87
Ksolves India Limited,INE0D6I01023,929,4.17
RailTel Corporation of India Limited,INE0DD101019,163748,650.45
PIRAMAL PHARMA LIMITED,INE0DK501011,215519,451.29
Fairchem Organics Limited,INE0DNW01011,1725,17.69
INNOVA CAPTAB LIMITED,INE0DUT01020,925,8.16
Syrma SGS Technology Limited,INE0DYJ01015,42682,337.84
HMA Agro Industries Limited,INE0ECP01024,471,0.14
TARC LIMITED,INE0EK901012,8067,13.37
Network People Services Technologies Limited,INE0FFK01017,1518,29.02
Deep Industries Limited,INE0FHS01024,7310,36.42
Motisons Jewellers Limited,INE0FRK01020,183691,38.57
Motherson Sumi Wiring India Limited,INE0FS801015,345362,155.79
Markolines Pavement Technologies Limited,INE0FW001016,700,1.12
EPACK Durable Limited,INE0G5901015,950552,3699.18
Exxaro Tiles Limited,INE0GFE01026,402,0.03
Tatva Chintan Pharma Chem Limited,INE0GK401011,3903,52.77
HP Adhesives Limited,INE0GSL01024,176,0.17
ALL TIME PLASTICS LIMITED,INE0GV601021,169,0.49
Windlas Biotech Limited,INE0H5O01029,839,7.39
ArisInfra Solutions Limited,INE0H9P01028,6787,10.47
Fabtech Technologies Limited,INE0HF201011,1795,4.31
One Mobikwik Systems Limited,INE0HLU01028,49491,134.55
Tracxn Technologies Limited,INE0HMF01019,5487,3.95
Billionbrains Garage Ventures Limited,INE0HOQ01053,10654,16.86
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,6108,17.85
Le Travenues Technology Limited,INE0HV901016,26671,76.61
Dhampur Bio Organics Limited,INE0I3401014,6,0.01
Latent View Analytics Limited,INE0I7C01011,18207,90.12
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,12630,35.04
Veranda Learning Solutions Limited,INE0IQ001011,545,1.21
Data Patterns (India) Limited,INE0IX101010,13299,375.00
Rashi Peripherals Limited,INE0J1F01024,6692,20.70
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,109648,968.52
Honasa Consumer Limited,INE0J5401028,17071,49.99
Jeena Sikho Lifecare Limited,INE0J5801029,2637,19.23
Venus Pipes & Tubes Limited,INE0JA001018,7068,99.01
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,13718,104.33
Sanathan Textiles Limited,INE0JPD01013,125,0.60
YATRA ONLINE LIMITED,INE0JR601024,24950,43.49
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1215,5.93
Harsha Engineers International Limited,INE0JUS01029,1200985,5330.43
Garuda Construction and Engineering Limited,INE0JVO01026,4402,9.84
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,25974,179.68
Eureka Forbes Limited,INE0KCE01017,101892,533.24
DCX Systems Limited,INE0KL801015,114961,293.03
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,929,1.94
Bajel Projects Limited,INE0KQN01018,807,1.47
Gopal Snacks Limited,INE0L9R01028,13288,47.37
Avalon Technologies Limited,INE0LCL01028,5273,53.25
Ather Energy Limited,INE0LEZ01016,6702,45.12
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,59904,153.33
Cello World Limited,INE0LMW01024,9590,62.63
IKIO Technologies Limited,INE0LOJ01019,5110,14.29
Physicswallah Limited,INE0LP301011,13383,18.01
Aarti Pharmalabs Limited,INE0LRU01027,12357,103.39
Quadrant Future Tek Limited,INE0LRY01011,19704,78.85
Ola Electric Mobility Limited,INE0LXG01040,78924,50.69
REDTAPE Limited,INE0LXT01019,38323,55.29
STANDARD GLASS LINING TECHNOLOGY LIMITED,INE0M4D01010,13105,23.32
J.G.Chemicals Limited,INE0MB501011,5371,24.00
REGAAL RESOURCES LIMITED,INE0MHO01029,2542,2.14
Epack Prefab Technologies Limited,INE0MLS01022,5310,17.12
TRUALT BIOENERGY LIMITED,INE0MWH01014,2912,13.04
Udayshivakumar infra limited,INE0N0Y01013,1425,0.46
Rishabh Instruments Limited,INE0N2P01017,5,0.02
BEML Land Assets Limited,INE0N7W01012,1366,2.93
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1844,9.87
BLS E-Services Limited,INE0NLT01010,121,0.22
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,629990,278.06
R K Swamy Limited,INE0NQ801033,503,0.68
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,18263,658.51
Kross Limited,INE0O6601022,18869,38.84
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,184,0.53
Rossell Techsys Limited,INE0OJW01016,1650,12.41
NTPC GREEN ENERGY LIMITED,INE0ONG01011,507360,522.19
Deepak Builders and Engineers India Limited,INE0OPA01019,1241,1.94
EMS LIMITED,INE0OV601013,21254,123.19
GHCL Textiles Limited,INE0PA801013,10062,7.91
Shipping Corporation of India Land and Assets Limited,INE0PB301013,37031,19.11
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,686,2.96
Orient Technologies Limited,INE0PPK01015,6445,26.99
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,250,0.22
Platinum Industries Limited,INE0PT501018,5375,15.80
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,22572,187.55
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,2011,33.98
International Gemmological Institute India Limited,INE0Q9301021,19242,71.10
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,457,3.15
ARKADE DEVELOPERS LIMITED,INE0QRL01017,33879,60.93
Denta Water and Infra Solutions Limited,INE0R4L01018,1332,5.60
