SEBI REPORT For Trade date 14-May-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,437225.47,
2,Fresh Exposure taken during the day,14098.50,
3,Exposure liquidated during the day,13948.83,
4,Net scripwise outstanding at the end of the day,437375.14,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,17678,65.97
Reliance Industries Ltd,INE002A01018,311658,4422.22
SJVN LIMITED,INE002L01015,645294,540.71
Mahanagar Gas Limited,INE002S01010,18394,222.04
"Siemens Ltd.,",INE003A01024,4377,158.87
Protean eGov Technologies Limited,INE004A01022,51802,437.52
Avantel Limited,INE005B01027,198590,317.47
ASTRAL LIMITED,INE006I01046,14532,231.77
CRISIL Ltd.,INE007A01025,2345,107.65
Geojit Financial Services Limited,INE007B01023,31220,22.97
Fedbank Financial Services Limited,INE007N01010,53817,79.00
IDBI LTD,INE008A01015,1332446,1091.56
Infosys Ltd,INE009A01021,445323,5557.60
Bikaji Foods International Limited,INE00E101023,8830,68.25
Hariom Pipe Industries Limited,INE00EV01017,9695,36.07
Prudent Corporate Advisory Services Limited,INE00F201020,200,5.28
ACUTAAS CHEMICALS LIMITED,INE00FF01025,9034,209.72
SWIGGY LIMITED,INE00H001014,328968,1068.33
STOVE KRAFT LIMITED,INE00IN01015,13930,83.00
Craftsman Automation Limited,INE00LO01017,1359,121.94
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,340906,803.30
Interarch Building Solutions Limited,INE00M901018,4339,86.92
Studds Accessories Limited,INE00Q601028,6446,33.60
Synergy Green Industries Limited,INE00QT01015,10,0.05
DALMIA BHARAT LIMITED,INE00R701025,8564,166.06
Highway Infrastructure Limited,INE00RL01028,107,0.08
Nila Spaces Ltd,INE00S901012,1000,0.15
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,34605,41.74
Manorama Industries Limited,INE00VM01036,6094,89.00
AFFLE 3I LIMITED,INE00WC01027,12782,215.96
