SEBI REPORT For Trade date 05-Dec-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,341872.13,
2,Fresh Exposure taken during the day,7179.91,
3,Exposure liquidated during the day,7818.56,
4,Net scripwise outstanding at the end of the day,341233.48,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,21885,87.55
Reliance Industries Ltd,INE002A01018,91711,1334.91
SJVN LIMITED,INE002L01015,614769,585.42
Mahanagar Gas Limited,INE002S01010,24361,318.43
"Siemens Ltd.,",INE003A01024,10634,363.53
Protean eGov Technologies Limited,INE004A01022,71833,805.01
Avantel Limited,INE005B01027,307438,539.36
ASTRAL LIMITED,INE006I01046,9884,150.34
CRISIL Ltd.,INE007A01025,2238,110.36
Geojit Financial Services Limited,INE007B01023,41688,45.83
Fedbank Financial Services Limited,INE007N01010,36481,52.46
IDBI LTD,INE008A01015,853636,817.74
Infosys Ltd,INE009A01021,64003,993.86
Bikaji Foods International Limited,INE00E101023,11356,88.89
Hariom Pipe Industries Limited,INE00EV01017,12044,55.57
Prudent Corporate Advisory Services Limited,INE00F201020,1055,27.84
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4474,73.25
SWIGGY LIMITED,INE00H001014,195595,834.96
STOVE KRAFT LIMITED,INE00IN01015,7159,46.11
Craftsman Automation Limited,INE00LO01017,274,18.50
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,242731,674.28
Interarch Building Solutions Limited,INE00M901018,464,11.66
Studds Accessories Limited,INE00Q601028,110,0.59
DALMIA BHARAT LIMITED,INE00R701025,7858,169.84
Highway Infrastructure Limited,INE00RL01028,1141,0.90
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,35559,49.55
Manorama Industries Limited,INE00VM01036,7456,107.35
AFFLE 3I LIMITED,INE00WC01027,11392,215.57
Flair Writing Industries Limited,INE00Y201027,2895,9.49
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,507,3.27
Entero Healthcare Solutions Limited,INE010601016,976,11.21
PRISM JOHNSON LIMITED.,INE010A01011,14846,22.91
Zydus Lifesciences Limited,INE010B01027,24768,248.40
Tejas Networks Limited,INE010J01012,127095,862.63
L&T Technology Services Limited,INE010V01017,2766,123.79
BALU FORGE INDUSTRIES LIMITED,INE011E01029,3287,20.90
Tega Industries Limited,INE011K01018,6288,127.45
ACC,INE012A01025,101003,1835.23
Onesource Specialty Pharma Limited,INE013P01021,1146,22.50
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,292,2.64
DABUR INDIA,INE016A01026,46441,247.87
"Great Eastern Shipping Co. Ltd.,",INE017A01032,40036,428.45
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,20647,773.67
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,10603,95.00
JSW SL,INE019A01038,21934,256.26
Himadri Speciality Chemical Ltd.,INE019C01026,77049,379.42
STANLEY LIFESTYLES LIMITED,INE01A001028,1058,3.19
Antony Waste Handling Cell Limited,INE01BK01022,4468,26.15
Vishal Mega Mart Limited,INE01EA01019,303839,433.85
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,7675,23.81
Sky Gold And Diamonds Limited,INE01IU01018,16878,59.17
eMudhra Limited,INE01QM01018,9376,63.37
Vikran Engineering Limited,INE01R501028,106367,113.68
Canara HSBC Life Insurance Company Limited,INE01TY01017,60,0.07
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,643622,2496.91
Asian Paints Ltd.,INE021A01026,9238,258.15
Dodla Dairy Limited,INE021O01019,782,10.42
ASIAN GRANITO INDIA LIMITED,INE022I01019,8852,6.04
Indian Energy Exchange Limited,INE022Q01020,124999,204.53
Aeroflex Industries Limited,INE024001021,81017,154.57
SHILCHAR TEC,INE024F01011,212,8.36
GRAVITA INDIA LIMITED,INE024L01027,14639,270.08
Goldiam International Ltd.,INE025B01025,54940,224.90
Artemis Medicare Services Limited,INE025R01021,2255,7.03
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,123130,246.87
RASHTRIYA CH,INE027A01015,260848,433.01
Max Healthcare Institute Limited,INE027H01010,23699,287.75
Bank Of Baroda,INE028A01039,167562,476.18
BHARAT PETRO,INE029A01011,60216,215.17
Kalyani Investment Company Limited,INE029L01018,1,0.06
ROSSARI BIOTECH LIMITED,INE02A801020,2498,16.01
Axita Cotton Limited,INE02EZ01022,3121,0.31
Raymond Lifestyle Limited,INE02ID01020,10117,124.37
Azad Engineering Limited,INE02IJ01035,20067,350.24
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,7628,20.24
Borosil Limited,INE02PY01013,6365,22.36
Brainbees Solutions Limited,INE02RE01045,42153,155.81
WONDER ELECTRICALS LIMITED,INE02WG01024,13853,23.36
Electronics Mart India Limited,INE02YR01019,56357,85.88
"Hindustan Unilever Ltd.,",INE030A01027,16243,404.96
Housing &Urban Development Corporation Ltd.,INE031A01017,365098,887.22
Ajanta Pharma Ltd.,INE031B01049,1196,31.18
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,1005235,1317.73
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,17674,60.43
Arvind SmartSpaces Limited,INE034S01021,4539,31.54
SOTL,INE035D01020,987,4.63
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,35623,40.24
KARUR VYSYA,INE036D01028,38543,92.42
Concord Enviro Systems Limited,INE037Z01029,1131,6.06
Hindalco Industries Ltd.,INE038A01020,32193,252.36
T.V.Today Network Limited,INE038F01029,316,0.65
IFCI LTD,INE039A01010,557821,331.20
"Jamna Auto Industries Ltd.,",INE039C01032,77722,82.01
JASH ENGINEERING LIMITED,INE039O01029,8470,42.85
Max Estates Limited,INE03EI01018,2560,12.14
Go Digit General Insurance Limited,INE03JT01014,8007,28.85
Brigade Hotel Ventures Limited,INE03NU01014,3771,3.23
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,1852,17.69
Cohance Lifesciences Limited,INE03QK01018,13739,102.84
Chemcon Speciality Chemicals Limited,INE03YM01018,154,0.39
HDFC Bank Ltd.,INE040A01034,88152,889.91
Mayur Uniquoters ltd.,INE040D01038,279,1.63
SUZLON ENERGY LTD.,INE040H01021,6566418,3979.22
