SEBI REPORT For Trade date 01-Dec-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,342383.29,
2,Fresh Exposure taken during the day,6550.21,
3,Exposure liquidated during the day,8556.89,
4,Net scripwise outstanding at the end of the day,340376.61,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,17200,68.65
Reliance Industries Ltd,INE002A01018,85894,1242.59
SJVN LIMITED,INE002L01015,626439,600.11
Mahanagar Gas Limited,INE002S01010,22790,300.43
"Siemens Ltd.,",INE003A01024,8391,285.45
Protean eGov Technologies Limited,INE004A01022,70782,797.55
Avantel Limited,INE005B01027,315336,553.52
ASTRAL LIMITED,INE006I01046,10164,154.34
CRISIL Ltd.,INE007A01025,2288,112.86
Geojit Financial Services Limited,INE007B01023,41899,46.02
Fedbank Financial Services Limited,INE007N01010,34371,49.40
IDBI LTD,INE008A01015,842184,804.01
Infosys Ltd,INE009A01021,84393,1304.58
Bikaji Foods International Limited,INE00E101023,11677,91.47
Hariom Pipe Industries Limited,INE00EV01017,11547,53.85
Prudent Corporate Advisory Services Limited,INE00F201020,1405,36.89
ACUTAAS CHEMICALS LIMITED,INE00FF01025,2806,43.98
SWIGGY LIMITED,INE00H001014,235314,999.49
STOVE KRAFT LIMITED,INE00IN01015,7437,48.40
Craftsman Automation Limited,INE00LO01017,396,26.74
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,245249,680.30
Interarch Building Solutions Limited,INE00M901018,432,10.86
DALMIA BHARAT LIMITED,INE00R701025,8069,174.69
Highway Infrastructure Limited,INE00RL01028,1634,1.23
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,35164,49.16
Manorama Industries Limited,INE00VM01036,7619,109.48
AFFLE 3I LIMITED,INE00WC01027,11295,214.36
Flair Writing Industries Limited,INE00Y201027,3291,10.78
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,417,2.81
Entero Healthcare Solutions Limited,INE010601016,986,11.31
PRISM JOHNSON LIMITED.,INE010A01011,14250,22.15
Zydus Lifesciences Limited,INE010B01027,25918,259.29
Tejas Networks Limited,INE010J01012,126734,861.83
L&T Technology Services Limited,INE010V01017,3740,165.97
BALU FORGE INDUSTRIES LIMITED,INE011E01029,3292,20.93
Tega Industries Limited,INE011K01018,6243,126.62
ACC,INE012A01025,99843,1814.49
Onesource Specialty Pharma Limited,INE013P01021,1159,22.71
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,286,2.59
DABUR INDIA,INE016A01026,46748,249.63
CEINSYS TECH LIMITED,INE016Q01014,8625,90.98
"Great Eastern Shipping Co. Ltd.,",INE017A01032,45977,489.87
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,21175,793.59
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,11817,105.78
JSW SL,INE019A01038,20166,235.79
Himadri Speciality Chemical Ltd.,INE019C01026,84906,415.14
STANLEY LIFESTYLES LIMITED,INE01A001028,1168,3.47
Antony Waste Handling Cell Limited,INE01BK01022,4612,26.89
Vishal Mega Mart Limited,INE01EA01019,307415,439.53
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,7726,24.40
Sky Gold And Diamonds Limited,INE01IU01018,17378,60.88
eMudhra Limited,INE01QM01018,10249,70.08
Vikran Engineering Limited,INE01R501028,98939,106.47
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,632463,2460.27
Asian Paints Ltd.,INE021A01026,10086,279.86
Dodla Dairy Limited,INE021O01019,1375,18.14
ASIAN GRANITO INDIA LIMITED,INE022I01019,7850,5.41
Indian Energy Exchange Limited,INE022Q01020,130469,211.55
Aeroflex Industries Limited,INE024001021,79724,152.21
SHILCHAR TEC,INE024F01011,82,3.36
