SEBI REPORT For Trade date 23-Feb-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,388128.85,
2,Fresh Exposure taken during the day,8369.65,
3,Exposure liquidated during the day,8340.15,
4,Net scripwise outstanding at the end of the day,388158.35,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,16384,62.93
Reliance Industries Ltd,INE002A01018,200171,2933.86
SJVN LIMITED,INE002L01015,766008,661.81
Mahanagar Gas Limited,INE002S01010,23558,293.03
"Siemens Ltd.,",INE003A01024,8334,282.00
Protean eGov Technologies Limited,INE004A01022,47092,508.21
Avantel Limited,INE005B01027,309126,529.68
ASTRAL LIMITED,INE006I01046,5998,93.57
CRISIL Ltd.,INE007A01025,1818,89.00
Geojit Financial Services Limited,INE007B01023,45798,47.89
Fedbank Financial Services Limited,INE007N01010,51292,75.69
IDBI LTD,INE008A01015,834991,828.96
Infosys Ltd,INE009A01021,179435,2628.53
Bikaji Foods International Limited,INE00E101023,12982,99.00
Hariom Pipe Industries Limited,INE00EV01017,9716,43.37
Prudent Corporate Advisory Services Limited,INE00F201020,243,6.54
ACUTAAS CHEMICALS LIMITED,INE00FF01025,5587,104.15
SWIGGY LIMITED,INE00H001014,223022,886.10
STOVE KRAFT LIMITED,INE00IN01015,8235,51.20
Craftsman Automation Limited,INE00LO01017,830,64.66
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,292737,729.49
Interarch Building Solutions Limited,INE00M901018,2333,48.90
Studds Accessories Limited,INE00Q601028,6414,34.47
DALMIA BHARAT LIMITED,INE00R701025,4534,97.74
Highway Infrastructure Limited,INE00RL01028,10384,6.11
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,35675,46.32
Manorama Industries Limited,INE00VM01036,4996,72.64
AFFLE 3I LIMITED,INE00WC01027,7060,130.70
Flair Writing Industries Limited,INE00Y201027,2332,7.55
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2332,12.53
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,138,0.28
Entero Healthcare Solutions Limited,INE010601016,2747,31.88
PRISM JOHNSON LIMITED.,INE010A01011,23262,33.28
Zydus Lifesciences Limited,INE010B01027,21432,208.61
Tejas Networks Limited,INE010J01012,156796,855.29
L&T Technology Services Limited,INE010V01017,5811,237.55
BALU FORGE INDUSTRIES LIMITED,INE011E01029,22764,112.77
Tega Industries Limited,INE011K01018,3940,76.66
ACC,INE012A01025,15693,289.19
R&B Denims Limited,INE012Q01021,49814,92.68
Onesource Specialty Pharma Limited,INE013P01021,2916,46.99
WIM PLAST LT,INE015B01018,930,4.31
Tinna Rubber and Infrastructure Limited,INE015C01016,332,2.82
DABUR INDIA,INE016A01026,20620,109.96
CEINSYS TECH LIMITED,INE016Q01014,150,1.89
"Great Eastern Shipping Co. Ltd.,",INE017A01032,8368,101.36
LARSEN & TOU,INE018A01030,15037,575.29
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,15255,129.09
JSW SL,INE019A01038,8675,102.84
Himadri Speciality Chemical Ltd.,INE019C01026,59924,297.51
STANLEY LIFESTYLES LIMITED,INE01A001028,3981,8.92
Antony Waste Handling Cell Limited,INE01BK01022,4896,27.27
Vishal Mega Mart Limited,INE01EA01019,284726,391.61
Ritco Logistics Limited,INE01EG01016,83,0.24
Baazar Style Retail Limited,INE01FR01028,108354,377.94
Sky Gold And Diamonds Limited,INE01IU01018,17064,60.40
eMudhra Limited,INE01QM01018,11827,69.71
Vikran Engineering Limited,INE01R501028,640913,610.32
Canara HSBC Life Insurance Company Limited,INE01TY01017,13364,19.94
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,588512,2254.33
Asian Paints Ltd.,INE021A01026,12607,333.11
Dodla Dairy Limited,INE021O01019,359,4.61
ASIAN GRANITO INDIA LIMITED,INE022I01019,15380,10.95
Indian Energy Exchange Limited,INE022Q01020,246310,361.20
Nalwa Sons Investment Ltd,INE023A01030,32,2.04
Aeroflex Industries Limited,INE024001021,37541,75.49
SHILCHAR TEC,INE024F01011,2476,93.67
GRAVITA INDIA LIMITED,INE024L01027,14839,259.57
Goldiam International Ltd.,INE025B01025,30628,117.97
Artemis Medicare Services Limited,INE025R01021,2434,6.75
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,124735,243.75
RASHTRIYA CH,INE027A01015,248273,396.70
Max Healthcare Institute Limited,INE027H01010,24203,278.48
Bank Of Baroda,INE028A01039,101387,292.29
BHARAT PETRO,INE029A01011,84169,309.79
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,1848,11.67
Raymond Lifestyle Limited,INE02ID01020,8892,105.08
Azad Engineering Limited,INE02IJ01035,22028,383.27
Borosil Scientific Limited,INE02L001032,282,0.35
Fino Payments Bank Limited,INE02NC01014,19505,50.28
Borosil Limited,INE02PY01013,6614,22.17
Brainbees Solutions Limited,INE02RE01045,75104,213.76
WONDER ELECTRICALS LIMITED,INE02WG01024,7528,12.53
Electronics Mart India Limited,INE02YR01019,56274,78.07
Corona Remedies Limited,INE02ZQ01018,16,0.24
"Hindustan Unilever Ltd.,",INE030A01027,15859,388.36
Housing &Urban Development Corporation Ltd.,INE031A01017,621487,1380.17
Ajanta Pharma Ltd.,INE031B01049,935,26.29
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,774255,940.61
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,17355,62.07
Arvind SmartSpaces Limited,INE034S01021,4232,29.26
SOTL,INE035D01020,1195,5.45
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,14682,20.65
KARUR VYSYA,INE036D01028,27284,77.07
Concord Enviro Systems Limited,INE037Z01029,581,2.90
Hindalco Industries Ltd.,INE038A01020,36711,326.55
T.V.Today Network Limited,INE038F01029,1241,1.76
IFCI LTD,INE039A01010,823741,512.61
"Jamna Auto Industries Ltd.,",INE039C01032,82206,106.57
JASH ENGINEERING LIMITED,INE039O01029,6794,34.21
Jubilant Agri and Consumer Products Limited,INE03CC01015,95,1.86
Max Estates Limited,INE03EI01018,3063,14.14
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,4512,15.89
Brigade Hotel Ventures Limited,INE03NU01014,1609,1.38
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2089,19.77
Cohance Lifesciences Limited,INE03QK01018,17126,88.76
Chemcon Speciality Chemicals Limited,INE03YM01018,125,0.32
HDFC Bank Ltd.,INE040A01034,199573,1927.30
Mayur Uniquoters ltd.,INE040D01038,3027,17.62
SUZLON ENERGY LTD.,INE040H01021,7418477,4149.42
"Dhampur Sugar Mills Ltd.,",INE041A01016,46258,65.48
Escorts Kubota Limited,INE042A01014,4624,170.34
GTL Ltd,INE043A01012,387,0.03
Vijaya Diagnostic Centre Limited,INE043W01024,1616,16.27
Sun Pharmaceutical Industries Ltd.,INE044A01036,17927,299.68
Paras Defence and Space Technologies Limited,INE045601023,36829,260.15
ADOR WELDING,INE045A01017,149,1.75
Nelco Ltd,INE045B01015,8972,75.13
Fineotex Chemical Limited,INE045J01034,125789,36.43
Reliance Industrial Infrastructure,INE046A01015,5679,51.51
Muthoot Microfin Limited,INE046W01019,5137,8.86
GRASIM INDUS,INE047A01021,3313,94.84
JAGSONPAL PH,INE048B01035,4226,10.26
Navin Fluorent International Ltd,INE048G01026,4230,273.85
"Himatsingka Seide Ltd.,",INE049A01027,67408,88.40
Wockhardt Ltd,INE049B01025,77089,1102.83
SBC EXPORTS LIMITED,INE04AK01028,560916,148.06
KPIT Technologies Ltd,INE04I401011,48783,518.42
