SEBI REPORT For Trade date 10-Feb-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,384209.24,
2,Fresh Exposure taken during the day,13897.42,
3,Exposure liquidated during the day,10433.42,
4,Net scripwise outstanding at the end of the day,387673.24,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,19698,76.41
Reliance Industries Ltd,INE002A01018,192795,2836.73
SJVN LIMITED,INE002L01015,629364,553.30
Mahanagar Gas Limited,INE002S01010,24534,305.76
"Siemens Ltd.,",INE003A01024,11384,377.58
Protean eGov Technologies Limited,INE004A01022,45113,498.66
Avantel Limited,INE005B01027,308275,528.87
ASTRAL LIMITED,INE006I01046,8021,122.81
CRISIL Ltd.,INE007A01025,1664,82.14
Geojit Financial Services Limited,INE007B01023,49563,50.61
Fedbank Financial Services Limited,INE007N01010,66912,104.88
IDBI LTD,INE008A01015,933985,922.64
Infosys Ltd,INE009A01021,103878,1610.26
Bikaji Foods International Limited,INE00E101023,12892,98.78
Hariom Pipe Industries Limited,INE00EV01017,10132,44.86
Prudent Corporate Advisory Services Limited,INE00F201020,380,10.10
ACUTAAS CHEMICALS LIMITED,INE00FF01025,5554,101.06
SWIGGY LIMITED,INE00H001014,213625,855.64
STOVE KRAFT LIMITED,INE00IN01015,6930,44.51
Craftsman Automation Limited,INE00LO01017,478,36.24
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,328092,809.71
Interarch Building Solutions Limited,INE00M901018,1628,35.66
Studds Accessories Limited,INE00Q601028,6432,34.47
DALMIA BHARAT LIMITED,INE00R701025,4611,99.57
Highway Infrastructure Limited,INE00RL01028,9783,5.77
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,33225,44.63
Manorama Industries Limited,INE00VM01036,5594,81.10
AFFLE 3I LIMITED,INE00WC01027,7411,138.64
Flair Writing Industries Limited,INE00Y201027,1692,5.46
A B INFRABUILD LIMITED,INE00YB01025,0,0.00
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2159,11.72
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,3695,43.15
PRISM JOHNSON LIMITED.,INE010A01011,23433,33.59
Zydus Lifesciences Limited,INE010B01027,21080,205.28
Tejas Networks Limited,INE010J01012,151104,842.21
L&T Technology Services Limited,INE010V01017,5096,216.27
BALU FORGE INDUSTRIES LIMITED,INE011E01029,17132,85.61
Tega Industries Limited,INE011K01018,3883,76.49
ACC,INE012A01025,15813,292.65
R&B Denims Limited,INE012Q01021,10211,16.98
Onesource Specialty Pharma Limited,INE013P01021,3008,49.13
WIM PLAST LT,INE015B01018,930,4.31
Tinna Rubber and Infrastructure Limited,INE015C01016,341,2.96
DABUR INDIA,INE016A01026,20672,110.36
CEINSYS TECH LIMITED,INE016Q01014,100,1.30
"Great Eastern Shipping Co. Ltd.,",INE017A01032,7624,90.31
LARSEN & TOU,INE018A01030,23835,917.83
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,15949,134.20
JSW SL,INE019A01038,11163,132.33
Himadri Speciality Chemical Ltd.,INE019C01026,69081,340.02
STANLEY LIFESTYLES LIMITED,INE01A001028,1876,4.89
Antony Waste Handling Cell Limited,INE01BK01022,3993,22.72
Vishal Mega Mart Limited,INE01EA01019,280254,389.49
Ritco Logistics Limited,INE01EG01016,84,0.25
Baazar Style Retail Limited,INE01FR01028,15341,49.87
Sky Gold And Diamonds Limited,INE01IU01018,21799,75.55
eMudhra Limited,INE01QM01018,12082,72.40
Vikran Engineering Limited,INE01R501028,529797,525.05
Canara HSBC Life Insurance Company Limited,INE01TY01017,10247,15.18
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,584269,2245.24
Asian Paints Ltd.,INE021A01026,14198,375.91
Dodla Dairy Limited,INE021O01019,358,4.59
ASIAN GRANITO INDIA LIMITED,INE022I01019,17339,12.43
Indian Energy Exchange Limited,INE022Q01020,255326,374.25
Nalwa Sons Investment Ltd,INE023A01030,32,2.04
Aeroflex Industries Limited,INE024001021,39971,78.83
SHILCHAR TEC,INE024F01011,2418,91.15
GRAVITA INDIA LIMITED,INE024L01027,13280,234.98
Goldiam International Ltd.,INE025B01025,46609,179.32
Artemis Medicare Services Limited,INE025R01021,3664,9.54
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,122002,239.83
RASHTRIYA CH,INE027A01015,230291,374.50
Max Healthcare Institute Limited,INE027H01010,27346,310.41
RUDRA GLOBAL INFRA PRODUCTS LIMITED,INE027T01023,1500,0.26
Bank Of Baroda,INE028A01039,141652,411.08
BHARAT PETRO,INE029A01011,80010,292.94
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,1920,12.22
Anmol India Limited,INE02AR01019,2000,0.24
Anand Rayons Limited,INE02GA01012,0,0.00
Raymond Lifestyle Limited,INE02ID01020,10021,117.17
Azad Engineering Limited,INE02IJ01035,21301,367.35
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,22111,57.09
Borosil Limited,INE02PY01013,6074,20.84
Brainbees Solutions Limited,INE02RE01045,42249,142.99
WONDER ELECTRICALS LIMITED,INE02WG01024,13843,23.27
Electronics Mart India Limited,INE02YR01019,64897,87.16
Corona Remedies Limited,INE02ZQ01018,16,0.24
"Hindustan Unilever Ltd.,",INE030A01027,11154,277.60
Housing &Urban Development Corporation Ltd.,INE031A01017,586886,1314.42
Ajanta Pharma Ltd.,INE031B01049,1891,53.96
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,772643,939.13
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,19407,69.86
Arvind SmartSpaces Limited,INE034S01021,4062,28.28
SOTL,INE035D01020,1195,5.45
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,9814,13.14
KARUR VYSYA,INE036D01028,26088,71.87
Concord Enviro Systems Limited,INE037Z01029,455,2.46
Hindalco Industries Ltd.,INE038A01020,33764,298.52
T.V.Today Network Limited,INE038F01029,1240,1.79
IFCI LTD,INE039A01010,902392,561.61
"Jamna Auto Industries Ltd.,",INE039C01032,92268,112.00
