SEBI REPORT For Trade date 22-Jan-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,364971.88,
2,Fresh Exposure taken during the day,8234.99,
3,Exposure liquidated during the day,8736.55,
4,Net scripwise outstanding at the end of the day,364470.31,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,40266,159.77
Reliance Industries Ltd,INE002A01018,205478,3031.94
SJVN LIMITED,INE002L01015,547269,499.87
Mahanagar Gas Limited,INE002S01010,27148,337.85
"Siemens Ltd.,",INE003A01024,12608,414.69
Protean eGov Technologies Limited,INE004A01022,64567,696.86
Avantel Limited,INE005B01027,320700,552.29
ASTRAL LIMITED,INE006I01046,8273,125.80
CRISIL Ltd.,INE007A01025,1645,81.57
Geojit Financial Services Limited,INE007B01023,46988,48.98
Fedbank Financial Services Limited,INE007N01010,59849,94.78
IDBI LTD,INE008A01015,814174,798.65
Infosys Ltd,INE009A01021,46120,732.29
Bikaji Foods International Limited,INE00E101023,12241,94.66
Hariom Pipe Industries Limited,INE00EV01017,9886,43.96
Prudent Corporate Advisory Services Limited,INE00F201020,378,10.06
ACUTAAS CHEMICALS LIMITED,INE00FF01025,3973,63.63
SWIGGY LIMITED,INE00H001014,246683,976.76
STOVE KRAFT LIMITED,INE00IN01015,6915,44.43
Craftsman Automation Limited,INE00LO01017,467,32.92
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,313772,792.54
Interarch Building Solutions Limited,INE00M901018,1306,28.94
Studds Accessories Limited,INE00Q601028,7534,40.16
DALMIA BHARAT LIMITED,INE00R701025,5367,115.88
Highway Infrastructure Limited,INE00RL01028,8257,5.02
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,41329,55.14
Manorama Industries Limited,INE00VM01036,5717,81.74
AFFLE 3I LIMITED,INE00WC01027,8898,167.52
Flair Writing Industries Limited,INE00Y201027,1671,5.39
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2301,12.30
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,3400,39.78
PRISM JOHNSON LIMITED.,INE010A01011,17260,26.07
Zydus Lifesciences Limited,INE010B01027,21275,208.66
Tejas Networks Limited,INE010J01012,143465,849.99
L&T Technology Services Limited,INE010V01017,4791,208.02
BALU FORGE INDUSTRIES LIMITED,INE011E01029,13699,71.01
Tega Industries Limited,INE011K01018,3909,77.38
ACC,INE012A01025,98494,1785.92
Onesource Specialty Pharma Limited,INE013P01021,2094,38.40
WIM PLAST LT,INE015B01018,5812,29.50
Tinna Rubber and Infrastructure Limited,INE015C01016,560,4.59
DABUR INDIA,INE016A01026,22891,122.31
CEINSYS TECH LIMITED,INE016Q01014,700,7.70
"Great Eastern Shipping Co. Ltd.,",INE017A01032,18249,206.41
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,23241,881.91
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,11385,99.63
JSW SL,INE019A01038,12766,148.33
Himadri Speciality Chemical Ltd.,INE019C01026,62181,307.65
STANLEY LIFESTYLES LIMITED,INE01A001028,1774,4.68
Antony Waste Handling Cell Limited,INE01BK01022,4067,22.53
Vishal Mega Mart Limited,INE01EA01019,300696,422.71
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,10151,32.58
Sky Gold And Diamonds Limited,INE01IU01018,16482,57.65
eMudhra Limited,INE01QM01018,7846,51.94
Vikran Engineering Limited,INE01R501028,511049,512.70
Canara HSBC Life Insurance Company Limited,INE01TY01017,3416,4.87
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,521908,2021.11
Asian Paints Ltd.,INE021A01026,11460,320.29
Dodla Dairy Limited,INE021O01019,490,6.20
ASIAN GRANITO INDIA LIMITED,INE022I01019,12067,8.62
Indian Energy Exchange Limited,INE022Q01020,211278,323.29
Nalwa Sons Investment Ltd,INE023A01030,52,3.35
Aeroflex Industries Limited,INE024001021,43645,86.65
SHILCHAR TEC,INE024F01011,2388,88.83
