SEBI REPORT For Trade date 02-Mar-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,389650.19,
2,Fresh Exposure taken during the day,9046.25,
3,Exposure liquidated during the day,12974.65,
4,Net scripwise outstanding at the end of the day,385721.80,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,16251,61.95
Reliance Industries Ltd,INE002A01018,217651,3167.13
SJVN LIMITED,INE002L01015,722051,625.32
Mahanagar Gas Limited,INE002S01010,19583,244.86
"Siemens Ltd.,",INE003A01024,7430,254.16
Protean eGov Technologies Limited,INE004A01022,48346,513.66
Avantel Limited,INE005B01027,302328,518.49
ASTRAL LIMITED,INE006I01046,8898,143.92
CRISIL Ltd.,INE007A01025,1789,87.41
Geojit Financial Services Limited,INE007B01023,47561,48.98
Fedbank Financial Services Limited,INE007N01010,51028,74.60
IDBI LTD,INE008A01015,746103,741.66
Infosys Ltd,INE009A01021,198986,2854.29
Bikaji Foods International Limited,INE00E101023,13152,100.00
Hariom Pipe Industries Limited,INE00EV01017,9426,42.12
Prudent Corporate Advisory Services Limited,INE00F201020,376,9.81
ACUTAAS CHEMICALS LIMITED,INE00FF01025,5001,92.36
SWIGGY LIMITED,INE00H001014,234144,907.14
STOVE KRAFT LIMITED,INE00IN01015,8109,50.45
Craftsman Automation Limited,INE00LO01017,612,48.08
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,288891,719.24
Interarch Building Solutions Limited,INE00M901018,2457,51.20
Studds Accessories Limited,INE00Q601028,6414,34.47
DALMIA BHARAT LIMITED,INE00R701025,4465,96.22
Highway Infrastructure Limited,INE00RL01028,11067,6.49
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,36910,47.57
Manorama Industries Limited,INE00VM01036,4801,69.90
AFFLE 3I LIMITED,INE00WC01027,7256,131.57
Flair Writing Industries Limited,INE00Y201027,2373,7.66
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2347,12.59
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,2592,30.22
PRISM JOHNSON LIMITED.,INE010A01011,22241,32.00
Zydus Lifesciences Limited,INE010B01027,17554,172.99
Tejas Networks Limited,INE010J01012,182630,991.77
L&T Technology Services Limited,INE010V01017,6120,245.04
BALU FORGE INDUSTRIES LIMITED,INE011E01029,25099,124.32
Tega Industries Limited,INE011K01018,3358,66.27
ACC,INE012A01025,15046,275.37
R&B Denims Limited,INE012Q01021,5833,10.68
Onesource Specialty Pharma Limited,INE013P01021,3485,53.84
WIM PLAST LT,INE015B01018,930,4.31
Tinna Rubber and Infrastructure Limited,INE015C01016,322,2.75
DABUR INDIA,INE016A01026,17872,95.69
CEINSYS TECH LIMITED,INE016Q01014,150,1.89
"Great Eastern Shipping Co. Ltd.,",INE017A01032,5722,67.44
LARSEN & TOU,INE018A01030,23802,940.22
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,13764,115.64
JSW SL,INE019A01038,5762,66.62
Himadri Speciality Chemical Ltd.,INE019C01026,58660,291.38
STANLEY LIFESTYLES LIMITED,INE01A001028,3527,8.07
Antony Waste Handling Cell Limited,INE01BK01022,5339,29.04
Vishal Mega Mart Limited,INE01EA01019,560338,716.12
Ritco Logistics Limited,INE01EG01016,83,0.24
Baazar Style Retail Limited,INE01FR01028,108442,378.07
Sky Gold And Diamonds Limited,INE01IU01018,16429,58.08
eMudhra Limited,INE01QM01018,12338,70.96
Vikran Engineering Limited,INE01R501028,615325,584.50
Canara HSBC Life Insurance Company Limited,INE01TY01017,15898,23.33
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,584154,2229.93
Asian Paints Ltd.,INE021A01026,11841,308.51
Dodla Dairy Limited,INE021O01019,382,4.87
ASIAN GRANITO INDIA LIMITED,INE022I01019,34738,25.03
Indian Energy Exchange Limited,INE022Q01020,240049,352.62
Nalwa Sons Investment Ltd,INE023A01030,31,1.98
Aeroflex Industries Limited,INE024001021,39939,82.21
SHILCHAR TEC,INE024F01011,2485,94.09
GRAVITA INDIA LIMITED,INE024L01027,15895,275.76
Goldiam International Ltd.,INE025B01025,145372,515.43
Artemis Medicare Services Limited,INE025R01021,1934,5.57
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,114627,224.20
"Lotus Chocolate Co. Ltd.,",INE026D01011,10,0.08
RASHTRIYA CH,INE027A01015,259313,407.70
Max Healthcare Institute Limited,INE027H01010,21372,248.39
Bank Of Baroda,INE028A01039,87728,255.42
BHARAT PETRO,INE029A01011,59327,218.94
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,1842,11.62
Raymond Lifestyle Limited,INE02ID01020,9197,107.75
Azad Engineering Limited,INE02IJ01035,21533,374.56
Borosil Scientific Limited,INE02L001032,282,0.35
Fino Payments Bank Limited,INE02NC01014,19283,49.15
Borosil Limited,INE02PY01013,6640,22.07
Brainbees Solutions Limited,INE02RE01045,61768,182.54
WONDER ELECTRICALS LIMITED,INE02WG01024,7528,12.53
Electronics Mart India Limited,INE02YR01019,55916,77.68
Corona Remedies Limited,INE02ZQ01018,41,0.65
"Hindustan Unilever Ltd.,",INE030A01027,14824,361.89
Housing &Urban Development Corporation Ltd.,INE031A01017,757309,1630.15
Ajanta Pharma Ltd.,INE031B01049,985,28.18
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,778225,944.62
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,21281,76.31
Arvind SmartSpaces Limited,INE034S01021,4227,29.23
SOTL,INE035D01020,1217,5.54
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,15079,21.21
KARUR VYSYA,INE036D01028,25326,72.01
Concord Enviro Systems Limited,INE037Z01029,363,1.74
Hindalco Industries Ltd.,INE038A01020,36293,324.58
T.V.Today Network Limited,INE038F01029,1241,1.76
IFCI LTD,INE039A01010,811416,501.74
"Jamna Auto Industries Ltd.,",INE039C01032,97663,130.67
JASH ENGINEERING LIMITED,INE039O01029,6545,33.00
Jubilant Agri and Consumer Products Limited,INE03CC01015,95,1.86
Max Estates Limited,INE03EI01018,3058,14.12
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,4410,15.54
Brigade Hotel Ventures Limited,INE03NU01014,1706,1.44
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,1955,18.46
Cohance Lifesciences Limited,INE03QK01018,17984,90.70
Chemcon Speciality Chemicals Limited,INE03YM01018,125,0.32
HDFC Bank Ltd.,INE040A01034,222494,2126.67
Mayur Uniquoters ltd.,INE040D01038,2978,17.32
SUZLON ENERGY LTD.,INE040H01021,6690593,3676.30
