SEBI REPORT For Trade date 24-Oct-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,321942.42,
2,Fresh Exposure taken during the day,10017.37,
3,Exposure liquidated during the day,7018.47,
4,Net scripwise outstanding at the end of the day,324941.32,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,23412,91.65
Reliance Industries Ltd,INE002A01018,154230,2178.61
SJVN LIMITED,INE002L01015,551291,553.82
Mahanagar Gas Limited,INE002S01010,14823,204.26
"Siemens Ltd.,",INE003A01024,15005,501.97
Protean eGov Technologies Limited,INE004A01022,65661,764.12
Avantel Limited,INE005B01027,372808,674.90
ASTRAL LIMITED,INE006I01046,15037,227.94
CRISIL Ltd.,INE007A01025,1991,100.66
Geojit Financial Services Limited,INE007B01023,42586,46.88
Fedbank Financial Services Limited,INE007N01010,47664,69.04
IDBI LTD,INE008A01015,957413,878.04
Infosys Ltd,INE009A01021,123688,1884.99
Bikaji Foods International Limited,INE00E101023,12470,97.90
Hariom Pipe Industries Limited,INE00EV01017,10253,50.13
Prudent Corporate Advisory Services Limited,INE00F201020,380,10.45
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4197,62.78
SWIGGY LIMITED,INE00H001014,166133,725.76
STOVE KRAFT LIMITED,INE00IN01015,10355,66.08
Craftsman Automation Limited,INE00LO01017,479,30.52
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,253633,727.78
Interarch Building Solutions Limited,INE00M901018,1664,33.22
DALMIA BHARAT LIMITED,INE00R701025,6408,140.98
Highway Infrastructure Limited,INE00RL01028,606,0.49
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,39191,55.95
Manorama Industries Limited,INE00VM01036,5306,78.59
AFFLE 3I LIMITED,INE00WC01027,7598,148.73
Flair Writing Industries Limited,INE00Y201027,2934,9.54
Entero Healthcare Solutions Limited,INE010601016,1029,11.88
PRISM JOHNSON LIMITED.,INE010A01011,10516,17.26
Zydus Lifesciences Limited,INE010B01027,17421,179.85
Tejas Networks Limited,INE010J01012,136188,943.90
L&T Technology Services Limited,INE010V01017,4223,185.15
BALU FORGE INDUSTRIES LIMITED,INE011E01029,3288,20.93
Tega Industries Limited,INE011K01018,6324,127.66
ACC,INE012A01025,106103,1928.44
Onesource Specialty Pharma Limited,INE013P01021,1100,22.14
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,588,5.64
MANAKSIA LIMITED,INE015D01022,29,0.02
DABUR INDIA,INE016A01026,49781,265.89
"Great Eastern Shipping Co. Ltd.,",INE017A01032,26678,276.96
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,16567,589.38
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,5140,46.46
JSW SL,INE019A01038,10779,121.53
Himadri Speciality Chemical Ltd.,INE019C01026,76938,377.05
STANLEY LIFESTYLES LIMITED,INE01A001028,1068,3.24
Antony Waste Handling Cell Limited,INE01BK01022,5583,33.47
Vishal Mega Mart Limited,INE01EA01019,238936,349.80
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,5961,18.32
Sky Gold And Diamonds Limited,INE01IU01018,16681,58.37
eMudhra Limited,INE01QM01018,8365,59.07
Vikran Engineering Limited,INE01R501028,6275,6.40
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,626684,2475.26
BAID FINSERV LIMITED,INE020D01022,441,0.05
Asian Paints Ltd.,INE021A01026,10153,253.30
Dodla Dairy Limited,INE021O01019,1735,23.28
ASIAN GRANITO INDIA LIMITED,INE022I01019,2829,1.75
Indian Energy Exchange Limited,INE022Q01020,182615,302.29
Nalwa Sons Investment Ltd,INE023A01030,344,27.02
Aeroflex Industries Limited,INE024001021,80271,153.77
GRAVITA INDIA LIMITED,INE024L01027,23353,416.59
Goldiam International Ltd.,INE025B01025,57033,218.31
Artemis Medicare Services Limited,INE025R01021,2589,7.69
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,79347,164.62
RASHTRIYA CH,INE027A01015,275768,460.43
Max Healthcare Institute Limited,INE027H01010,21653,266.37
Bank Of Baroda,INE028A01039,135594,349.91
BHARAT PETRO,INE029A01011,65884,218.69
Kalyani Investment Company Limited,INE029L01018,3,0.17
ROSSARI BIOTECH LIMITED,INE02A801020,2657,18.03
Axita Cotton Limited,INE02EZ01022,3071,0.31
Nova Agritech Limited,INE02H701025,118,0.06
Raymond Lifestyle Limited,INE02ID01020,8859,111.92
Azad Engineering Limited,INE02IJ01035,24185,417.76
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,7996,22.12
Borosil Limited,INE02PY01013,5795,21.40
Brainbees Solutions Limited,INE02RE01045,35165,135.40
WONDER ELECTRICALS LIMITED,INE02WG01024,16552,26.95
Electronics Mart India Limited,INE02YR01019,58693,90.78
"Hindustan Unilever Ltd.,",INE030A01027,11602,296.94
Housing &Urban Development Corporation Ltd.,INE031A01017,339546,818.70
Ajanta Pharma Ltd.,INE031B01049,1802,46.03
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,982763,1285.73
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,20351,67.60
Arvind SmartSpaces Limited,INE034S01021,4142,29.14
SOTL,INE035D01020,1101,5.24
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,39665,44.93
KARUR VYSYA,INE036D01028,18994,40.80
Concord Enviro Systems Limited,INE037Z01029,1173,6.56
Hindalco Industries Ltd.,INE038A01020,18331,136.62
T.V.Today Network Limited,INE038F01029,291,0.62
IFCI LTD,INE039A01010,435146,267.87
"Jamna Auto Industries Ltd.,",INE039C01032,177599,182.09
JASH ENGINEERING LIMITED,INE039O01029,7520,38.53
Max Estates Limited,INE03EI01018,3310,15.74
Go Digit General Insurance Limited,INE03JT01014,7094,25.61
Brigade Hotel Ventures Limited,INE03NU01014,8739,7.39
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2041,19.67
Cohance Lifesciences Limited,INE03QK01018,4412,41.19
Chemcon Speciality Chemicals Limited,INE03YM01018,267,0.69
HDFC Bank Ltd.,INE040A01034,90652,909.98
Mayur Uniquoters ltd.,INE040D01038,518,2.94
SUZLON ENERGY LTD.,INE040H01021,5570489,3412.69
"Dhampur Sugar Mills Ltd.,",INE041A01016,52097,77.53
Escorts Kubota Limited,INE042A01014,6744,250.56
Vijaya Diagnostic Centre Limited,INE043W01024,5473,56.84
Sun Pharmaceutical Industries Ltd.,INE044A01036,19993,328.33
Paras Defence and Space Technologies Limited,INE045601023,21367,156.47
ADOR WELDING,INE045A01017,340,3.80
Nelco Ltd,INE045B01015,11462,102.06
Fineotex Chemical Limited,INE045J01026,25758,68.25
Reliance Industrial Infrastructure,INE046A01015,9120,84.86
Muthoot Microfin Limited,INE046W01019,12089,18.78
GRASIM INDUS,INE047A01021,1952,55.26
JAGSONPAL PH,INE048B01035,10720,26.14
Navin Fluorent International Ltd,INE048G01026,1321,64.59
"Himatsingka Seide Ltd.,",INE049A01027,64270,92.72
Wockhardt Ltd,INE049B01025,69431,982.31
SBC EXPORTS LIMITED,INE04AK01028,8700,2.02
KPIT Technologies Ltd,INE04I401011,30805,395.79
ETHOS LIMITED,INE04TZ01018,338,8.56
Prakash Pipes Limited,INE050001010,6534,26.27
Elin Electronics Limited,INE050401020,2956,6.45
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3456,67.96
Balaji Amines Ltd.,INE050E01027,6078,98.14
Rane (Madras)  Ltd.,INE050H01012,2140,17.11
Vardhman Special Steels Ltd,INE050M01012,1701,5.10
Vakrangee Softwares Ltd.,INE051B01021,3950,0.54
Windsor Machines Limited,INE052A01021,3453,10.78
Camlin Fine Sciences Ltd,INE052I01032,2219,4.47
BEST AGROLIFE LIMITED,INE052T01013,1176,4.35
Indian Hotels Co. Ltd,INE053A01029,91744,700.27
Indian Railway Finance Corporation,INE053F01010,1510005,2091.24
"V.I.P. Industries Ltd.,",INE054A01027,12002,54.99
Waterbase Limited,INE054C01015,35275,18.23
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,9178,192.56
Cyient DLM Limited,INE055S01018,36957,175.02
Refex Industries Limited,INE056I01025,15641,57.74
Sanofi India Ltd,INE058A01010,1220,61.82
"Cipla Ltd.,",INE059A01026,9383,149.71
La Opala RG Ltd.,INE059D01020,12091,30.70
Hindware Home Innovation Limited,INE05AN01011,2228,6.65
Ratnaveer Precision Engineering Limited,INE05CZ01011,6191,9.92
Indogulf Cropsciences Limited,INE05J901018,1438,1.62
Likhitha Infrastructure Limited,INE060901027,2882,8.67
Navneet Education Limited,INE060A01024,15855,23.62
FORTIS HEALTHCARE LIMITED,INE061F01013,11070,109.50
"State Bank Of India,",INE062A01020,87384,725.83
Pondy Oxides & Chemicals Limited,INE063E01053,5323,69.42
Equitas Small Finance Bank Limited,INE063P01018,290819,187.41
Trident Ltd.,INE064C01022,806033,249.11
AEROFLEX ENTERPRISES LIMITED,INE065D01027,7677,7.78
Indegene Limited,INE065X01017,15255,87.80
Eicher Motors Ltd.,INE066A01021,2874,192.17
Hindustan Aeronautics Limited,INE066F01020,89677,4293.69
Wonderla Holidays Limited,INE066O01014,11785,77.15
Inox Wind Limited,INE066P01011,458035,778.30
CG Power and Industrial Solutions Limited,INE067A01029,64532,476.43
CANTABIL RETAIL INDIA LIMITED,INE068L01024,2781,7.90
Gland Pharma Limited,INE068V01023,3912,73.68
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,538178,582.54
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,1634,4.00
INDIQUBE SPACES LIMITED,INE06ST01018,1382,3.25
LAXMI INDIA FINANCE LIMITED,INE06WU01026,3850,6.17
Gem Aromatics Limited,INE06XZ01023,726,1.71
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,2614,5.81
SHREE CEMENT,INE070A01015,152,44.29
Jai Corp Limited,INE070D01027,33006,54.36
INSECTCID,INE070I01018,761,7.17
Ugar Sugar Works Ltd.,INE071E01023,2248,1.41
Epigral Limited,INE071N01016,2197,40.05
Associated Alcohols & Breweries Ltd,INE073G01016,1664,17.76
Sona BLW Precision Forgings Limited,INE073K01018,65423,318.25
Praj Industries Ltd.,INE074A01025,133762,565.97
Paramount Communications Ltd.,INE074B01023,110255,55.12
WIPRO LTD.,INE075A01022,222478,562.41
G M BREWERIE,INE075D01018,1130,8.38
HealthCare Global Enterprises Limited,INE075I01017,2630,17.42
SIYAR SILK M,INE076B01028,1329,10.41
IFB Agro Industries Ltd,INE076C01018,62,0.69
GOCL Corporation Limited ,INE077F01035,897,3.41
Vikram Solar Limited,INE078V01014,15246,52.21
Ambuja Cements Ltd.,INE079A01024,53490,314.66
Gateway Distriparks Limited,INE079J01017,129291,88.11
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,59276,231.67
Easy Trip Planners Limited,INE07O001026,1682637,213.65
NDR Auto Components Limited,INE07OG01012,532,4.91
Supriya Lifescience Limited,INE07RO01027,5838,41.09
Restaurant Brands Asia Limited,INE07T201019,106771,87.33
IRM ENERGY LIMITED,INE07U701015,9227,31.76
HITACHI ENERGY INDIA LIMITED,INE07Y701011,3086,589.44
LLOYDS ENTERPRISES LIMITED,INE080I01025,3062203,2362.17
TATA IORN AN,INE081A01020,289395,453.29
"Kopran Ltd.,",INE082A01010,3021,5.32
Morepen Laboratories Ltd.,INE083A01026,373270,218.66
Themis Medicare Ltd.,INE083B01024,5889,7.79
BANK OF INDI,INE084A01016,389184,470.73
Amanta Healthcare Limited,INE084K01015,232,0.31
CHAMBAL FERT,INE085A01013,95606,520.86
Thangamayil Jewellery Limited,INE085J01014,437,8.93
"Electrosteel Castings Ltd.,",INE086A01029,270918,283.49
KESORAM IND,INE087A01019,1044,0.05
Shree Renuka Sugars Ltd.,INE087H01022,950960,332.64
Paradeep Phosphates Limited,INE088F01024,357844,684.52
DR.REDDY'S L,INE089A01031,10828,137.97
Sterlite Technologies Limited.,INE089C01029,20600,24.73
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,2601,2.27
Krsnaa Diagnostics Limited,INE08LI01020,4047,36.82
M & B ENGINEERING LIMITED,INE08N601015,4437,19.60
SANSTAR LIMITED,INE08NE01025,3976,4.12
Samhi Hotels Limited,INE08U801020,79002,168.87
Greenpanel Industries Limited,INE08ZM01014,2852,9.54
Scoda Tubes Limited,INE090501011,10383,20.20
ICICI Bank Ltd.,INE090A01021,69122,961.99
Jai Balaji Industries Limited,INE091G01026,71085,73.99
TATA CHEMICA,INE092A01019,29614,274.07
INDIA NIPP E,INE092B01025,374,3.53
IDFC FIRST BANK LIMITED,INE092T01019,809901,588.53
Hexaware Technologies Limited,INE093A01041,10211,77.27
OBEROI REALTY LIMITED,INE093I01010,6602,113.50
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,198621,139.04
HINDUSTAN PE,INE094A01015,63409,277.13
Ashika Credit Capital Ltd.,INE094B01013,20000,71.00
Kolte-Patil Developers Ltd,INE094I01018,6536,25.46
UTI Asset Management Company Limited,INE094J01016,6149,83.85
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,78194,663.55
NBCC (India) Limited,INE095N01031,474034,547.02
NUCLEU SOF E,INE096B01018,1178,13.66
Amrutanjan Health Care Limited,INE098F01031,1122,8.84
Mishra Dhatu Nigam Limited,INE099Z01011,65164,266.13
Aarti Surfactants Limited,INE09EO01013,44,0.22
Atam Valves Limited,INE09KD01013,3,0.00
Gujarat Fluorochemicals Limited,INE09N301011,2178,82.99
Indigo Paints Limited,INE09VQ01012,2623,29.04
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,7916,38.18
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,117702,157.79
Ceigall India Limited,INE0AG901020,7472,20.00
Hemisphere Properties India Limited,INE0AJG01018,59751,95.00
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,37986,777.93
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,2299,10.25
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,1022,1.96
Bansal Wire Industries Limited,INE0B9K01025,1029,3.64
Go Fashion (India) Limited,INE0BJS01011,3826,31.74
Premier Energies Limited,INE0BS701011,522234,5481.96
C.E. Info Systems Limited,INE0BV301023,5040,92.24
Aether Industries Limited,INE0BWX01014,14362,109.90
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,5057,10.23
Jubilant Ingrevia Limited,INE0BY001018,10684,79.01
Oswal Pumps Limited,INE0BYP01024,16172,128.45
Mukka Proteins Limited,INE0CG401037,31979,14.06
Max India Limited,INE0CG601016,106,0.25
Knowledge Marine & Engineering Works Limited,INE0CJD01011,1193,28.56
Western Carriers (India) Limited,INE0CJF01024,46202,61.15
RateGain Travel Technologies Limited,INE0CLI01024,220243,690.01
Meghmani Organics Limited,INE0CT101020,319533,274.40
GMR Power and Urban Infra Limited,INE0CU601026,75354,91.27
Anthem Biosciences Limited,INE0CZ201020,10333,81.31
Sigachi Industries Limited,INE0D0K01022,191922,94.19
India Pesticides Limited,INE0D6701023,26701,57.71
Ksolves India Limited,INE0D6I01023,928,4.16
RailTel Corporation of India Limited,INE0DD101019,166355,675.16
PIRAMAL PHARMA LIMITED,INE0DK501011,223192,472.65
Fairchem Organics Limited,INE0DNW01011,1224,13.99
INNOVA CAPTAB LIMITED,INE0DUT01020,1038,9.23
Syrma SGS Technology Limited,INE0DYJ01015,52770,405.48
HMA Agro Industries Limited,INE0ECP01024,471,0.14
TARC LIMITED,INE0EK901012,6333,10.89
Network People Services Technologies Limited,INE0FFK01017,1363,28.13
Deep Industries Limited,INE0FHS01024,8836,44.51
Motisons Jewellers Limited,INE0FRK01020,231354,47.28
Motherson Sumi Wiring India Limited,INE0FS801015,458319,207.50
EPACK Durable Limited,INE0G5901015,1156905,4500.58
Exxaro Tiles Limited,INE0GFE01026,590,0.05
Tatva Chintan Pharma Chem Limited,INE0GK401011,3131,38.50
HP Adhesives Limited,INE0GSL01024,671,0.40
ALL TIME PLASTICS LIMITED,INE0GV601021,1015,2.95
Windlas Biotech Limited,INE0H5O01029,667,6.56
ArisInfra Solutions Limited,INE0H9P01028,650,1.02
One Mobikwik Systems Limited,INE0HLU01028,48167,139.05
Tracxn Technologies Limited,INE0HMF01019,6412,4.59
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,4251,12.88
Le Travenues Technology Limited,INE0HV901016,16144,49.23
Dhampur Bio Organics Limited,INE0I3401014,6,0.01
Latent View Analytics Limited,INE0I7C01011,19060,93.91
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,3022,8.42
Veranda Learning Solutions Limited,INE0IQ001011,20,0.05
Data Patterns (India) Limited,INE0IX101010,14635,397.56
Rashi Peripherals Limited,INE0J1F01024,9985,29.97
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,97221,839.30
Honasa Consumer Limited,INE0J5401028,19434,55.54
Jeena Sikho Lifecare Limited,INE0J5801029,2036,16.35
Venus Pipes & Tubes Limited,INE0JA001018,7584,108.93
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,6212,47.59
Sanathan Textiles Limited,INE0JPD01013,165,0.79
YATRA ONLINE LIMITED,INE0JR601024,11532,18.20
DREAMFOLKS SERVICES LIMITED,INE0JS101016,2609,8.05
Harsha Engineers International Limited,INE0JUS01029,1201523,5332.60
Garuda Construction and Engineering Limited,INE0JVO01026,1282,2.65
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,20330,149.59
Eureka Forbes Limited,INE0KCE01017,99189,515.85
DCX Systems Limited,INE0KL801015,110888,304.32
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,857,1.80
Bajel Projects Limited,INE0KQN01018,78,0.16
Gopal Snacks Limited,INE0L9R01028,12913,47.61
Avalon Technologies Limited,INE0LCL01028,4402,44.88
