SEBI REPORT For Trade date 25-Mar-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,382002.06,
2,Fresh Exposure taken during the day,18091.50,
3,Exposure liquidated during the day,13429.85,
4,Net scripwise outstanding at the end of the day,386663.70,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,16442,60.85
Reliance Industries Ltd,INE002A01018,193416,2786.61
SJVN LIMITED,INE002L01015,650243,556.05
Mahanagar Gas Limited,INE002S01010,20343,244.49
"Siemens Ltd.,",INE003A01024,5999,202.48
Protean eGov Technologies Limited,INE004A01022,46193,460.71
Avantel Limited,INE005B01027,285611,473.96
ASTRAL LIMITED,INE006I01046,5078,82.07
CRISIL Ltd.,INE007A01025,1986,92.56
Geojit Financial Services Limited,INE007B01023,56072,53.52
Fedbank Financial Services Limited,INE007N01010,51077,73.65
IDBI LTD,INE008A01015,830584,734.86
Infosys Ltd,INE009A01021,165104,2326.50
Bikaji Foods International Limited,INE00E101023,9978,76.53
Hariom Pipe Industries Limited,INE00EV01017,5938,26.64
Prudent Corporate Advisory Services Limited,INE00F201020,282,7.48
ACUTAAS CHEMICALS LIMITED,INE00FF01025,10483,226.38
SWIGGY LIMITED,INE00H001014,197397,744.77
STOVE KRAFT LIMITED,INE00IN01015,12319,72.99
Craftsman Automation Limited,INE00LO01017,627,46.36
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,287992,695.52
Interarch Building Solutions Limited,INE00M901018,2134,43.77
Studds Accessories Limited,INE00Q601028,5123,27.57
Synergy Green Industries Limited,INE00QT01015,10,0.05
DALMIA BHARAT LIMITED,INE00R701025,3770,80.73
Highway Infrastructure Limited,INE00RL01028,1385,0.96
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,32984,42.51
Manorama Industries Limited,INE00VM01036,3819,53.69
AFFLE 3I LIMITED,INE00WC01027,7733,135.86
Flair Writing Industries Limited,INE00Y201027,1760,5.69
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,1737,9.43
Entero Healthcare Solutions Limited,INE010601016,2747,32.28
PRISM JOHNSON LIMITED.,INE010A01011,14646,21.98
Zydus Lifesciences Limited,INE010B01027,15923,156.82
Tejas Networks Limited,INE010J01012,209920,1099.10
L&T Technology Services Limited,INE010V01017,6045,234.78
BALU FORGE INDUSTRIES LIMITED,INE011E01029,19957,95.12
Tega Industries Limited,INE011K01018,2779,54.44
ACC,INE012A01025,16801,287.42
R&B Denims Limited,INE012Q01021,1320,2.44
Onesource Specialty Pharma Limited,INE013P01021,206179,3050.03
WIM PLAST LT,INE015B01018,830,3.85
Tinna Rubber and Infrastructure Limited,INE015C01016,352,2.78
DABUR INDIA,INE016A01026,19074,99.15
CEINSYS TECH LIMITED,INE016Q01014,243,2.80
"Great Eastern Shipping Co. Ltd.,",INE017A01032,6542,82.72
LARSEN & TOU,INE018A01030,47718,1761.97
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,13656,112.50
JSW SL,INE019A01038,5069,59.20
Himadri Speciality Chemical Ltd.,INE019C01026,47238,231.50
STANLEY LIFESTYLES LIMITED,INE01A001028,5199,10.29
Antony Waste Handling Cell Limited,INE01BK01022,4646,24.51
Vishal Mega Mart Limited,INE01EA01019,253334,335.21
Ritco Logistics Limited,INE01EG01016,82,0.24
Baazar Style Retail Limited,INE01FR01028,109939,381.02
Sky Gold And Diamonds Limited,INE01IU01018,14690,51.41
eMudhra Limited,INE01QM01018,10475,58.37
Vikran Engineering Limited,INE01R501028,556553,517.14
Canara HSBC Life Insurance Company Limited,INE01TY01017,5885,8.48
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,542017,2019.76
Asian Paints Ltd.,INE021A01026,11840,300.89
Dodla Dairy Limited,INE021O01019,372,4.65
ASIAN GRANITO INDIA LIMITED,INE022I01019,15166,11.04
Indian Energy Exchange Limited,INE022Q01020,248553,351.56
