SEBI REPORT For Trade date 17-Dec-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,345720.25,
2,Fresh Exposure taken during the day,5940.41,
3,Exposure liquidated during the day,4613.61,
4,Net scripwise outstanding at the end of the day,347047.05,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,23140,92.32
Reliance Industries Ltd,INE002A01018,81875,1201.65
SJVN LIMITED,INE002L01015,596209,568.41
Mahanagar Gas Limited,INE002S01010,25063,324.32
"Siemens Ltd.,",INE003A01024,11471,388.93
Protean eGov Technologies Limited,INE004A01022,69911,787.79
Avantel Limited,INE005B01027,301741,526.09
ASTRAL LIMITED,INE006I01046,10110,152.96
CRISIL Ltd.,INE007A01025,1956,96.13
Geojit Financial Services Limited,INE007B01023,112582,100.57
Fedbank Financial Services Limited,INE007N01010,31381,44.78
IDBI LTD,INE008A01015,873522,835.14
Infosys Ltd,INE009A01021,62554,992.15
Bikaji Foods International Limited,INE00E101023,9578,75.77
Hariom Pipe Industries Limited,INE00EV01017,11622,51.08
Prudent Corporate Advisory Services Limited,INE00F201020,533,14.17
ACUTAAS CHEMICALS LIMITED,INE00FF01025,5232,85.76
SWIGGY LIMITED,INE00H001014,158737,681.56
STOVE KRAFT LIMITED,INE00IN01015,6924,44.76
Craftsman Automation Limited,INE00LO01017,583,40.23
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,263438,713.93
Interarch Building Solutions Limited,INE00M901018,850,20.98
Studds Accessories Limited,INE00Q601028,305,1.63
DALMIA BHARAT LIMITED,INE00R701025,7593,164.37
Highway Infrastructure Limited,INE00RL01028,1141,0.89
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,39697,54.13
Manorama Industries Limited,INE00VM01036,7438,108.30
AFFLE 3I LIMITED,INE00WC01027,11758,221.11
Flair Writing Industries Limited,INE00Y201027,2288,7.42
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,1295,7.57
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,1088,12.33
PRISM JOHNSON LIMITED.,INE010A01011,14769,22.78
Zydus Lifesciences Limited,INE010B01027,25700,256.70
Tejas Networks Limited,INE010J01012,128695,854.74
L&T Technology Services Limited,INE010V01017,2860,128.68
BALU FORGE INDUSTRIES LIMITED,INE011E01029,3015,19.15
Tega Industries Limited,INE011K01018,6204,125.76
ACC,INE012A01025,101494,1843.17
Onesource Specialty Pharma Limited,INE013P01021,1045,20.64
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,306,2.74
DABUR INDIA,INE016A01026,46273,246.30
"Great Eastern Shipping Co. Ltd.,",INE017A01032,28758,318.80
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,20569,778.18
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,11880,105.89
JSW SL,INE019A01038,26451,306.84
Himadri Speciality Chemical Ltd.,INE019C01026,72243,356.19
STANLEY LIFESTYLES LIMITED,INE01A001028,1063,3.20
Antony Waste Handling Cell Limited,INE01BK01022,4397,25.65
Vishal Mega Mart Limited,INE01EA01019,280481,399.68
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,8470,25.86
Sky Gold And Diamonds Limited,INE01IU01018,16756,58.57
eMudhra Limited,INE01QM01018,8043,53.83
Vikran Engineering Limited,INE01R501028,127142,132.16
Canara HSBC Life Insurance Company Limited,INE01TY01017,1213,1.46
