SEBI REPORT For Trade date 01-Feb-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,384961.22,
2,Fresh Exposure taken during the day,10831.64,
3,Exposure liquidated during the day,8239.66,
4,Net scripwise outstanding at the end of the day,387553.20,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,18134,70.88
Reliance Industries Ltd,INE002A01018,227013,3321.74
SJVN LIMITED,INE002L01015,571166,513.91
Mahanagar Gas Limited,INE002S01010,28890,356.02
"Siemens Ltd.,",INE003A01024,11906,393.02
Protean eGov Technologies Limited,INE004A01022,52850,551.03
Avantel Limited,INE005B01027,308847,531.61
ASTRAL LIMITED,INE006I01046,7523,114.89
CRISIL Ltd.,INE007A01025,1769,87.17
Geojit Financial Services Limited,INE007B01023,46994,48.95
Fedbank Financial Services Limited,INE007N01010,63127,99.44
IDBI LTD,INE008A01015,933268,913.54
Infosys Ltd,INE009A01021,43964,698.71
Bikaji Foods International Limited,INE00E101023,12144,93.75
Hariom Pipe Industries Limited,INE00EV01017,9299,41.56
Prudent Corporate Advisory Services Limited,INE00F201020,265,7.03
ACUTAAS CHEMICALS LIMITED,INE00FF01025,2840,45.70
SWIGGY LIMITED,INE00H001014,231130,914.91
STOVE KRAFT LIMITED,INE00IN01015,6913,44.40
Craftsman Automation Limited,INE00LO01017,779,56.63
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,305015,770.38
Interarch Building Solutions Limited,INE00M901018,1359,29.77
Studds Accessories Limited,INE00Q601028,8789,46.31
DALMIA BHARAT LIMITED,INE00R701025,9050,191.95
Highway Infrastructure Limited,INE00RL01028,8383,5.00
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,39381,52.87
Manorama Industries Limited,INE00VM01036,5418,78.72
AFFLE 3I LIMITED,INE00WC01027,8370,156.94
Flair Writing Industries Limited,INE00Y201027,1671,5.39
A B INFRABUILD LIMITED,INE00YB01025,1500,0.29
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2199,11.92
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,3380,39.54
PRISM JOHNSON LIMITED.,INE010A01011,18631,27.64
Zydus Lifesciences Limited,INE010B01027,17784,175.92
Tejas Networks Limited,INE010J01012,144786,824.62
L&T Technology Services Limited,INE010V01017,4843,207.78
BALU FORGE INDUSTRIES LIMITED,INE011E01029,15786,78.36
Tega Industries Limited,INE011K01018,3712,73.41
ACC,INE012A01025,14301,268.78
R&B Denims Limited,INE012Q01021,2340,3.57
Onesource Specialty Pharma Limited,INE013P01021,3003,49.07
WIM PLAST LT,INE015B01018,5942,30.06
Tinna Rubber and Infrastructure Limited,INE015C01016,336,2.92
DABUR INDIA,INE016A01026,28212,149.44
CEINSYS TECH LIMITED,INE016Q01014,700,7.70
"Great Eastern Shipping Co. Ltd.,",INE017A01032,11419,132.24
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,24373,926.11
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,16015,135.36
JSW SL,INE019A01038,9139,105.91
Himadri Speciality Chemical Ltd.,INE019C01026,66882,328.39
STANLEY LIFESTYLES LIMITED,INE01A001028,1774,4.68
Antony Waste Handling Cell Limited,INE01BK01022,3483,20.07
Vishal Mega Mart Limited,INE01EA01019,294834,413.12
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,8343,26.65
Sky Gold And Diamonds Limited,INE01IU01018,16915,58.97
eMudhra Limited,INE01QM01018,7276,47.97
Vikran Engineering Limited,INE01R501028,508491,509.13
Canara HSBC Life Insurance Company Limited,INE01TY01017,8477,12.56
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,556340,2149.40
Asian Paints Ltd.,INE021A01026,12270,333.60
Dodla Dairy Limited,INE021O01019,478,6.05
ASIAN GRANITO INDIA LIMITED,INE022I01019,12095,8.64
Indian Energy Exchange Limited,INE022Q01020,232758,349.14
Nalwa Sons Investment Ltd,INE023A01030,53,3.40
Aeroflex Industries Limited,INE024001021,52527,102.14
SHILCHAR TEC,INE024F01011,2436,90.01
GRAVITA INDIA LIMITED,INE024L01027,14707,260.25
Goldiam International Ltd.,INE025B01025,55080,222.53
Artemis Medicare Services Limited,INE025R01021,2117,6.44
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,126120,248.30
RASHTRIYA CH,INE027A01015,229655,374.84
Max Healthcare Institute Limited,INE027H01010,34685,387.55
Bank Of Baroda,INE028A01039,132960,388.32
BHARAT PETRO,INE029A01011,135871,489.60
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,1967,12.65
Anand Rayons Limited,INE02GA01012,140,0.49
Raymond Lifestyle Limited,INE02ID01020,10863,125.36
Azad Engineering Limited,INE02IJ01035,22000,377.75
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,21690,56.07
Borosil Limited,INE02PY01013,5854,20.35
Brainbees Solutions Limited,INE02RE01045,37258,129.72
WONDER ELECTRICALS LIMITED,INE02WG01024,12843,21.77
Electronics Mart India Limited,INE02YR01019,56042,78.08
"Hindustan Unilever Ltd.,",INE030A01027,12509,310.34
Housing &Urban Development Corporation Ltd.,INE031A01017,597517,1344.45
Ajanta Pharma Ltd.,INE031B01049,2586,73.07
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,786588,960.14
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,16331,54.10
Arvind SmartSpaces Limited,INE034S01021,4068,28.31
SOTL,INE035D01020,1195,5.45
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,10664,14.35
KARUR VYSYA,INE036D01028,24366,63.47
