SEBI REPORT For Trade date 16-Mar-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,385993.27,
2,Fresh Exposure taken during the day,6084.58,
3,Exposure liquidated during the day,11294.15,
4,Net scripwise outstanding at the end of the day,380783.70,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,37518,122.49
Reliance Industries Ltd,INE002A01018,233637,3373.24
SJVN LIMITED,INE002L01015,610428,532.69
Mahanagar Gas Limited,INE002S01010,19441,240.90
"Siemens Ltd.,",INE003A01024,6428,218.99
Protean eGov Technologies Limited,INE004A01022,46969,487.89
Avantel Limited,INE005B01027,256227,439.21
ASTRAL LIMITED,INE006I01046,5072,81.53
CRISIL Ltd.,INE007A01025,1744,84.02
Geojit Financial Services Limited,INE007B01023,46503,48.11
Fedbank Financial Services Limited,INE007N01010,52596,75.83
IDBI LTD,INE008A01015,756380,722.01
Infosys Ltd,INE009A01021,187806,2667.80
Bikaji Foods International Limited,INE00E101023,9834,75.68
Hariom Pipe Industries Limited,INE00EV01017,8514,37.81
Prudent Corporate Advisory Services Limited,INE00F201020,351,9.11
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4837,91.02
SWIGGY LIMITED,INE00H001014,208350,800.15
STOVE KRAFT LIMITED,INE00IN01015,12098,72.29
Craftsman Automation Limited,INE00LO01017,657,48.84
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,290802,712.09
Interarch Building Solutions Limited,INE00M901018,2163,44.72
Studds Accessories Limited,INE00Q601028,5139,27.66
Synergy Green Industries Limited,INE00QT01015,10,0.05
DALMIA BHARAT LIMITED,INE00R701025,3867,82.97
Highway Infrastructure Limited,INE00RL01028,4604,2.80
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,34256,44.16
Manorama Industries Limited,INE00VM01036,4876,70.77
AFFLE 3I LIMITED,INE00WC01027,7159,129.41
Flair Writing Industries Limited,INE00Y201027,1772,5.73
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2010,10.81
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,2512,29.00
PRISM JOHNSON LIMITED.,INE010A01011,14553,21.92
Zydus Lifesciences Limited,INE010B01027,15365,152.11
Tejas Networks Limited,INE010J01012,210959,1122.53
L&T Technology Services Limited,INE010V01017,5865,232.31
BALU FORGE INDUSTRIES LIMITED,INE011E01029,20349,97.21
Tega Industries Limited,INE011K01018,3076,60.89
ACC,INE012A01025,15607,274.75
R&B Denims Limited,INE012Q01021,3320,6.13
Onesource Specialty Pharma Limited,INE013P01021,205269,3035.98
WIM PLAST LT,INE015B01018,930,4.31
Tinna Rubber and Infrastructure Limited,INE015C01016,332,2.81
DABUR INDIA,INE016A01026,16819,89.49
CEINSYS TECH LIMITED,INE016Q01014,242,2.79
"Great Eastern Shipping Co. Ltd.,",INE017A01032,6876,87.07
LARSEN & TOU,INE018A01030,43459,1651.74
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,14319,118.39
JSW SL,INE019A01038,5454,63.76
Himadri Speciality Chemical Ltd.,INE019C01026,59429,294.04
STANLEY LIFESTYLES LIMITED,INE01A001028,3622,8.13
Antony Waste Handling Cell Limited,INE01BK01022,5475,29.25
Vishal Mega Mart Limited,INE01EA01019,291298,383.77
Ritco Logistics Limited,INE01EG01016,83,0.24
Baazar Style Retail Limited,INE01FR01028,113670,391.44
Sky Gold And Diamonds Limited,INE01IU01018,14960,52.37
eMudhra Limited,INE01QM01018,10567,60.10
Vikran Engineering Limited,INE01R501028,551975,519.80
Canara HSBC Life Insurance Company Limited,INE01TY01017,5377,7.73
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,540577,2035.98
Asian Paints Ltd.,INE021A01026,11110,286.54
Dodla Dairy Limited,INE021O01019,435,5.39
ASIAN GRANITO INDIA LIMITED,INE022I01019,24290,17.32
Indian Energy Exchange Limited,INE022Q01020,241345,343.79
Nalwa Sons Investment Ltd,INE023A01030,27,1.72
Aeroflex Industries Limited,INE024001021,15998,32.81
SHILCHAR TEC,INE024F01011,2592,98.02
GRAVITA INDIA LIMITED,INE024L01027,12951,222.88
