SEBI REPORT For Trade date 24-Dec-2025


Sr.No.,Particulars,Rs. In Lakhs,
BHARAT PETRO,INE029A01011,55326,197.87
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,2656,16.92
Raymond Lifestyle Limited,INE02ID01020,10608,128.75
Azad Engineering Limited,INE02IJ01035,19103,333.78
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,15047,41.47
Borosil Limited,INE02PY01013,6399,22.28
Brainbees Solutions Limited,INE02RE01045,44598,159.74
WONDER ELECTRICALS LIMITED,INE02WG01024,14053,23.64
Electronics Mart India Limited,INE02YR01019,66409,93.51
"Hindustan Unilever Ltd.,",INE030A01027,15565,382.82
Housing &Urban Development Corporation Ltd.,INE031A01017,450476,1064.64
Ajanta Pharma Ltd.,INE031B01049,1118,29.40
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,1010843,1323.61
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,20213,67.95
Arvind SmartSpaces Limited,INE034S01021,4649,32.15
SOTL,INE035D01020,962,4.54
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,8698,10.27
KARUR VYSYA,INE036D01028,45339,109.30
Concord Enviro Systems Limited,INE037Z01029,1207,6.43
Hindalco Industries Ltd.,INE038A01020,25749,205.36
T.V.Today Network Limited,INE038F01029,116,0.30
IFCI LTD,INE039A01010,613949,357.88
"Jamna Auto Industries Ltd.,",INE039C01032,83735,92.57
JASH ENGINEERING LIMITED,INE039O01029,8350,42.18
Max Estates Limited,INE03EI01018,2671,12.63
Go Digit General Insurance Limited,INE03JT01014,7471,26.96
Brigade Hotel Ventures Limited,INE03NU01014,2528,2.17
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,1848,17.57
Cohance Lifesciences Limited,INE03QK01018,12970,94.09
Chemcon Speciality Chemicals Limited,INE03YM01018,129,0.33
HDFC Bank Ltd.,INE040A01034,91446,922.15
Mayur Uniquoters ltd.,INE040D01038,277,1.62
SUZLON ENERGY LTD.,INE040H01021,7018709,4194.31
"Dhampur Sugar Mills Ltd.,",INE041A01016,45296,65.34
Escorts Kubota Limited,INE042A01014,4431,164.97
Vijaya Diagnostic Centre Limited,INE043W01024,1038,10.74
Sun Pharmaceutical Industries Ltd.,INE044A01036,16960,284.79
Paras Defence and Space Technologies Limited,INE045601023,28902,210.95
ADOR WELDING,INE045A01017,708,7.80
Nelco Ltd,INE045B01015,12176,104.86
Fineotex Chemical Limited,INE045J01034,129911,41.73
Reliance Industrial Infrastructure,INE046A01015,6273,58.49
Muthoot Microfin Limited,INE046W01019,11931,21.19
GRASIM INDUS,INE047A01021,3012,85.94
JAGSONPAL PH,INE048B01035,5273,12.76
Navin Fluorent International Ltd,INE048G01026,1399,78.86
"Himatsingka Seide Ltd.,",INE049A01027,75999,106.18
Wockhardt Ltd,INE049B01025,75261,1080.72
Nahar Capital & Financial Services Ltd.,INE049I01012,2,0.01
SBC EXPORTS LIMITED,INE04AK01028,416070,102.55
KPIT Technologies Ltd,INE04I401011,21700,283.91
ETHOS LIMITED,INE04TZ01018,499,14.22
Seshaasai Technologies Limited,INE04VU01023,2300,7.06
Prakash Pipes Limited,INE050001010,3968,17.69
Elin Electronics Limited,INE050401020,2472,5.23
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3576,67.74
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,4543,69.13
Rane (Madras)  Ltd.,INE050H01012,2259,17.99
Vardhman Special Steels Ltd,INE050M01012,2062,6.15
Vakrangee Softwares Ltd.,INE051B01021,12950,1.24
Windsor Machines Limited,INE052A01021,2547,7.43
Camlin Fine Sciences Ltd,INE052I01032,9040,15.63
BEST AGROLIFE LIMITED,INE052T01013,438,1.65
Indian Hotels Co. Ltd,INE053A01029,77443,579.08
Indian Railway Finance Corporation,INE053F01010,1496850,2037.91
"V.I.P. Industries Ltd.,",INE054A01027,19736,85.43
Waterbase Limited,INE054C01015,16796,8.59
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,6842,148.09
Cyient DLM Limited,INE055S01018,28334,133.96
IVALUE INFOSOLUTIONS LIMITED,INE056801025,125,0.38
Refex Industries Limited,INE056I01025,24417,77.80
Sanofi India Ltd,INE058A01010,931,47.08
"Cipla Ltd.,",INE059A01026,18768,289.25
La Opala RG Ltd.,INE059D01020,5685,14.43
Hindware Home Innovation Limited,INE05AN01011,4561,14.78
Ratnaveer Precision Engineering Limited,INE05CZ01011,15500,25.21
Indogulf Cropsciences Limited,INE05J901018,532,0.60
Likhitha Infrastructure Limited,INE060901027,2358,6.91
Navneet Education Limited,INE060A01024,10351,14.89
FORTIS HEALTHCARE LIMITED,INE061F01013,25898,240.52
"State Bank Of India,",INE062A01020,76953,701.11
ALICON,INE062D01024,56,0.49
Pondy Oxides & Chemicals Limited,INE063E01053,2905,37.13
Equitas Small Finance Bank Limited,INE063P01018,234460,148.53
Trident Ltd.,INE064C01022,780724,235.35
AEROFLEX ENTERPRISES LIMITED,INE065D01027,5882,6.00
Indegene Limited,INE065X01017,10047,57.53
Eicher Motors Ltd.,INE066A01021,2846,194.77
Hindustan Aeronautics Limited,INE066F01020,95431,4486.71
Wonderla Holidays Limited,INE066O01014,12395,79.98
Inox Wind Limited,INE066P01011,485108,793.63
CG Power and Industrial Solutions Limited,INE067A01029,82108,586.52
CANTABIL RETAIL INDIA LIMITED,INE068L01024,26441,68.09
Gland Pharma Limited,INE068V01023,9513,169.83
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,239079,185.78
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,1288,3.04
INDIQUBE SPACES LIMITED,INE06ST01018,1084,2.52
LAXMI INDIA FINANCE LIMITED,INE06WU01026,3774,5.85
Gem Aromatics Limited,INE06XZ01023,3519,6.01
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,5958,13.37
SHREE CEMENT,INE070A01015,174,48.74
Jai Corp Limited,INE070D01027,32352,52.46
INSECTCID,INE070I01018,499,4.78
Ugar Sugar Works Ltd.,INE071E01023,1881,1.12
Epigral Limited,INE071N01016,3390,55.26
Associated Alcohols & Breweries Ltd,INE073G01016,2648,29.13
Sona BLW Precision Forgings Limited,INE073K01018,50991,253.50
Praj Industries Ltd.,INE074A01025,129117,520.33
Paramount Communications Ltd.,INE074B01023,95809,47.65
WIPRO LTD.,INE075A01022,92183,246.06
G M BREWERIE,INE075D01018,1470,13.09
HealthCare Global Enterprises Limited,INE075I01017,2100,13.89
SIYAR SILK M,INE076B01028,3956,30.24
IFB Agro Industries Ltd,INE076C01018,134,1.82
GOCL Corporation Limited ,INE077F01035,908,3.04
Vikram Solar Limited,INE078V01014,48657,140.17
Ambuja Cements Ltd.,INE079A01024,82680,473.35
Gateway Distriparks Limited,INE079J01017,122509,82.48
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,71907,280.17
Easy Trip Planners Limited,INE07O001026,1535526,194.35
NDR Auto Components Limited,INE07OG01012,444,4.22
Supriya Lifescience Limited,INE07RO01027,15731,120.62
Pavna Industries Limited,INE07S101038,5200,1.67
Restaurant Brands Asia Limited,INE07T201019,141764,106.76
IRM ENERGY LIMITED,INE07U701015,9459,31.30
HITACHI ENERGY INDIA LIMITED,INE07Y701011,2512,505.32
LLOYDS ENTERPRISES LIMITED,INE080I01025,3077050,2371.39
TATA IORN AN,INE081A01020,722558,1220.74
"Kopran Ltd.,",INE082A01010,2377,3.90
Morepen Laboratories Ltd.,INE083A01026,321139,182.23
Themis Medicare Ltd.,INE083B01024,4657,6.09
BANK OF INDI,INE084A01016,321734,444.45
Amanta Healthcare Limited,INE084K01015,228,0.25
RACE ECO CHAIN LIMITED,INE084Q01012,45,0.09
WeWork India Management Limited,INE085001019,1129,7.10
CHAMBAL FERT,INE085A01013,695007,3083.30
Thangamayil Jewellery Limited,INE085J01014,83,2.67
"Electrosteel Castings Ltd.,",INE086A01029,246222,245.55
KESORAM IND,INE087A01019,1371,0.09
Shree Renuka Sugars Ltd.,INE087H01022,944252,312.89
Paradeep Phosphates Limited,INE088F01024,363851,649.30
DR.REDDY'S L,INE089A01031,9044,114.73
Sterlite Technologies Limited.,INE089C01029,21051,23.07
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,1510,1.73
Krsnaa Diagnostics Limited,INE08LI01020,1602,13.24
M & B ENGINEERING LIMITED,INE08N601015,6876,28.35
SANSTAR LIMITED,INE08NE01025,2376,2.54
Samhi Hotels Limited,INE08U801020,89918,188.86
Greenpanel Industries Limited,INE08ZM01014,4259,12.68
Scoda Tubes Limited,INE090501011,8286,16.22
ICICI Bank Ltd.,INE090A01021,64204,884.54
Jai Balaji Industries Limited,INE091G01026,86524,76.13
TATA CHEMICA,INE092A01019,50373,432.05
INDIA NIPP E,INE092B01025,180,1.58
IDFC FIRST BANK LIMITED,INE092T01019,765365,582.30
Hexaware Technologies Limited,INE093A01041,4129,30.23
OBEROI REALTY LIMITED,INE093I01010,4035,70.47
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,181389,123.52
HINDUSTAN PE,INE094A01015,48437,221.15
Ashika Credit Capital Ltd.,INE094B01013,25000,88.75
Kolte-Patil Developers Ltd,INE094I01018,4756,17.08
UTI Asset Management Company Limited,INE094J01016,8669,111.09
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,42995,387.61
NBCC (India) Limited,INE095N01031,429588,509.06
NUCLEU SOF E,INE096B01018,768,8.60
Amrutanjan Health Care Limited,INE098F01031,253,1.91
Mishra Dhatu Nigam Limited,INE099Z01011,76413,280.07
Aarti Surfactants Limited,INE09EO01013,102,0.41
Atam Valves Limited,INE09KD01013,3,0.00
Gujarat Fluorochemicals Limited,INE09N301011,2476,89.42
Indigo Paints Limited,INE09VQ01012,1389,16.85
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,7898,37.45
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,133945,150.22
Ceigall India Limited,INE0AG901020,7718,20.06
Hemisphere Properties India Limited,INE0AJG01018,59481,91.49
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,299,4.52
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1368,5.99
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,323,0.59
Bansal Wire Industries Limited,INE0B9K01025,969,3.40
Go Fashion (India) Limited,INE0BJS01011,6826,47.17
Premier Energies Limited,INE0BS701011,1266149,12799.29
C.E. Info Systems Limited,INE0BV301023,4878,89.04
Aether Industries Limited,INE0BWX01014,4974,40.06
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,5750,11.00
Jubilant Ingrevia Limited,INE0BY001018,8853,64.97
Oswal Pumps Limited,INE0BYP01024,29059,192.02
Urban Company Limited,INE0CAZ01013,25345,33.24
Mukka Proteins Limited,INE0CG401037,31551,12.05
Max India Limited,INE0CG601016,6,0.01
Knowledge Marine & Engineering Works Limited,INE0CJD01029,225,3.88
Western Carriers (India) Limited,INE0CJF01024,51891,67.89
RateGain Travel Technologies Limited,INE0CLI01024,215973,665.77
Meghmani Organics Limited,INE0CT101020,429980,342.20
GMR Power and Urban Infra Limited,INE0CU601026,71262,86.15
Anthem Biosciences Limited,INE0CZ201020,10712,79.41
Sigachi Industries Limited,INE0D0K01022,235553,94.91
India Pesticides Limited,INE0D6701023,32733,67.21
Ksolves India Limited,INE0D6I01023,922,4.15
RailTel Corporation of India Limited,INE0DD101019,152137,601.86
PIRAMAL PHARMA LIMITED,INE0DK501011,264365,533.02
Fairchem Organics Limited,INE0DNW01011,1975,19.41
INNOVA CAPTAB LIMITED,INE0DUT01020,919,7.99
Syrma SGS Technology Limited,INE0DYJ01015,100605,753.91
HMA Agro Industries Limited,INE0ECP01024,471,0.14
TARC LIMITED,INE0EK901012,5464,9.48
Network People Services Technologies Limited,INE0FFK01017,1286,24.93
Deep Industries Limited,INE0FHS01024,6894,34.37
Motisons Jewellers Limited,INE0FRK01020,314221,59.53
Motherson Sumi Wiring India Limited,INE0FS801015,373754,170.43
Markolines Pavement Technologies Limited,INE0FW001016,500,0.82
EPACK Durable Limited,INE0G5901015,949536,3693.35
Exxaro Tiles Limited,INE0GFE01026,402,0.03
Tatva Chintan Pharma Chem Limited,INE0GK401011,4181,56.58
HP Adhesives Limited,INE0GSL01024,210,0.18
ALL TIME PLASTICS LIMITED,INE0GV601021,179,0.52
Windlas Biotech Limited,INE0H5O01029,1175,9.94
ArisInfra Solutions Limited,INE0H9P01028,28975,38.64
Fabtech Technologies Limited,INE0HF201011,3863,8.96
One Mobikwik Systems Limited,INE0HLU01028,54276,144.41
Tracxn Technologies Limited,INE0HMF01019,4162,2.95
Billionbrains Garage Ventures Limited,INE0HOQ01053,171840,280.27
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,4510,13.20
Le Travenues Technology Limited,INE0HV901016,23319,64.92
Dhampur Bio Organics Limited,INE0I3401014,6,0.01
Latent View Analytics Limited,INE0I7C01011,11118,54.58
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,13911,38.22
Veranda Learning Solutions Limited,INE0IQ001011,695,1.46
Data Patterns (India) Limited,INE0IX101010,18381,502.39
Rashi Peripherals Limited,INE0J1F01024,5282,15.93
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,113648,1007.08
Honasa Consumer Limited,INE0J5401028,17341,50.11
Jeena Sikho Lifecare Limited,INE0J5801029,2663,19.32
Venus Pipes & Tubes Limited,INE0JA001018,7039,97.77
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,16514,121.75
Sanathan Textiles Limited,INE0JPD01013,124,0.60
YATRA ONLINE LIMITED,INE0JR601024,22267,38.86
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1109,5.80
Harsha Engineers International Limited,INE0JUS01029,1200575,5328.76
Garuda Construction and Engineering Limited,INE0JVO01026,6375,13.39
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,25087,172.90
Eureka Forbes Limited,INE0KCE01017,101455,530.40
Rhetan TMT Limited,INE0KKN01029,5,0.00
DCX Systems Limited,INE0KL801015,93402,238.81
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,929,1.94
Bajel Projects Limited,INE0KQN01018,306,0.57
Gopal Snacks Limited,INE0L9R01028,10791,39.02
Avalon Technologies Limited,INE0LCL01028,11604,107.81
Ather Energy Limited,INE0LEZ01016,2403,15.84
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,65754,162.72
Cello World Limited,INE0LMW01024,9210,59.30
IKIO Technologies Limited,INE0LOJ01019,4502,12.75
Physicswallah Limited,INE0LP301011,113282,153.79
Aarti Pharmalabs Limited,INE0LRU01027,10940,92.48
Quadrant Future Tek Limited,INE0LRY01011,22969,90.23
Ola Electric Mobility Limited,INE0LXG01040,866990,321.01
REDTAPE Limited,INE0LXT01019,42663,60.36
STANDARD GLASS LINING TECHNOLOGY LIMITED,INE0M4D01010,13156,23.40
J.G.Chemicals Limited,INE0MB501011,4907,21.57
REGAAL RESOURCES LIMITED,INE0MHO01029,2070,1.68
Epack Prefab Technologies Limited,INE0MLS01022,9186,28.75
TRUALT BIOENERGY LIMITED,INE0MWH01014,3015,13.15
Udayshivakumar infra limited,INE0N0Y01013,1260,0.42
Rishabh Instruments Limited,INE0N2P01017,5,0.02
BEML Land Assets Limited,INE0N7W01012,1192,2.55
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1989,10.54
BLS E-Services Limited,INE0NLT01010,128,0.24
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,695111,302.36
R K Swamy Limited,INE0NQ801033,400,0.47
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,14676,519.57
Kross Limited,INE0O6601022,12493,26.55
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,206,0.53
Rossell Techsys Limited,INE0OJW01016,2770,19.90
NTPC GREEN ENERGY LIMITED,INE0ONG01011,517690,525.82
Deepak Builders and Engineers India Limited,INE0OPA01019,1266,1.89
EMS LIMITED,INE0OV601013,22740,126.18
GHCL Textiles Limited,INE0PA801013,10062,7.91
Shipping Corporation of India Land and Assets Limited,INE0PB301013,35370,18.17
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,561,2.13
Orient Technologies Limited,INE0PPK01015,5543,23.56
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,150,0.13
Platinum Industries Limited,INE0PT501018,5378,15.76
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,15356,130.58
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,1525,23.94
International Gemmological Institute India Limited,INE0Q9301021,18275,67.74
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,400,2.75
ARKADE DEVELOPERS LIMITED,INE0QRL01017,35146,59.15
Denta Water and Infra Solutions Limited,INE0R4L01018,3179,11.92
SRM CONTRACTORS LIMITED,INE0R6Z01013,251,1.26
PATEL RETAIL LIMITED,INE0R8B01010,2308,5.34
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,9187,70.48
Gala Precision Engineering Limited,INE0RE001014,148,1.35
Tolins Tyres Limited,INE0RWQ01014,2736,4.96
Stallion India Fluorochemicals Limited,INE0RYC01010,29,0.12
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,8054,4.33
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,123,0.24
Pace Digitek Limited,INE0S3G01027,13935,28.70
CRIZAC LIMITED,INE0S4R01014,16330,53.25
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,9446,78.62
VMS TMT LIMITED,INE0SJA01013,252,0.14
MAMATA MACHINERY LIMITED,INE0TO701015,19999,94.90
Glottis Limited,INE0TQE01026,1331,0.90
Solarworld Energy Solutions Limited,INE0TY101024,1013,2.86
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,1026,10.03
Bluspring Enterprises Limited,INE0U4101014,36449,28.82
Digitide Solutions Limited,INE0U4701011,16812,34.33
BlackBuck Limited,INE0UIZ01018,21522,146.23
Sanofi Consumer Healthcare India Limited,INE0UOS01011,38,1.87
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,21090,518.26
CARRARO INDIA LIMITED,INE0V7W01012,1284,6.64
Sri Lotus Developers and Realty Limited,INE0V9Q01010,72572,134.21
Sagility Limited,INE0W2G01015,797812,408.28
Laxmi Dental Limited,INE0WO601020,4746,14.76
Midwest Limited,INE0XAD01024,76,1.23
Jain Resource Recycling Limited,INE0YD401026,32874,134.74
Atlanta Electricals Limited,INE0Z4F01028,333,3.09
ATUL LTD.,INE100A01010,2013,132.14
Mahindra & Mahindra Ltd.,INE101A01026,32794,1185.36
Granules India Ltd.,INE101D01020,9426,53.05
Afcons Infrastructure Limited,INE101I01011,17809,74.51
HLV LIMITED,INE102A01024,11981,1.73
Choice International Ltd,INE102B01014,425113,3230.93
Godrej Consumer Products Ltd.,INE102D01028,5793,72.86
Allied Digital Services Limited,INE102I01027,7820,15.81
MANGALORE RE,INE103A01014,217125,374.64
SMC Global Securities Limited,INE103C01036,1315,1.13
TRAVEL FOOD SERVICES LIMITED,INE103V01028,148,1.91
TVS Holdings Limited,INE105A01035,389,53.53
RPG Life Sciences Limited,INE105J01010,261,6.43
HI-TECH PIPES LIMITED,INE106T01025,263527,279.51
TAMILNADU NE,INE107A01015,14172,23.95
Awfis Space Solutions Limited,INE108V01019,13209,79.02
SHIPPING COR,INE109A01011,271932,678.88
ARMAN FIN,INE109C01017,469,7.09
"BPL Ltd.,",INE110A01019,41,0.04
Mindteck (India) Ltd,INE110B01017,230,0.48
CONTAIN CORP,INE111A01025,93310,538.12
FINANC TECHN,INE111B01023,611,5.53
PDS LIMITED,INE111Q01021,2905,10.62
Metropolis Healthcare Limited,INE112L01020,4773,94.40
GUJ NARMADA,INE113A01013,47160,252.62
STEEL AUTHOR,INE114A01011,516114,714.61
Lic Housing Finance Ltd.,INE115A01026,105352,569.56
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,2499,42.33
Apcotex Industries Limited,INE116A01032,13,0.05
ABB Ltd.,INE117A01022,9867,557.45
BAJ HOLD INV,INE118A01012,2277,270.82
Nuvoco Vistas Corporation Limited,INE118D01016,11252,44.21
Balrampur Chini Mills Ltd.,INE119A01028,13673,70.04
Carborundum Universal Ltd.,INE120A01034,4337,41.97
CHOL INV FN,INE121A01024,12792,211.71
JSW Energy Limited,INE121E01018,103011,540.12
INDUS TOWERS LIMITED,INE121J01017,45191,174.06
"MMTC Ltd.,",INE123F01029,79513,56.27
SBI Life Insurance Company Limited,INE123W01016,2264,40.91
Steelcast Ltd.,INE124E01038,1025,2.22
DELTA CORP,INE124G01033,317258,277.80
"E.I.D. Parry (India) Ltd.,",INE126A01031,3031,30.98
APOLLO PIPES LIMITED,INE126J01016,3981,14.05
HDFC Asset Management Company Limited,INE127D01025,12744,355.13
Goodluck India Limited,INE127I01024,11127,117.75
K.P. Energy Limited,INE127T01021,35833,145.10
Eveready Industries India Ltd.,INE128A01029,20677,73.90
Five-Star Business Finance Ltd.,INE128S01021,20820,123.13
Archean Chemical Industries Limited,INE128X01021,6087,37.25
GAIL INDIA,INE129A01019,281143,517.88
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,48440,52.00
Gujarat Mineral Development Corpora,INE131A01031,181731,891.76
Relaxo Footwears Ltd.,INE131B01039,13966,64.95
Aurionpro Solutions Ltd.,INE132H01018,3798,44.86
Akzo Nobel India Limited,INE133A01011,23628,746.77
TILAKNAG IND,INE133E01013,55272,264.63
IFGL Refractories Limited,INE133Y01011,514,1.22
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,51,0.07
Power Finance Corporation Ltd,INE134E01011,424469,1657.92
Cyient Limited,INE136B01020,24292,303.38
Neogen Chemicals Limited,INE136S01016,1791,25.16
Peninsula Land Limited,INE138A01028,1000,0.31
Kanoria Chemicals & Industries Ltd.,INE138C01024,1405,1.48
KFin Technologies Limited,INE138Y01010,48252,549.09
"National Aluminium Co. Ltd.,",INE139A01034,118075,294.11
FUSION FINANCE LIMITED,INE139R01012,22794,43.93
Saatvik Green Energy Limited,INE13B501022,11050,44.58
"Oswal Agro Mills Ltd.,",INE142A01012,5,0.00
Tata Technologies Limited,INE142M01025,80651,585.78
Sula Vineyards Limited,INE142Q01026,73280,205.13
Orient Electric Limited,INE142Z01019,9668,19.86
OSWAL CHEMIC,INE143A01010,467,0.18
20 Microns Limited,INE144J01027,7933,17.94
Tarsons Products Limited,INE144Z01023,254116,954.37
Kirloskar Oil Engines Limited,INE146L01010,3748,41.68
SOUTH PETRO,INE147A01011,88016,82.71
JINDAL POLY INVESTMENT AND FINANCE COMPA,INE147P01019,82,0.83
