SEBI REPORT For Trade date 04-Feb-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,383934.15,
2,Fresh Exposure taken during the day,13869.06,
3,Exposure liquidated during the day,11842.52,
4,Net scripwise outstanding at the end of the day,385960.69,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,19742,76.56
Reliance Industries Ltd,INE002A01018,203341,2987.14
SJVN LIMITED,INE002L01015,578387,516.90
Mahanagar Gas Limited,INE002S01010,28575,352.15
"Siemens Ltd.,",INE003A01024,8804,296.95
Protean eGov Technologies Limited,INE004A01022,53542,552.24
Avantel Limited,INE005B01027,298587,514.29
ASTRAL LIMITED,INE006I01046,6888,105.48
CRISIL Ltd.,INE007A01025,1559,77.35
Geojit Financial Services Limited,INE007B01023,51700,52.24
Fedbank Financial Services Limited,INE007N01010,64984,101.98
IDBI LTD,INE008A01015,1149491,1143.58
Infosys Ltd,INE009A01021,84968,1331.03
Bikaji Foods International Limited,INE00E101023,11441,89.04
Hariom Pipe Industries Limited,INE00EV01017,9276,41.45
Prudent Corporate Advisory Services Limited,INE00F201020,248,6.64
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4607,81.29
SWIGGY LIMITED,INE00H001014,217578,869.80
STOVE KRAFT LIMITED,INE00IN01015,6918,44.43
Craftsman Automation Limited,INE00LO01017,515,37.20
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,305652,767.50
Interarch Building Solutions Limited,INE00M901018,1863,41.14
Studds Accessories Limited,INE00Q601028,8021,42.55
DALMIA BHARAT LIMITED,INE00R701025,4878,105.10
Highway Infrastructure Limited,INE00RL01028,7415,4.50
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,39247,52.70
Manorama Industries Limited,INE00VM01036,5805,83.93
AFFLE 3I LIMITED,INE00WC01027,8117,151.88
Flair Writing Industries Limited,INE00Y201027,1673,5.40
A B INFRABUILD LIMITED,INE00YB01025,1500,0.29
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2299,12.40
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,3690,43.08
PRISM JOHNSON LIMITED.,INE010A01011,18867,27.91
Zydus Lifesciences Limited,INE010B01027,17966,177.35
Tejas Networks Limited,INE010J01012,142162,809.94
L&T Technology Services Limited,INE010V01017,5203,220.72
