SEBI REPORT For Trade date 13-Mar-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,387098.45,
2,Fresh Exposure taken during the day,8251.02,
3,Exposure liquidated during the day,9356.35,
4,Net scripwise outstanding at the end of the day,385993.11,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,16733,62.25
Reliance Industries Ltd,INE002A01018,231815,3350.43
SJVN LIMITED,INE002L01015,616314,538.03
Mahanagar Gas Limited,INE002S01010,19922,247.33
"Siemens Ltd.,",INE003A01024,6343,216.36
Protean eGov Technologies Limited,INE004A01022,48263,498.62
Avantel Limited,INE005B01027,257473,441.78
ASTRAL LIMITED,INE006I01046,5320,85.66
CRISIL Ltd.,INE007A01025,1682,81.84
Geojit Financial Services Limited,INE007B01023,56052,53.73
Fedbank Financial Services Limited,INE007N01010,53796,77.46
IDBI LTD,INE008A01015,795032,787.09
Infosys Ltd,INE009A01021,194297,2761.60
Bikaji Foods International Limited,INE00E101023,9937,76.88
Hariom Pipe Industries Limited,INE00EV01017,9275,41.27
Prudent Corporate Advisory Services Limited,INE00F201020,346,8.99
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4888,92.08
SWIGGY LIMITED,INE00H001014,213194,823.99
STOVE KRAFT LIMITED,INE00IN01015,12257,73.47
Craftsman Automation Limited,INE00LO01017,562,42.28
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,293237,718.37
Interarch Building Solutions Limited,INE00M901018,2418,49.92
Studds Accessories Limited,INE00Q601028,5139,27.66
DALMIA BHARAT LIMITED,INE00R701025,4064,86.74
Highway Infrastructure Limited,INE00RL01028,4604,2.80
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,34546,44.55
Manorama Industries Limited,INE00VM01036,4878,70.80
AFFLE 3I LIMITED,INE00WC01027,8540,148.94
Flair Writing Industries Limited,INE00Y201027,1772,5.73
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2183,11.62
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,2456,28.44
PRISM JOHNSON LIMITED.,INE010A01011,14527,21.90
Zydus Lifesciences Limited,INE010B01027,15412,152.56
Tejas Networks Limited,INE010J01012,218583,1161.76
L&T Technology Services Limited,INE010V01017,6290,247.35
BALU FORGE INDUSTRIES LIMITED,INE011E01029,29525,143.88
Tega Industries Limited,INE011K01018,3086,61.08
ACC,INE012A01025,15625,275.23
R&B Denims Limited,INE012Q01021,3520,6.48
Onesource Specialty Pharma Limited,INE013P01021,205264,3035.90
WIM PLAST LT,INE015B01018,930,4.31
Tinna Rubber and Infrastructure Limited,INE015C01016,332,2.81
DABUR INDIA,INE016A01026,17685,93.71
CEINSYS TECH LIMITED,INE016Q01014,242,2.79
"Great Eastern Shipping Co. Ltd.,",INE017A01032,7143,91.19
LARSEN & TOU,INE018A01030,41846,1600.71
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,14204,117.60
JSW SL,INE019A01038,5456,63.92
Himadri Speciality Chemical Ltd.,INE019C01026,59819,295.97
STANLEY LIFESTYLES LIMITED,INE01A001028,3612,8.12
Antony Waste Handling Cell Limited,INE01BK01022,5675,30.37
Vishal Mega Mart Limited,INE01EA01019,303375,400.15
Ritco Logistics Limited,INE01EG01016,83,0.24
Baazar Style Retail Limited,INE01FR01028,113498,390.98
Sky Gold And Diamonds Limited,INE01IU01018,14960,52.37
