SEBI REPORT For Trade date 30-Apr-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,414255.80,
2,Fresh Exposure taken during the day,14687.85,
3,Exposure liquidated during the day,11801.58,
4,Net scripwise outstanding at the end of the day,417142.08,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,16269,60.04
Reliance Industries Ltd,INE002A01018,240185,3378.12
SJVN LIMITED,INE002L01015,606639,510.82
Mahanagar Gas Limited,INE002S01010,23767,281.46
"Siemens Ltd.,",INE003A01024,3567,127.47
Protean eGov Technologies Limited,INE004A01022,52884,474.08
Avantel Limited,INE005B01027,297245,485.31
ASTRAL LIMITED,INE006I01046,16727,266.13
CRISIL Ltd.,INE007A01025,1940,90.83
Geojit Financial Services Limited,INE007B01023,23480,17.84
Fedbank Financial Services Limited,INE007N01010,56822,83.17
IDBI LTD,INE008A01015,1270573,1049.67
Infosys Ltd,INE009A01021,400101,5099.50
Bikaji Foods International Limited,INE00E101023,8966,69.15
Hariom Pipe Industries Limited,INE00EV01017,8369,32.40
Prudent Corporate Advisory Services Limited,INE00F201020,357,9.80
ACUTAAS CHEMICALS LIMITED,INE00FF01025,11062,249.81
SWIGGY LIMITED,INE00H001014,257437,887.50
STOVE KRAFT LIMITED,INE00IN01015,12664,75.64
Craftsman Automation Limited,INE00LO01017,653,49.33
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,347889,826.23
Interarch Building Solutions Limited,INE00M901018,2852,57.15
Dharmaj Crop Guard Limited,INE00OQ01016,100,0.24
Studds Accessories Limited,INE00Q601028,6221,32.59
Synergy Green Industries Limited,INE00QT01015,10,0.05
DALMIA BHARAT LIMITED,INE00R701025,6345,128.39
Highway Infrastructure Limited,INE00RL01028,107,0.08
Nila Spaces Ltd,INE00S901012,92,0.01
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,39065,46.54
Manorama Industries Limited,INE00VM01036,2952,42.05
AFFLE 3I LIMITED,INE00WC01027,9742,164.74
SEDEMAC MECHATRONICS LIMITED,INE00XB01019,431,7.83
Flair Writing Industries Limited,INE00Y201027,1527,4.96
A B INFRABUILD LIMITED,INE00YB01025,3416,0.54
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2727,12.99
Entero Healthcare Solutions Limited,INE010601016,645,7.58
PRISM JOHNSON LIMITED.,INE010A01011,25943,37.10
Zydus Lifesciences Limited,INE010B01027,15979,156.43
Tejas Networks Limited,INE010J01012,189197,988.20
L&T Technology Services Limited,INE010V01017,5539,217.06
BALU FORGE INDUSTRIES LIMITED,INE011E01029,11830,57.82
Tega Industries Limited,INE011K01018,2842,55.18
ACC,INE012A01025,18873,311.70
Onesource Specialty Pharma Limited,INE013P01021,7325,105.50
WIM PLAST LT,INE015B01018,1000,3.98
Tinna Rubber and Infrastructure Limited,INE015C01016,512,3.85
DABUR INDIA,INE016A01026,34945,167.94
CEINSYS TECH LIMITED,INE016Q01014,833,9.53
"Great Eastern Shipping Co. Ltd.,",INE017A01032,9508,131.08
LARSEN & TOU,INE018A01030,69529,2668.14
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,25189,186.05
JSW SL,INE019A01038,13511,169.58
Himadri Speciality Chemical Ltd.,INE019C01026,66133,355.91
STANLEY LIFESTYLES LIMITED,INE01A001028,3069,5.28
Antony Waste Handling Cell Limited,INE01BK01022,7248,38.93
Vishal Mega Mart Limited,INE01EA01019,270414,354.23
Ritco Logistics Limited,INE01EG01016,91,0.26
Baazar Style Retail Limited,INE01FR01028,3680,12.74
Sky Gold And Diamonds Limited,INE01IU01018,17639,65.40
eMudhra Limited,INE01QM01018,5937,32.99
Vikran Engineering Limited,INE01R501028,536131,494.15
Canara HSBC Life Insurance Company Limited,INE01TY01017,24053,35.16
Spencer's Retail Limited,INE020801028,2,0.00
REC LIMITED,INE020B01018,385670,1455.00
Asian Paints Ltd.,INE021A01026,11886,304.06
Dodla Dairy Limited,INE021O01019,1782,20.05
ASIAN GRANITO INDIA LIMITED,INE022I01019,98870,73.49
Indian Energy Exchange Limited,INE022Q01020,347846,474.70
Nalwa Sons Investment Ltd,INE023A01030,16,1.00
Aeroflex Industries Limited,INE024001021,51344,144.38
Shilchar Technologies Ltd.,INE024F01011,3128,131.02
GRAVITA INDIA LIMITED,INE024L01027,12846,216.58
Goldiam International Ltd.,INE025B01025,27952,107.83
Artemis Medicare Services Limited,INE025R01021,9775,23.74
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,398397,656.68
"Lotus Chocolate Co. Ltd.,",INE026D01011,20,0.15
RASHTRIYA CH,INE027A01015,195855,292.90
Max Healthcare Institute Limited,INE027H01010,22731,247.73
Bank Of Baroda,INE028A01039,254507,708.43
BHARAT PETRO,INE029A01011,130391,412.25
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,4632,23.42
Anand Rayons Limited,INE02GA01012,2000,1.35
Raymond Lifestyle Limited,INE02ID01020,11944,118.61
Azad Engineering Limited,INE02IJ01035,7355,139.47
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,20881,44.05
Borosil Limited,INE02PY01013,6089,17.86
Brainbees Solutions Limited,INE02RE01045,58646,170.06
WONDER ELECTRICALS LIMITED,INE02WG01024,3147,4.11
Electronics Mart India Limited,INE02YR01019,56384,78.42
Corona Remedies Limited,INE02ZQ01018,274,4.50
"Hindustan Unilever Ltd.,",INE030A01027,26536,617.52
Housing &Urban Development Corporation Ltd.,INE031A01017,358385,785.59
Ajanta Pharma Ltd.,INE031B01049,2015,57.73
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,225240,290.14
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,17536,63.54
Arvind SmartSpaces Limited,INE034S01021,3620,25.06
SOTL,INE035D01020,1727,7.15
Gujarat Ambuja Exports Ltd.,INE036B01030,21528,32.30
KARUR VYSYA,INE036D01028,38419,109.24
Concord Enviro Systems Limited,INE037Z01029,531,2.26
Hindalco Industries Ltd.,INE038A01020,30510,285.74
T.V.Today Network Limited,INE038F01029,825,1.12
IFCI LTD,INE039A01010,931830,563.69
"Jamna Auto Industries Ltd.,",INE039C01032,75194,93.88
JASH ENGINEERING LIMITED,INE039O01029,6752,33.70
Jubilant Agri and Consumer Products Limited,INE03CC01015,106,2.04
Max Estates Limited,INE03EI01018,2752,12.31
Go Digit General Insurance Limited,INE03JT01014,4114,14.12
Brigade Hotel Ventures Limited,INE03NU01014,1407,1.19
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2028,19.99
Cohance Lifesciences Limited,INE03QK01018,39049,184.09
Chemcon Speciality Chemicals Limited,INE03YM01018,118,0.30
HDFC Bank Ltd.,INE040A01034,597818,4918.18
Mayur Uniquoters ltd.,INE040D01038,1549,8.88
SUZLON ENERGY LTD.,INE040H01021,5890682,3220.98
"Dhampur Sugar Mills Ltd.,",INE041A01016,48802,69.57
Escorts Kubota Limited,INE042A01014,4250,149.44
GTL Ltd,INE043A01012,5000,0.31
Vijaya Diagnostic Centre Limited,INE043W01024,608,6.44
Sun Pharmaceutical Industries Ltd.,INE044A01036,22102,368.88
Paras Defence and Space Technologies Limited,INE045601023,37486,284.38
ADOR WELDING,INE045A01017,303,3.46
Nelco Ltd,INE045B01015,9536,76.23
Fineotex Chemical Limited,INE045J01034,87344,24.80
Reliance Industrial Infrastructure,INE046A01015,5286,46.32
Muthoot Microfin Limited,INE046W01019,4994,8.47
GRASIM INDUS,INE047A01021,4555,128.60
JAGSONPAL PH,INE048B01035,2818,6.46
Navin Fluorent International Ltd,INE048G01026,6347,427.89
"Himatsingka Seide Ltd.,",INE049A01027,60187,65.75
Wockhardt Ltd,INE049B01025,96273,1382.17
SBC EXPORTS LIMITED,INE04AK01028,846639,238.15
KPIT Technologies Ltd,INE04I401011,57510,519.79
ETHOS LIMITED,INE04TZ01018,1714,45.30
Seshaasai Technologies Limited,INE04VU01023,2721,7.17
Prakash Pipes Limited,INE050001010,3438,15.00
Elin Electronics Limited,INE050401020,3471,4.23
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,4308,73.67
IL & FS Investment Managers Ltd.,INE050B01023,200,0.02
Balaji Amines Ltd.,INE050E01027,4911,66.14
Rane (Madras)  Ltd.,INE050H01012,2034,16.10
Vardhman Special Steels Ltd,INE050M01012,1186,3.55
Vakrangee Softwares Ltd.,INE051B01021,44150,3.39
Windsor Machines Limited,INE052A01021,1895,5.81
Camlin Fine Sciences Ltd,INE052I01032,19879,25.50
BEST AGROLIFE LIMITED,INE052T01021,2956,0.79
Indian Hotels Co. Ltd,INE053A01029,85144,587.98
Indian Railway Finance Corporation,INE053F01010,1826489,2154.72
"V.I.P. Industries Ltd.,",INE054A01027,103181,324.86
Waterbase Limited,INE054C01015,7090,3.79
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,9135,163.28
Cyient DLM Limited,INE055S01018,17541,72.12
IVALUE INFOSOLUTIONS LIMITED,INE056801025,805,2.19
Refex Industries Limited,INE056I01025,19791,54.55
Sanofi India Ltd,INE058A01010,1818,69.02
"Cipla Ltd.,",INE059A01026,22764,320.75
Simplex Infrastructures Limited,INE059B01024,5,0.01
La Opala RG Ltd.,INE059D01020,2897,6.99
Hindware Home Innovation Limited,INE05AN01011,8163,18.41
Ratnaveer Precision Engineering Limited,INE05CZ01011,352912,574.94
Indogulf Cropsciences Limited,INE05J901018,271,0.21
BHARAT COKING COAL LIMITED,INE05XR01022,479233,166.40
Navneet Education Limited,INE060A01024,7498,10.99
FORTIS HEALTHCARE LIMITED,INE061F01013,18894,178.01
"State Bank Of India,",INE062A01020,156759,1719.34
ALICON,INE062D01024,763,5.60
Pondy Oxides & Chemicals Limited,INE063E01053,5795,74.44
Equitas Small Finance Bank Limited,INE063P01018,121134,79.10
TIMES GROUP,INE064A01026,574009,1758.12
Trident Ltd.,INE064C01022,858925,243.96
AEROFLEX ENTERPRISES LIMITED,INE065D01027,2170,1.75
Indegene Limited,INE065X01017,7122,39.52
Eicher Motors Ltd.,INE066A01021,6095,439.54
Hindustan Aeronautics Limited,INE066F01020,84774,3814.08
Wonderla Holidays Limited,INE066O01014,2512,16.02
