SEBI REPORT For Trade date 23-Dec-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,345401.32,
2,Fresh Exposure taken during the day,8894.81,
3,Exposure liquidated during the day,8004.41,
4,Net scripwise outstanding at the end of the day,346291.72,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,22352,88.89
Reliance Industries Ltd,INE002A01018,71147,1040.28
SJVN LIMITED,INE002L01015,573620,544.24
Mahanagar Gas Limited,INE002S01010,27033,346.13
"Siemens Ltd.,",INE003A01024,12015,405.30
Protean eGov Technologies Limited,INE004A01022,68909,775.75
Avantel Limited,INE005B01027,292512,511.06
ASTRAL LIMITED,INE006I01046,10635,160.34
CRISIL Ltd.,INE007A01025,2323,111.96
Geojit Financial Services Limited,INE007B01023,44011,47.54
Fedbank Financial Services Limited,INE007N01010,28321,40.54
IDBI LTD,INE008A01015,879554,841.79
Infosys Ltd,INE009A01021,61280,968.22
Bikaji Foods International Limited,INE00E101023,11374,89.32
Hariom Pipe Industries Limited,INE00EV01017,12283,53.45
Prudent Corporate Advisory Services Limited,INE00F201020,348,9.45
ACUTAAS CHEMICALS LIMITED,INE00FF01025,5958,97.88
SWIGGY LIMITED,INE00H001014,152292,649.50
STOVE KRAFT LIMITED,INE00IN01015,6990,45.16
Craftsman Automation Limited,INE00LO01017,756,52.31
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,258735,701.96
Interarch Building Solutions Limited,INE00M901018,911,22.44
Studds Accessories Limited,INE00Q601028,534,2.86
DALMIA BHARAT LIMITED,INE00R701025,7665,165.80
Highway Infrastructure Limited,INE00RL01028,1336,1.00
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,39765,54.16
Manorama Industries Limited,INE00VM01036,6588,96.55
AFFLE 3I LIMITED,INE00WC01027,11245,212.19
Flair Writing Industries Limited,INE00Y201027,2365,7.66
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,1351,7.87
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,1065,11.97
PRISM JOHNSON LIMITED.,INE010A01011,14489,22.44
Zydus Lifesciences Limited,INE010B01027,25393,253.45
Tejas Networks Limited,INE010J01012,132317,866.93
L&T Technology Services Limited,INE010V01017,2931,131.87
BALU FORGE INDUSTRIES LIMITED,INE011E01029,3050,19.38
Tega Industries Limited,INE011K01018,5475,110.87
ACC,INE012A01025,101427,1841.39
Onesource Specialty Pharma Limited,INE013P01021,2031,37.47
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,389,3.41
DABUR INDIA,INE016A01026,46761,248.55
CEINSYS TECH LIMITED,INE016Q01014,1500,12.13
"Great Eastern Shipping Co. Ltd.,",INE017A01032,24463,274.22
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,21590,821.15
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,11276,100.79
JSW SL,INE019A01038,26293,305.00
Himadri Speciality Chemical Ltd.,INE019C01026,72458,357.57
STANLEY LIFESTYLES LIMITED,INE01A001028,1063,3.20
Antony Waste Handling Cell Limited,INE01BK01022,4273,25.29
Vishal Mega Mart Limited,INE01EA01019,283366,404.43
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,10000,30.01
Sky Gold And Diamonds Limited,INE01IU01018,17140,59.82
eMudhra Limited,INE01QM01018,7673,51.41
Vikran Engineering Limited,INE01R501028,152536,153.60
Canara HSBC Life Insurance Company Limited,INE01TY01017,4782,6.38
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,529185,2041.94
Asian Paints Ltd.,INE021A01026,11666,327.57
Dodla Dairy Limited,INE021O01019,653,8.61
ASIAN GRANITO INDIA LIMITED,INE022I01019,11994,8.42
