SEBI REPORT For Trade date 11-Feb-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,387673.24,
2,Fresh Exposure taken during the day,11475.96,
3,Exposure liquidated during the day,9137.34,
4,Net scripwise outstanding at the end of the day,390011.86,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,19355,75.14
Reliance Industries Ltd,INE002A01018,183160,2695.77
SJVN LIMITED,INE002L01015,608418,538.66
Mahanagar Gas Limited,INE002S01010,24196,302.00
"Siemens Ltd.,",INE003A01024,11268,374.03
Protean eGov Technologies Limited,INE004A01022,45304,499.90
Avantel Limited,INE005B01027,313734,537.55
ASTRAL LIMITED,INE006I01046,5774,88.05
CRISIL Ltd.,INE007A01025,1653,81.60
Geojit Financial Services Limited,INE007B01023,49661,50.67
Fedbank Financial Services Limited,INE007N01010,66723,104.53
IDBI LTD,INE008A01015,880644,866.33
Infosys Ltd,INE009A01021,110215,1702.30
Bikaji Foods International Limited,INE00E101023,12892,98.78
Hariom Pipe Industries Limited,INE00EV01017,10222,45.20
Prudent Corporate Advisory Services Limited,INE00F201020,461,12.36
ACUTAAS CHEMICALS LIMITED,INE00FF01025,5634,103.35
SWIGGY LIMITED,INE00H001014,217005,867.39
STOVE KRAFT LIMITED,INE00IN01015,6973,44.74
Craftsman Automation Limited,INE00LO01017,636,49.16
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,351387,857.29
Interarch Building Solutions Limited,INE00M901018,1700,36.96
Studds Accessories Limited,INE00Q601028,6435,34.48
DALMIA BHARAT LIMITED,INE00R701025,4611,99.57
Highway Infrastructure Limited,INE00RL01028,9783,5.77
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,33225,44.63
Manorama Industries Limited,INE00VM01036,5694,82.56
AFFLE 3I LIMITED,INE00WC01027,7422,138.82
Flair Writing Industries Limited,INE00Y201027,1628,5.25
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2159,11.72
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,3695,43.15
PRISM JOHNSON LIMITED.,INE010A01011,23297,33.40
Zydus Lifesciences Limited,INE010B01027,21353,207.74
Tejas Networks Limited,INE010J01012,152821,846.47
L&T Technology Services Limited,INE010V01017,4766,203.42
BALU FORGE INDUSTRIES LIMITED,INE011E01029,16327,81.97
Tega Industries Limited,INE011K01018,3927,77.28
ACC,INE012A01025,15650,289.45
R&B Denims Limited,INE012Q01021,11711,19.60
Onesource Specialty Pharma Limited,INE013P01021,3016,49.22
WIM PLAST LT,INE015B01018,930,4.31
Tinna Rubber and Infrastructure Limited,INE015C01016,341,2.96
DABUR INDIA,INE016A01026,20562,109.78
CEINSYS TECH LIMITED,INE016Q01014,150,1.89
"Great Eastern Shipping Co. Ltd.,",INE017A01032,7684,91.08
LARSEN & TOU,INE018A01030,22380,860.05
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,15915,133.94
JSW SL,INE019A01038,11049,131.00
Himadri Speciality Chemical Ltd.,INE019C01026,69859,343.58
STANLEY LIFESTYLES LIMITED,INE01A001028,2723,6.58
Antony Waste Handling Cell Limited,INE01BK01022,3996,22.74
Vishal Mega Mart Limited,INE01EA01019,281086,390.34
Ritco Logistics Limited,INE01EG01016,84,0.25
Baazar Style Retail Limited,INE01FR01028,15341,49.87
Sky Gold And Diamonds Limited,INE01IU01018,21519,74.61
eMudhra Limited,INE01QM01018,12082,72.40
Vikran Engineering Limited,INE01R501028,538156,532.25
Canara HSBC Life Insurance Company Limited,INE01TY01017,9231,13.67
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,587875,2257.61
Asian Paints Ltd.,INE021A01026,14357,378.95
Dodla Dairy Limited,INE021O01019,358,4.59
ASIAN GRANITO INDIA LIMITED,INE022I01019,17669,12.67
Indian Energy Exchange Limited,INE022Q01020,255331,373.90
Nalwa Sons Investment Ltd,INE023A01030,32,2.04
Aeroflex Industries Limited,INE024001021,38973,76.99
SHILCHAR TEC,INE024F01011,2426,91.62
GRAVITA INDIA LIMITED,INE024L01027,13472,238.22
Goldiam International Ltd.,INE025B01025,47406,182.53
Artemis Medicare Services Limited,INE025R01021,4164,10.73
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,121155,238.32
RASHTRIYA CH,INE027A01015,229344,373.14
Max Healthcare Institute Limited,INE027H01010,24818,284.68
RUDRA GLOBAL INFRA PRODUCTS LIMITED,INE027T01023,0,0.00
Bank Of Baroda,INE028A01039,143153,415.44
BHARAT PETRO,INE029A01011,83431,306.75
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,1920,12.22
Anmol India Limited,INE02AR01019,3200,0.38
Raymond Lifestyle Limited,INE02ID01020,10037,117.30
Azad Engineering Limited,INE02IJ01035,21281,367.10
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,22111,57.09
Borosil Limited,INE02PY01013,6424,21.71
Brainbees Solutions Limited,INE02RE01045,43018,145.04
WONDER ELECTRICALS LIMITED,INE02WG01024,13843,23.27
Electronics Mart India Limited,INE02YR01019,54899,77.04
Corona Remedies Limited,INE02ZQ01018,16,0.24
"Hindustan Unilever Ltd.,",INE030A01027,11986,298.19
Housing &Urban Development Corporation Ltd.,INE031A01017,596663,1332.42
Ajanta Pharma Ltd.,INE031B01049,1867,53.28
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,772608,939.04
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,19395,69.87
Arvind SmartSpaces Limited,INE034S01021,4062,28.28
SOTL,INE035D01020,1195,5.45
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,9819,13.15
KARUR VYSYA,INE036D01028,23617,64.76
Concord Enviro Systems Limited,INE037Z01029,455,2.46
Hindalco Industries Ltd.,INE038A01020,34095,301.73
T.V.Today Network Limited,INE038F01029,1240,1.78
IFCI LTD,INE039A01010,892942,555.34
"Jamna Auto Industries Ltd.,",INE039C01032,86412,104.22
JASH ENGINEERING LIMITED,INE039O01029,7039,35.42
Jubilant Agri and Consumer Products Limited,INE03CC01015,95,1.86
Max Estates Limited,INE03EI01018,3130,14.43
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,4646,16.29
Brigade Hotel Ventures Limited,INE03NU01014,2314,1.93
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2337,22.02
Cohance Lifesciences Limited,INE03QK01018,13915,80.53
Chemcon Speciality Chemicals Limited,INE03YM01018,125,0.32
HDFC Bank Ltd.,INE040A01034,194214,1885.30
Mayur Uniquoters ltd.,INE040D01038,3355,19.42
SUZLON ENERGY LTD.,INE040H01021,7255563,4103.09
"Dhampur Sugar Mills Ltd.,",INE041A01016,44738,63.95
Escorts Kubota Limited,INE042A01014,3922,146.17
GTL Ltd,INE043A01012,387,0.03
Vijaya Diagnostic Centre Limited,INE043W01024,2493,25.01
Sun Pharmaceutical Industries Ltd.,INE044A01036,24311,409.21
Paras Defence and Space Technologies Limited,INE045601023,36325,257.52
ADOR WELDING,INE045A01017,142,1.67
Nelco Ltd,INE045B01015,9307,77.93
Fineotex Chemical Limited,INE045J01034,133617,38.23
Reliance Industrial Infrastructure,INE046A01015,5829,53.58
Muthoot Microfin Limited,INE046W01019,5476,9.37
GRASIM INDUS,INE047A01021,3479,99.27
JAGSONPAL PH,INE048B01035,4255,10.33
Navin Fluorent International Ltd,INE048G01026,5218,338.27
"Himatsingka Seide Ltd.,",INE049A01027,66150,87.44
Wockhardt Ltd,INE049B01025,79332,1134.90
SBC EXPORTS LIMITED,INE04AK01028,470237,118.98
KPIT Technologies Ltd,INE04I401011,36023,419.95
ETHOS LIMITED,INE04TZ01018,529,14.98
Seshaasai Technologies Limited,INE04VU01023,1426,4.36
Prakash Pipes Limited,INE050001010,3932,16.92
Elin Electronics Limited,INE050401020,1305,2.81
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3657,68.29
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,6891,94.46
Rane (Madras)  Ltd.,INE050H01012,2259,17.99
Vardhman Special Steels Ltd,INE050M01012,1850,5.52
Vakrangee Softwares Ltd.,INE051B01021,13950,1.31
Windsor Machines Limited,INE052A01021,1420,4.38
Camlin Fine Sciences Ltd,INE052I01032,11577,19.46
BEST AGROLIFE LIMITED,INE052T01021,3526,0.93
Indian Hotels Co. Ltd,INE053A01029,79353,581.38
Indian Railway Finance Corporation,INE053F01010,1855185,2443.84
"V.I.P. Industries Ltd.,",INE054A01027,15177,65.86
Waterbase Limited,INE054C01015,25400,13.36
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,8258,158.10
