SEBI REPORT For Trade date 19-Jan-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,362498.08,
2,Fresh Exposure taken during the day,9389.16,
3,Exposure liquidated during the day,6437.73,
4,Net scripwise outstanding at the end of the day,365449.51,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,39281,156.70
Reliance Industries Ltd,INE002A01018,205352,3048.02
SJVN LIMITED,INE002L01015,554552,510.36
Mahanagar Gas Limited,INE002S01010,28567,355.84
"Siemens Ltd.,",INE003A01024,13429,441.37
Protean eGov Technologies Limited,INE004A01022,67790,753.85
Avantel Limited,INE005B01027,322998,556.84
ASTRAL LIMITED,INE006I01046,8945,135.70
CRISIL Ltd.,INE007A01025,1779,87.92
Geojit Financial Services Limited,INE007B01023,49738,51.00
Fedbank Financial Services Limited,INE007N01010,58837,93.31
IDBI LTD,INE008A01015,750661,735.09
Infosys Ltd,INE009A01021,49130,778.79
Bikaji Foods International Limited,INE00E101023,11629,90.72
Hariom Pipe Industries Limited,INE00EV01017,10531,46.62
Prudent Corporate Advisory Services Limited,INE00F201020,443,11.68
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4190,67.53
SWIGGY LIMITED,INE00H001014,225576,915.43
STOVE KRAFT LIMITED,INE00IN01015,6865,44.19
Craftsman Automation Limited,INE00LO01017,432,30.32
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,308678,786.91
Interarch Building Solutions Limited,INE00M901018,1079,24.55
Studds Accessories Limited,INE00Q601028,6267,33.81
DALMIA BHARAT LIMITED,INE00R701025,5595,120.86
Highway Infrastructure Limited,INE00RL01028,8362,5.10
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,40829,54.67
Manorama Industries Limited,INE00VM01036,6295,92.15
AFFLE 3I LIMITED,INE00WC01027,9564,180.05
Flair Writing Industries Limited,INE00Y201027,1981,6.41
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2091,11.28
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,3400,39.78
PRISM JOHNSON LIMITED.,INE010A01011,17099,25.90
Zydus Lifesciences Limited,INE010B01027,21644,211.83
Tejas Networks Limited,INE010J01012,144471,872.75
L&T Technology Services Limited,INE010V01017,6223,266.63
BALU FORGE INDUSTRIES LIMITED,INE011E01029,13164,69.01
Tega Industries Limited,INE011K01018,5470,109.86
ACC,INE012A01025,98829,1792.43
Onesource Specialty Pharma Limited,INE013P01021,1985,36.68
WIM PLAST LT,INE015B01018,5812,29.50
Tinna Rubber and Infrastructure Limited,INE015C01016,575,4.73
DABUR INDIA,INE016A01026,23504,125.61
