SEBI REPORT For Trade date 21-Jan-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,366963.23,
2,Fresh Exposure taken during the day,10590.68,
3,Exposure liquidated during the day,12582.03,
4,Net scripwise outstanding at the end of the day,364971.88,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,40293,159.86
Reliance Industries Ltd,INE002A01018,195637,2894.26
SJVN LIMITED,INE002L01015,542829,498.50
Mahanagar Gas Limited,INE002S01010,27554,342.48
"Siemens Ltd.,",INE003A01024,12553,413.10
Protean eGov Technologies Limited,INE004A01022,64150,694.21
Avantel Limited,INE005B01027,320957,552.71
ASTRAL LIMITED,INE006I01046,8783,133.28
CRISIL Ltd.,INE007A01025,1646,81.61
Geojit Financial Services Limited,INE007B01023,47038,49.01
Fedbank Financial Services Limited,INE007N01010,59049,93.56
IDBI LTD,INE008A01015,752215,736.40
Infosys Ltd,INE009A01021,44910,711.99
Bikaji Foods International Limited,INE00E101023,13261,101.42
Hariom Pipe Industries Limited,INE00EV01017,9986,44.34
Prudent Corporate Advisory Services Limited,INE00F201020,408,10.79
ACUTAAS CHEMICALS LIMITED,INE00FF01025,3942,63.12
SWIGGY LIMITED,INE00H001014,217527,881.67
STOVE KRAFT LIMITED,INE00IN01015,6913,44.42
Craftsman Automation Limited,INE00LO01017,467,32.92
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,311104,787.48
Interarch Building Solutions Limited,INE00M901018,1254,27.90
Studds Accessories Limited,INE00Q601028,7540,40.19
DALMIA BHARAT LIMITED,INE00R701025,5541,119.80
Highway Infrastructure Limited,INE00RL01028,8291,5.04
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,41098,54.96
Manorama Industries Limited,INE00VM01036,5510,79.55
AFFLE 3I LIMITED,INE00WC01027,8902,167.60
Flair Writing Industries Limited,INE00Y201027,1671,5.39
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,1861,10.18
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,3400,39.78
PRISM JOHNSON LIMITED.,INE010A01011,17008,25.76
Zydus Lifesciences Limited,INE010B01027,20321,200.19
Tejas Networks Limited,INE010J01012,143566,852.96
L&T Technology Services Limited,INE010V01017,4718,205.21
BALU FORGE INDUSTRIES LIMITED,INE011E01029,13448,70.01
Tega Industries Limited,INE011K01018,5319,106.83
ACC,INE012A01025,98575,1787.37
Onesource Specialty Pharma Limited,INE013P01021,2010,37.09
WIM PLAST LT,INE015B01018,5812,29.50
Tinna Rubber and Infrastructure Limited,INE015C01016,560,4.59
DABUR INDIA,INE016A01026,23418,125.07
CEINSYS TECH LIMITED,INE016Q01014,700,7.70
"Great Eastern Shipping Co. Ltd.,",INE017A01032,20049,226.90
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,23093,876.76
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,10486,92.57
JSW SL,INE019A01038,14755,172.26
Himadri Speciality Chemical Ltd.,INE019C01026,61960,306.62
STANLEY LIFESTYLES LIMITED,INE01A001028,1775,4.69
Antony Waste Handling Cell Limited,INE01BK01022,4067,22.53
Vishal Mega Mart Limited,INE01EA01019,300183,422.31
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,10101,32.42
Sky Gold And Diamonds Limited,INE01IU01018,16482,57.65
eMudhra Limited,INE01QM01018,7821,51.81
Vikran Engineering Limited,INE01R501028,503768,506.86
Canara HSBC Life Insurance Company Limited,INE01TY01017,14395,20.38
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,520361,2015.43
Asian Paints Ltd.,INE021A01026,11604,324.39
Dodla Dairy Limited,INE021O01019,490,6.20
ASIAN GRANITO INDIA LIMITED,INE022I01019,12067,8.62
Indian Energy Exchange Limited,INE022Q01020,203875,314.05
Nalwa Sons Investment Ltd,INE023A01030,52,3.35
Aeroflex Industries Limited,INE024001021,43410,86.25
SHILCHAR TEC,INE024F01011,2345,87.57
GRAVITA INDIA LIMITED,INE024L01027,15834,282.21
Goldiam International Ltd.,INE025B01025,55009,223.03
Artemis Medicare Services Limited,INE025R01021,2317,7.12
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,119567,236.60
RASHTRIYA CH,INE027A01015,243510,396.94
Max Healthcare Institute Limited,INE027H01010,31805,363.61
Bank Of Baroda,INE028A01039,98840,285.16
BHARAT PETRO,INE029A01011,79584,286.03
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,2168,13.79
Anand Rayons Limited,INE02GA01012,140,0.49
Raymond Lifestyle Limited,INE02ID01020,10637,124.92
Azad Engineering Limited,INE02IJ01035,21604,372.61
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,18757,49.78
Borosil Limited,INE02PY01013,5990,20.85
Brainbees Solutions Limited,INE02RE01045,41967,148.69
WONDER ELECTRICALS LIMITED,INE02WG01024,12843,21.77
Electronics Mart India Limited,INE02YR01019,63204,86.23
"Hindustan Unilever Ltd.,",INE030A01027,11105,277.02
Housing &Urban Development Corporation Ltd.,INE031A01017,470050,1100.27
Ajanta Pharma Ltd.,INE031B01049,1796,51.00
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,109136,178.81
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,14563,46.56
Arvind SmartSpaces Limited,INE034S01021,4176,29.26
SOTL,INE035D01020,1192,5.44
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,7970,10.60
KARUR VYSYA,INE036D01028,19365,46.08
