SEBI REPORT For Trade date 23-Apr-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,399057.70,
2,Fresh Exposure taken during the day,20061.05,
3,Exposure liquidated during the day,14691.28,
4,Net scripwise outstanding at the end of the day,404427.46,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,17516,64.45
Reliance Industries Ltd,INE002A01018,359086,4988.86
SJVN LIMITED,INE002L01015,557385,469.96
Mahanagar Gas Limited,INE002S01010,21412,254.84
"Siemens Ltd.,",INE003A01024,3945,145.93
Protean eGov Technologies Limited,INE004A01022,48023,448.47
Avantel Limited,INE005B01027,279743,458.88
ASTRAL LIMITED,INE006I01046,15354,245.60
CRISIL Ltd.,INE007A01025,1954,91.32
Geojit Financial Services Limited,INE007B01023,21406,16.48
Fedbank Financial Services Limited,INE007N01010,47028,67.74
IDBI LTD,INE008A01015,891628,756.84
Infosys Ltd,INE009A01021,271528,3655.70
Bikaji Foods International Limited,INE00E101023,9566,73.70
Hariom Pipe Industries Limited,INE00EV01017,7757,30.23
Prudent Corporate Advisory Services Limited,INE00F201020,243,6.48
ACUTAAS CHEMICALS LIMITED,INE00FF01025,14916,334.17
SWIGGY LIMITED,INE00H001014,229750,811.57
STOVE KRAFT LIMITED,INE00IN01015,12613,75.33
Craftsman Automation Limited,INE00LO01017,450,33.76
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,319564,765.24
Interarch Building Solutions Limited,INE00M901018,2962,59.35
Dharmaj Crop Guard Limited,INE00OQ01016,100,0.24
Studds Accessories Limited,INE00Q601028,6211,32.54
Synergy Green Industries Limited,INE00QT01015,10,0.05
DALMIA BHARAT LIMITED,INE00R701025,5181,105.95
Highway Infrastructure Limited,INE00RL01028,2739,1.58
Nila Spaces Ltd,INE00S901012,3099,0.42
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,35036,42.97
Manorama Industries Limited,INE00VM01036,2917,41.51
AFFLE 3I LIMITED,INE00WC01027,10094,169.90
SEDEMAC MECHATRONICS LIMITED,INE00XB01019,556,9.40
Flair Writing Industries Limited,INE00Y201027,1527,4.96
A B INFRABUILD LIMITED,INE00YB01025,2016,0.31
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2995,14.21
Entero Healthcare Solutions Limited,INE010601016,1029,12.09
PRISM JOHNSON LIMITED.,INE010A01011,36404,51.41
Zydus Lifesciences Limited,INE010B01027,15214,149.40
Tejas Networks Limited,INE010J01012,193564,1012.18
L&T Technology Services Limited,INE010V01017,6403,247.11
BALU FORGE INDUSTRIES LIMITED,INE011E01029,17787,85.67
Tega Industries Limited,INE011K01018,2767,53.93
ACC,INE012A01025,18664,308.79
Onesource Specialty Pharma Limited,INE013P01021,8187,118.96
WIM PLAST LT,INE015B01018,1000,3.98
Tinna Rubber and Infrastructure Limited,INE015C01016,552,4.12
DABUR INDIA,INE016A01026,25287,124.46
CEINSYS TECH LIMITED,INE016Q01014,685,7.97
"Great Eastern Shipping Co. Ltd.,",INE017A01032,11384,153.10
LARSEN & TOU,INE018A01030,72934,2802.22
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,17001,132.14
JSW SL,INE019A01038,12855,161.45
