SEBI REPORT For Trade date 10-Nov-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,338939.04,
2,Fresh Exposure taken during the day,8430.51,
3,Exposure liquidated during the day,8529.53,
4,Net scripwise outstanding at the end of the day,338840.03,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,23263,90.77
Reliance Industries Ltd,INE002A01018,107501,1526.42
SJVN LIMITED,INE002L01015,547518,546.80
Mahanagar Gas Limited,INE002S01010,20117,270.53
"Siemens Ltd.,",INE003A01024,15477,515.29
Protean eGov Technologies Limited,INE004A01022,64488,751.65
Avantel Limited,INE005B01027,328258,580.65
ASTRAL LIMITED,INE006I01046,6333,96.43
CRISIL Ltd.,INE007A01025,1947,99.07
Geojit Financial Services Limited,INE007B01023,45901,49.19
Fedbank Financial Services Limited,INE007N01010,54184,78.05
IDBI LTD,INE008A01015,976294,932.51
Infosys Ltd,INE009A01021,132118,2007.51
Bikaji Foods International Limited,INE00E101023,12197,95.49
Hariom Pipe Industries Limited,INE00EV01017,10470,50.85
Prudent Corporate Advisory Services Limited,INE00F201020,1210,32.16
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4373,68.65
SWIGGY LIMITED,INE00H001014,218297,939.09
STOVE KRAFT LIMITED,INE00IN01015,8046,52.71
Craftsman Automation Limited,INE00LO01017,585,37.69
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,252199,713.12
Interarch Building Solutions Limited,INE00M901018,444,9.52
DALMIA BHARAT LIMITED,INE00R701025,7529,164.08
Highway Infrastructure Limited,INE00RL01028,1037,0.83
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,37322,52.59
Manorama Industries Limited,INE00VM01036,7903,113.41
AFFLE 3I LIMITED,INE00WC01027,11018,210.30
Flair Writing Industries Limited,INE00Y201027,3302,10.83
Entero Healthcare Solutions Limited,INE010601016,986,11.37
PRISM JOHNSON LIMITED.,INE010A01011,14611,23.34
Zydus Lifesciences Limited,INE010B01027,20937,213.11
Tejas Networks Limited,INE010J01012,133060,917.16
L&T Technology Services Limited,INE010V01017,5063,219.36
BALU FORGE INDUSTRIES LIMITED,INE011E01029,4107,26.11
Tega Industries Limited,INE011K01018,6950,139.60
ACC,INE012A01025,107085,1947.41
Onesource Specialty Pharma Limited,INE013P01021,1757,34.07
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,340,3.11
MANAKSIA LIMITED,INE015D01022,29,0.02
DABUR INDIA,INE016A01026,49915,272.68
"Great Eastern Shipping Co. Ltd.,",INE017A01032,40085,420.03
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,21722,803.96
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,10615,95.48
JSW SL,INE019A01038,7170,81.93
Himadri Speciality Chemical Ltd.,INE019C01026,88121,431.52
STANLEY LIFESTYLES LIMITED,INE01A001028,1068,3.24
Antony Waste Handling Cell Limited,INE01BK01022,5173,30.89
Vishal Mega Mart Limited,INE01EA01019,354205,517.27
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,4044,12.77
Sky Gold And Diamonds Limited,INE01IU01018,16685,58.41
eMudhra Limited,INE01QM01018,9438,65.88
