SEBI REPORT For Trade date 30-Mar-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,391746.70,
2,Fresh Exposure taken during the day,9280.39,
3,Exposure liquidated during the day,14435.33,
4,Net scripwise outstanding at the end of the day,386591.77,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,17652,64.14
Reliance Industries Ltd,INE002A01018,253083,3591.61
SJVN LIMITED,INE002L01015,647442,549.14
Mahanagar Gas Limited,INE002S01010,19832,238.11
"Siemens Ltd.,",INE003A01024,4906,165.44
Protean eGov Technologies Limited,INE004A01022,45744,444.74
Avantel Limited,INE005B01027,293956,482.43
ASTRAL LIMITED,INE006I01046,5277,85.26
CRISIL Ltd.,INE007A01025,1891,88.55
Geojit Financial Services Limited,INE007B01023,53534,51.55
Fedbank Financial Services Limited,INE007N01010,51174,73.67
IDBI LTD,INE008A01015,804489,703.01
Infosys Ltd,INE009A01021,158404,2210.17
Bikaji Foods International Limited,INE00E101023,9888,75.88
Hariom Pipe Industries Limited,INE00EV01017,5999,26.69
Prudent Corporate Advisory Services Limited,INE00F201020,282,7.48
ACUTAAS CHEMICALS LIMITED,INE00FF01025,10450,229.10
SWIGGY LIMITED,INE00H001014,206746,761.81
STOVE KRAFT LIMITED,INE00IN01015,12283,72.57
Craftsman Automation Limited,INE00LO01017,601,44.47
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,287323,689.30
Interarch Building Solutions Limited,INE00M901018,2165,44.28
Studds Accessories Limited,INE00Q601028,5126,27.58
Synergy Green Industries Limited,INE00QT01015,10,0.05
DALMIA BHARAT LIMITED,INE00R701025,3452,72.60
Highway Infrastructure Limited,INE00RL01028,1375,0.96
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,33451,42.85
Manorama Industries Limited,INE00VM01036,3719,52.42
AFFLE 3I LIMITED,INE00WC01027,7661,134.74
