SEBI REPORT For Trade date 19-Nov-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,348282.14,
2,Fresh Exposure taken during the day,6766.39,
3,Exposure liquidated during the day,7247.45,
4,Net scripwise outstanding at the end of the day,347801.08,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,17696,70.20
Reliance Industries Ltd,INE002A01018,88754,1263.63
SJVN LIMITED,INE002L01015,589244,576.18
Mahanagar Gas Limited,INE002S01010,21157,281.78
"Siemens Ltd.,",INE003A01024,13317,444.84
Protean eGov Technologies Limited,INE004A01022,63292,738.16
Avantel Limited,INE005B01027,318372,564.53
ASTRAL LIMITED,INE006I01046,9906,150.67
CRISIL Ltd.,INE007A01025,2174,108.78
Geojit Financial Services Limited,INE007B01023,43050,46.96
Fedbank Financial Services Limited,INE007N01010,43873,62.99
IDBI LTD,INE008A01015,808034,766.87
Infosys Ltd,INE009A01021,105451,1612.73
Bikaji Foods International Limited,INE00E101023,13203,102.72
Hariom Pipe Industries Limited,INE00EV01017,12453,57.67
Prudent Corporate Advisory Services Limited,INE00F201020,1605,42.06
ACUTAAS CHEMICALS LIMITED,INE00FF01025,3438,52.78
SWIGGY LIMITED,INE00H001014,226795,970.92
STOVE KRAFT LIMITED,INE00IN01015,7657,50.02
Craftsman Automation Limited,INE00LO01017,540,36.41
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,245812,687.27
Interarch Building Solutions Limited,INE00M901018,303,7.40
DALMIA BHARAT LIMITED,INE00R701025,7885,171.27
Highway Infrastructure Limited,INE00RL01028,1034,0.82
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,36712,51.69
Manorama Industries Limited,INE00VM01036,7621,109.76
AFFLE 3I LIMITED,INE00WC01027,11116,210.79
Flair Writing Industries Limited,INE00Y201027,3828,12.53
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,196,1.33
Entero Healthcare Solutions Limited,INE010601016,933,10.77
PRISM JOHNSON LIMITED.,INE010A01011,12285,19.47
Zydus Lifesciences Limited,INE010B01027,29562,293.78
Tejas Networks Limited,INE010J01012,128209,883.67
L&T Technology Services Limited,INE010V01017,3947,174.78
BALU FORGE INDUSTRIES LIMITED,INE011E01029,4345,27.57
Tega Industries Limited,INE011K01018,6163,125.03
ACC,INE012A01025,100389,1825.89
Onesource Specialty Pharma Limited,INE013P01021,1395,27.33
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,338,3.09
MANAKSIA LIMITED,INE015D01022,29,0.02
DABUR INDIA,INE016A01026,42329,227.00
"Great Eastern Shipping Co. Ltd.,",INE017A01032,45881,488.86
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,20790,769.54
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,11395,102.40
JSW SL,INE019A01038,18476,216.54
Himadri Speciality Chemical Ltd.,INE019C01026,85784,419.91
STANLEY LIFESTYLES LIMITED,INE01A001028,1092,3.30
Antony Waste Handling Cell Limited,INE01BK01022,4782,27.83
Vishal Mega Mart Limited,INE01EA01019,319278,457.82
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,7332,23.44
Sky Gold And Diamonds Limited,INE01IU01018,16867,59.15
eMudhra Limited,INE01QM01018,10548,72.60
Vikran Engineering Limited,INE01R501028,53254,56.57
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,607663,2376.82
Asian Paints Ltd.,INE021A01026,11578,320.16
Dodla Dairy Limited,INE021O01019,1650,21.54
ASIAN GRANITO INDIA LIMITED,INE022I01019,7830,5.40
Indian Energy Exchange Limited,INE022Q01020,187196,298.91
Aeroflex Industries Limited,INE024001021,79672,152.10
GRAVITA INDIA LIMITED,INE024L01027,21728,389.55
Goldiam International Ltd.,INE025B01025,55992,228.40
Artemis Medicare Services Limited,INE025R01021,2392,7.37
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,102290,209.47
RASHTRIYA CH,INE027A01015,253105,425.27
Max Healthcare Institute Limited,INE027H01010,23885,290.64
Bank Of Baroda,INE028A01039,115683,316.11
BHARAT PETRO,INE029A01011,56029,199.87
Kalyani Investment Company Limited,INE029L01018,1,0.06
ROSSARI BIOTECH LIMITED,INE02A801020,2476,16.80
Axita Cotton Limited,INE02EZ01022,3071,0.31
Raymond Lifestyle Limited,INE02ID01020,11199,138.92
Azad Engineering Limited,INE02IJ01035,23623,409.18
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,9612,26.64
Borosil Limited,INE02PY01013,6865,24.73
Brainbees Solutions Limited,INE02RE01045,44560,168.12
WONDER ELECTRICALS LIMITED,INE02WG01024,12003,19.80
Electronics Mart India Limited,INE02YR01019,60312,92.93
"Hindustan Unilever Ltd.,",INE030A01027,16247,409.42
Housing &Urban Development Corporation Ltd.,INE031A01017,284512,699.13
Ajanta Pharma Ltd.,INE031B01049,2466,63.92
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,1008272,1324.66
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,13548,45.56
Arvind SmartSpaces Limited,INE034S01021,4129,29.04
SOTL,INE035D01020,1019,4.77
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,29589,34.21
KARUR VYSYA,INE036D01028,12609,27.18
Concord Enviro Systems Limited,INE037Z01029,1141,6.11
Hindalco Industries Ltd.,INE038A01020,44146,347.49
T.V.Today Network Limited,INE038F01029,291,0.62
IFCI LTD,INE039A01010,521436,315.47
"Jamna Auto Industries Ltd.,",INE039C01032,111248,115.70
JASH ENGINEERING LIMITED,INE039O01029,8296,42.04
Max Estates Limited,INE03EI01018,2617,12.42
Go Digit General Insurance Limited,INE03JT01014,7938,28.63
Brigade Hotel Ventures Limited,INE03NU01014,4909,4.19
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2163,20.78
Cohance Lifesciences Limited,INE03QK01018,14768,112.05
Chemcon Speciality Chemicals Limited,INE03YM01018,193,0.48
HDFC Bank Ltd.,INE040A01034,110497,1103.75
Mayur Uniquoters ltd.,INE040D01038,296,1.73
SUZLON ENERGY LTD.,INE040H01021,6996213,4279.29
"Dhampur Sugar Mills Ltd.,",INE041A01016,48615,71.61
Escorts Kubota Limited,INE042A01014,5036,185.99
Vijaya Diagnostic Centre Limited,INE043W01024,2698,27.52
Sun Pharmaceutical Industries Ltd.,INE044A01036,17803,294.13
Paras Defence and Space Technologies Limited,INE045601023,20195,151.92
ADOR WELDING,INE045A01017,25343,273.77
Nelco Ltd,INE045B01015,12157,107.42
Fineotex Chemical Limited,INE045J01034,158380,49.37
Reliance Industrial Infrastructure,INE046A01015,7142,66.97
Muthoot Microfin Limited,INE046W01019,10540,16.23
GRASIM INDUS,INE047A01021,7567,210.01
JAGSONPAL PH,INE048B01035,9880,23.61
Navin Fluorent International Ltd,INE048G01026,1053,55.31
"Himatsingka Seide Ltd.,",INE049A01027,99396,135.37
Wockhardt Ltd,INE049B01025,71439,1019.30
SBC EXPORTS LIMITED,INE04AK01028,416697,102.63
KPIT Technologies Ltd,INE04I401011,25183,328.42
ETHOS LIMITED,INE04TZ01018,349,9.24
Seshaasai Technologies Limited,INE04VU01023,920,3.09
Prakash Pipes Limited,INE050001010,6090,24.62
Elin Electronics Limited,INE050401020,3573,7.67
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3360,64.85
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,6208,96.70
Rane (Madras)  Ltd.,INE050H01012,2140,17.11
Vardhman Special Steels Ltd,INE050M01012,3182,9.35
Vakrangee Softwares Ltd.,INE051B01021,3950,0.53
Windsor Machines Limited,INE052A01021,1270,4.01
Camlin Fine Sciences Ltd,INE052I01032,7769,13.90
BEST AGROLIFE LIMITED,INE052T01013,1196,4.23
Indian Hotels Co. Ltd,INE053A01029,93517,699.56
Indian Railway Finance Corporation,INE053F01010,1563855,2151.63
"V.I.P. Industries Ltd.,",INE054A01027,13378,60.24
Waterbase Limited,INE054C01015,35242,18.14
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,7555,162.90
Cyient DLM Limited,INE055S01018,25514,122.61
IVALUE INFOSOLUTIONS LIMITED,INE056801025,50,0.16
Refex Industries Limited,INE056I01025,17541,64.75
Sanofi India Ltd,INE058A01010,1027,52.52
"Cipla Ltd.,",INE059A01026,20042,311.35
La Opala RG Ltd.,INE059D01020,6374,16.43
Hindware Home Innovation Limited,INE05AN01011,3710,12.04
Ratnaveer Precision Engineering Limited,INE05CZ01011,5206,8.18
Indogulf Cropsciences Limited,INE05J901018,955,1.04
Likhitha Infrastructure Limited,INE060901027,2872,8.64
Navneet Education Limited,INE060A01024,10928,15.81
FORTIS HEALTHCARE LIMITED,INE061F01013,21110,205.25
"State Bank Of India,",INE062A01020,67021,577.26
Pondy Oxides & Chemicals Limited,INE063E01053,3411,44.23
Equitas Small Finance Bank Limited,INE063P01018,212219,134.69
Trident Ltd.,INE064C01022,881400,268.22
AEROFLEX ENTERPRISES LIMITED,INE065D01027,6158,6.32
Indegene Limited,INE065X01017,15509,86.67
Eicher Motors Ltd.,INE066A01021,3769,253.96
Hindustan Aeronautics Limited,INE066F01020,89894,4291.37
Wonderla Holidays Limited,INE066O01014,11913,77.85
Inox Wind Limited,INE066P01011,510144,852.13
CG Power and Industrial Solutions Limited,INE067A01029,79732,587.83
