SEBI REPORT For Trade date 24-Feb-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,388158.35,
2,Fresh Exposure taken during the day,8697.55,
3,Exposure liquidated during the day,7886.48,
4,Net scripwise outstanding at the end of the day,388969.41,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,16733,64.17
Reliance Industries Ltd,INE002A01018,200890,2943.91
SJVN LIMITED,INE002L01015,748519,648.18
Mahanagar Gas Limited,INE002S01010,22985,286.43
"Siemens Ltd.,",INE003A01024,7281,248.14
Protean eGov Technologies Limited,INE004A01022,47157,508.17
Avantel Limited,INE005B01027,303292,520.40
ASTRAL LIMITED,INE006I01046,8850,141.29
CRISIL Ltd.,INE007A01025,1818,89.00
Geojit Financial Services Limited,INE007B01023,45888,47.95
Fedbank Financial Services Limited,INE007N01010,52742,77.66
IDBI LTD,INE008A01015,823127,817.41
Infosys Ltd,INE009A01021,208068,2988.65
Bikaji Foods International Limited,INE00E101023,12959,98.83
Hariom Pipe Industries Limited,INE00EV01017,9472,42.38
Prudent Corporate Advisory Services Limited,INE00F201020,243,6.54
ACUTAAS CHEMICALS LIMITED,INE00FF01025,5355,99.37
SWIGGY LIMITED,INE00H001014,229412,905.29
STOVE KRAFT LIMITED,INE00IN01015,8235,51.20
Craftsman Automation Limited,INE00LO01017,835,65.09
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,293122,730.18
Interarch Building Solutions Limited,INE00M901018,2351,49.24
Studds Accessories Limited,INE00Q601028,6414,34.47
DALMIA BHARAT LIMITED,INE00R701025,4534,97.74
Highway Infrastructure Limited,INE00RL01028,10384,6.11
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,37906,48.71
Manorama Industries Limited,INE00VM01036,4993,72.60
AFFLE 3I LIMITED,INE00WC01027,7182,131.94
Flair Writing Industries Limited,INE00Y201027,2532,8.18
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2332,12.53
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,138,0.28
Entero Healthcare Solutions Limited,INE010601016,2592,30.22
PRISM JOHNSON LIMITED.,INE010A01011,23205,33.19
Zydus Lifesciences Limited,INE010B01027,21430,208.58
Tejas Networks Limited,INE010J01012,157575,855.99
L&T Technology Services Limited,INE010V01017,6008,241.65
BALU FORGE INDUSTRIES LIMITED,INE011E01029,24814,122.74
Tega Industries Limited,INE011K01018,3781,73.77
ACC,INE012A01025,15801,290.68
R&B Denims Limited,INE012Q01021,26500,49.16
Onesource Specialty Pharma Limited,INE013P01021,2916,46.99
WIM PLAST LT,INE015B01018,930,4.31
Tinna Rubber and Infrastructure Limited,INE015C01016,332,2.82
DABUR INDIA,INE016A01026,20450,109.03
CEINSYS TECH LIMITED,INE016Q01014,150,1.89
"Great Eastern Shipping Co. Ltd.,",INE017A01032,8099,97.88
LARSEN & TOU,INE018A01030,17423,679.76
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,15757,133.00
JSW SL,INE019A01038,8534,101.17
Himadri Speciality Chemical Ltd.,INE019C01026,60509,300.66
STANLEY LIFESTYLES LIMITED,INE01A001028,3916,8.81
Antony Waste Handling Cell Limited,INE01BK01022,4926,27.41
Vishal Mega Mart Limited,INE01EA01019,275704,379.93
Ritco Logistics Limited,INE01EG01016,83,0.24
Baazar Style Retail Limited,INE01FR01028,108354,377.94
Sky Gold And Diamonds Limited,INE01IU01018,16910,59.83
eMudhra Limited,INE01QM01018,12612,73.20
Vikran Engineering Limited,INE01R501028,624220,594.16
Canara HSBC Life Insurance Company Limited,INE01TY01017,13064,19.49
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,585794,2242.90
Asian Paints Ltd.,INE021A01026,12410,327.75
Dodla Dairy Limited,INE021O01019,384,4.89
ASIAN GRANITO INDIA LIMITED,INE022I01019,17382,12.35
Indian Energy Exchange Limited,INE022Q01020,237190,349.45
Nalwa Sons Investment Ltd,INE023A01030,32,2.04
Aeroflex Industries Limited,INE024001021,37452,75.38
SHILCHAR TEC,INE024F01011,2475,93.63
GRAVITA INDIA LIMITED,INE024L01027,15037,262.56
Goldiam International Ltd.,INE025B01025,30816,118.53
Artemis Medicare Services Limited,INE025R01021,1934,5.57
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,124005,242.24
RASHTRIYA CH,INE027A01015,243707,390.43
