SEBI REPORT For Trade date 21-Nov-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,348339.62,
2,Fresh Exposure taken during the day,7772.80,
3,Exposure liquidated during the day,5372.91,
4,Net scripwise outstanding at the end of the day,350739.50,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,17671,70.19
Reliance Industries Ltd,INE002A01018,85700,1225.40
SJVN LIMITED,INE002L01015,594150,579.22
Mahanagar Gas Limited,INE002S01010,22160,294.07
"Siemens Ltd.,",INE003A01024,13214,441.48
Protean eGov Technologies Limited,INE004A01022,72710,816.23
Avantel Limited,INE005B01027,319119,560.53
ASTRAL LIMITED,INE006I01046,9794,149.00
CRISIL Ltd.,INE007A01025,2188,109.41
Geojit Financial Services Limited,INE007B01023,43050,46.96
Fedbank Financial Services Limited,INE007N01010,44615,63.96
IDBI LTD,INE008A01015,908497,870.56
Infosys Ltd,INE009A01021,90380,1387.42
Bikaji Foods International Limited,INE00E101023,13776,106.86
Hariom Pipe Industries Limited,INE00EV01017,12265,56.73
Prudent Corporate Advisory Services Limited,INE00F201020,1616,42.33
ACUTAAS CHEMICALS LIMITED,INE00FF01025,3361,51.54
SWIGGY LIMITED,INE00H001014,246603,1046.87
STOVE KRAFT LIMITED,INE00IN01015,7645,49.94
Craftsman Automation Limited,INE00LO01017,559,37.71
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,245275,686.76
Interarch Building Solutions Limited,INE00M901018,375,9.27
DALMIA BHARAT LIMITED,INE00R701025,7831,170.05
Highway Infrastructure Limited,INE00RL01028,1134,0.89
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,36352,51.23
Manorama Industries Limited,INE00VM01036,7643,110.03
AFFLE 3I LIMITED,INE00WC01027,11175,211.79
Flair Writing Industries Limited,INE00Y201027,3828,12.53
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,418,2.81
Entero Healthcare Solutions Limited,INE010601016,935,10.79
PRISM JOHNSON LIMITED.,INE010A01011,12135,19.24
Zydus Lifesciences Limited,INE010B01027,25919,259.43
Tejas Networks Limited,INE010J01012,129655,888.04
L&T Technology Services Limited,INE010V01017,4151,183.76
BALU FORGE INDUSTRIES LIMITED,INE011E01029,3406,21.62
Tega Industries Limited,INE011K01018,6643,134.14
ACC,INE012A01025,100609,1829.93
Onesource Specialty Pharma Limited,INE013P01021,1399,27.39
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,286,2.59
MANAKSIA LIMITED,INE015D01022,29,0.02
DABUR INDIA,INE016A01026,46079,246.37
"Great Eastern Shipping Co. Ltd.,",INE017A01032,46289,493.46
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,20498,759.38
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,11336,101.88
JSW SL,INE019A01038,19448,227.66
Himadri Speciality Chemical Ltd.,INE019C01026,85415,417.87
STANLEY LIFESTYLES LIMITED,INE01A001028,1092,3.30
Antony Waste Handling Cell Limited,INE01BK01022,4731,27.58
Vishal Mega Mart Limited,INE01EA01019,327148,468.22
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,8813,27.78
Sky Gold And Diamonds Limited,INE01IU01018,16990,59.58
eMudhra Limited,INE01QM01018,11314,77.31
Vikran Engineering Limited,INE01R501028,69182,74.66
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,608298,2377.83
Asian Paints Ltd.,INE021A01026,11546,320.81
Dodla Dairy Limited,INE021O01019,1644,21.45
ASIAN GRANITO INDIA LIMITED,INE022I01019,7830,5.40
Indian Energy Exchange Limited,INE022Q01020,155392,251.26
Aeroflex Industries Limited,INE024001021,80168,153.01
GRAVITA INDIA LIMITED,INE024L01027,17480,317.48
Goldiam International Ltd.,INE025B01025,58126,237.11
Artemis Medicare Services Limited,INE025R01021,2402,7.40
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,104184,212.98
RASHTRIYA CH,INE027A01015,257571,431.77
Max Healthcare Institute Limited,INE027H01010,22715,277.02
Bank Of Baroda,INE028A01039,143739,397.30
BHARAT PETRO,INE029A01011,58539,209.14
Kalyani Investment Company Limited,INE029L01018,1,0.06
ROSSARI BIOTECH LIMITED,INE02A801020,2476,16.80
Axita Cotton Limited,INE02EZ01022,3121,0.31
Raymond Lifestyle Limited,INE02ID01020,9129,114.38
Azad Engineering Limited,INE02IJ01035,22463,391.13
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,9607,26.63
Borosil Limited,INE02PY01013,5710,20.76
Brainbees Solutions Limited,INE02RE01045,46206,173.25
WONDER ELECTRICALS LIMITED,INE02WG01024,11503,18.89
Electronics Mart India Limited,INE02YR01019,57705,88.49
"Hindustan Unilever Ltd.,",INE030A01027,16513,415.30
