SEBI REPORT For Trade date 04-Dec-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,342815.61,
2,Fresh Exposure taken during the day,6563.26,
3,Exposure liquidated during the day,7506.74,
4,Net scripwise outstanding at the end of the day,341872.13,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,22270,89.10
Reliance Industries Ltd,INE002A01018,90069,1309.77
SJVN LIMITED,INE002L01015,617831,588.51
Mahanagar Gas Limited,INE002S01010,24283,317.93
"Siemens Ltd.,",INE003A01024,10545,359.70
Protean eGov Technologies Limited,INE004A01022,70840,797.41
Avantel Limited,INE005B01027,307044,538.91
ASTRAL LIMITED,INE006I01046,10179,154.43
CRISIL Ltd.,INE007A01025,2237,110.31
Geojit Financial Services Limited,INE007B01023,41287,45.55
Fedbank Financial Services Limited,INE007N01010,36461,52.44
IDBI LTD,INE008A01015,841554,806.04
Infosys Ltd,INE009A01021,68467,1061.83
Bikaji Foods International Limited,INE00E101023,11329,88.70
Hariom Pipe Industries Limited,INE00EV01017,12160,56.16
Prudent Corporate Advisory Services Limited,INE00F201020,1075,28.36
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4442,72.71
SWIGGY LIMITED,INE00H001014,214048,914.53
STOVE KRAFT LIMITED,INE00IN01015,6895,44.59
Craftsman Automation Limited,INE00LO01017,377,25.40
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,242163,673.17
Interarch Building Solutions Limited,INE00M901018,467,11.71
Studds Accessories Limited,INE00Q601028,23,0.12
DALMIA BHARAT LIMITED,INE00R701025,7860,169.88
Highway Infrastructure Limited,INE00RL01028,1642,1.23
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,35087,48.98
Manorama Industries Limited,INE00VM01036,7456,107.35
AFFLE 3I LIMITED,INE00WC01027,11422,216.07
Flair Writing Industries Limited,INE00Y201027,3291,10.78
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,601,3.90
Entero Healthcare Solutions Limited,INE010601016,976,11.21
PRISM JOHNSON LIMITED.,INE010A01011,14346,22.24
Zydus Lifesciences Limited,INE010B01027,24829,249.05
Tejas Networks Limited,INE010J01012,126804,861.31
L&T Technology Services Limited,INE010V01017,2684,118.99
BALU FORGE INDUSTRIES LIMITED,INE011E01029,3287,20.90
Tega Industries Limited,INE011K01018,6258,126.91
ACC,INE012A01025,100524,1826.55
Onesource Specialty Pharma Limited,INE013P01021,1146,22.50
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,286,2.59
DABUR INDIA,INE016A01026,47040,251.08
CEINSYS TECH LIMITED,INE016Q01014,0,0.00
"Great Eastern Shipping Co. Ltd.,",INE017A01032,40546,434.11
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,21054,790.32
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,11391,101.76
JSW SL,INE019A01038,24235,282.98
Himadri Speciality Chemical Ltd.,INE019C01026,79167,389.06
STANLEY LIFESTYLES LIMITED,INE01A001028,1058,3.19
Antony Waste Handling Cell Limited,INE01BK01022,4468,26.15
Vishal Mega Mart Limited,INE01EA01019,306390,437.81
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,7725,24.39
