SEBI REPORT For Trade date 23-Jan-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,364344.03,
2,Fresh Exposure taken during the day,10292.04,
3,Exposure liquidated during the day,8021.68,
4,Net scripwise outstanding at the end of the day,366614.39,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,18508,72.05
Reliance Industries Ltd,INE002A01018,205949,3036.05
SJVN LIMITED,INE002L01015,550197,500.20
Mahanagar Gas Limited,INE002S01010,28290,350.01
"Siemens Ltd.,",INE003A01024,12815,420.76
Protean eGov Technologies Limited,INE004A01022,64364,694.91
Avantel Limited,INE005B01027,321877,553.69
ASTRAL LIMITED,INE006I01046,8301,126.13
CRISIL Ltd.,INE007A01025,1647,81.64
Geojit Financial Services Limited,INE007B01023,47189,49.11
Fedbank Financial Services Limited,INE007N01010,57749,91.50
IDBI LTD,INE008A01015,831800,815.74
Infosys Ltd,INE009A01021,44022,698.22
Bikaji Foods International Limited,INE00E101023,12241,94.65
Hariom Pipe Industries Limited,INE00EV01017,9886,43.96
Prudent Corporate Advisory Services Limited,INE00F201020,378,10.06
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4299,69.02
SWIGGY LIMITED,INE00H001014,246125,971.65
STOVE KRAFT LIMITED,INE00IN01015,6913,44.42
Craftsman Automation Limited,INE00LO01017,468,33.09
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,305235,775.14
Interarch Building Solutions Limited,INE00M901018,1306,28.94
Studds Accessories Limited,INE00Q601028,7537,40.18
DALMIA BHARAT LIMITED,INE00R701025,5263,113.56
Highway Infrastructure Limited,INE00RL01028,7888,4.80
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,40457,54.14
Manorama Industries Limited,INE00VM01036,5421,78.56
AFFLE 3I LIMITED,INE00WC01027,8891,167.39
Flair Writing Industries Limited,INE00Y201027,1671,5.39
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2390,12.75
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,3400,39.78
PRISM JOHNSON LIMITED.,INE010A01011,17860,26.80
Zydus Lifesciences Limited,INE010B01027,19932,195.43
Tejas Networks Limited,INE010J01012,144909,852.50
L&T Technology Services Limited,INE010V01017,4781,207.62
BALU FORGE INDUSTRIES LIMITED,INE011E01029,13696,70.99
Tega Industries Limited,INE011K01018,3909,77.38
ACC,INE012A01025,64262,1169.00
Onesource Specialty Pharma Limited,INE013P01021,2112,38.66
WIM PLAST LT,INE015B01018,5812,29.50
Tinna Rubber and Infrastructure Limited,INE015C01016,560,4.59
DABUR INDIA,INE016A01026,23489,125.50
CEINSYS TECH LIMITED,INE016Q01014,700,7.70
"Great Eastern Shipping Co. Ltd.,",INE017A01032,17260,194.17
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,23687,898.83
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,12146,105.51
JSW SL,INE019A01038,12551,145.94
Himadri Speciality Chemical Ltd.,INE019C01026,65022,320.41
STANLEY LIFESTYLES LIMITED,INE01A001028,1774,4.68
Antony Waste Handling Cell Limited,INE01BK01022,3182,18.06
Vishal Mega Mart Limited,INE01EA01019,297471,418.50
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,8655,27.65
Sky Gold And Diamonds Limited,INE01IU01018,16492,57.68
eMudhra Limited,INE01QM01018,7770,51.47
Vikran Engineering Limited,INE01R501028,507226,508.64
Canara HSBC Life Insurance Company Limited,INE01TY01017,7506,11.13
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,523096,2025.36
Asian Paints Ltd.,INE021A01026,11596,324.34
Dodla Dairy Limited,INE021O01019,468,5.93
ASIAN GRANITO INDIA LIMITED,INE022I01019,12067,8.62
Indian Energy Exchange Limited,INE022Q01020,219293,333.33
Nalwa Sons Investment Ltd,INE023A01030,52,3.35
Aeroflex Industries Limited,INE024001021,44595,87.92
SHILCHAR TEC,INE024F01011,2488,91.83
GRAVITA INDIA LIMITED,INE024L01027,16026,284.71
Goldiam International Ltd.,INE025B01025,54837,222.25
Artemis Medicare Services Limited,INE025R01021,2317,7.12
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,121983,240.74
RASHTRIYA CH,INE027A01015,236087,384.29
Max Healthcare Institute Limited,INE027H01010,32694,372.29
Bank Of Baroda,INE028A01039,108574,315.05
BHARAT PETRO,INE029A01011,77921,279.96
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,2143,13.65
Anand Rayons Limited,INE02GA01012,140,0.49
Raymond Lifestyle Limited,INE02ID01020,11627,133.45
Azad Engineering Limited,INE02IJ01035,21560,371.36
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,19721,51.83
Borosil Limited,INE02PY01013,5990,20.85
Brainbees Solutions Limited,INE02RE01045,41084,145.76
WONDER ELECTRICALS LIMITED,INE02WG01024,12843,21.77
Electronics Mart India Limited,INE02YR01019,53976,76.39
"Hindustan Unilever Ltd.,",INE030A01027,12155,302.26
Housing &Urban Development Corporation Ltd.,INE031A01017,498671,1154.24
Ajanta Pharma Ltd.,INE031B01049,1876,53.17
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,115229,185.76
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,14323,45.54
Arvind SmartSpaces Limited,INE034S01021,4176,29.26
SOTL,INE035D01020,1192,5.44
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,7897,10.52
KARUR VYSYA,INE036D01028,20415,49.12
Concord Enviro Systems Limited,INE037Z01029,530,2.80
Hindalco Industries Ltd.,INE038A01020,43412,383.90
T.V.Today Network Limited,INE038F01029,232,0.46
IFCI LTD,INE039A01010,609880,370.07
"Jamna Auto Industries Ltd.,",INE039C01032,78161,89.42
JASH ENGINEERING LIMITED,INE039O01029,8313,41.92
Jubilant Agri and Consumer Products Limited,INE03CC01015,60,1.17
Max Estates Limited,INE03EI01018,3590,16.75
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,4426,15.71
Brigade Hotel Ventures Limited,INE03NU01014,2106,1.81
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,3207,29.85
Cohance Lifesciences Limited,INE03QK01018,12978,83.96
Chemcon Speciality Chemicals Limited,INE03YM01018,125,0.32
HDFC Bank Ltd.,INE040A01034,189281,1842.59
Mayur Uniquoters ltd.,INE040D01038,279,1.63
SUZLON ENERGY LTD.,INE040H01021,7078434,4088.15
"Dhampur Sugar Mills Ltd.,",INE041A01016,44547,63.77
Escorts Kubota Limited,INE042A01014,3647,135.59
Vijaya Diagnostic Centre Limited,INE043W01024,1626,16.48
Sun Pharmaceutical Industries Ltd.,INE044A01036,20802,348.81
Paras Defence and Space Technologies Limited,INE045601023,37127,264.09
ADOR WELDING,INE045A01017,335,3.76
Nelco Ltd,INE045B01015,10203,86.20
Fineotex Chemical Limited,INE045J01034,132495,39.08
Reliance Industrial Infrastructure,INE046A01015,5529,51.34
Muthoot Microfin Limited,INE046W01019,4608,7.97
GRASIM INDUS,INE047A01021,2964,84.52
