SEBI REPORT For Trade date 01-Jan-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,358101.84,
2,Fresh Exposure taken during the day,6802.21,
3,Exposure liquidated during the day,6795.09,
4,Net scripwise outstanding at the end of the day,358108.96,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,41495,166.11
Reliance Industries Ltd,INE002A01018,76494,1122.91
SJVN LIMITED,INE002L01015,572451,541.49
Mahanagar Gas Limited,INE002S01010,27150,345.73
"Siemens Ltd.,",INE003A01024,11831,398.51
Protean eGov Technologies Limited,INE004A01022,68719,772.39
Avantel Limited,INE005B01027,300335,523.22
ASTRAL LIMITED,INE006I01046,11074,165.96
CRISIL Ltd.,INE007A01025,2303,110.97
Geojit Financial Services Limited,INE007B01023,39670,43.75
Fedbank Financial Services Limited,INE007N01010,33788,49.01
IDBI LTD,INE008A01015,829774,794.50
Infosys Ltd,INE009A01021,66342,1051.54
Bikaji Foods International Limited,INE00E101023,10959,86.21
Hariom Pipe Industries Limited,INE00EV01017,11369,49.80
Prudent Corporate Advisory Services Limited,INE00F201020,413,11.10
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4230,67.79
SWIGGY LIMITED,INE00H001014,179363,754.79
STOVE KRAFT LIMITED,INE00IN01015,7002,45.23
Craftsman Automation Limited,INE00LO01017,451,30.69
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,258101,698.52
Interarch Building Solutions Limited,INE00M901018,610,15.02
Studds Accessories Limited,INE00Q601028,598,3.20
DALMIA BHARAT LIMITED,INE00R701025,6880,148.94
Highway Infrastructure Limited,INE00RL01028,7462,4.57
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,39658,53.89
Manorama Industries Limited,INE00VM01036,6460,94.81
AFFLE 3I LIMITED,INE00WC01027,10279,194.75
Flair Writing Industries Limited,INE00Y201027,2892,9.33
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,1905,10.60
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,926,10.56
PRISM JOHNSON LIMITED.,INE010A01011,16632,25.52
Zydus Lifesciences Limited,INE010B01027,25718,255.14
Tejas Networks Limited,INE010J01012,133322,868.69
L&T Technology Services Limited,INE010V01017,3470,156.20
BALU FORGE INDUSTRIES LIMITED,INE011E01029,3664,23.08
Tega Industries Limited,INE011K01018,5536,112.06
ACC,INE012A01025,101590,1843.00
Onesource Specialty Pharma Limited,INE013P01021,2846,52.24
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,389,3.41
DABUR INDIA,INE016A01026,35955,190.77
"Great Eastern Shipping Co. Ltd.,",INE017A01032,19216,217.12
KISAN MOULDG,INE017C01012,50000,27.28
