SEBI REPORT For Trade date 13-Feb-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,393119.81,
2,Fresh Exposure taken during the day,11566.50,
3,Exposure liquidated during the day,8979.33,
4,Net scripwise outstanding at the end of the day,395706.98,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,18529,71.76
Reliance Industries Ltd,INE002A01018,196918,2891.65
SJVN LIMITED,INE002L01015,627922,555.96
Mahanagar Gas Limited,INE002S01010,25058,311.50
"Siemens Ltd.,",INE003A01024,10511,349.82
Protean eGov Technologies Limited,INE004A01022,45668,501.94
Avantel Limited,INE005B01027,314196,538.24
ASTRAL LIMITED,INE006I01046,5966,92.14
CRISIL Ltd.,INE007A01025,1718,84.41
Geojit Financial Services Limited,INE007B01023,49386,50.47
Fedbank Financial Services Limited,INE007N01010,66855,104.23
IDBI LTD,INE008A01015,830117,812.42
Infosys Ltd,INE009A01021,142093,2123.87
Bikaji Foods International Limited,INE00E101023,13300,101.09
Hariom Pipe Industries Limited,INE00EV01017,10301,45.50
Prudent Corporate Advisory Services Limited,INE00F201020,250,6.74
ACUTAAS CHEMICALS LIMITED,INE00FF01025,5637,103.58
SWIGGY LIMITED,INE00H001014,221956,884.52
STOVE KRAFT LIMITED,INE00IN01015,7066,45.23
Craftsman Automation Limited,INE00LO01017,889,68.71
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,353948,860.04
Interarch Building Solutions Limited,INE00M901018,1732,37.58
Studds Accessories Limited,INE00Q601028,6097,32.80
DALMIA BHARAT LIMITED,INE00R701025,4601,99.34
Highway Infrastructure Limited,INE00RL01028,10283,6.06
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,37225,48.71
Manorama Industries Limited,INE00VM01036,5651,81.92
AFFLE 3I LIMITED,INE00WC01027,7474,139.59
Flair Writing Industries Limited,INE00Y201027,3166,10.24
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2259,12.19
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,2995,34.88
PRISM JOHNSON LIMITED.,INE010A01011,23454,33.58
Zydus Lifesciences Limited,INE010B01027,20097,196.48
Tejas Networks Limited,INE010J01012,153491,847.69
L&T Technology Services Limited,INE010V01017,5451,226.50
BALU FORGE INDUSTRIES LIMITED,INE011E01029,14500,69.84
Tega Industries Limited,INE011K01018,3988,77.68
ACC,INE012A01025,15653,289.45
R&B Denims Limited,INE012Q01021,24036,41.49
Onesource Specialty Pharma Limited,INE013P01021,2984,48.68
WIM PLAST LT,INE015B01018,930,4.31
Tinna Rubber and Infrastructure Limited,INE015C01016,302,2.60
DABUR INDIA,INE016A01026,20910,111.58
CEINSYS TECH LIMITED,INE016Q01014,150,1.89
"Great Eastern Shipping Co. Ltd.,",INE017A01032,8689,104.46
LARSEN & TOU,INE018A01030,20058,766.69
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,16270,136.68
JSW SL,INE019A01038,10571,125.08
Himadri Speciality Chemical Ltd.,INE019C01026,72426,355.11
STANLEY LIFESTYLES LIMITED,INE01A001028,3458,7.93
Antony Waste Handling Cell Limited,INE01BK01022,4222,23.92
Vishal Mega Mart Limited,INE01EA01019,283489,392.45
Ritco Logistics Limited,INE01EG01016,83,0.24
Baazar Style Retail Limited,INE01FR01028,108826,379.62
Sky Gold And Diamonds Limited,INE01IU01018,16336,57.62
eMudhra Limited,INE01QM01018,12546,74.65
Vikran Engineering Limited,INE01R501028,547434,540.21
Canara HSBC Life Insurance Company Limited,INE01TY01017,13219,19.66
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,596656,2286.13
Asian Paints Ltd.,INE021A01026,14939,391.96
Dodla Dairy Limited,INE021O01019,358,4.59
ASIAN GRANITO INDIA LIMITED,INE022I01019,18769,13.43
Indian Energy Exchange Limited,INE022Q01020,254417,372.29
Nalwa Sons Investment Ltd,INE023A01030,32,2.04
Aeroflex Industries Limited,INE024001021,39385,77.86
SHILCHAR TEC,INE024F01011,2431,91.82
GRAVITA INDIA LIMITED,INE024L01027,13878,244.90
Goldiam International Ltd.,INE025B01025,47797,183.98
Artemis Medicare Services Limited,INE025R01021,2611,7.19
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,120567,237.17
RASHTRIYA CH,INE027A01015,229959,373.14
Max Healthcare Institute Limited,INE027H01010,26411,301.73
Bank Of Baroda,INE028A01039,141291,409.65
BHARAT PETRO,INE029A01011,79422,291.80
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,1921,12.22
Anmol India Limited,INE02AR01019,0,0.00
Raymond Lifestyle Limited,INE02ID01020,9996,116.71
Azad Engineering Limited,INE02IJ01035,21959,377.84
Borosil Scientific Limited,INE02L001032,282,0.35
Fino Payments Bank Limited,INE02NC01014,19413,50.19
Borosil Limited,INE02PY01013,6624,22.22
Brainbees Solutions Limited,INE02RE01045,43393,146.03
WONDER ELECTRICALS LIMITED,INE02WG01024,7543,12.55
Electronics Mart India Limited,INE02YR01019,54190,76.28
Corona Remedies Limited,INE02ZQ01018,16,0.24
"Hindustan Unilever Ltd.,",INE030A01027,16518,405.01
Housing &Urban Development Corporation Ltd.,INE031A01017,616293,1371.93
Ajanta Pharma Ltd.,INE031B01049,904,25.12
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,772721,939.03
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,19235,69.44
Arvind SmartSpaces Limited,INE034S01021,4212,29.15
SOTL,INE035D01020,1269,5.73
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,7874,10.49
KARUR VYSYA,INE036D01028,23889,65.66
Concord Enviro Systems Limited,INE037Z01029,455,2.46
Hindalco Industries Ltd.,INE038A01020,44613,397.93
T.V.Today Network Limited,INE038F01029,1240,1.78
IFCI LTD,INE039A01010,919947,571.59
"Jamna Auto Industries Ltd.,",INE039C01032,71763,86.53
JASH ENGINEERING LIMITED,INE039O01029,6999,35.23
Jubilant Agri and Consumer Products Limited,INE03CC01015,95,1.86
Max Estates Limited,INE03EI01018,3180,14.64
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,4631,16.23
Brigade Hotel Ventures Limited,INE03NU01014,2114,1.81
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2297,21.66
Cohance Lifesciences Limited,INE03QK01018,14162,80.60
Chemcon Speciality Chemicals Limited,INE03YM01018,125,0.32
HDFC Bank Ltd.,INE040A01034,213639,2061.93
Mayur Uniquoters ltd.,INE040D01038,2857,16.64
SUZLON ENERGY LTD.,INE040H01021,7344844,4141.06
"Dhampur Sugar Mills Ltd.,",INE041A01016,44188,63.08
Escorts Kubota Limited,INE042A01014,3959,147.25
GTL Ltd,INE043A01012,387,0.03
Vijaya Diagnostic Centre Limited,INE043W01024,2588,26.04
Sun Pharmaceutical Industries Ltd.,INE044A01036,23911,402.45
Paras Defence and Space Technologies Limited,INE045601023,36946,261.53
ADOR WELDING,INE045A01017,142,1.67
Nelco Ltd,INE045B01015,9102,76.19
Fineotex Chemical Limited,INE045J01034,133841,38.29
Reliance Industrial Infrastructure,INE046A01015,5824,53.46
Muthoot Microfin Limited,INE046W01019,5384,9.33
GRASIM INDUS,INE047A01021,3559,101.67
JAGSONPAL PH,INE048B01035,4255,10.33
Navin Fluorent International Ltd,INE048G01026,4995,323.56
"Himatsingka Seide Ltd.,",INE049A01027,69721,91.41
Wockhardt Ltd,INE049B01025,78258,1119.32
SBC EXPORTS LIMITED,INE04AK01028,469190,118.66
KPIT Technologies Ltd,INE04I401011,51026,544.10
ETHOS LIMITED,INE04TZ01018,529,14.98
Seshaasai Technologies Limited,INE04VU01023,1526,4.62
Prakash Pipes Limited,INE050001010,3882,16.81
Elin Electronics Limited,INE050401020,1305,2.81
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3538,66.10
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,6917,94.33
Rane (Madras)  Ltd.,INE050H01012,2259,17.99
Vardhman Special Steels Ltd,INE050M01012,1850,5.52
Vakrangee Softwares Ltd.,INE051B01021,13950,1.31
Windsor Machines Limited,INE052A01021,1385,4.30
Camlin Fine Sciences Ltd,INE052I01032,11149,18.75
BEST AGROLIFE LIMITED,INE052T01021,3377,0.88
Indian Hotels Co. Ltd,INE053A01029,80933,592.71
Indian Railway Finance Corporation,INE053F01010,1912061,2505.88
"V.I.P. Industries Ltd.,",INE054A01027,13574,57.89
Waterbase Limited,INE054C01015,24386,12.91
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,8069,155.76
Cyient DLM Limited,INE055S01018,29014,132.95
IVALUE INFOSOLUTIONS LIMITED,INE056801025,196,0.55
Refex Industries Limited,INE056I01025,24406,69.45
Sanofi India Ltd,INE058A01010,1056,47.27
"Cipla Ltd.,",INE059A01026,21790,322.41
La Opala RG Ltd.,INE059D01020,5616,13.82
Hindware Home Innovation Limited,INE05AN01011,3051,9.24
Ratnaveer Precision Engineering Limited,INE05CZ01011,10401,16.58
Indogulf Cropsciences Limited,INE05J901018,419,0.48
Likhitha Infrastructure Limited,INE060901027,599,1.81
Navneet Education Limited,INE060A01024,8165,12.45
DEV INFORMATION TECHNOLOGY LIMITED,INE060X01034,300,0.11
FORTIS HEALTHCARE LIMITED,INE061F01013,19797,185.15
"State Bank Of India,",INE062A01020,63618,660.27
ALICON,INE062D01024,56,0.49
Pondy Oxides & Chemicals Limited,INE063E01053,5735,74.75
Equitas Small Finance Bank Limited,INE063P01018,153011,101.34
TIMES GROUP,INE064A01026,525032,1754.31
Trident Ltd.,INE064C01022,1224261,354.90
AEROFLEX ENTERPRISES LIMITED,INE065D01027,3751,3.90
Indegene Limited,INE065X01017,9699,53.39
Eicher Motors Ltd.,INE066A01021,1788,126.44
Hindustan Aeronautics Limited,INE066F01020,109396,4999.79
Wonderla Holidays Limited,INE066O01014,3330,20.84
Inox Wind Limited,INE066P01011,428669,631.40
CG Power and Industrial Solutions Limited,INE067A01029,66783,468.03
CANTABIL RETAIL INDIA LIMITED,INE068L01024,26003,66.96
Gland Pharma Limited,INE068V01023,2625,49.76
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,4316,5.44
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,2430,5.26
INDIQUBE SPACES LIMITED,INE06ST01018,957,2.21
LAXMI INDIA FINANCE LIMITED,INE06WU01026,14056,16.47
Gem Aromatics Limited,INE06XZ01023,4739,8.46
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,30206,64.28
SHREE CEMENT,INE070A01015,379,103.51
Jai Corp Limited,INE070D01027,29895,46.20
INSECTCID,INE070I01018,99,0.81
Ugar Sugar Works Ltd.,INE071E01023,1731,0.99
Epigral Limited,INE071N01016,2752,43.63
India Homes Limited,INE072A01029,10000000,1300.00
Associated Alcohols & Breweries Ltd,INE073G01016,3707,36.57
Sona BLW Precision Forgings Limited,INE073K01018,50153,257.93
Praj Industries Ltd.,INE074A01025,146257,593.79
Paramount Communications Ltd.,INE074B01023,101533,49.11
WIPRO LTD.,INE075A01022,333985,798.15
G M BREWERIE,INE075D01018,4906,58.40
HealthCare Global Enterprises Limited,INE075I01017,1383,8.82
SIYAR SILK M,INE076B01028,5183,35.33
IFB Agro Industries Ltd,INE076C01018,17,0.22
GOCL Corporation Limited ,INE077F01035,393,1.45
Vikram Solar Limited,INE078V01014,65042,169.43
Ambuja Cements Ltd.,INE079A01024,76810,429.90
Gateway Distriparks Limited,INE079J01017,68330,44.51
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,68454,253.43
Easy Trip Planners Limited,INE07O001026,1418847,178.54
NDR Auto Components Limited,INE07OG01012,388,3.71
Supriya Lifescience Limited,INE07RO01027,12381,90.76
Pavna Industries Limited,INE07S101038,6887,1.81
Restaurant Brands Asia Limited,INE07T201019,254213,178.13
IRM ENERGY LIMITED,INE07U701015,9226,29.89
HITACHI ENERGY INDIA LIMITED,INE07Y701011,1439,298.28
LLOYDS ENTERPRISES LIMITED,INE080I01025,3090274,2378.35
TATA IORN AN,INE081A01020,417240,777.55
"Kopran Ltd.,",INE082A01010,4689,7.18
Morepen Laboratories Ltd.,INE083A01026,237948,122.60
Themis Medicare Ltd.,INE083B01024,1597,2.15
BANK OF INDI,INE084A01016,246081,374.96
Amanta Healthcare Limited,INE084K01015,28,0.04
WeWork India Management Limited,INE085001019,1247,7.67
CHAMBAL FERT,INE085A01013,749731,3328.55
Thangamayil Jewellery Limited,INE085J01014,805,31.63
"Electrosteel Castings Ltd.,",INE086A01029,256012,246.13
KESORAM IND,INE087A01019,846,0.04
Shree Renuka Sugars Ltd.,INE087H01022,779937,239.63
Paradeep Phosphates Limited,INE088F01024,467671,778.96
DR.REDDY'S L,INE089A01031,11652,147.20
Sterlite Technologies Limited.,INE089C01029,35373,48.21
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,17946,21.25
Krsnaa Diagnostics Limited,INE08LI01020,820,6.40
M & B ENGINEERING LIMITED,INE08N601015,9772,38.39
SANSTAR LIMITED,INE08NE01025,5911,5.72
Samhi Hotels Limited,INE08U801020,58720,117.36
Greenpanel Industries Limited,INE08ZM01014,4387,12.01
Scoda Tubes Limited,INE090501011,14619,24.78
ICICI Bank Ltd.,INE090A01021,28455,398.28
Jai Balaji Industries Limited,INE091G01026,81771,69.42
TATA CHEMICA,INE092A01019,83921,652.53
INDIA NIPP E,INE092B01025,109,0.95
IDFC FIRST BANK LIMITED,INE092T01019,746968,585.06
Hexaware Technologies Limited,INE093A01041,10345,68.08
OBEROI REALTY LIMITED,INE093I01010,3543,61.05
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,237030,147.42
HINDUSTAN PE,INE094A01015,83167,383.16
Kolte-Patil Developers Ltd,INE094I01018,3962,13.45
UTI Asset Management Company Limited,INE094J01016,7744,98.28
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,34019,317.16
NBCC (India) Limited,INE095N01031,706316,760.55
NUCLEU SOF E,INE096B01018,441,4.68
Amrutanjan Health Care Limited,INE098F01031,256,1.93
Mishra Dhatu Nigam Limited,INE099Z01011,51231,196.55
Aarti Surfactants Limited,INE09EO01013,102,0.41
Gujarat Fluorochemicals Limited,INE09N301011,2137,75.75
Indigo Paints Limited,INE09VQ01012,1232,14.46
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,4169,20.31
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,189822,146.65
Ceigall India Limited,INE0AG901020,5173,14.98
Hemisphere Properties India Limited,INE0AJG01018,55609,83.45
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,172,3.12
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1327,6.01
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,316,0.58
Bansal Wire Industries Limited,INE0B9K01025,2762,8.59
Go Fashion (India) Limited,INE0BJS01011,9882,53.38
Premier Energies Limited,INE0BS701011,716959,7240.63
C.E. Info Systems Limited,INE0BV301023,4988,84.55
Aether Industries Limited,INE0BWX01014,5784,53.34
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,4563,8.49
Jubilant Ingrevia Limited,INE0BY001018,10374,75.31
Oswal Pumps Limited,INE0BYP01024,59625,276.33
Urban Company Limited,INE0CAZ01013,29759,38.65
Mukka Proteins Limited,INE0CG401037,31542,12.05
Knowledge Marine & Engineering Works Limited,INE0CJD01029,775,13.89
Western Carriers (India) Limited,INE0CJF01024,32841,43.19
RateGain Travel Technologies Limited,INE0CLI01024,2122149,13021.63
Meghmani Organics Limited,INE0CT101020,539718,388.46
GMR Power and Urban Infra Limited,INE0CU601026,53165,63.80
Anthem Biosciences Limited,INE0CZ201020,8628,61.05
Sigachi Industries Limited,INE0D0K01022,276884,97.06
India Pesticides Limited,INE0D6701023,31215,63.04
Ksolves India Limited,INE0D6I01023,255,0.92
RailTel Corporation of India Limited,INE0DD101019,146087,562.16
PIRAMAL PHARMA LIMITED,INE0DK501011,265666,517.03
Fairchem Organics Limited,INE0DNW01011,1643,16.77
Nureca Limited,INE0DSF01015,361,1.02
INNOVA CAPTAB LIMITED,INE0DUT01020,767,6.78
Syrma SGS Technology Limited,INE0DYJ01015,87260,673.07
Wakefit Innovations Limited,INE0E7301029,300,0.65
HMA Agro Industries Limited,INE0ECP01024,476,0.15
TARC LIMITED,INE0EK901012,42925,72.94
Network People Services Technologies Limited,INE0FFK01017,1260,23.55
Deep Industries Limited,INE0FHS01024,14683,66.01
Motisons Jewellers Limited,INE0FRK01020,382032,69.51
Motherson Sumi Wiring India Limited,INE0FS801015,345161,155.33
Markolines Pavement Technologies Limited,INE0FW001016,2500,4.13
EPACK Durable Limited,INE0G5901015,949957,3691.27
