SEBI REPORT For Trade date 26-Dec-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,348155.82,
2,Fresh Exposure taken during the day,8621.17,
3,Exposure liquidated during the day,7078.21,
4,Net scripwise outstanding at the end of the day,349698.79,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,42169,168.53
Reliance Industries Ltd,INE002A01018,76031,1117.17
SJVN LIMITED,INE002L01015,565626,537.60
Mahanagar Gas Limited,INE002S01010,27136,345.64
"Siemens Ltd.,",INE003A01024,11635,393.28
Protean eGov Technologies Limited,INE004A01022,68869,774.79
Avantel Limited,INE005B01027,294424,514.13
ASTRAL LIMITED,INE006I01046,11280,169.35
CRISIL Ltd.,INE007A01025,2329,112.17
Geojit Financial Services Limited,INE007B01023,39220,43.42
Fedbank Financial Services Limited,INE007N01010,28062,40.19
IDBI LTD,INE008A01015,861683,823.34
Infosys Ltd,INE009A01021,59970,947.03
Bikaji Foods International Limited,INE00E101023,11203,88.08
Hariom Pipe Industries Limited,INE00EV01017,13265,56.87
Prudent Corporate Advisory Services Limited,INE00F201020,348,9.45
ACUTAAS CHEMICALS LIMITED,INE00FF01025,6302,103.51
SWIGGY LIMITED,INE00H001014,160285,681.14
STOVE KRAFT LIMITED,INE00IN01015,7032,45.41
Craftsman Automation Limited,INE00LO01017,409,28.31
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,258461,701.17
Interarch Building Solutions Limited,INE00M901018,958,23.51
Studds Accessories Limited,INE00Q601028,554,2.97
DALMIA BHARAT LIMITED,INE00R701025,6766,146.57
Highway Infrastructure Limited,INE00RL01028,2136,1.48
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,39813,54.15
Manorama Industries Limited,INE00VM01036,6538,95.87
AFFLE 3I LIMITED,INE00WC01027,10972,207.05
Flair Writing Industries Limited,INE00Y201027,2308,7.50
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,1525,8.75
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,1079,12.11
PRISM JOHNSON LIMITED.,INE010A01011,15998,24.66
Zydus Lifesciences Limited,INE010B01027,26563,264.19
Tejas Networks Limited,INE010J01012,134613,876.14
L&T Technology Services Limited,INE010V01017,3127,140.85
BALU FORGE INDUSTRIES LIMITED,INE011E01029,3328,21.04
Tega Industries Limited,INE011K01018,5499,111.35
ACC,INE012A01025,102058,1851.85
Onesource Specialty Pharma Limited,INE013P01021,1993,36.82
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,389,3.41
DABUR INDIA,INE016A01026,47002,249.73
CEINSYS TECH LIMITED,INE016Q01014,1500,12.13
"Great Eastern Shipping Co. Ltd.,",INE017A01032,22956,257.91
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,21846,831.67
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,10952,97.96
JSW SL,INE019A01038,26359,305.49
Himadri Speciality Chemical Ltd.,INE019C01026,68840,340.21
STANLEY LIFESTYLES LIMITED,INE01A001028,1739,4.62
Antony Waste Handling Cell Limited,INE01BK01022,4851,27.94
Vishal Mega Mart Limited,INE01EA01019,285839,407.59
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,10300,30.83
Sky Gold And Diamonds Limited,INE01IU01018,17020,59.44
eMudhra Limited,INE01QM01018,7682,51.46
Vikran Engineering Limited,INE01R501028,431583,434.27
Canara HSBC Life Insurance Company Limited,INE01TY01017,4034,5.51
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,535321,2063.52
Asian Paints Ltd.,INE021A01026,12195,341.82
Dodla Dairy Limited,INE021O01019,616,8.15
ASIAN GRANITO INDIA LIMITED,INE022I01019,11508,8.20
Indian Energy Exchange Limited,INE022Q01020,138266,217.34
Nalwa Sons Investment Ltd,INE023A01030,28,1.83
Aeroflex Industries Limited,INE024001021,72046,138.17
SHILCHAR TEC,INE024F01011,1241,49.36
GRAVITA INDIA LIMITED,INE024L01027,13592,252.86
Goldiam International Ltd.,INE025B01025,58295,236.64
Artemis Medicare Services Limited,INE025R01021,2097,6.59
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,120931,241.74
RASHTRIYA CH,INE027A01015,259023,423.21
Max Healthcare Institute Limited,INE027H01010,24269,289.44
Bank Of Baroda,INE028A01039,166461,474.23
BHARAT PETRO,INE029A01011,56149,200.88
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,2656,16.92
Raymond Lifestyle Limited,INE02ID01020,10941,132.09
Azad Engineering Limited,INE02IJ01035,19088,333.54
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,14613,40.31
Borosil Limited,INE02PY01013,6499,22.56
Brainbees Solutions Limited,INE02RE01045,45436,162.13
WONDER ELECTRICALS LIMITED,INE02WG01024,14053,23.64
Electronics Mart India Limited,INE02YR01019,65373,91.85
"Hindustan Unilever Ltd.,",INE030A01027,15618,383.93
Housing &Urban Development Corporation Ltd.,INE031A01017,419550,998.05
Ajanta Pharma Ltd.,INE031B01049,1156,30.43
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,1011914,1324.99
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,20252,68.08
Arvind SmartSpaces Limited,INE034S01021,4629,32.02
SOTL,INE035D01020,962,4.54
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,8144,9.63
KARUR VYSYA,INE036D01028,26588,63.57
Concord Enviro Systems Limited,INE037Z01029,1178,6.29
Hindalco Industries Ltd.,INE038A01020,26422,211.38
T.V.Today Network Limited,INE038F01029,91,0.26
IFCI LTD,INE039A01010,606822,353.82
"Jamna Auto Industries Ltd.,",INE039C01032,85690,95.05
JASH ENGINEERING LIMITED,INE039O01029,8350,42.18
Max Estates Limited,INE03EI01018,2571,12.19
Go Digit General Insurance Limited,INE03JT01014,7471,26.96
Brigade Hotel Ventures Limited,INE03NU01014,2528,2.17
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,1935,18.36
Cohance Lifesciences Limited,INE03QK01018,12920,93.79
Chemcon Speciality Chemicals Limited,INE03YM01018,129,0.33
HDFC Bank Ltd.,INE040A01034,93002,937.80
Mayur Uniquoters ltd.,INE040D01038,277,1.62
SUZLON ENERGY LTD.,INE040H01021,7047277,4209.61
"Dhampur Sugar Mills Ltd.,",INE041A01016,45296,65.34
Escorts Kubota Limited,INE042A01014,4349,161.97
Vijaya Diagnostic Centre Limited,INE043W01024,862,8.86
Sun Pharmaceutical Industries Ltd.,INE044A01036,17799,299.21
Paras Defence and Space Technologies Limited,INE045601023,26894,196.71
ADOR WELDING,INE045A01017,707,7.78
Nelco Ltd,INE045B01015,12155,104.64
Fineotex Chemical Limited,INE045J01034,130757,41.98
Reliance Industrial Infrastructure,INE046A01015,6255,58.34
Muthoot Microfin Limited,INE046W01019,12131,21.54
GRASIM INDUS,INE047A01021,3086,88.04
JAGSONPAL PH,INE048B01035,5168,12.50
Navin Fluorent International Ltd,INE048G01026,1445,81.55
"Himatsingka Seide Ltd.,",INE049A01027,76452,106.70
Wockhardt Ltd,INE049B01025,75235,1080.40
