SEBI REPORT For Trade date 06-Mar-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,384120.67,
2,Fresh Exposure taken during the day,8686.92,
3,Exposure liquidated during the day,7301.25,
4,Net scripwise outstanding at the end of the day,385506.34,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2287,12.28
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,2523,29.45
PRISM JOHNSON LIMITED.,INE010A01011,21473,30.99
Zydus Lifesciences Limited,INE010B01027,16374,161.90
Tejas Networks Limited,INE010J01012,205453,1111.94
L&T Technology Services Limited,INE010V01017,6244,247.95
BALU FORGE INDUSTRIES LIMITED,INE011E01029,27274,134.31
Tega Industries Limited,INE011K01018,3329,65.71
ACC,INE012A01025,14736,268.46
R&B Denims Limited,INE012Q01021,5833,10.68
Onesource Specialty Pharma Limited,INE013P01021,8965,133.17
WIM PLAST LT,INE015B01018,930,4.31
Tinna Rubber and Infrastructure Limited,INE015C01016,332,2.81
DABUR INDIA,INE016A01026,17415,92.82
CEINSYS TECH LIMITED,INE016Q01014,150,1.89
"Great Eastern Shipping Co. Ltd.,",INE017A01032,5074,60.95
LARSEN & TOU,INE018A01030,28812,1130.43
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,13439,112.86
JSW SL,INE019A01038,5489,63.45
Himadri Speciality Chemical Ltd.,INE019C01026,58641,290.97
STANLEY LIFESTYLES LIMITED,INE01A001028,3627,8.20
Antony Waste Handling Cell Limited,INE01BK01022,4842,26.42
Vishal Mega Mart Limited,INE01EA01019,326819,432.91
Ritco Logistics Limited,INE01EG01016,83,0.24
Baazar Style Retail Limited,INE01FR01028,108699,378.72
Sky Gold And Diamonds Limited,INE01IU01018,15879,56.05
eMudhra Limited,INE01QM01018,12002,67.86
Vikran Engineering Limited,INE01R501028,593377,564.01
Canara HSBC Life Insurance Company Limited,INE01TY01017,10534,15.55
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,566164,2151.94
Asian Paints Ltd.,INE021A01026,11769,304.26
Dodla Dairy Limited,INE021O01019,434,5.42
ASIAN GRANITO INDIA LIMITED,INE022I01019,36992,26.49
Indian Energy Exchange Limited,INE022Q01020,248033,359.34
Nalwa Sons Investment Ltd,INE023A01030,31,1.97
Aeroflex Industries Limited,INE024001021,28128,59.14
SHILCHAR TEC,INE024F01011,2515,95.11
GRAVITA INDIA LIMITED,INE024L01027,15205,263.67
Goldiam International Ltd.,INE025B01025,140432,497.05
Artemis Medicare Services Limited,INE025R01021,1524,4.66
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,109322,212.64
"Lotus Chocolate Co. Ltd.,",INE026D01011,10,0.08
RASHTRIYA CH,INE027A01015,244243,384.66
Max Healthcare Institute Limited,INE027H01010,19922,232.09
Bank Of Baroda,INE028A01039,102815,300.64
BHARAT PETRO,INE029A01011,63886,234.92
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,1302,8.27
Raymond Lifestyle Limited,INE02ID01020,9616,110.65
Azad Engineering Limited,INE02IJ01035,21609,375.66
Borosil Scientific Limited,INE02L001032,282,0.35
Fino Payments Bank Limited,INE02NC01014,21589,53.43
Borosil Limited,INE02PY01013,5301,18.00
Brainbees Solutions Limited,INE02RE01045,59309,174.35
WONDER ELECTRICALS LIMITED,INE02WG01024,7897,13.04
Electronics Mart India Limited,INE02YR01019,53916,75.41
Corona Remedies Limited,INE02ZQ01018,41,0.65
"Hindustan Unilever Ltd.,",INE030A01027,15391,374.08
Housing &Urban Development Corporation Ltd.,INE031A01017,768484,1646.29
Ajanta Pharma Ltd.,INE031B01049,940,26.87
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,771949,934.49
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,21724,77.80
Arvind SmartSpaces Limited,INE034S01021,4177,28.91
SOTL,INE035D01020,1190,5.43
Reliance Infrastructure Ltd,INE036A01016,501,1.71
