SEBI REPORT For Trade date 17-Mar-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,380783.70,
2,Fresh Exposure taken during the day,7051.68,
3,Exposure liquidated during the day,9624.96,
4,Net scripwise outstanding at the end of the day,378210.41,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,37608,122.65
Reliance Industries Ltd,INE002A01018,230703,3331.29
SJVN LIMITED,INE002L01015,609979,532.04
Mahanagar Gas Limited,INE002S01010,19701,243.49
"Siemens Ltd.,",INE003A01024,6459,219.92
Protean eGov Technologies Limited,INE004A01022,48935,497.61
Avantel Limited,INE005B01027,260010,443.82
ASTRAL LIMITED,INE006I01046,5205,83.71
CRISIL Ltd.,INE007A01025,1725,83.06
Geojit Financial Services Limited,INE007B01023,46503,48.11
Fedbank Financial Services Limited,INE007N01010,52576,75.80
IDBI LTD,INE008A01015,760487,719.78
Infosys Ltd,INE009A01021,187178,2656.31
Bikaji Foods International Limited,INE00E101023,9954,76.42
Hariom Pipe Industries Limited,INE00EV01017,8545,37.90
Prudent Corporate Advisory Services Limited,INE00F201020,298,7.84
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4575,85.67
SWIGGY LIMITED,INE00H001014,201128,779.03
STOVE KRAFT LIMITED,INE00IN01015,12066,72.12
Craftsman Automation Limited,INE00LO01017,647,48.16
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,290703,711.15
Interarch Building Solutions Limited,INE00M901018,2137,44.25
Studds Accessories Limited,INE00Q601028,5139,27.66
Synergy Green Industries Limited,INE00QT01015,10,0.05
DALMIA BHARAT LIMITED,INE00R701025,3849,82.63
Highway Infrastructure Limited,INE00RL01028,1385,0.96
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,34256,44.16
Manorama Industries Limited,INE00VM01036,4845,70.33
AFFLE 3I LIMITED,INE00WC01027,7055,127.44
Flair Writing Industries Limited,INE00Y201027,1740,5.63
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2010,10.81
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,2556,29.45
PRISM JOHNSON LIMITED.,INE010A01011,14653,22.05
Zydus Lifesciences Limited,INE010B01027,15389,152.30
Tejas Networks Limited,INE010J01012,208719,1109.60
L&T Technology Services Limited,INE010V01017,6190,242.79
BALU FORGE INDUSTRIES LIMITED,INE011E01029,20305,96.98
Tega Industries Limited,INE011K01018,3071,60.80
ACC,INE012A01025,16170,282.27
R&B Denims Limited,INE012Q01021,3320,6.13
Onesource Specialty Pharma Limited,INE013P01021,204234,3022.24
WIM PLAST LT,INE015B01018,930,4.31
Tinna Rubber and Infrastructure Limited,INE015C01016,332,2.81
DABUR INDIA,INE016A01026,17136,90.93
