SEBI REPORT For Trade date 09-Feb-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,386081.03,
2,Fresh Exposure taken during the day,11464.05,
3,Exposure liquidated during the day,13334.95,
4,Net scripwise outstanding at the end of the day,384210.13,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,19463,75.54
Reliance Industries Ltd,INE002A01018,195629,2877.54
SJVN LIMITED,INE002L01015,577987,516.24
Mahanagar Gas Limited,INE002S01010,24408,304.31
"Siemens Ltd.,",INE003A01024,9725,326.55
Protean eGov Technologies Limited,INE004A01022,46486,507.17
Avantel Limited,INE005B01027,307503,527.68
ASTRAL LIMITED,INE006I01046,7780,118.67
CRISIL Ltd.,INE007A01025,1663,82.09
Geojit Financial Services Limited,INE007B01023,49563,50.61
Fedbank Financial Services Limited,INE007N01010,69092,108.00
IDBI LTD,INE008A01015,1151624,1151.37
Infosys Ltd,INE009A01021,96802,1506.33
Bikaji Foods International Limited,INE00E101023,12872,98.65
Hariom Pipe Industries Limited,INE00EV01017,9981,44.27
Prudent Corporate Advisory Services Limited,INE00F201020,380,10.10
ACUTAAS CHEMICALS LIMITED,INE00FF01025,5776,104.96
SWIGGY LIMITED,INE00H001014,218466,871.57
STOVE KRAFT LIMITED,INE00IN01015,6930,44.51
Craftsman Automation Limited,INE00LO01017,465,35.19
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,323100,798.70
Interarch Building Solutions Limited,INE00M901018,1819,40.14
Studds Accessories Limited,INE00Q601028,6432,34.47
DALMIA BHARAT LIMITED,INE00R701025,4611,99.57
Highway Infrastructure Limited,INE00RL01028,9583,5.66
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,33225,44.63
Manorama Industries Limited,INE00VM01036,5524,80.06
AFFLE 3I LIMITED,INE00WC01027,7411,138.64
Flair Writing Industries Limited,INE00Y201027,1673,5.40
A B INFRABUILD LIMITED,INE00YB01025,1500,0.29
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2209,11.97
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,3670,42.86
PRISM JOHNSON LIMITED.,INE010A01011,25347,35.96
Zydus Lifesciences Limited,INE010B01027,19857,194.65
Tejas Networks Limited,INE010J01012,141208,805.85
L&T Technology Services Limited,INE010V01017,5218,220.93
BALU FORGE INDUSTRIES LIMITED,INE011E01029,15873,78.61
Tega Industries Limited,INE011K01018,3882,76.47
ACC,INE012A01025,15764,291.80
R&B Denims Limited,INE012Q01021,4927,7.91
Onesource Specialty Pharma Limited,INE013P01021,3169,50.96
WIM PLAST LT,INE015B01018,5942,30.06
Tinna Rubber and Infrastructure Limited,INE015C01016,341,2.96
DABUR INDIA,INE016A01026,23602,125.51
"Great Eastern Shipping Co. Ltd.,",INE017A01032,7303,85.12
LARSEN & TOU,INE018A01030,26374,1018.80
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,15799,133.04
JSW SL,INE019A01038,10017,117.93
Himadri Speciality Chemical Ltd.,INE019C01026,68150,335.80
STANLEY LIFESTYLES LIMITED,INE01A001028,1779,4.69
Antony Waste Handling Cell Limited,INE01BK01022,4387,24.85
Vishal Mega Mart Limited,INE01EA01019,291003,403.50
Ritco Logistics Limited,INE01EG01016,84,0.25
Baazar Style Retail Limited,INE01FR01028,13528,43.53
Sky Gold And Diamonds Limited,INE01IU01018,17936,62.32
eMudhra Limited,INE01QM01018,9001,56.57
Vikran Engineering Limited,INE01R501028,531095,526.84
Canara HSBC Life Insurance Company Limited,INE01TY01017,9372,13.88
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,568208,2189.12
Asian Paints Ltd.,INE021A01026,13526,361.88
Dodla Dairy Limited,INE021O01019,458,5.81
ASIAN GRANITO INDIA LIMITED,INE022I01019,12339,8.82
Indian Energy Exchange Limited,INE022Q01020,254500,373.36
Nalwa Sons Investment Ltd,INE023A01030,41,2.59
Aeroflex Industries Limited,INE024001021,39849,78.59
SHILCHAR TEC,INE024F01011,2734,103.58
GRAVITA INDIA LIMITED,INE024L01027,13200,233.55
Goldiam International Ltd.,INE025B01025,42271,160.21
Artemis Medicare Services Limited,INE025R01021,3974,10.51
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,125653,246.86
RASHTRIYA CH,INE027A01015,221999,363.05
Max Healthcare Institute Limited,INE027H01010,27296,309.91
RUDRA GLOBAL INFRA PRODUCTS LIMITED,INE027T01023,1500,0.26
Bank Of Baroda,INE028A01039,140174,408.16
BHARAT PETRO,INE029A01011,80216,293.52
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,1920,12.22
Anmol India Limited,INE02AR01019,2000,0.24
Anand Rayons Limited,INE02GA01012,140,0.49
Raymond Lifestyle Limited,INE02ID01020,10111,118.11
Azad Engineering Limited,INE02IJ01035,20971,361.97
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,22211,57.30
Borosil Limited,INE02PY01013,6074,20.84
Brainbees Solutions Limited,INE02RE01045,41193,140.04
WONDER ELECTRICALS LIMITED,INE02WG01024,12843,21.77
Electronics Mart India Limited,INE02YR01019,61663,83.37
Corona Remedies Limited,INE02ZQ01018,15,0.22
"Hindustan Unilever Ltd.,",INE030A01027,11520,286.46
Housing &Urban Development Corporation Ltd.,INE031A01017,577451,1296.67
Ajanta Pharma Ltd.,INE031B01049,1907,54.40
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,775369,942.57
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,16941,60.73
Arvind SmartSpaces Limited,INE034S01021,4063,28.28
SOTL,INE035D01020,1195,5.45
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,10314,13.79
KARUR VYSYA,INE036D01028,26304,72.52
Concord Enviro Systems Limited,INE037Z01029,505,2.69
Hindalco Industries Ltd.,INE038A01020,43885,395.93
T.V.Today Network Limited,INE038F01029,240,0.47
IFCI LTD,INE039A01010,780297,480.18
"Jamna Auto Industries Ltd.,",INE039C01032,78637,93.59
JASH ENGINEERING LIMITED,INE039O01029,7038,35.42
Jubilant Agri and Consumer Products Limited,INE03CC01015,60,1.17
Max Estates Limited,INE03EI01018,3090,14.26
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,4646,16.29
Brigade Hotel Ventures Limited,INE03NU01014,2314,1.93
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2469,23.28
Cohance Lifesciences Limited,INE03QK01018,13657,79.65
Chemcon Speciality Chemicals Limited,INE03YM01018,125,0.32
HDFC Bank Ltd.,INE040A01034,183191,1782.97
Mayur Uniquoters ltd.,INE040D01038,3355,19.42
SUZLON ENERGY LTD.,INE040H01021,7463417,4244.53
"Dhampur Sugar Mills Ltd.,",INE041A01016,44588,63.77
Escorts Kubota Limited,INE042A01014,3707,137.99
GTL Ltd,INE043A01012,387,0.03
Vijaya Diagnostic Centre Limited,INE043W01024,2448,24.07
Sun Pharmaceutical Industries Ltd.,INE044A01036,24588,413.83
Paras Defence and Space Technologies Limited,INE045601023,37958,268.32
ADOR WELDING,INE045A01017,142,1.67
Nelco Ltd,INE045B01015,9709,80.58
Fineotex Chemical Limited,INE045J01034,127318,36.69
Reliance Industrial Infrastructure,INE046A01015,5825,53.55
Muthoot Microfin Limited,INE046W01019,5739,9.99
GRASIM INDUS,INE047A01021,3432,97.59
JAGSONPAL PH,INE048B01035,4255,10.33
Navin Fluorent International Ltd,INE048G01026,1607,97.94
"Himatsingka Seide Ltd.,",INE049A01027,76473,99.92
Wockhardt Ltd,INE049B01025,77727,1111.34
SBC EXPORTS LIMITED,INE04AK01028,464753,117.29
KPIT Technologies Ltd,INE04I401011,34743,410.84
ETHOS LIMITED,INE04TZ01018,499,14.21
Seshaasai Technologies Limited,INE04VU01023,1526,4.63
Prakash Pipes Limited,INE050001010,3882,16.81
Elin Electronics Limited,INE050401020,1305,2.81
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,4030,74.69
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,6737,92.75
Rane (Madras)  Ltd.,INE050H01012,2259,17.99
Vardhman Special Steels Ltd,INE050M01012,1850,5.52
Vakrangee Softwares Ltd.,INE051B01021,13950,1.31
Windsor Machines Limited,INE052A01021,1420,4.38
Camlin Fine Sciences Ltd,INE052I01032,10954,18.27
BEST AGROLIFE LIMITED,INE052T01021,3957,1.05
Indian Hotels Co. Ltd,INE053A01029,77667,569.16
Indian Railway Finance Corporation,INE053F01010,1840757,2430.47
"V.I.P. Industries Ltd.,",INE054A01027,16134,69.64
Waterbase Limited,INE054C01015,24316,12.80
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,8387,159.91
Cyient DLM Limited,INE055S01018,29125,133.49
IVALUE INFOSOLUTIONS LIMITED,INE056801025,186,0.52
Refex Industries Limited,INE056I01025,25678,72.77
Sanofi India Ltd,INE058A01010,760,35.42
"Cipla Ltd.,",INE059A01026,22044,325.72
La Opala RG Ltd.,INE059D01020,5616,13.82
Hindware Home Innovation Limited,INE05AN01011,3035,9.20
Ratnaveer Precision Engineering Limited,INE05CZ01011,10550,16.81
Indogulf Cropsciences Limited,INE05J901018,419,0.48
Likhitha Infrastructure Limited,INE060901027,599,1.81
Navneet Education Limited,INE060A01024,8209,12.52
DEV INFORMATION TECHNOLOGY LIMITED,INE060X01034,300,0.11
FORTIS HEALTHCARE LIMITED,INE061F01013,14878,138.87
"State Bank Of India,",INE062A01020,56296,564.40
ALICON,INE062D01024,56,0.49
Pondy Oxides & Chemicals Limited,INE063E01053,5450,71.44
Equitas Small Finance Bank Limited,INE063P01018,151623,100.27
TIMES GROUP,INE064A01026,511060,1708.99
Trident Ltd.,INE064C01022,1140261,333.36
AEROFLEX ENTERPRISES LIMITED,INE065D01027,3751,3.90
Indegene Limited,INE065X01017,8086,45.90
Eicher Motors Ltd.,INE066A01021,2316,161.39
Hindustan Aeronautics Limited,INE066F01020,109580,5017.48
Wonderla Holidays Limited,INE066O01014,3124,19.89
Inox Wind Limited,INE066P01011,401525,604.21
CG Power and Industrial Solutions Limited,INE067A01029,68765,479.01
CANTABIL RETAIL INDIA LIMITED,INE068L01024,25918,66.70
Gland Pharma Limited,INE068V01023,2331,44.36
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,4342,5.47
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,3050,6.70
INDIQUBE SPACES LIMITED,INE06ST01018,937,2.17
LAXMI INDIA FINANCE LIMITED,INE06WU01026,4356,5.94
Gem Aromatics Limited,INE06XZ01023,4250,7.46
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,36862,77.85
SHREE CEMENT,INE070A01015,232,64.19
Jai Corp Limited,INE070D01027,34515,52.58
INSECTCID,INE070I01018,100,0.82
Ugar Sugar Works Ltd.,INE071E01023,1731,0.99
Epigral Limited,INE071N01016,2724,43.62
India Homes Limited,INE072A01029,10000000,1300.00
Associated Alcohols & Breweries Ltd,INE073G01016,3707,36.57
Sona BLW Precision Forgings Limited,INE073K01018,45554,233.04
Praj Industries Ltd.,INE074A01025,123423,519.72
Paramount Communications Ltd.,INE074B01023,102733,49.46
WIPRO LTD.,INE075A01022,227670,565.17
G M BREWERIE,INE075D01018,3968,48.36
HealthCare Global Enterprises Limited,INE075I01017,1483,9.43
SIYAR SILK M,INE076B01028,5004,34.52
IFB Agro Industries Ltd,INE076C01018,17,0.22
GOCL Corporation Limited ,INE077F01035,413,1.50
Vikram Solar Limited,INE078V01014,61583,158.28
Ambuja Cements Ltd.,INE079A01024,71896,404.23
Gateway Distriparks Limited,INE079J01017,67896,44.19
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,60022,228.37
Easy Trip Planners Limited,INE07O001026,1444930,180.71
NDR Auto Components Limited,INE07OG01012,415,3.94
Supriya Lifescience Limited,INE07RO01027,13955,102.26
Pavna Industries Limited,INE07S101038,10887,2.86
Restaurant Brands Asia Limited,INE07T201019,232077,164.00
IRM ENERGY LIMITED,INE07U701015,10041,31.93
HITACHI ENERGY INDIA LIMITED,INE07Y701011,1321,266.83
LLOYDS ENTERPRISES LIMITED,INE080I01025,3087009,2376.45
TATA IORN AN,INE081A01020,380461,688.34
"Kopran Ltd.,",INE082A01010,2330,3.85
Morepen Laboratories Ltd.,INE083A01026,229962,119.55
Themis Medicare Ltd.,INE083B01024,1597,2.15
BANK OF INDI,INE084A01016,249682,378.47
Amanta Healthcare Limited,INE084K01015,28,0.04
WeWork India Management Limited,INE085001019,1273,7.83
CHAMBAL FERT,INE085A01013,587637,2601.93
Thangamayil Jewellery Limited,INE085J01014,815,31.91
"Electrosteel Castings Ltd.,",INE086A01029,251456,243.38
KESORAM IND,INE087A01019,846,0.04
Shree Renuka Sugars Ltd.,INE087H01022,914168,296.71
Paradeep Phosphates Limited,INE088F01024,439848,747.06
DR.REDDY'S L,INE089A01031,10879,137.27
Sterlite Technologies Limited.,INE089C01029,17791,19.50
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,19416,22.94
Krsnaa Diagnostics Limited,INE08LI01020,690,5.51
M & B ENGINEERING LIMITED,INE08N601015,10720,41.87
SANSTAR LIMITED,INE08NE01025,6111,5.91
Samhi Hotels Limited,INE08U801020,58121,116.38
Greenpanel Industries Limited,INE08ZM01014,4492,12.27
Scoda Tubes Limited,INE090501011,14008,23.90
ICICI Bank Ltd.,INE090A01021,33777,470.85
Jai Balaji Industries Limited,INE091G01026,120030,95.19
TATA CHEMICA,INE092A01019,84154,656.88
INDIA NIPP E,INE092B01025,109,0.95
IDFC FIRST BANK LIMITED,INE092T01019,668748,519.60
Hexaware Technologies Limited,INE093A01041,7781,53.54
OBEROI REALTY LIMITED,INE093I01010,4198,71.30
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,211185,133.24
HINDUSTAN PE,INE094A01015,74448,343.40
Ashika Credit Capital Ltd.,INE094B01013,0,0.00
Kolte-Patil Developers Ltd,INE094I01018,4042,13.76
UTI Asset Management Company Limited,INE094J01016,8004,101.60
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,33150,308.89
NBCC (India) Limited,INE095N01031,658383,715.13
NUCLEU SOF E,INE096B01018,722,7.98
Amrutanjan Health Care Limited,INE098F01031,581,3.83
Mishra Dhatu Nigam Limited,INE099Z01011,54558,208.84
Aarti Surfactants Limited,INE09EO01013,102,0.41
Gujarat Fluorochemicals Limited,INE09N301011,2133,75.69
Indigo Paints Limited,INE09VQ01012,1240,14.56
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,4002,19.50
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,196392,151.49
Ceigall India Limited,INE0AG901020,2929,8.06
Hemisphere Properties India Limited,INE0AJG01018,52697,79.31
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,1,0.01
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1713,7.70
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,316,0.58
Bansal Wire Industries Limited,INE0B9K01025,2767,8.60
Go Fashion (India) Limited,INE0BJS01011,9643,52.64
Premier Energies Limited,INE0BS701011,721089,7300.29
C.E. Info Systems Limited,INE0BV301023,4681,80.85
Aether Industries Limited,INE0BWX01014,5451,50.20
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,4621,8.65
Jubilant Ingrevia Limited,INE0BY001018,9841,71.76
Oswal Pumps Limited,INE0BYP01024,31853,177.90
Urban Company Limited,INE0CAZ01013,32413,42.13
Mukka Proteins Limited,INE0CG401037,31207,11.97
Knowledge Marine & Engineering Works Limited,INE0CJD01029,737,13.23
Western Carriers (India) Limited,INE0CJF01024,33474,43.98
RateGain Travel Technologies Limited,INE0CLI01024,2121592,13018.75
Meghmani Organics Limited,INE0CT101020,533556,385.46
GMR Power and Urban Infra Limited,INE0CU601026,54140,65.08
Anthem Biosciences Limited,INE0CZ201020,8506,60.02
Sigachi Industries Limited,INE0D0K01022,333082,113.51
India Pesticides Limited,INE0D6701023,30322,61.42
Ksolves India Limited,INE0D6I01023,314,1.10
RailTel Corporation of India Limited,INE0DD101019,146432,563.39
PIRAMAL PHARMA LIMITED,INE0DK501011,273286,533.98
Fairchem Organics Limited,INE0DNW01011,1649,16.81
Nureca Limited,INE0DSF01015,361,1.02
INNOVA CAPTAB LIMITED,INE0DUT01020,767,6.78
Syrma SGS Technology Limited,INE0DYJ01015,82972,629.49
Wakefit Innovations Limited,INE0E7301029,100,0.19
HMA Agro Industries Limited,INE0ECP01024,976,0.29
TARC LIMITED,INE0EK901012,40600,69.02
Network People Services Technologies Limited,INE0FFK01017,1131,21.94
Deep Industries Limited,INE0FHS01024,13259,60.32
Motisons Jewellers Limited,INE0FRK01020,324603,59.87
Motherson Sumi Wiring India Limited,INE0FS801015,316997,143.58
Markolines Pavement Technologies Limited,INE0FW001016,2500,4.13
EPACK Durable Limited,INE0G5901015,946338,3681.78
Exxaro Tiles Limited,INE0GFE01026,402,0.03
Tatva Chintan Pharma Chem Limited,INE0GK401011,3349,43.24
HP Adhesives Limited,INE0GSL01024,1027,0.53
ALL TIME PLASTICS LIMITED,INE0GV601021,224,0.61
Windlas Biotech Limited,INE0H5O01029,741,6.51
ArisInfra Solutions Limited,INE0H9P01028,26329,29.68
Fabtech Technologies Limited,INE0HF201011,4786,9.34
One Mobikwik Systems Limited,INE0HLU01028,48537,121.81
Tracxn Technologies Limited,INE0HMF01019,370,0.30
Billionbrains Garage Ventures Limited,INE0HOQ01053,409542,691.43
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,2325,6.95
Le Travenues Technology Limited,INE0HV901016,32441,82.67
Dhampur Bio Organics Limited,INE0I3401014,6,0.01
Latent View Analytics Limited,INE0I7C01011,16896,78.51
Capillary Technologies India Limited,INE0ILV01024,1684,10.50
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,17440,45.02
Veranda Learning Solutions Limited,INE0IQ001011,1395,3.01
Data Patterns (India) Limited,INE0IX101010,20517,543.84
Rashi Peripherals Limited,INE0J1F01024,5774,19.21
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,102246,945.41
Honasa Consumer Limited,INE0J5401028,13363,38.95
Jeena Sikho Lifecare Limited,INE0J5801029,14187,100.34
Venus Pipes & Tubes Limited,INE0JA001018,6517,88.01
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,20345,144.40
Sanathan Textiles Limited,INE0JPD01013,108,0.52
YATRA ONLINE LIMITED,INE0JR601024,21330,35.23
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1319,5.99
Harsha Engineers International Limited,INE0JUS01029,300506,1246.98
Garuda Construction and Engineering Limited,INE0JVO01026,15145,29.20
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,46226,241.48
Eureka Forbes Limited,INE0KCE01017,99995,520.63
Signpost India Limited,INE0KGZ01021,154,0.32
Rhetan TMT Limited,INE0KKN01029,21988,5.70
DCX Systems Limited,INE0KL801015,106314,248.85
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,416,0.87
Bajel Projects Limited,INE0KQN01018,515,0.90
Gopal Snacks Limited,INE0L9R01028,16109,55.07
Avalon Technologies Limited,INE0LCL01028,4510,46.99
Ather Energy Limited,INE0LEZ01016,7881,54.33
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,63242,149.58
Cello World Limited,INE0LMW01024,7778,49.05
IKIO Technologies Limited,INE0LOJ01019,4428,12.39
Physicswallah Limited,INE0LP301011,136257,175.13
Aarti Pharmalabs Limited,INE0LRU01027,8821,76.21
Quadrant Future Tek Limited,INE0LRY01011,26221,97.19
Ola Electric Mobility Limited,INE0LXG01040,1158222,428.60
REDTAPE Limited,INE0LXT01019,36929,51.82
STANDARD ENGINEERING TECHNOLOGY LIMITED,INE0M4D01010,7189,11.43
J.G.Chemicals Limited,INE0MB501011,4492,19.56
REGAAL RESOURCES LIMITED,INE0MHO01029,1606,1.21
Pyramid Technoplast Limited,INE0MIS01010,241,0.36
Epack Prefab Technologies Limited,INE0MLS01022,11807,32.37
TRUALT BIOENERGY LIMITED,INE0MWH01014,5105,20.87
Udayshivakumar infra limited,INE0N0Y01013,3735,0.96
Rishabh Instruments Limited,INE0N2P01017,186,0.80
BEML Land Assets Limited,INE0N7W01012,1169,2.50
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1275,6.35
BLS E-Services Limited,INE0NLT01010,1227,2.10
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,632118,278.13
R K Swamy Limited,INE0NQ801033,35,0.04
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,25189,859.03
Kross Limited,INE0O6601022,10169,21.75
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,1649,4.01
Rossell Techsys Limited,INE0OJW01016,1926,14.57
NTPC GREEN ENERGY LIMITED,INE0ONG01011,498398,496.75
Deepak Builders and Engineers India Limited,INE0OPA01019,1386,1.63
EMS LIMITED,INE0OV601013,29204,144.28
