SEBI REPORT For Trade date 06-Nov-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,333108.31,
2,Fresh Exposure taken during the day,8590.05,
3,Exposure liquidated during the day,6682.04,
4,Net scripwise outstanding at the end of the day,335016.32,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,24017,93.80
Reliance Industries Ltd,INE002A01018,105152,1490.09
SJVN LIMITED,INE002L01015,576524,574.16
Mahanagar Gas Limited,INE002S01010,18587,251.94
"Siemens Ltd.,",INE003A01024,15195,506.91
Protean eGov Technologies Limited,INE004A01022,65928,765.65
Avantel Limited,INE005B01027,326414,578.09
ASTRAL LIMITED,INE006I01046,6994,105.81
CRISIL Ltd.,INE007A01025,1901,96.90
Geojit Financial Services Limited,INE007B01023,45901,49.19
Fedbank Financial Services Limited,INE007N01010,53524,77.25
IDBI LTD,INE008A01015,945064,899.75
Infosys Ltd,INE009A01021,137963,2095.33
Bikaji Foods International Limited,INE00E101023,13192,102.70
Hariom Pipe Industries Limited,INE00EV01017,10463,50.82
Prudent Corporate Advisory Services Limited,INE00F201020,1236,32.79
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4745,75.36
SWIGGY LIMITED,INE00H001014,209293,903.10
STOVE KRAFT LIMITED,INE00IN01015,7502,49.12
Craftsman Automation Limited,INE00LO01017,452,28.75
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,257210,728.95
Interarch Building Solutions Limited,INE00M901018,531,10.56
DALMIA BHARAT LIMITED,INE00R701025,7515,163.79
Highway Infrastructure Limited,INE00RL01028,2171,1.73
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,38459,54.19
Manorama Industries Limited,INE00VM01036,7352,106.33
AFFLE 3I LIMITED,INE00WC01027,11802,225.77
Flair Writing Industries Limited,INE00Y201027,2714,8.90
Entero Healthcare Solutions Limited,INE010601016,1185,13.54
PRISM JOHNSON LIMITED.,INE010A01011,12758,20.65
Zydus Lifesciences Limited,INE010B01027,21468,218.70
Tejas Networks Limited,INE010J01012,131372,911.62
L&T Technology Services Limited,INE010V01017,5025,217.83
BALU FORGE INDUSTRIES LIMITED,INE011E01029,3943,25.12
Tega Industries Limited,INE011K01018,6898,138.57
ACC,INE012A01025,111422,2029.25
Onesource Specialty Pharma Limited,INE013P01021,1756,34.05
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,340,3.11
