SEBI REPORT For Trade date 06-May-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,414248.28,
2,Fresh Exposure taken during the day,18662.60,
3,Exposure liquidated during the day,18798.92,
4,Net scripwise outstanding at the end of the day,414111.96,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,15931,58.80
Reliance Industries Ltd,INE002A01018,259882,3689.05
SJVN LIMITED,INE002L01015,619183,520.91
Mahanagar Gas Limited,INE002S01010,23202,274.90
"Siemens Ltd.,",INE003A01024,3887,141.53
Protean eGov Technologies Limited,INE004A01022,48433,430.69
Avantel Limited,INE005B01027,294477,481.19
ASTRAL LIMITED,INE006I01046,16784,267.30
CRISIL Ltd.,INE007A01025,2006,93.67
Geojit Financial Services Limited,INE007B01023,22943,17.41
Fedbank Financial Services Limited,INE007N01010,54959,80.34
IDBI LTD,INE008A01015,1270499,1047.97
Infosys Ltd,INE009A01021,410310,5211.99
Bikaji Foods International Limited,INE00E101023,8830,68.25
Hariom Pipe Industries Limited,INE00EV01017,8044,30.80
Prudent Corporate Advisory Services Limited,INE00F201020,227,6.09
ACUTAAS CHEMICALS LIMITED,INE00FF01025,10529,238.79
SWIGGY LIMITED,INE00H001014,258948,891.30
STOVE KRAFT LIMITED,INE00IN01015,12080,72.38
Craftsman Automation Limited,INE00LO01017,776,58.87
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,340349,803.57
Interarch Building Solutions Limited,INE00M901018,3721,75.98
Dharmaj Crop Guard Limited,INE00OQ01016,100,0.24
Studds Accessories Limited,INE00Q601028,6246,32.72
Synergy Green Industries Limited,INE00QT01015,10,0.05
DALMIA BHARAT LIMITED,INE00R701025,4555,93.65
Highway Infrastructure Limited,INE00RL01028,107,0.08
Nila Spaces Ltd,INE00S901012,92,0.01
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,35655,43.10
Manorama Industries Limited,INE00VM01036,3197,47.27
AFFLE 3I LIMITED,INE00WC01027,12808,208.64
SEDEMAC MECHATRONICS LIMITED,INE00XB01019,895,16.90
Flair Writing Industries Limited,INE00Y201027,1467,4.75
A B INFRABUILD LIMITED,INE00YB01025,5158,0.81
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2695,12.86
Entero Healthcare Solutions Limited,INE010601016,489,5.68
PRISM JOHNSON LIMITED.,INE010A01011,30824,43.60
Zydus Lifesciences Limited,INE010B01027,16380,160.45
Tejas Networks Limited,INE010J01012,169362,901.54
L&T Technology Services Limited,INE010V01017,5716,222.75
BALU FORGE INDUSTRIES LIMITED,INE011E01029,12243,60.61
Tega Industries Limited,INE011K01018,2959,57.05
ACC,INE012A01025,19446,319.30
Onesource Specialty Pharma Limited,INE013P01021,7422,107.22
Tinna Rubber and Infrastructure Limited,INE015C01016,587,4.54
DABUR INDIA,INE016A01026,32937,159.25
CEINSYS TECH LIMITED,INE016Q01014,1134,12.63
"Great Eastern Shipping Co. Ltd.,",INE017A01032,21944,327.36
LARSEN & TOU,INE018A01030,77318,2981.10
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,24377,179.70
JSW SL,INE019A01038,14139,177.51
Himadri Speciality Chemical Ltd.,INE019C01026,55693,297.81
STANLEY LIFESTYLES LIMITED,INE01A001028,4521,7.82
Antony Waste Handling Cell Limited,INE01BK01022,8419,44.88
Vishal Mega Mart Limited,INE01EA01019,279653,366.25
Ritco Logistics Limited,INE01EG01016,81,0.24
Baazar Style Retail Limited,INE01FR01028,6055,23.02
Sky Gold And Diamonds Limited,INE01IU01018,19928,77.07
eMudhra Limited,INE01QM01018,5818,32.44
Vikran Engineering Limited,INE01R501028,533912,492.36
Canara HSBC Life Insurance Company Limited,INE01TY01017,30053,43.63
Spencer's Retail Limited,INE020801028,2,0.00
REC LIMITED,INE020B01018,410596,1544.32
Asian Paints Ltd.,INE021A01026,10525,271.06
Dodla Dairy Limited,INE021O01019,1782,20.05
