SEBI REPORT For Trade date 06-Oct-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,306635.75,
2,Fresh Exposure taken during the day,8179.17,
3,Exposure liquidated during the day,7372.33,
4,Net scripwise outstanding at the end of the day,307442.58,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,26280,103.45
Reliance Industries Ltd,INE002A01018,229843,3228.53
SJVN LIMITED,INE002L01015,520544,528.13
Mahanagar Gas Limited,INE002S01010,13407,187.10
"Siemens Ltd.,",INE003A01024,12348,419.12
Protean eGov Technologies Limited,INE004A01022,68527,791.86
Avantel Limited,INE005B01027,295187,506.22
ASTRAL LIMITED,INE006I01046,17514,268.05
CRISIL Ltd.,INE007A01025,1811,93.41
Geojit Financial Services Limited,INE007B01023,52678,58.63
Fedbank Financial Services Limited,INE007N01010,26298,37.33
IDBI LTD,INE008A01015,1023094,936.67
Infosys Ltd,INE009A01021,114581,1749.82
Bikaji Foods International Limited,INE00E101023,13657,107.46
Hariom Pipe Industries Limited,INE00EV01017,12280,62.22
Prudent Corporate Advisory Services Limited,INE00F201020,568,15.44
ACUTAAS CHEMICALS LIMITED,INE00FF01025,6892,91.16
SWIGGY LIMITED,INE00H001014,120925,529.62
STOVE KRAFT LIMITED,INE00IN01015,9455,59.67
Craftsman Automation Limited,INE00LO01017,446,28.43
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,270714,794.24
Interarch Building Solutions Limited,INE00M901018,136,2.86
DALMIA BHARAT LIMITED,INE00R701025,1610,37.20
Highway Infrastructure Limited,INE00RL01028,51,0.04
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,36045,52.21
Manorama Industries Limited,INE00VM01036,4401,64.43
AFFLE 3I LIMITED,INE00WC01027,4926,97.67
Flair Writing Industries Limited,INE00Y201027,2620,8.59
Entero Healthcare Solutions Limited,INE010601016,1355,15.77
PRISM JOHNSON LIMITED.,INE010A01011,10068,16.57
Zydus Lifesciences Limited,INE010B01027,13391,139.81
Tejas Networks Limited,INE010J01012,140186,1006.79
L&T Technology Services Limited,INE010V01017,4053,178.57
BALU FORGE INDUSTRIES LIMITED,INE011E01029,3992,26.49
Tega Industries Limited,INE011K01018,6139,124.83
ACC,INE012A01025,109642,1997.23
PANASON CAR,INE013E01017,100,0.50
Onesource Specialty Pharma Limited,INE013P01021,1205,24.10
WIM PLAST LT,INE015B01018,5212,26.73
Tinna Rubber and Infrastructure Limited,INE015C01016,667,6.34
MANAKSIA LIMITED,INE015D01022,29,0.02
DABUR INDIA,INE016A01026,52193,281.55
"Great Eastern Shipping Co. Ltd.,",INE017A01032,32449,339.33
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,24726,882.96
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,8176,73.84
JSW SL,INE019A01038,7819,85.11
Himadri Speciality Chemical Ltd.,INE019C01026,91810,448.85
STANLEY LIFESTYLES LIMITED,INE01A001028,72,0.32
Antony Waste Handling Cell Limited,INE01BK01022,4423,27.84
Vishal Mega Mart Limited,INE01EA01019,204497,297.42
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,4552,13.62
Sky Gold And Diamonds Limited,INE01IU01018,84730,242.70
NOT AVAILABLE,INE01JE01028,1000,2.09
eMudhra Limited,INE01QM01018,7686,55.18
Vikran Engineering Limited,INE01R501028,28,0.03
Spencer's Retail Limited,INE020801028,222,0.20
REC LIMITED,INE020B01018,446639,1807.97
BAID FINSERV LIMITED,INE020D01022,2001,0.23
Asian Paints Ltd.,INE021A01026,13754,341.89
Dodla Dairy Limited,INE021O01019,1366,18.69
ASIAN GRANITO INDIA LIMITED,INE022I01019,5384,3.18
Indian Energy Exchange Limited,INE022Q01020,187271,306.68
Nalwa Sons Investment Ltd,INE023A01030,473,36.24
Aeroflex Industries Limited,INE024001021,80287,156.21
GRAVITA INDIA LIMITED,INE024L01027,19057,346.02
Goldiam International Ltd.,INE025B01025,56142,216.05
Artemis Medicare Services Limited,INE025R01021,2559,7.62
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,68533,144.33
RASHTRIYA CH,INE027A01015,274846,460.97
Max Healthcare Institute Limited,INE027H01010,27874,337.13
Bank Of Baroda,INE028A01039,135195,342.24
BHARAT PETRO,INE029A01011,42147,138.46
Kalyani Investment Company Limited,INE029L01018,84,4.12
ROSSARI BIOTECH LIMITED,INE02A801020,2207,14.97
Axita Cotton Limited,INE02EZ01022,3071,0.31
Raymond Lifestyle Limited,INE02ID01020,10761,138.58
Azad Engineering Limited,INE02IJ01035,21099,366.04
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,12431,35.57
Borosil Limited,INE02PY01013,4119,15.93
Brainbees Solutions Limited,INE02RE01045,32793,129.72
WONDER ELECTRICALS LIMITED,INE02WG01024,16812,27.28
Electronics Mart India Limited,INE02YR01019,63315,97.64
"Hindustan Unilever Ltd.,",INE030A01027,9019,231.37
Housing &Urban Development Corporation Ltd.,INE031A01017,297437,722.98
Ajanta Pharma Ltd.,INE031B01049,1390,36.27
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,998260,1317.38
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,17101,57.12
Arvind SmartSpaces Limited,INE034S01021,4094,28.99
SOTL,INE035D01020,1169,5.51
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,27569,32.65
KARUR VYSYA,INE036D01028,22174,46.28
Concord Enviro Systems Limited,INE037Z01029,4353,23.54
Hindalco Industries Ltd.,INE038A01020,20821,151.87
T.V.Today Network Limited,INE038F01029,291,0.62
IFCI LTD,INE039A01010,373876,233.15
"Jamna Auto Industries Ltd.,",INE039C01032,148768,155.35
JASH ENGINEERING LIMITED,INE039O01029,4914,25.85
Max Estates Limited,INE03EI01018,2829,13.47
Go Digit General Insurance Limited,INE03JT01014,7575,27.27
Brigade Hotel Ventures Limited,INE03NU01014,8540,7.25
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2146,20.70
Cohance Lifesciences Limited,INE03QK01018,3813,35.92
Chemcon Speciality Chemicals Limited,INE03YM01018,322,0.84
HDFC Bank Ltd.,INE040A01034,98420,974.26
Mayur Uniquoters ltd.,INE040D01038,684,3.82
SUZLON ENERGY LTD.,INE040H01021,5445306,3388.16
"Dhampur Sugar Mills Ltd.,",INE041A01016,52762,79.10
Escorts Kubota Limited,INE042A01014,8834,327.20
Vijaya Diagnostic Centre Limited,INE043W01024,5795,60.17
Sun Pharmaceutical Industries Ltd.,INE044A01036,23215,382.01
Paras Defence and Space Technologies Limited,INE045601023,16328,121.90
ADOR WELDING,INE045A01017,273,2.88
Nelco Ltd,INE045B01015,9818,87.35
Fineotex Chemical Limited,INE045J01026,23431,62.52
Reliance Industrial Infrastructure,INE046A01015,8612,80.33
Muthoot Microfin Limited,INE046W01019,11317,17.44
GRASIM INDUS,INE047A01021,3011,84.49
JAGSONPAL PH,INE048B01035,12479,30.59
Navin Fluorent International Ltd,INE048G01026,1790,91.49
"Himatsingka Seide Ltd.,",INE049A01027,169806,249.48
Wockhardt Ltd,INE049B01025,73082,1041.32
SBC EXPORTS LIMITED,INE04AK01028,117278,21.18
KPIT Technologies Ltd,INE04I401011,28018,364.97
ETHOS LIMITED,INE04TZ01018,1029,26.35
Prakash Pipes Limited,INE050001010,6580,30.60
Elin Electronics Limited,INE050401020,2213,4.95
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,4428,85.12
Balaji Amines Ltd.,INE050E01027,11788,197.44
Rane (Madras)  Ltd.,INE050H01012,1890,15.02
Vardhman Special Steels Ltd,INE050M01012,300,0.88
Vakrangee Softwares Ltd.,INE051B01021,3950,0.54
Windsor Machines Limited,INE052A01021,1954,6.22
Camlin Fine Sciences Ltd,INE052I01032,1097,2.32
BEST AGROLIFE LIMITED,INE052T01013,571,2.40
Indian Hotels Co. Ltd,INE053A01029,91205,696.28
Indian Railway Finance Corporation,INE053F01010,1494255,2080.35
"V.I.P. Industries Ltd.,",INE054A01027,11875,54.67
Waterbase Limited,INE054C01015,12956,6.62
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,9899,206.05
Cyient DLM Limited,INE055S01018,23403,114.15
Refex Industries Limited,INE056I01025,9912,37.11
Sanofi India Ltd,INE058A01010,630,33.98
"Cipla Ltd.,",INE059A01026,5194,80.78
La Opala RG Ltd.,INE059D01020,11822,30.27
Hindware Home Innovation Limited,INE05AN01011,2102,6.15
Ratnaveer Precision Engineering Limited,INE05CZ01011,13021,20.91
Indogulf Cropsciences Limited,INE05J901018,1625,1.83
Likhitha Infrastructure Limited,INE060901027,4583,14.04
Navneet Education Limited,INE060A01024,14402,21.29
FORTIS HEALTHCARE LIMITED,INE061F01013,7647,68.52
"State Bank Of India,",INE062A01020,111224,918.68
Pondy Oxides & Chemicals Limited,INE063E01053,9246,115.70
Equitas Small Finance Bank Limited,INE063P01018,310667,200.64
Trident Ltd.,INE064C01022,730322,229.44
AEROFLEX ENTERPRISES LIMITED,INE065D01027,8000,8.24
Indegene Limited,INE065X01017,12579,73.53
Eicher Motors Ltd.,INE066A01021,2387,156.85
Hindustan Aeronautics Limited,INE066F01020,79907,3789.44
Wonderla Holidays Limited,INE066O01014,11297,74.36
Inox Wind Limited,INE066P01011,441249,756.50
CG Power and Industrial Solutions Limited,INE067A01029,59894,441.77
CANTABIL RETAIL INDIA LIMITED,INE068L01024,2772,7.88
Gland Pharma Limited,INE068V01023,3494,65.59
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,527504,575.32
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,942,2.64
INDIQUBE SPACES LIMITED,INE06ST01018,1353,3.18
LAXMI INDIA FINANCE LIMITED,INE06WU01026,2172,3.65
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,2014,4.55
SHREE CEMENT,INE070A01015,81,23.94
Jai Corp Limited,INE070D01027,36282,59.18
INSECTCID,INE070I01018,1120,10.42
Ugar Sugar Works Ltd.,INE071E01023,2248,1.41
Epigral Limited,INE071N01016,2583,48.72
Associated Alcohols & Breweries Ltd,INE073G01016,2248,23.51
Sona BLW Precision Forgings Limited,INE073K01018,85004,397.96
Praj Industries Ltd.,INE074A01025,125433,540.83
Paramount Communications Ltd.,INE074B01023,103925,52.74
WIPRO LTD.,INE075A01022,190087,486.00
G M BREWERIE,INE075D01018,3434,26.60
HealthCare Global Enterprises Limited,INE075I01017,2099,13.48
SIYAR SILK M,INE076B01028,4417,32.29
GOCL Corporation Limited ,INE077F01035,817,3.12
Vikram Solar Limited,INE078V01014,807,2.64
Ambuja Cements Ltd.,INE079A01024,50786,299.91
Gateway Distriparks Limited,INE079J01017,144853,98.37
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,58978,231.59
Easy Trip Planners Limited,INE07O001026,1728612,219.46
NDR Auto Components Limited,INE07OG01012,480,4.41
Supriya Lifescience Limited,INE07RO01027,5253,36.28
Restaurant Brands Asia Limited,INE07T201019,110068,93.35
IRM ENERGY LIMITED,INE07U701015,5673,19.96
HITACHI ENERGY INDIA LIMITED,INE07Y701011,2938,579.19
LLOYDS ENTERPRISES LIMITED,INE080I01025,3101657,2390.69
TATA IORN AN,INE081A01020,375329,595.39
"Kopran Ltd.,",INE082A01010,3958,7.02
Morepen Laboratories Ltd.,INE083A01026,422958,254.32
Themis Medicare Ltd.,INE083B01024,5269,7.02
BANK OF INDI,INE084A01016,408913,482.94
Amanta Healthcare Limited,INE084K01015,200,0.27
CHAMBAL FERT,INE085A01013,84210,470.38
Thangamayil Jewellery Limited,INE085J01014,400,7.35
"Electrosteel Castings Ltd.,",INE086A01029,245708,262.96
KESORAM IND,INE087A01019,3040,0.17
Shree Renuka Sugars Ltd.,INE087H01022,999010,359.19
Paradeep Phosphates Limited,INE088F01024,282510,549.52
DR.REDDY'S L,INE089A01031,9773,124.98
Sterlite Technologies Limited.,INE089C01029,18348,22.13
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,4199,3.62
Krsnaa Diagnostics Limited,INE08LI01020,3391,31.41
M & B ENGINEERING LIMITED,INE08N601015,3594,14.93
SANSTAR LIMITED,INE08NE01025,6783,7.05
Samhi Hotels Limited,INE08U801020,66792,144.47
Greenpanel Industries Limited,INE08ZM01014,4281,13.59
Scoda Tubes Limited,INE090501011,9395,18.56
ICICI Bank Ltd.,INE090A01021,51724,720.06
Jai Balaji Industries Limited,INE091G01026,81203,85.05
TATA CHEMICA,INE092A01019,25583,229.94
INDIA NIPP E,INE092B01025,242,2.22
IDFC FIRST BANK LIMITED,INE092T01019,863674,608.13
Hexaware Technologies Limited,INE093A01041,13156,98.72
OBEROI REALTY LIMITED,INE093I01010,7752,131.87
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,312415,219.00
HINDUSTAN PE,INE094A01015,59848,255.41
Kolte-Patil Developers Ltd,INE094I01018,6499,25.30
UTI Asset Management Company Limited,INE094J01016,5851,80.02
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,109891,912.75
NBCC (India) Limited,INE095N01031,539375,612.49
NUCLEU SOF E,INE096B01018,1200,13.92
Amrutanjan Health Care Limited,INE098F01031,1172,9.24
Mishra Dhatu Nigam Limited,INE099Z01011,60814,254.10
