SEBI REPORT For Trade date 07-Oct-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,304061.59,
2,Fresh Exposure taken during the day,14211.48,
3,Exposure liquidated during the day,7655.21,
4,Net scripwise outstanding at the end of the day,310617.87,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,26105,102.79
Reliance Industries Ltd,INE002A01018,228208,3206.17
SJVN LIMITED,INE002L01015,526385,533.41
Mahanagar Gas Limited,INE002S01010,13659,190.48
"Siemens Ltd.,",INE003A01024,12226,414.96
Protean eGov Technologies Limited,INE004A01022,69088,796.79
Avantel Limited,INE005B01027,298373,513.57
ASTRAL LIMITED,INE006I01046,16305,246.58
CRISIL Ltd.,INE007A01025,1779,91.80
Geojit Financial Services Limited,INE007B01023,52678,58.63
Fedbank Financial Services Limited,INE007N01010,25663,36.44
IDBI LTD,INE008A01015,1020180,933.89
Infosys Ltd,INE009A01021,117455,1791.09
Bikaji Foods International Limited,INE00E101023,12687,99.73
Hariom Pipe Industries Limited,INE00EV01017,9390,46.33
Prudent Corporate Advisory Services Limited,INE00F201020,568,15.44
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4053,56.10
SWIGGY LIMITED,INE00H001014,158654,686.77
STOVE KRAFT LIMITED,INE00IN01015,9455,59.67
Craftsman Automation Limited,INE00LO01017,476,30.45
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,270418,791.53
Interarch Building Solutions Limited,INE00M901018,236,4.88
DALMIA BHARAT LIMITED,INE00R701025,1610,37.20
Highway Infrastructure Limited,INE00RL01028,51,0.04
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,36055,51.94
Manorama Industries Limited,INE00VM01036,4401,64.43
AFFLE 3I LIMITED,INE00WC01027,5005,99.19
Flair Writing Industries Limited,INE00Y201027,2620,8.59
Entero Healthcare Solutions Limited,INE010601016,1574,18.08
PRISM JOHNSON LIMITED.,INE010A01011,10008,16.48
Zydus Lifesciences Limited,INE010B01027,15035,156.16
Tejas Networks Limited,INE010J01012,136685,977.64
L&T Technology Services Limited,INE010V01017,4067,179.18
BALU FORGE INDUSTRIES LIMITED,INE011E01029,592,4.15
Tega Industries Limited,INE011K01018,5898,119.87
ACC,INE012A01025,109335,1990.96
Onesource Specialty Pharma Limited,INE013P01021,952,19.37
WIM PLAST LT,INE015B01018,5212,26.73
Tinna Rubber and Infrastructure Limited,INE015C01016,662,6.30
MANAKSIA LIMITED,INE015D01022,29,0.02
DABUR INDIA,INE016A01026,53629,288.46
"Great Eastern Shipping Co. Ltd.,",INE017A01032,32373,338.53
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,23403,834.30
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,8320,75.16
JSW SL,INE019A01038,7600,82.76
Himadri Speciality Chemical Ltd.,INE019C01026,92628,452.58
STANLEY LIFESTYLES LIMITED,INE01A001028,72,0.32
Antony Waste Handling Cell Limited,INE01BK01022,4397,27.54
Vishal Mega Mart Limited,INE01EA01019,247135,361.90
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,4892,14.78
Sky Gold And Diamonds Limited,INE01IU01018,1285,3.68
eMudhra Limited,INE01QM01018,7686,55.18
Vikran Engineering Limited,INE01R501028,528,0.50
Spencer's Retail Limited,INE020801028,222,0.20
REC LIMITED,INE020B01018,474397,1911.87
BAID FINSERV LIMITED,INE020D01022,2001,0.23
Asian Paints Ltd.,INE021A01026,13862,344.39
Dodla Dairy Limited,INE021O01019,1351,18.48
ASIAN GRANITO INDIA LIMITED,INE022I01019,4876,2.86
Indian Energy Exchange Limited,INE022Q01020,192575,314.23
Nalwa Sons Investment Ltd,INE023A01030,468,35.85
Aeroflex Industries Limited,INE024001021,79654,154.60
GRAVITA INDIA LIMITED,INE024L01027,19123,347.04
Goldiam International Ltd.,INE025B01025,55193,212.37
Artemis Medicare Services Limited,INE025R01021,2559,7.62
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,70187,147.59
RASHTRIYA CH,INE027A01015,274168,459.77
Max Healthcare Institute Limited,INE027H01010,28076,339.44
Bank Of Baroda,INE028A01039,146255,371.55
BHARAT PETRO,INE029A01011,49305,163.24
Kalyani Investment Company Limited,INE029L01018,84,4.12
ROSSARI BIOTECH LIMITED,INE02A801020,2207,14.97
Axita Cotton Limited,INE02EZ01022,3071,0.31
Raymond Lifestyle Limited,INE02ID01020,9624,123.91
Azad Engineering Limited,INE02IJ01035,21078,365.72
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,12003,34.37
Borosil Limited,INE02PY01013,4169,15.97
Brainbees Solutions Limited,INE02RE01045,34939,137.73
WONDER ELECTRICALS LIMITED,INE02WG01024,16812,27.28
Electronics Mart India Limited,INE02YR01019,63415,97.58
"Hindustan Unilever Ltd.,",INE030A01027,9650,247.29
Housing &Urban Development Corporation Ltd.,INE031A01017,295546,718.56
Ajanta Pharma Ltd.,INE031B01049,1387,36.20
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,1000521,1320.15
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,17201,57.42
Arvind SmartSpaces Limited,INE034S01021,4391,30.82
SOTL,INE035D01020,1169,5.51
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,25605,30.27
KARUR VYSYA,INE036D01028,21456,44.75
Concord Enviro Systems Limited,INE037Z01029,1112,6.27
Hindalco Industries Ltd.,INE038A01020,22329,163.58
T.V.Today Network Limited,INE038F01029,291,0.62
IFCI LTD,INE039A01010,350192,218.62
"Jamna Auto Industries Ltd.,",INE039C01032,150989,157.47
JASH ENGINEERING LIMITED,INE039O01029,4924,25.89
Max Estates Limited,INE03EI01018,3099,14.75
Go Digit General Insurance Limited,INE03JT01014,7555,27.20
Brigade Hotel Ventures Limited,INE03NU01014,7841,6.66
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2146,20.70
Cohance Lifesciences Limited,INE03QK01018,3743,35.30
Chemcon Speciality Chemicals Limited,INE03YM01018,322,0.84
HDFC Bank Ltd.,INE040A01034,96477,957.34
Mayur Uniquoters ltd.,INE040D01038,684,3.82
SUZLON ENERGY LTD.,INE040H01021,5598633,3469.28
