SEBI REPORT For Trade date 06-Feb-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,387048.23,
2,Fresh Exposure taken during the day,8440.92,
3,Exposure liquidated during the day,9403.22,
4,Net scripwise outstanding at the end of the day,386085.94,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,20605,79.77
Reliance Industries Ltd,INE002A01018,203487,2989.34
SJVN LIMITED,INE002L01015,576216,515.31
Mahanagar Gas Limited,INE002S01010,25346,315.06
"Siemens Ltd.,",INE003A01024,9516,320.03
Protean eGov Technologies Limited,INE004A01022,54329,556.78
Avantel Limited,INE005B01027,298106,513.43
ASTRAL LIMITED,INE006I01046,7517,114.78
CRISIL Ltd.,INE007A01025,1648,81.57
Geojit Financial Services Limited,INE007B01023,48763,50.03
Fedbank Financial Services Limited,INE007N01010,67034,104.92
IDBI LTD,INE008A01015,1121070,1119.82
Infosys Ltd,INE009A01021,91485,1428.40
Bikaji Foods International Limited,INE00E101023,11440,89.04
Hariom Pipe Industries Limited,INE00EV01017,9676,43.09
Prudent Corporate Advisory Services Limited,INE00F201020,388,10.30
ACUTAAS CHEMICALS LIMITED,INE00FF01025,5574,100.92
SWIGGY LIMITED,INE00H001014,216696,866.44
STOVE KRAFT LIMITED,INE00IN01015,6918,44.43
Craftsman Automation Limited,INE00LO01017,463,34.93
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,328929,811.68
Interarch Building Solutions Limited,INE00M901018,1817,40.12
Studds Accessories Limited,INE00Q601028,6611,35.38
DALMIA BHARAT LIMITED,INE00R701025,4587,98.88
Highway Infrastructure Limited,INE00RL01028,9583,5.66
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,32617,44.02
Manorama Industries Limited,INE00VM01036,5868,84.81
AFFLE 3I LIMITED,INE00WC01027,8122,151.99
Flair Writing Industries Limited,INE00Y201027,1673,5.40
A B INFRABUILD LIMITED,INE00YB01025,1500,0.29
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2309,12.45
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,3690,43.08
PRISM JOHNSON LIMITED.,INE010A01011,22294,32.19
Zydus Lifesciences Limited,INE010B01027,18784,184.75
Tejas Networks Limited,INE010J01012,145319,819.51
L&T Technology Services Limited,INE010V01017,5388,227.52
BALU FORGE INDUSTRIES LIMITED,INE011E01029,16834,82.78
Tega Industries Limited,INE011K01018,3882,76.47
ACC,INE012A01025,14536,270.82
R&B Denims Limited,INE012Q01021,3713,5.85
Onesource Specialty Pharma Limited,INE013P01021,3159,50.84
WIM PLAST LT,INE015B01018,5942,30.06
Tinna Rubber and Infrastructure Limited,INE015C01016,336,2.92
DABUR INDIA,INE016A01026,24356,129.51
"Great Eastern Shipping Co. Ltd.,",INE017A01032,7658,87.65
LARSEN & TOU,INE018A01030,28831,1113.76
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,15337,129.54
JSW SL,INE019A01038,9440,110.07
Himadri Speciality Chemical Ltd.,INE019C01026,67441,332.54
STANLEY LIFESTYLES LIMITED,INE01A001028,1779,4.69
Antony Waste Handling Cell Limited,INE01BK01022,3727,21.30
Vishal Mega Mart Limited,INE01EA01019,293629,406.76
Ritco Logistics Limited,INE01EG01016,84,0.25
Baazar Style Retail Limited,INE01FR01028,13065,41.87
Sky Gold And Diamonds Limited,INE01IU01018,17820,61.89
eMudhra Limited,INE01QM01018,8416,53.63
Vikran Engineering Limited,INE01R501028,525712,522.38
Canara HSBC Life Insurance Company Limited,INE01TY01017,10297,15.23
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,538357,2083.03
Asian Paints Ltd.,INE021A01026,13162,353.25
Dodla Dairy Limited,INE021O01019,458,5.81
ASIAN GRANITO INDIA LIMITED,INE022I01019,12219,8.73
Indian Energy Exchange Limited,INE022Q01020,253283,372.16
Nalwa Sons Investment Ltd,INE023A01030,39,2.47
Aeroflex Industries Limited,INE024001021,39824,78.55
SHILCHAR TEC,INE024F01011,2706,102.41
GRAVITA INDIA LIMITED,INE024L01027,13422,237.29
Goldiam International Ltd.,INE025B01025,55930,225.73
Artemis Medicare Services Limited,INE025R01021,3110,8.58
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,126918,249.48
RASHTRIYA CH,INE027A01015,222356,363.69
Max Healthcare Institute Limited,INE027H01010,24465,281.13
RUDRA GLOBAL INFRA PRODUCTS LIMITED,INE027T01023,1500,0.26
Bank Of Baroda,INE028A01039,138004,402.17
BHARAT PETRO,INE029A01011,80221,293.38
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,1970,12.48
Anmol India Limited,INE02AR01019,2000,0.24
Anand Rayons Limited,INE02GA01012,140,0.49
Raymond Lifestyle Limited,INE02ID01020,10168,118.67
Azad Engineering Limited,INE02IJ01035,21444,369.39
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,21646,56.02
Borosil Limited,INE02PY01013,6039,20.76
Brainbees Solutions Limited,INE02RE01045,41743,141.46
WONDER ELECTRICALS LIMITED,INE02WG01024,12843,21.77
Electronics Mart India Limited,INE02YR01019,58996,80.61
Corona Remedies Limited,INE02ZQ01018,15,0.22
"Hindustan Unilever Ltd.,",INE030A01027,11753,292.10
Housing &Urban Development Corporation Ltd.,INE031A01017,588302,1318.33
Ajanta Pharma Ltd.,INE031B01049,1902,54.19
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,780396,948.65
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,15231,53.62
Arvind SmartSpaces Limited,INE034S01021,4064,28.29
SOTL,INE035D01020,1195,5.45
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,12891,17.18
KARUR VYSYA,INE036D01028,23401,62.59
Concord Enviro Systems Limited,INE037Z01029,506,2.69
Hindalco Industries Ltd.,INE038A01020,39659,354.20
T.V.Today Network Limited,INE038F01029,240,0.47
IFCI LTD,INE039A01010,843033,507.30
"Jamna Auto Industries Ltd.,",INE039C01032,70160,81.60
JASH ENGINEERING LIMITED,INE039O01029,7176,36.12
Jubilant Agri and Consumer Products Limited,INE03CC01015,60,1.17
Max Estates Limited,INE03EI01018,3090,14.26
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,6066,20.67
Brigade Hotel Ventures Limited,INE03NU01014,2414,1.99
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2359,22.26
Cohance Lifesciences Limited,INE03QK01018,13544,79.24
Chemcon Speciality Chemicals Limited,INE03YM01018,125,0.32
HDFC Bank Ltd.,INE040A01034,167317,1633.89
Mayur Uniquoters ltd.,INE040D01038,2554,14.66
SUZLON ENERGY LTD.,INE040H01021,7308866,4172.58
"Dhampur Sugar Mills Ltd.,",INE041A01016,44588,63.77
Escorts Kubota Limited,INE042A01014,3442,127.90
GTL Ltd,INE043A01012,387,0.03
Vijaya Diagnostic Centre Limited,INE043W01024,2448,24.07
Sun Pharmaceutical Industries Ltd.,INE044A01036,22924,385.11
Paras Defence and Space Technologies Limited,INE045601023,39726,280.23
ADOR WELDING,INE045A01017,142,1.67
Nelco Ltd,INE045B01015,9663,80.27
Fineotex Chemical Limited,INE045J01034,126955,36.59
Reliance Industrial Infrastructure,INE046A01015,5747,52.94
Muthoot Microfin Limited,INE046W01019,5538,9.61
GRASIM INDUS,INE047A01021,3439,97.74
JAGSONPAL PH,INE048B01035,4255,10.33
Navin Fluorent International Ltd,INE048G01026,924,52.47
"Himatsingka Seide Ltd.,",INE049A01027,73862,96.70
Wockhardt Ltd,INE049B01025,76853,1098.91
SBC EXPORTS LIMITED,INE04AK01028,462280,116.52
KPIT Technologies Ltd,INE04I401011,33831,402.08
ETHOS LIMITED,INE04TZ01018,499,14.21
Seshaasai Technologies Limited,INE04VU01023,1626,4.91
Prakash Pipes Limited,INE050001010,3882,16.81
Elin Electronics Limited,INE050401020,1301,2.80
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,4037,74.81
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,6685,92.18
Rane (Madras)  Ltd.,INE050H01012,2259,17.99
Vardhman Special Steels Ltd,INE050M01012,1850,5.52
Vakrangee Softwares Ltd.,INE051B01021,13950,1.31
Windsor Machines Limited,INE052A01021,1350,4.20
Camlin Fine Sciences Ltd,INE052I01032,10224,17.03
BEST AGROLIFE LIMITED,INE052T01021,3957,1.05
Indian Hotels Co. Ltd,INE053A01029,80403,587.94
Indian Railway Finance Corporation,INE053F01010,1841537,2432.59
"V.I.P. Industries Ltd.,",INE054A01027,16231,70.01
Waterbase Limited,INE054C01015,26197,13.84
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,8185,157.19
Cyient DLM Limited,INE055S01018,29005,133.04
IVALUE INFOSOLUTIONS LIMITED,INE056801025,1186,2.77
Refex Industries Limited,INE056I01025,25868,73.26
Sanofi India Ltd,INE058A01010,770,36.03
"Cipla Ltd.,",INE059A01026,22278,329.05
La Opala RG Ltd.,INE059D01020,5516,13.62
Hindware Home Innovation Limited,INE05AN01011,3035,9.20
Ratnaveer Precision Engineering Limited,INE05CZ01011,10820,17.22
Indogulf Cropsciences Limited,INE05J901018,419,0.48
Likhitha Infrastructure Limited,INE060901027,599,1.81
Navneet Education Limited,INE060A01024,7210,10.86
DEV INFORMATION TECHNOLOGY LIMITED,INE060X01034,300,0.11
FORTIS HEALTHCARE LIMITED,INE061F01013,16427,152.54
"State Bank Of India,",INE062A01020,51793,505.29
ALICON,INE062D01024,56,0.49
Pondy Oxides & Chemicals Limited,INE063E01053,5059,66.23
Equitas Small Finance Bank Limited,INE063P01018,150804,99.67
TIMES GROUP,INE064A01026,505304,1692.71
Trident Ltd.,INE064C01022,1074710,314.97
