SEBI REPORT For Trade date 12-Nov-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,339610.29,
2,Fresh Exposure taken during the day,12783.71,
3,Exposure liquidated during the day,11413.71,
4,Net scripwise outstanding at the end of the day,340980.29,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,22549,87.92
Reliance Industries Ltd,INE002A01018,93404,1325.03
SJVN LIMITED,INE002L01015,572027,567.18
Mahanagar Gas Limited,INE002S01010,20010,269.07
"Siemens Ltd.,",INE003A01024,15609,518.93
Protean eGov Technologies Limited,INE004A01022,63304,740.97
Avantel Limited,INE005B01027,317021,562.32
ASTRAL LIMITED,INE006I01046,7094,109.11
CRISIL Ltd.,INE007A01025,2025,102.74
Geojit Financial Services Limited,INE007B01023,45967,49.23
Fedbank Financial Services Limited,INE007N01010,51047,73.39
IDBI LTD,INE008A01015,952217,907.69
Infosys Ltd,INE009A01021,111426,1702.73
Bikaji Foods International Limited,INE00E101023,13345,103.72
Hariom Pipe Industries Limited,INE00EV01017,10475,50.87
Prudent Corporate Advisory Services Limited,INE00F201020,1230,32.66
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4207,66.26
SWIGGY LIMITED,INE00H001014,220621,947.54
STOVE KRAFT LIMITED,INE00IN01015,8040,52.62
Craftsman Automation Limited,INE00LO01017,362,24.26
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,254686,720.11
Interarch Building Solutions Limited,INE00M901018,348,7.16
DALMIA BHARAT LIMITED,INE00R701025,7783,169.23
Highway Infrastructure Limited,INE00RL01028,1083,0.86
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,36794,51.85
Manorama Industries Limited,INE00VM01036,8227,117.62
AFFLE 3I LIMITED,INE00WC01027,11060,210.56
Flair Writing Industries Limited,INE00Y201027,3698,12.12
Entero Healthcare Solutions Limited,INE010601016,996,11.51
PRISM JOHNSON LIMITED.,INE010A01011,13225,21.30
Zydus Lifesciences Limited,INE010B01027,19723,201.47
Tejas Networks Limited,INE010J01012,125019,869.64
L&T Technology Services Limited,INE010V01017,4671,202.88
BALU FORGE INDUSTRIES LIMITED,INE011E01029,4009,25.51
Tega Industries Limited,INE011K01018,5850,118.77
ACC,INE012A01025,104669,1903.62
Onesource Specialty Pharma Limited,INE013P01021,1568,30.62
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,340,3.11
MANAKSIA LIMITED,INE015D01022,29,0.02
DABUR INDIA,INE016A01026,43918,234.72
"Great Eastern Shipping Co. Ltd.,",INE017A01032,44011,467.80
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,21712,803.30
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,10642,95.70
JSW SL,INE019A01038,15534,181.83
Himadri Speciality Chemical Ltd.,INE019C01026,86599,423.99
STANLEY LIFESTYLES LIMITED,INE01A001028,1068,3.24
Antony Waste Handling Cell Limited,INE01BK01022,4597,26.96
Vishal Mega Mart Limited,INE01EA01019,363091,529.17
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,6339,20.48
Sky Gold And Diamonds Limited,INE01IU01018,16741,58.61
eMudhra Limited,INE01QM01018,9989,69.24
Vikran Engineering Limited,INE01R501028,58850,61.90
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,605371,2373.47
Asian Paints Ltd.,INE021A01026,9871,262.76
Dodla Dairy Limited,INE021O01019,1349,17.88
ASIAN GRANITO INDIA LIMITED,INE022I01019,65,0.03
Indian Energy Exchange Limited,INE022Q01020,172333,282.79
Nalwa Sons Investment Ltd,INE023A01030,0,0.00
Aeroflex Industries Limited,INE024001021,81141,155.40
GRAVITA INDIA LIMITED,INE024L01027,21837,391.25
Goldiam International Ltd.,INE025B01025,56366,215.07
Artemis Medicare Services Limited,INE025R01021,3275,10.27
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,95722,195.67
RASHTRIYA CH,INE027A01015,266330,445.37
Max Healthcare Institute Limited,INE027H01010,25534,309.76
Bank Of Baroda,INE028A01039,101003,272.39
BHARAT PETRO,INE029A01011,55517,194.38
Kalyani Investment Company Limited,INE029L01018,1,0.06
ROSSARI BIOTECH LIMITED,INE02A801020,2699,18.29
Axita Cotton Limited,INE02EZ01022,3071,0.31
Raymond Lifestyle Limited,INE02ID01020,10737,133.73
Azad Engineering Limited,INE02IJ01035,26321,453.77
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,9785,27.11
Borosil Limited,INE02PY01013,6567,24.01
Brainbees Solutions Limited,INE02RE01045,50049,188.26
