SEBI REPORT For Trade date 20-Mar-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,383449.39,
2,Fresh Exposure taken during the day,7228.82,
3,Exposure liquidated during the day,6955.66,
4,Net scripwise outstanding at the end of the day,383722.55,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,17822,65.02
Reliance Industries Ltd,INE002A01018,214138,3084.22
SJVN LIMITED,INE002L01015,608544,529.79
Mahanagar Gas Limited,INE002S01010,21537,260.94
"Siemens Ltd.,",INE003A01024,6575,223.08
Protean eGov Technologies Limited,INE004A01022,47934,491.47
Avantel Limited,INE005B01027,293442,486.69
ASTRAL LIMITED,INE006I01046,5108,82.39
CRISIL Ltd.,INE007A01025,1645,79.02
Geojit Financial Services Limited,INE007B01023,45968,47.78
Fedbank Financial Services Limited,INE007N01010,51851,74.81
IDBI LTD,INE008A01015,819796,746.38
Infosys Ltd,INE009A01021,180757,2545.93
Bikaji Foods International Limited,INE00E101023,9966,76.47
Hariom Pipe Industries Limited,INE00EV01017,6538,29.15
Prudent Corporate Advisory Services Limited,INE00F201020,298,7.84
ACUTAAS CHEMICALS LIMITED,INE00FF01025,10031,213.53
SWIGGY LIMITED,INE00H001014,197471,762.99
STOVE KRAFT LIMITED,INE00IN01015,12359,73.37
Craftsman Automation Limited,INE00LO01017,624,46.36
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,291468,710.18
Interarch Building Solutions Limited,INE00M901018,2124,43.97
Studds Accessories Limited,INE00Q601028,5133,27.62
Synergy Green Industries Limited,INE00QT01015,10,0.05
DALMIA BHARAT LIMITED,INE00R701025,3851,82.67
Highway Infrastructure Limited,INE00RL01028,1385,0.96
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,33434,43.00
Manorama Industries Limited,INE00VM01036,5732,81.77
AFFLE 3I LIMITED,INE00WC01027,8226,142.40
Flair Writing Industries Limited,INE00Y201027,1776,5.74
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,1960,10.59
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,1937,22.47
PRISM JOHNSON LIMITED.,INE010A01011,14673,22.02
Zydus Lifesciences Limited,INE010B01027,15488,153.15
Tejas Networks Limited,INE010J01012,212257,1116.11
L&T Technology Services Limited,INE010V01017,6200,241.88
BALU FORGE INDUSTRIES LIMITED,INE011E01029,20702,98.77
Tega Industries Limited,INE011K01018,3090,61.09
ACC,INE012A01025,16561,286.63
R&B Denims Limited,INE012Q01021,1320,2.44
Onesource Specialty Pharma Limited,INE013P01021,206120,3049.61
WIM PLAST LT,INE015B01018,830,3.85
Tinna Rubber and Infrastructure Limited,INE015C01016,380,3.11
DABUR INDIA,INE016A01026,18621,97.35
CEINSYS TECH LIMITED,INE016Q01014,642,6.57
"Great Eastern Shipping Co. Ltd.,",INE017A01032,7383,94.59
LARSEN & TOU,INE018A01030,56038,2077.08
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,13824,114.09
JSW SL,INE019A01038,5428,63.62
Himadri Speciality Chemical Ltd.,INE019C01026,60041,296.39
STANLEY LIFESTYLES LIMITED,INE01A001028,3634,8.15
Antony Waste Handling Cell Limited,INE01BK01022,6107,31.26
Vishal Mega Mart Limited,INE01EA01019,278796,364.42
Ritco Logistics Limited,INE01EG01016,83,0.24
Baazar Style Retail Limited,INE01FR01028,111515,385.72
Sky Gold And Diamonds Limited,INE01IU01018,14842,51.94
eMudhra Limited,INE01QM01018,10560,59.75
Vikran Engineering Limited,INE01R501028,557902,522.92
Canara HSBC Life Insurance Company Limited,INE01TY01017,4994,7.21
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,566885,2123.75
Asian Paints Ltd.,INE021A01026,11725,299.52
Dodla Dairy Limited,INE021O01019,421,5.24
ASIAN GRANITO INDIA LIMITED,INE022I01019,23550,16.81
Indian Energy Exchange Limited,INE022Q01020,249376,353.18
Nalwa Sons Investment Ltd,INE023A01030,21,1.33
Aeroflex Industries Limited,INE024001021,22633,49.19
Shilchar Technologies Ltd.,INE024F01011,2544,96.43
GRAVITA INDIA LIMITED,INE024L01027,13074,224.17
Goldiam International Ltd.,INE025B01025,141213,498.11
Artemis Medicare Services Limited,INE025R01021,1224,3.91
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,427788,713.67
"Lotus Chocolate Co. Ltd.,",INE026D01011,10,0.08
RASHTRIYA CH,INE027A01015,225513,353.48
Max Healthcare Institute Limited,INE027H01010,17454,200.82
Bank Of Baroda,INE028A01039,123177,355.47
BHARAT PETRO,INE029A01011,86903,286.88
Kalyani Investment Company Limited,INE029L01018,8,0.38
ROSSARI BIOTECH LIMITED,INE02A801020,1467,8.76
Anand Rayons Limited,INE02GA01012,1000,0.64
Raymond Lifestyle Limited,INE02ID01020,8437,97.53
Azad Engineering Limited,INE02IJ01035,22319,385.90
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,22245,52.28
Borosil Limited,INE02PY01013,4757,14.98
Brainbees Solutions Limited,INE02RE01045,41730,130.27
WONDER ELECTRICALS LIMITED,INE02WG01024,3093,5.17
Electronics Mart India Limited,INE02YR01019,52404,72.25
Corona Remedies Limited,INE02ZQ01018,111,1.77
