SEBI REPORT For Trade date 10-Apr-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,382620.14,
2,Fresh Exposure taken during the day,14035.99,
3,Exposure liquidated during the day,14817.82,
4,Net scripwise outstanding at the end of the day,381838.31,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,17835,65.22
Reliance Industries Ltd,INE002A01018,297884,4159.63
SJVN LIMITED,INE002L01015,600413,496.25
Mahanagar Gas Limited,INE002S01010,22976,269.51
"Siemens Ltd.,",INE003A01024,4473,152.64
Protean eGov Technologies Limited,INE004A01022,47838,452.44
Avantel Limited,INE005B01027,310862,505.58
ASTRAL LIMITED,INE006I01046,8493,136.08
CRISIL Ltd.,INE007A01025,1917,89.21
Geojit Financial Services Limited,INE007B01023,27640,20.04
Fedbank Financial Services Limited,INE007N01010,52455,75.44
IDBI LTD,INE008A01015,858193,734.63
Infosys Ltd,INE009A01021,176182,2444.83
Bikaji Foods International Limited,INE00E101023,9611,74.07
Hariom Pipe Industries Limited,INE00EV01017,6307,25.54
Prudent Corporate Advisory Services Limited,INE00F201020,446,11.53
ACUTAAS CHEMICALS LIMITED,INE00FF01025,15187,338.24
SWIGGY LIMITED,INE00H001014,213506,775.98
STOVE KRAFT LIMITED,INE00IN01015,13370,79.24
Craftsman Automation Limited,INE00LO01017,754,55.06
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,284404,682.12
Interarch Building Solutions Limited,INE00M901018,2831,56.70
Dharmaj Crop Guard Limited,INE00OQ01016,100,0.24
Studds Accessories Limited,INE00Q601028,6544,34.05
Synergy Green Industries Limited,INE00QT01015,10,0.05
DALMIA BHARAT LIMITED,INE00R701025,4819,98.71
Highway Infrastructure Limited,INE00RL01028,1375,0.96
Nila Spaces Ltd,INE00S901012,3011,0.41
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,35370,44.24
Manorama Industries Limited,INE00VM01036,3921,54.94
AFFLE 3I LIMITED,INE00WC01027,8883,152.03
SEDEMAC MECHATRONICS LIMITED,INE00XB01019,20,0.33
Flair Writing Industries Limited,INE00Y201027,1725,5.58
A B INFRABUILD LIMITED,INE00YB01025,1199,0.20
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,1862,9.87
Entero Healthcare Solutions Limited,INE010601016,2530,29.71
PRISM JOHNSON LIMITED.,INE010A01011,14144,21.18
Zydus Lifesciences Limited,INE010B01027,14493,142.47
Tejas Networks Limited,INE010J01012,181110,968.71
L&T Technology Services Limited,INE010V01017,6039,234.51
BALU FORGE INDUSTRIES LIMITED,INE011E01029,17658,84.13
Tega Industries Limited,INE011K01018,2674,52.26
ACC,INE012A01025,16188,274.22
R&B Denims Limited,INE012Q01039,3009,1.85
Onesource Specialty Pharma Limited,INE013P01021,205996,3047.67
Tinna Rubber and Infrastructure Limited,INE015C01016,367,2.82
DABUR INDIA,INE016A01026,20909,105.38
CEINSYS TECH LIMITED,INE016Q01014,288,3.33
"Great Eastern Shipping Co. Ltd.,",INE017A01032,8676,113.75
LARSEN & TOU,INE018A01030,46613,1766.89
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,14575,115.41
JSW SL,INE019A01038,5043,59.69
Himadri Speciality Chemical Ltd.,INE019C01026,51396,249.28
STANLEY LIFESTYLES LIMITED,INE01A001028,3517,5.84
Antony Waste Handling Cell Limited,INE01BK01022,8843,45.48
Vishal Mega Mart Limited,INE01EA01019,284399,365.53
Ritco Logistics Limited,INE01EG01016,81,0.24
Baazar Style Retail Limited,INE01FR01028,9075,27.06
Sky Gold And Diamonds Limited,INE01IU01018,14659,51.55
eMudhra Limited,INE01QM01018,8583,48.96
Vikran Engineering Limited,INE01R501028,560199,516.23
Canara HSBC Life Insurance Company Limited,INE01TY01017,5164,7.45
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,478393,1770.87
Asian Paints Ltd.,INE021A01026,14377,357.71
Dodla Dairy Limited,INE021O01019,350,4.32
ASIAN GRANITO INDIA LIMITED,INE022I01019,16762,12.11
Indian Energy Exchange Limited,INE022Q01020,204789,295.16
Nalwa Sons Investment Ltd,INE023A01030,18,1.12
Aeroflex Industries Limited,INE024001021,22203,51.97
Shilchar Technologies Ltd.,INE024F01011,2590,98.89
GRAVITA INDIA LIMITED,INE024L01027,13447,222.83
Goldiam International Ltd.,INE025B01025,22562,84.06
Artemis Medicare Services Limited,INE025R01021,8294,20.32
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,425082,701.58
"Lotus Chocolate Co. Ltd.,",INE026D01011,10,0.08
RASHTRIYA CH,INE027A01015,194225,289.57
Max Healthcare Institute Limited,INE027H01010,21200,228.78
Bank Of Baroda,INE028A01039,165027,462.08
BHARAT PETRO,INE029A01011,102746,324.83
Kalyani Investment Company Limited,INE029L01018,8,0.38
ROSSARI BIOTECH LIMITED,INE02A801020,1041,5.88
Anand Rayons Limited,INE02GA01012,2000,1.35
Raymond Lifestyle Limited,INE02ID01020,10124,104.02
Azad Engineering Limited,INE02IJ01035,18571,324.48
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,18479,41.05
