SEBI REPORT For Trade date 16-Dec-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,345016.09,
2,Fresh Exposure taken during the day,5368.12,
3,Exposure liquidated during the day,4665.32,
4,Net scripwise outstanding at the end of the day,345718.89,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,23140,92.32
Reliance Industries Ltd,INE002A01018,86825,1272.98
SJVN LIMITED,INE002L01015,596450,568.80
Mahanagar Gas Limited,INE002S01010,24497,317.98
"Siemens Ltd.,",INE003A01024,11517,390.45
Protean eGov Technologies Limited,INE004A01022,69941,788.16
Avantel Limited,INE005B01027,301800,526.20
ASTRAL LIMITED,INE006I01046,8627,131.68
CRISIL Ltd.,INE007A01025,1956,96.13
Geojit Financial Services Limited,INE007B01023,110836,99.17
Fedbank Financial Services Limited,INE007N01010,39581,56.27
IDBI LTD,INE008A01015,887650,848.60
Infosys Ltd,INE009A01021,64905,1028.76
Bikaji Foods International Limited,INE00E101023,9647,76.30
Hariom Pipe Industries Limited,INE00EV01017,11520,50.73
Prudent Corporate Advisory Services Limited,INE00F201020,458,12.22
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4932,80.75
SWIGGY LIMITED,INE00H001014,167001,714.53
STOVE KRAFT LIMITED,INE00IN01015,6924,44.76
Craftsman Automation Limited,INE00LO01017,583,40.23
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,262357,711.72
Interarch Building Solutions Limited,INE00M901018,737,18.22
Studds Accessories Limited,INE00Q601028,305,1.63
DALMIA BHARAT LIMITED,INE00R701025,7619,164.95
Highway Infrastructure Limited,INE00RL01028,1041,0.83
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,39707,54.14
Manorama Industries Limited,INE00VM01036,7438,108.30
AFFLE 3I LIMITED,INE00WC01027,11631,219.00
Flair Writing Industries Limited,INE00Y201027,2288,7.42
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,1145,6.72
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,1088,12.33
PRISM JOHNSON LIMITED.,INE010A01011,14778,22.79
Zydus Lifesciences Limited,INE010B01027,26044,259.90
Tejas Networks Limited,INE010J01012,126990,848.09
L&T Technology Services Limited,INE010V01017,2939,132.37
BALU FORGE INDUSTRIES LIMITED,INE011E01029,2915,18.52
Tega Industries Limited,INE011K01018,6208,125.84
ACC,INE012A01025,101327,1840.35
Onesource Specialty Pharma Limited,INE013P01021,1045,20.64
WIM PLAST LT,INE015B01018,5512,28.21
