SEBI REPORT For Trade date 17-Apr-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,384006.94,
2,Fresh Exposure taken during the day,27982.49,
3,Exposure liquidated during the day,19048.82,
4,Net scripwise outstanding at the end of the day,392940.62,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,18323,67.16
Reliance Industries Ltd,INE002A01018,318773,4435.97
SJVN LIMITED,INE002L01015,553472,464.66
Mahanagar Gas Limited,INE002S01010,21852,259.72
"Siemens Ltd.,",INE003A01024,5239,185.30
Protean eGov Technologies Limited,INE004A01022,47192,448.44
Avantel Limited,INE005B01027,275604,451.60
ASTRAL LIMITED,INE006I01046,11575,185.34
CRISIL Ltd.,INE007A01025,1940,90.32
Geojit Financial Services Limited,INE007B01023,21704,16.65
Fedbank Financial Services Limited,INE007N01010,51560,74.21
IDBI LTD,INE008A01015,882132,750.10
Infosys Ltd,INE009A01021,177187,2456.87
Bikaji Foods International Limited,INE00E101023,9485,73.24
Hariom Pipe Industries Limited,INE00EV01017,7534,29.36
Prudent Corporate Advisory Services Limited,INE00F201020,348,9.11
ACUTAAS CHEMICALS LIMITED,INE00FF01025,15520,347.75
SWIGGY LIMITED,INE00H001014,238222,833.81
STOVE KRAFT LIMITED,INE00IN01015,13360,79.39
Craftsman Automation Limited,INE00LO01017,481,35.56
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,282844,679.18
Interarch Building Solutions Limited,INE00M901018,2911,58.24
Dharmaj Crop Guard Limited,INE00OQ01016,100,0.24
Studds Accessories Limited,INE00Q601028,6211,32.54
Synergy Green Industries Limited,INE00QT01015,10,0.05
DALMIA BHARAT LIMITED,INE00R701025,5464,111.48
Highway Infrastructure Limited,INE00RL01028,2175,1.37
Nila Spaces Ltd,INE00S901012,3099,0.42
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,35938,44.86
Manorama Industries Limited,INE00VM01036,3713,52.82
AFFLE 3I LIMITED,INE00WC01027,8901,152.47
