SEBI REPORT For Trade date 08-Oct-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,310617.87,
2,Fresh Exposure taken during the day,8379.92,
3,Exposure liquidated during the day,5543.84,
4,Net scripwise outstanding at the end of the day,313453.95,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,26122,102.84
Reliance Industries Ltd,INE002A01018,233610,3280.58
SJVN LIMITED,INE002L01015,529866,536.38
Mahanagar Gas Limited,INE002S01010,13894,193.52
"Siemens Ltd.,",INE003A01024,13002,440.02
Protean eGov Technologies Limited,INE004A01022,69260,798.14
Avantel Limited,INE005B01027,311953,542.67
ASTRAL LIMITED,INE006I01046,16185,244.84
CRISIL Ltd.,INE007A01025,1814,93.45
Geojit Financial Services Limited,INE007B01023,51260,57.49
Fedbank Financial Services Limited,INE007N01010,25962,36.92
IDBI LTD,INE008A01015,1032225,944.98
Infosys Ltd,INE009A01021,112652,1719.94
Bikaji Foods International Limited,INE00E101023,12707,99.88
Hariom Pipe Industries Limited,INE00EV01017,9499,46.84
Prudent Corporate Advisory Services Limited,INE00F201020,578,15.71
ACUTAAS CHEMICALS LIMITED,INE00FF01025,3702,51.36
SWIGGY LIMITED,INE00H001014,157113,679.82
STOVE KRAFT LIMITED,INE00IN01015,9455,59.67
Craftsman Automation Limited,INE00LO01017,478,30.59
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,274177,800.55
Interarch Building Solutions Limited,INE00M901018,236,4.88
DALMIA BHARAT LIMITED,INE00R701025,1611,37.22
Highway Infrastructure Limited,INE00RL01028,51,0.04
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,37100,53.37
Manorama Industries Limited,INE00VM01036,4381,64.17
AFFLE 3I LIMITED,INE00WC01027,5178,102.54
Flair Writing Industries Limited,INE00Y201027,2680,8.78
Entero Healthcare Solutions Limited,INE010601016,1514,17.40
PRISM JOHNSON LIMITED.,INE010A01011,10008,16.48
Zydus Lifesciences Limited,INE010B01027,14880,154.60
Tejas Networks Limited,INE010J01012,137740,983.76
