SEBI REPORT For Trade date 20-Jan-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,365444.14,
2,Fresh Exposure taken during the day,9152.16,
3,Exposure liquidated during the day,7641.09,
4,Net scripwise outstanding at the end of the day,366955.21,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
Himadri Speciality Chemical Ltd.,INE019C01026,61364,304.04
STANLEY LIFESTYLES LIMITED,INE01A001028,1775,4.69
Antony Waste Handling Cell Limited,INE01BK01022,4078,22.58
Vishal Mega Mart Limited,INE01EA01019,301276,424.29
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,10898,34.80
Sky Gold And Diamonds Limited,INE01IU01018,16457,57.57
eMudhra Limited,INE01QM01018,7838,51.92
Vikran Engineering Limited,INE01R501028,506781,509.89
Canara HSBC Life Insurance Company Limited,INE01TY01017,13849,19.63
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,521112,2019.79
Asian Paints Ltd.,INE021A01026,11375,318.63
Dodla Dairy Limited,INE021O01019,468,5.94
ASIAN GRANITO INDIA LIMITED,INE022I01019,12067,8.62
Indian Energy Exchange Limited,INE022Q01020,200421,310.10
Nalwa Sons Investment Ltd,INE023A01030,52,3.35
Aeroflex Industries Limited,INE024001021,43653,86.74
SHILCHAR TEC,INE024F01011,2340,87.44
GRAVITA INDIA LIMITED,INE024L01027,16064,286.24
Goldiam International Ltd.,INE025B01025,55980,226.84
Artemis Medicare Services Limited,INE025R01021,2317,7.12
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,119287,236.17
RASHTRIYA CH,INE027A01015,253530,414.29
Max Healthcare Institute Limited,INE027H01010,32170,367.70
Bank Of Baroda,INE028A01039,105997,305.00
BHARAT PETRO,INE029A01011,86745,311.85
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,2170,13.81
Anand Rayons Limited,INE02GA01012,140,0.49
Raymond Lifestyle Limited,INE02ID01020,10693,125.54
Azad Engineering Limited,INE02IJ01035,21643,373.37
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,18562,49.36
Borosil Limited,INE02PY01013,6640,22.69
Brainbees Solutions Limited,INE02RE01045,42656,151.22
WONDER ELECTRICALS LIMITED,INE02WG01024,12843,21.77
Electronics Mart India Limited,INE02YR01019,65153,88.52
"Hindustan Unilever Ltd.,",INE030A01027,11398,284.32
Housing &Urban Development Corporation Ltd.,INE031A01017,465755,1094.40
Ajanta Pharma Ltd.,INE031B01049,1878,53.34
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,950702,1240.41
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,15187,48.81
Arvind SmartSpaces Limited,INE034S01021,4213,29.50
SOTL,INE035D01020,1192,5.44
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,7970,10.60
KARUR VYSYA,INE036D01028,18629,44.30
Concord Enviro Systems Limited,INE037Z01029,529,2.79
Hindalco Industries Ltd.,INE038A01020,45021,398.18
T.V.Today Network Limited,INE038F01029,232,0.46
IFCI LTD,INE039A01010,601530,364.07
"Jamna Auto Industries Ltd.,",INE039C01032,75497,85.99
JASH ENGINEERING LIMITED,INE039O01029,8273,41.77
Max Estates Limited,INE03EI01018,3590,16.75
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,7063,25.26
Brigade Hotel Ventures Limited,INE03NU01014,2106,1.81
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,3237,30.17
Cohance Lifesciences Limited,INE03QK01018,12202,81.65
Chemcon Speciality Chemicals Limited,INE03YM01018,125,0.32
HDFC Bank Ltd.,INE040A01034,184260,1799.69
Mayur Uniquoters ltd.,INE040D01038,279,1.63
SUZLON ENERGY LTD.,INE040H01021,7108379,4140.62
"Dhampur Sugar Mills Ltd.,",INE041A01016,44195,63.43
Escorts Kubota Limited,INE042A01014,3703,137.65
Vijaya Diagnostic Centre Limited,INE043W01024,1706,17.27
Sun Pharmaceutical Industries Ltd.,INE044A01036,21212,355.98
Paras Defence and Space Technologies Limited,INE045601023,35184,252.79
ADOR WELDING,INE045A01017,345,3.86
Nelco Ltd,INE045B01015,11433,97.07
Fineotex Chemical Limited,INE045J01034,133951,39.46
Reliance Industrial Infrastructure,INE046A01015,5604,52.14
Muthoot Microfin Limited,INE046W01019,4610,7.97
GRASIM INDUS,INE047A01021,3168,90.24
JAGSONPAL PH,INE048B01035,4328,10.50
Navin Fluorent International Ltd,INE048G01026,1421,80.93
"Himatsingka Seide Ltd.,",INE049A01027,59191,78.88
Wockhardt Ltd,INE049B01025,75856,1088.19
SBC EXPORTS LIMITED,INE04AK01028,1581084,440.42
KPIT Technologies Ltd,INE04I401011,22801,293.45
ETHOS LIMITED,INE04TZ01018,510,14.48
Seshaasai Technologies Limited,INE04VU01023,1516,4.65
Prakash Pipes Limited,INE050001010,4008,17.18
Elin Electronics Limited,INE050401020,1432,3.10
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3343,62.86
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,6592,93.05
Rane (Madras)  Ltd.,INE050H01012,2260,18.00
Vardhman Special Steels Ltd,INE050M01012,2050,6.11
Vakrangee Softwares Ltd.,INE051B01021,19415,1.70
Windsor Machines Limited,INE052A01021,2547,7.43
Camlin Fine Sciences Ltd,INE052I01032,17025,27.64
BEST AGROLIFE LIMITED,INE052T01021,63541,18.57
Indian Hotels Co. Ltd,INE053A01029,78981,581.36
Indian Railway Finance Corporation,INE053F01010,1758587,2356.37
"V.I.P. Industries Ltd.,",INE054A01027,15569,68.01
Waterbase Limited,INE054C01015,19151,9.23
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,7300,154.08
Cyient DLM Limited,INE055S01018,29889,138.37
IVALUE INFOSOLUTIONS LIMITED,INE056801025,276,0.74
Refex Industries Limited,INE056I01025,24260,70.83
Sanofi India Ltd,INE058A01010,716,34.41
"Cipla Ltd.,",INE059A01026,21135,318.66
La Opala RG Ltd.,INE059D01020,5691,14.17
Hindware Home Innovation Limited,INE05AN01011,3010,9.33
Ratnaveer Precision Engineering Limited,INE05CZ01011,12836,20.32
Indogulf Cropsciences Limited,INE05J901018,525,0.60
Likhitha Infrastructure Limited,INE060901027,1333,4.04
Navneet Education Limited,INE060A01024,9700,13.86
DEV INFORMATION TECHNOLOGY LIMITED,INE060X01034,300,0.11
FORTIS HEALTHCARE LIMITED,INE061F01013,16552,155.14
"State Bank Of India,",INE062A01020,51525,465.60
ALICON,INE062D01024,56,0.49
Pondy Oxides & Chemicals Limited,INE063E01053,3072,41.73
Equitas Small Finance Bank Limited,INE063P01018,133109,86.45
TIMES GROUP,INE064A01026,552669,1844.65
Trident Ltd.,INE064C01022,753145,223.84
AEROFLEX ENTERPRISES LIMITED,INE065D01027,5651,5.71
Indegene Limited,INE065X01017,7952,45.49
Eicher Motors Ltd.,INE066A01021,2201,152.50
Hindustan Aeronautics Limited,INE066F01020,100343,4682.55
Wonderla Holidays Limited,INE066O01014,11769,76.67
Inox Wind Limited,INE066P01011,517354,809.76
CG Power and Industrial Solutions Limited,INE067A01029,86346,593.34
CANTABIL RETAIL INDIA LIMITED,INE068L01024,25893,66.63
Gland Pharma Limited,INE068V01023,9395,166.86
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,5221,6.69
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,1125,2.66
INDIQUBE SPACES LIMITED,INE06ST01018,984,2.28
LAXMI INDIA FINANCE LIMITED,INE06WU01026,4760,6.58
Gem Aromatics Limited,INE06XZ01023,1796,3.22
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,4246,9.98
SHREE CEMENT,INE070A01015,215,59.81
Jai Corp Limited,INE070D01027,35009,53.90
INSECTCID,INE070I01018,155,1.17
Menon Bearings Ltd,INE071D01033,1,0.00
Ugar Sugar Works Ltd.,INE071E01023,1731,0.99
Epigral Limited,INE071N01016,3269,51.57
India Homes Limited,INE072A01029,10000000,1300.00
Associated Alcohols & Breweries Ltd,INE073G01016,3087,32.09
Sona BLW Precision Forgings Limited,INE073K01018,44662,221.52
Praj Industries Ltd.,INE074A01025,128435,511.70
Paramount Communications Ltd.,INE074B01023,95729,47.12
WIPRO LTD.,INE075A01022,160150,414.62
G M BREWERIE,INE075D01018,4854,55.79
HealthCare Global Enterprises Limited,INE075I01017,2370,15.55
SIYAR SILK M,INE076B01028,4110,29.86
IFB Agro Industries Ltd,INE076C01018,31,0.43
GOCL Corporation Limited ,INE077F01035,404,1.49
Vikram Solar Limited,INE078V01014,48864,134.70
Ambuja Cements Ltd.,INE079A01024,66711,382.43
Gateway Distriparks Limited,INE079J01017,61799,40.14
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,57698,225.13
Easy Trip Planners Limited,INE07O001026,1480540,185.59
NDR Auto Components Limited,INE07OG01012,420,3.99
Supriya Lifescience Limited,INE07RO01027,9879,75.56
Pavna Industries Limited,INE07S101038,8887,2.51
Restaurant Brands Asia Limited,INE07T201019,167719,122.99
IRM ENERGY LIMITED,INE07U701015,9336,30.30
HITACHI ENERGY INDIA LIMITED,INE07Y701011,2967,571.66
LLOYDS ENTERPRISES LIMITED,INE080I01025,3096296,2382.86
TATA IORN AN,INE081A01020,459427,806.46
"Kopran Ltd.,",INE082A01010,2539,4.13
Morepen Laboratories Ltd.,INE083A01026,257115,137.51
Themis Medicare Ltd.,INE083B01024,4054,5.25
BANK OF INDI,INE084A01016,193191,279.25
Amanta Healthcare Limited,INE084K01015,28,0.04
RACE ECO CHAIN LIMITED,INE084Q01012,81,0.14
WeWork India Management Limited,INE085001019,1103,6.97
CHAMBAL FERT,INE085A01013,590632,2621.00
Thangamayil Jewellery Limited,INE085J01014,730,29.16
"Electrosteel Castings Ltd.,",INE086A01029,239931,238.59
KESORAM IND,INE087A01019,846,0.04
Shree Renuka Sugars Ltd.,INE087H01022,951532,311.65
Paradeep Phosphates Limited,INE088F01024,456142,795.88
DR.REDDY'S L,INE089A01031,12638,157.91
Sterlite Technologies Limited.,INE089C01029,24078,25.95
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,15810,18.87
Krsnaa Diagnostics Limited,INE08LI01020,679,5.53
M & B ENGINEERING LIMITED,INE08N601015,12047,47.30
SANSTAR LIMITED,INE08NE01025,2257,2.43
Samhi Hotels Limited,INE08U801020,75352,151.92
Greenpanel Industries Limited,INE08ZM01014,4941,13.86
Scoda Tubes Limited,INE090501011,13889,23.80
ICICI Bank Ltd.,INE090A01021,38375,535.89
Jai Balaji Industries Limited,INE091G01026,81521,69.34
TATA CHEMICA,INE092A01019,55617,467.51
INDIA NIPP E,INE092B01025,146,1.23
IDFC FIRST BANK LIMITED,INE092T01019,735072,570.90
Hexaware Technologies Limited,INE093A01041,4743,34.25
OBEROI REALTY LIMITED,INE093I01010,3576,62.43
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,196883,129.90
HINDUSTAN PE,INE094A01015,79635,368.88
