SEBI REPORT For Trade date 24-Apr-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,404427.46,
2,Fresh Exposure taken during the day,17202.35,
3,Exposure liquidated during the day,10472.97,
4,Net scripwise outstanding at the end of the day,411156.84,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,17413,64.11
Reliance Industries Ltd,INE002A01018,372624,5167.32
SJVN LIMITED,INE002L01015,560644,472.55
Mahanagar Gas Limited,INE002S01010,21480,255.62
"Siemens Ltd.,",INE003A01024,4179,155.31
Protean eGov Technologies Limited,INE004A01022,48118,448.92
Avantel Limited,INE005B01027,281355,461.38
ASTRAL LIMITED,INE006I01046,14843,237.27
CRISIL Ltd.,INE007A01025,1984,92.65
Geojit Financial Services Limited,INE007B01023,21361,16.45
Fedbank Financial Services Limited,INE007N01010,46336,66.73
IDBI LTD,INE008A01015,899061,762.60
Infosys Ltd,INE009A01021,422949,5420.09
Bikaji Foods International Limited,INE00E101023,9566,73.70
Hariom Pipe Industries Limited,INE00EV01017,7757,30.23
Prudent Corporate Advisory Services Limited,INE00F201020,248,6.62
ACUTAAS CHEMICALS LIMITED,INE00FF01025,15416,346.34
SWIGGY LIMITED,INE00H001014,233999,824.03
STOVE KRAFT LIMITED,INE00IN01015,12760,76.15
Craftsman Automation Limited,INE00LO01017,511,38.39
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,312788,750.41
Interarch Building Solutions Limited,INE00M901018,2887,57.86
Dharmaj Crop Guard Limited,INE00OQ01016,100,0.24
Studds Accessories Limited,INE00Q601028,6221,32.59
Synergy Green Industries Limited,INE00QT01015,10,0.05
DALMIA BHARAT LIMITED,INE00R701025,5101,104.36
Highway Infrastructure Limited,INE00RL01028,2577,1.49
Nila Spaces Ltd,INE00S901012,91,0.01
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,35050,42.93
Manorama Industries Limited,INE00VM01036,3062,43.59
AFFLE 3I LIMITED,INE00WC01027,9839,166.02
SEDEMAC MECHATRONICS LIMITED,INE00XB01019,556,9.39
Flair Writing Industries Limited,INE00Y201027,1527,4.96
A B INFRABUILD LIMITED,INE00YB01025,2016,0.31
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2759,13.16
Entero Healthcare Solutions Limited,INE010601016,1029,12.09
PRISM JOHNSON LIMITED.,INE010A01011,25483,36.48
Zydus Lifesciences Limited,INE010B01027,16222,158.83
Tejas Networks Limited,INE010J01012,197627,1028.06
L&T Technology Services Limited,INE010V01017,6429,247.86
BALU FORGE INDUSTRIES LIMITED,INE011E01029,18018,86.73
Tega Industries Limited,INE011K01018,2767,53.93
ACC,INE012A01025,18849,311.40
Onesource Specialty Pharma Limited,INE013P01021,7430,107.22
WIM PLAST LT,INE015B01018,1000,3.98
Tinna Rubber and Infrastructure Limited,INE015C01016,552,4.12
DABUR INDIA,INE016A01026,28742,140.17
CEINSYS TECH LIMITED,INE016Q01014,731,8.43
"Great Eastern Shipping Co. Ltd.,",INE017A01032,11437,153.89
LARSEN & TOU,INE018A01030,76719,2955.35
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,16975,131.96
JSW SL,INE019A01038,13119,164.79
Himadri Speciality Chemical Ltd.,INE019C01026,61147,322.15
STANLEY LIFESTYLES LIMITED,INE01A001028,3064,5.27
Antony Waste Handling Cell Limited,INE01BK01022,7267,39.04
Vishal Mega Mart Limited,INE01EA01019,276323,360.04
Ritco Logistics Limited,INE01EG01016,91,0.26
Baazar Style Retail Limited,INE01FR01028,6691,20.78
Sky Gold And Diamonds Limited,INE01IU01018,18856,69.48
eMudhra Limited,INE01QM01018,4754,27.11
Vikran Engineering Limited,INE01R501028,566725,516.29
Canara HSBC Life Insurance Company Limited,INE01TY01017,12441,18.25
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,371242,1402.14
Asian Paints Ltd.,INE021A01026,10637,273.42
Dodla Dairy Limited,INE021O01019,449,5.34
ASIAN GRANITO INDIA LIMITED,INE022I01019,71614,54.46
Indian Energy Exchange Limited,INE022Q01020,354429,483.54
Nalwa Sons Investment Ltd,INE023A01030,15,0.95
Aeroflex Industries Limited,INE024001021,57004,159.86
Shilchar Technologies Ltd.,INE024F01011,2877,116.28
GRAVITA INDIA LIMITED,INE024L01027,13442,224.33
Goldiam International Ltd.,INE025B01025,27009,104.20
Artemis Medicare Services Limited,INE025R01021,10314,24.99
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,401139,662.09
"Lotus Chocolate Co. Ltd.,",INE026D01011,20,0.15
RASHTRIYA CH,INE027A01015,197198,294.68
Max Healthcare Institute Limited,INE027H01010,19491,214.57
Bank Of Baroda,INE028A01039,205464,577.30
BHARAT PETRO,INE029A01011,104664,333.43
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,2236,11.93
Anand Rayons Limited,INE02GA01012,2000,1.35
Raymond Lifestyle Limited,INE02ID01020,11990,119.04
Azad Engineering Limited,INE02IJ01035,8036,150.95
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,18693,41.20
Borosil Limited,INE02PY01013,3589,11.56
Brainbees Solutions Limited,INE02RE01045,54636,160.84
WONDER ELECTRICALS LIMITED,INE02WG01024,3066,3.98
Electronics Mart India Limited,INE02YR01019,49359,69.14
Corona Remedies Limited,INE02ZQ01018,211,3.42
"Hindustan Unilever Ltd.,",INE030A01027,23118,539.91
Housing &Urban Development Corporation Ltd.,INE031A01017,420037,913.74
Ajanta Pharma Ltd.,INE031B01049,1944,55.77
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,222428,287.34
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,16556,59.66
Arvind SmartSpaces Limited,INE034S01021,4326,29.35
SOTL,INE035D01020,1727,7.15
Gujarat Ambuja Exports Ltd.,INE036B01030,25356,38.01
KARUR VYSYA,INE036D01028,36066,101.40
Concord Enviro Systems Limited,INE037Z01029,421,1.90
Hindalco Industries Ltd.,INE038A01020,29017,266.04
T.V.Today Network Limited,INE038F01029,937,1.25
IFCI LTD,INE039A01010,880532,531.84
"Jamna Auto Industries Ltd.,",INE039C01032,75947,94.72
JASH ENGINEERING LIMITED,INE039O01029,6546,32.84
Jubilant Agri and Consumer Products Limited,INE03CC01015,106,2.04
Max Estates Limited,INE03EI01018,2752,12.31
Go Digit General Insurance Limited,INE03JT01014,3729,12.90
Brigade Hotel Ventures Limited,INE03NU01014,1307,1.12
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,1885,18.55
Cohance Lifesciences Limited,INE03QK01018,45067,183.59
Chemcon Speciality Chemicals Limited,INE03YM01018,118,0.30
HDFC Bank Ltd.,INE040A01034,587412,4850.49
Mayur Uniquoters ltd.,INE040D01038,1529,8.80
SUZLON ENERGY LTD.,INE040H01021,6201891,3341.30
"Dhampur Sugar Mills Ltd.,",INE041A01016,45830,65.30
Escorts Kubota Limited,INE042A01014,4155,146.26
GTL Ltd,INE043A01012,5000,0.31
Vijaya Diagnostic Centre Limited,INE043W01024,1647,16.70
Sun Pharmaceutical Industries Ltd.,INE044A01036,30688,510.45
Paras Defence and Space Technologies Limited,INE045601023,33562,252.26
ADOR WELDING,INE045A01017,238,2.64
Nelco Ltd,INE045B01015,8631,69.95
Fineotex Chemical Limited,INE045J01034,92895,26.08
Reliance Industrial Infrastructure,INE046A01015,5479,48.00
Muthoot Microfin Limited,INE046W01019,7229,12.75
GRASIM INDUS,INE047A01021,4767,133.82
JAGSONPAL PH,INE048B01035,3145,7.07
Navin Fluorent International Ltd,INE048G01026,4039,256.72
"Himatsingka Seide Ltd.,",INE049A01027,59448,65.39
Wockhardt Ltd,INE049B01025,92344,1326.45
SBC EXPORTS LIMITED,INE04AK01028,851479,239.66
KPIT Technologies Ltd,INE04I401011,61931,553.17
ETHOS LIMITED,INE04TZ01018,536,14.98
Seshaasai Technologies Limited,INE04VU01023,1422,3.98
Prakash Pipes Limited,INE050001010,3454,15.03
Elin Electronics Limited,INE050401020,3411,4.73
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,4247,72.52
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,5047,67.55
Rane (Madras)  Ltd.,INE050H01012,2035,16.10
Vardhman Special Steels Ltd,INE050M01012,981,2.91
Vakrangee Softwares Ltd.,INE051B01021,36150,2.84
Windsor Machines Limited,INE052A01021,1895,5.82
Camlin Fine Sciences Ltd,INE052I01032,22674,28.14
BEST AGROLIFE LIMITED,INE052T01021,2956,0.79
Indian Hotels Co. Ltd,INE053A01029,85887,594.22
Indian Railway Finance Corporation,INE053F01010,1817515,2147.42
"V.I.P. Industries Ltd.,",INE054A01027,15342,57.25
Waterbase Limited,INE054C01015,7090,3.79
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,8322,150.14
Cyient DLM Limited,INE055S01018,18355,75.10
IVALUE INFOSOLUTIONS LIMITED,INE056801025,693,1.89
Refex Industries Limited,INE056I01025,22839,61.79
Sanofi India Ltd,INE058A01010,1798,68.90
"Cipla Ltd.,",INE059A01026,24911,347.88
Simplex Infrastructures Limited,INE059B01024,404,0.93
La Opala RG Ltd.,INE059D01020,2897,6.99
Hindware Home Innovation Limited,INE05AN01011,5850,13.19
Ratnaveer Precision Engineering Limited,INE05CZ01011,355402,576.83
Indogulf Cropsciences Limited,INE05J901018,133,0.12
BHARAT COKING COAL LIMITED,INE05XR01022,471760,164.23
