SEBI REPORT For Trade date 08-Dec-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,341233.07,
2,Fresh Exposure taken during the day,9506.56,
3,Exposure liquidated during the day,8575.61,
4,Net scripwise outstanding at the end of the day,342164.02,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,21840,87.34
Reliance Industries Ltd,INE002A01018,90382,1322.45
SJVN LIMITED,INE002L01015,608553,582.27
Mahanagar Gas Limited,INE002S01010,24401,318.36
"Siemens Ltd.,",INE003A01024,10635,363.78
Protean eGov Technologies Limited,INE004A01022,71293,800.00
Avantel Limited,INE005B01027,301744,527.76
ASTRAL LIMITED,INE006I01046,22880,336.17
CRISIL Ltd.,INE007A01025,1963,96.56
Geojit Financial Services Limited,INE007B01023,41560,45.73
Fedbank Financial Services Limited,INE007N01010,28081,40.16
IDBI LTD,INE008A01015,882054,843.93
Infosys Ltd,INE009A01021,62123,965.55
Bikaji Foods International Limited,INE00E101023,11305,88.49
Hariom Pipe Industries Limited,INE00EV01017,10340,46.59
Prudent Corporate Advisory Services Limited,INE00F201020,1005,26.50
ACUTAAS CHEMICALS LIMITED,INE00FF01025,5202,85.38
SWIGGY LIMITED,INE00H001014,191137,814.80
STOVE KRAFT LIMITED,INE00IN01015,7160,46.12
Craftsman Automation Limited,INE00LO01017,475,32.59
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,245832,679.93
Interarch Building Solutions Limited,INE00M901018,463,11.63
Studds Accessories Limited,INE00Q601028,162,0.86
DALMIA BHARAT LIMITED,INE00R701025,7669,165.88
Highway Infrastructure Limited,INE00RL01028,1141,0.90
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,35046,48.77
Manorama Industries Limited,INE00VM01036,7527,108.28
AFFLE 3I LIMITED,INE00WC01027,11274,213.34
Flair Writing Industries Limited,INE00Y201027,2799,9.14
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,507,3.27
Entero Healthcare Solutions Limited,INE010601016,976,11.21
PRISM JOHNSON LIMITED.,INE010A01011,14814,22.85
Zydus Lifesciences Limited,INE010B01027,25111,251.53
Tejas Networks Limited,INE010J01012,126506,850.22
L&T Technology Services Limited,INE010V01017,2678,119.95
BALU FORGE INDUSTRIES LIMITED,INE011E01029,3887,24.53
Tega Industries Limited,INE011K01018,6288,127.45
ACC,INE012A01025,100635,1828.52
Onesource Specialty Pharma Limited,INE013P01021,1149,22.55
WIM PLAST LT,INE015B01018,5512,28.21
