SEBI REPORT For Trade date 29-Jan-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,375993.76,
2,Fresh Exposure taken during the day,13736.95,
3,Exposure liquidated during the day,10675.38,
4,Net scripwise outstanding at the end of the day,379055.34,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,18017,70.52
Reliance Industries Ltd,INE002A01018,217567,3195.54
SJVN LIMITED,INE002L01015,572341,515.19
Mahanagar Gas Limited,INE002S01010,28716,354.21
"Siemens Ltd.,",INE003A01024,11597,383.65
Protean eGov Technologies Limited,INE004A01022,51038,541.07
Avantel Limited,INE005B01027,311302,535.13
ASTRAL LIMITED,INE006I01046,7532,115.07
CRISIL Ltd.,INE007A01025,1764,86.93
Geojit Financial Services Limited,INE007B01023,47277,49.14
Fedbank Financial Services Limited,INE007N01010,59569,94.31
IDBI LTD,INE008A01015,924251,903.60
Infosys Ltd,INE009A01021,41896,664.87
Bikaji Foods International Limited,INE00E101023,12160,93.87
Hariom Pipe Industries Limited,INE00EV01017,9408,41.99
Prudent Corporate Advisory Services Limited,INE00F201020,297,7.89
ACUTAAS CHEMICALS LIMITED,INE00FF01025,3511,56.71
SWIGGY LIMITED,INE00H001014,219926,882.03
STOVE KRAFT LIMITED,INE00IN01015,6973,44.71
Craftsman Automation Limited,INE00LO01017,530,38.22
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,301471,764.26
Interarch Building Solutions Limited,INE00M901018,1306,28.85
Studds Accessories Limited,INE00Q601028,8575,45.26
DALMIA BHARAT LIMITED,INE00R701025,7555,161.44
Highway Infrastructure Limited,INE00RL01028,7383,4.48
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,39381,52.87
Manorama Industries Limited,INE00VM01036,5354,77.68
AFFLE 3I LIMITED,INE00WC01027,8326,156.35
Flair Writing Industries Limited,INE00Y201027,1871,6.01
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2686,14.29
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,3445,40.28
PRISM JOHNSON LIMITED.,INE010A01011,18591,27.59
Zydus Lifesciences Limited,INE010B01027,18084,178.67
Tejas Networks Limited,INE010J01012,150859,846.21
L&T Technology Services Limited,INE010V01017,4822,208.78
BALU FORGE INDUSTRIES LIMITED,INE011E01029,15328,76.06
Tega Industries Limited,INE011K01018,3712,73.41
ACC,INE012A01025,13738,259.92
R&B Denims Limited,INE012Q01021,2340,3.57
Onesource Specialty Pharma Limited,INE013P01021,4106,62.31
WIM PLAST LT,INE015B01018,5942,30.06
Tinna Rubber and Infrastructure Limited,INE015C01016,337,2.93
DABUR INDIA,INE016A01026,22529,120.16
CEINSYS TECH LIMITED,INE016Q01014,700,7.70
"Great Eastern Shipping Co. Ltd.,",INE017A01032,13220,150.10
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,24580,932.92
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,15548,131.95
JSW SL,INE019A01038,9747,113.29
Himadri Speciality Chemical Ltd.,INE019C01026,62761,310.16
STANLEY LIFESTYLES LIMITED,INE01A001028,1774,4.68
Antony Waste Handling Cell Limited,INE01BK01022,3233,18.69
Vishal Mega Mart Limited,INE01EA01019,309259,431.40
