SEBI REPORT For Trade date 20-Oct-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,322023.24,
2,Fresh Exposure taken during the day,8016.40,
3,Exposure liquidated during the day,8997.21,
4,Net scripwise outstanding at the end of the day,321042.42,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,24308,95.39
Reliance Industries Ltd,INE002A01018,167661,2363.66
SJVN LIMITED,INE002L01015,542103,545.74
Mahanagar Gas Limited,INE002S01010,14968,206.33
"Siemens Ltd.,",INE003A01024,15324,512.04
Protean eGov Technologies Limited,INE004A01022,66113,768.96
Avantel Limited,INE005B01027,378764,680.94
ASTRAL LIMITED,INE006I01046,15013,227.72
CRISIL Ltd.,INE007A01025,1839,93.03
Geojit Financial Services Limited,INE007B01023,46981,50.78
Fedbank Financial Services Limited,INE007N01010,27955,40.03
IDBI LTD,INE008A01015,1008247,922.71
Infosys Ltd,INE009A01021,134859,2041.86
Bikaji Foods International Limited,INE00E101023,12749,100.06
Hariom Pipe Industries Limited,INE00EV01017,10183,49.81
Prudent Corporate Advisory Services Limited,INE00F201020,431,11.76
ACUTAAS CHEMICALS LIMITED,INE00FF01025,3574,51.88
SWIGGY LIMITED,INE00H001014,154796,677.11
STOVE KRAFT LIMITED,INE00IN01015,9452,59.65
Craftsman Automation Limited,INE00LO01017,434,27.57
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,252198,725.52
Interarch Building Solutions Limited,INE00M901018,1639,32.65
DALMIA BHARAT LIMITED,INE00R701025,2819,63.97
Highway Infrastructure Limited,INE00RL01028,521,0.42
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,38195,54.61
Manorama Industries Limited,INE00VM01036,4583,68.05
AFFLE 3I LIMITED,INE00WC01027,7668,150.17
Flair Writing Industries Limited,INE00Y201027,2806,9.15
Entero Healthcare Solutions Limited,INE010601016,1024,11.83
PRISM JOHNSON LIMITED.,INE010A01011,11992,19.56
Zydus Lifesciences Limited,INE010B01027,15472,160.15
Tejas Networks Limited,INE010J01012,132999,926.94
L&T Technology Services Limited,INE010V01017,4380,191.71
BALU FORGE INDUSTRIES LIMITED,INE011E01029,2802,17.97
Tega Industries Limited,INE011K01018,6478,130.83
ACC,INE012A01025,106185,1930.89
Onesource Specialty Pharma Limited,INE013P01021,884,18.14
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,583,5.59
MANAKSIA LIMITED,INE015D01022,29,0.02
DABUR INDIA,INE016A01026,50267,268.43
"Great Eastern Shipping Co. Ltd.,",INE017A01032,26832,280.30
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,19388,693.23
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,2961,26.08
JSW SL,INE019A01038,10176,114.61
Himadri Speciality Chemical Ltd.,INE019C01026,82641,404.38
STANLEY LIFESTYLES LIMITED,INE01A001028,1068,3.24
Antony Waste Handling Cell Limited,INE01BK01022,5408,32.56
Vishal Mega Mart Limited,INE01EA01019,233716,342.08
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,6001,18.46
Sky Gold And Diamonds Limited,INE01IU01018,1403,4.26
eMudhra Limited,INE01QM01018,7807,55.41
Vikran Engineering Limited,INE01R501028,5866,6.01
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,529548,2113.30
BAID FINSERV LIMITED,INE020D01022,441,0.05
Asian Paints Ltd.,INE021A01026,11460,285.84
Dodla Dairy Limited,INE021O01019,1380,18.66
ASIAN GRANITO INDIA LIMITED,INE022I01019,1004,0.58
Indian Energy Exchange Limited,INE022Q01020,256799,399.77
Nalwa Sons Investment Ltd,INE023A01030,812,65.49
Aeroflex Industries Limited,INE024001021,78627,151.11
GRAVITA INDIA LIMITED,INE024L01027,19810,356.00
Goldiam International Ltd.,INE025B01025,59691,228.42
Artemis Medicare Services Limited,INE025R01021,2559,7.62
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,79211,164.60
RASHTRIYA CH,INE027A01015,274590,458.89
Max Healthcare Institute Limited,INE027H01010,21204,260.47
Bank Of Baroda,INE028A01039,122901,315.46
BHARAT PETRO,INE029A01011,46449,153.96
Kalyani Investment Company Limited,INE029L01018,87,4.29
ROSSARI BIOTECH LIMITED,INE02A801020,2437,16.60
Axita Cotton Limited,INE02EZ01022,3071,0.31
Nova Agritech Limited,INE02H701025,118,0.06
Raymond Lifestyle Limited,INE02ID01020,8308,105.51
Azad Engineering Limited,INE02IJ01035,23218,401.65
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,8044,22.29
Borosil Limited,INE02PY01013,4510,16.98
Brainbees Solutions Limited,INE02RE01045,32731,127.15
WONDER ELECTRICALS LIMITED,INE02WG01024,16552,26.95
Electronics Mart India Limited,INE02YR01019,60033,92.46
"Hindustan Unilever Ltd.,",INE030A01027,7431,190.19
Housing &Urban Development Corporation Ltd.,INE031A01017,330573,799.18
Ajanta Pharma Ltd.,INE031B01049,1549,39.91
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,982245,1284.96
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,18353,60.57
Arvind SmartSpaces Limited,INE034S01021,4293,30.16
SOTL,INE035D01020,1121,5.32
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,36705,41.78
KARUR VYSYA,INE036D01028,15498,31.91
Concord Enviro Systems Limited,INE037Z01029,1185,6.62
Hindalco Industries Ltd.,INE038A01020,18257,132.60
T.V.Today Network Limited,INE038F01029,291,0.62
IFCI LTD,INE039A01010,438824,270.01
"Jamna Auto Industries Ltd.,",INE039C01032,173967,178.82
JASH ENGINEERING LIMITED,INE039O01029,7241,37.15
Max Estates Limited,INE03EI01018,3493,16.64
Go Digit General Insurance Limited,INE03JT01014,7094,25.61
Brigade Hotel Ventures Limited,INE03NU01014,8638,7.31
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2487,23.85
Cohance Lifesciences Limited,INE03QK01018,4012,37.66
Chemcon Speciality Chemicals Limited,INE03YM01018,267,0.69
HDFC Bank Ltd.,INE040A01034,86536,866.49
Mayur Uniquoters ltd.,INE040D01038,656,3.66
SUZLON ENERGY LTD.,INE040H01021,5463084,3357.38
"Dhampur Sugar Mills Ltd.,",INE041A01016,52168,77.63
Escorts Kubota Limited,INE042A01014,6762,251.39
Vijaya Diagnostic Centre Limited,INE043W01024,5275,54.88
Sun Pharmaceutical Industries Ltd.,INE044A01036,21136,347.52
Paras Defence and Space Technologies Limited,INE045601023,23949,174.21
ADOR WELDING,INE045A01017,261,2.87
Nelco Ltd,INE045B01015,11280,100.48
Fineotex Chemical Limited,INE045J01026,22820,60.82
