SEBI REPORT For Trade date 19-Mar-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,379790.25,
2,Fresh Exposure taken during the day,8374.55,
3,Exposure liquidated during the day,4714.68,
4,Net scripwise outstanding at the end of the day,383450.12,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,37718,122.95
Reliance Industries Ltd,INE002A01018,236450,3407.33
SJVN LIMITED,INE002L01015,619851,538.12
Mahanagar Gas Limited,INE002S01010,19886,245.29
"Siemens Ltd.,",INE003A01024,6788,230.03
Protean eGov Technologies Limited,INE004A01022,48799,496.76
Avantel Limited,INE005B01027,293989,488.26
ASTRAL LIMITED,INE006I01046,5133,82.69
CRISIL Ltd.,INE007A01025,1694,80.97
Geojit Financial Services Limited,INE007B01023,46058,47.83
Fedbank Financial Services Limited,INE007N01010,52852,76.24
IDBI LTD,INE008A01015,825254,752.74
Infosys Ltd,INE009A01021,188045,2655.62
Bikaji Foods International Limited,INE00E101023,9942,76.33
Hariom Pipe Industries Limited,INE00EV01017,7150,31.55
Prudent Corporate Advisory Services Limited,INE00F201020,298,7.84
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4826,91.41
SWIGGY LIMITED,INE00H001014,197302,762.75
STOVE KRAFT LIMITED,INE00IN01015,11758,70.45
Craftsman Automation Limited,INE00LO01017,737,54.46
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,291342,711.33
Interarch Building Solutions Limited,INE00M901018,2119,43.90
Studds Accessories Limited,INE00Q601028,5133,27.62
Synergy Green Industries Limited,INE00QT01015,10,0.05
DALMIA BHARAT LIMITED,INE00R701025,3850,82.65
Highway Infrastructure Limited,INE00RL01028,1385,0.96
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,33434,43.00
Manorama Industries Limited,INE00VM01036,5632,80.50
AFFLE 3I LIMITED,INE00WC01027,7744,136.29
Flair Writing Industries Limited,INE00Y201027,1746,5.65
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,1960,10.59
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,1927,22.36
PRISM JOHNSON LIMITED.,INE010A01011,14673,22.02
Zydus Lifesciences Limited,INE010B01027,15512,153.37
Tejas Networks Limited,INE010J01012,213559,1124.88
L&T Technology Services Limited,INE010V01017,5442,216.56
BALU FORGE INDUSTRIES LIMITED,INE011E01029,20504,97.85
Tega Industries Limited,INE011K01018,3101,61.30
ACC,INE012A01025,17164,295.12
R&B Denims Limited,INE012Q01021,1320,2.44
Onesource Specialty Pharma Limited,INE013P01021,205862,3045.81
WIM PLAST LT,INE015B01018,830,3.85
Tinna Rubber and Infrastructure Limited,INE015C01016,382,3.13
DABUR INDIA,INE016A01026,18745,97.91
CEINSYS TECH LIMITED,INE016Q01014,642,6.57
"Great Eastern Shipping Co. Ltd.,",INE017A01032,7463,95.72
LARSEN & TOU,INE018A01030,53841,2002.05
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,13689,113.37
JSW SL,INE019A01038,5868,68.53
Himadri Speciality Chemical Ltd.,INE019C01026,60876,300.39
STANLEY LIFESTYLES LIMITED,INE01A001028,3634,8.15
Antony Waste Handling Cell Limited,INE01BK01022,6479,33.01
