SEBI REPORT For Trade date 31-Dec-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,353968.25,
2,Fresh Exposure taken during the day,12162.39,
3,Exposure liquidated during the day,8028.85,
4,Net scripwise outstanding at the end of the day,358101.79,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,40995,164.12
Reliance Industries Ltd,INE002A01018,73699,1077.64
SJVN LIMITED,INE002L01015,583344,549.68
Mahanagar Gas Limited,INE002S01010,27017,344.27
"Siemens Ltd.,",INE003A01024,11850,399.17
Protean eGov Technologies Limited,INE004A01022,68553,771.17
Avantel Limited,INE005B01027,299361,521.67
ASTRAL LIMITED,INE006I01046,11140,166.71
CRISIL Ltd.,INE007A01025,2304,111.02
Geojit Financial Services Limited,INE007B01023,39270,43.45
Fedbank Financial Services Limited,INE007N01010,33871,49.01
IDBI LTD,INE008A01015,832991,796.74
Infosys Ltd,INE009A01021,64386,1019.35
Bikaji Foods International Limited,INE00E101023,11154,87.75
Hariom Pipe Industries Limited,INE00EV01017,11469,50.13
Prudent Corporate Advisory Services Limited,INE00F201020,413,11.10
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4203,67.60
SWIGGY LIMITED,INE00H001014,182837,768.16
STOVE KRAFT LIMITED,INE00IN01015,7002,45.23
Craftsman Automation Limited,INE00LO01017,442,30.03
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,257622,697.53
Interarch Building Solutions Limited,INE00M901018,965,23.67
Studds Accessories Limited,INE00Q601028,598,3.20
DALMIA BHARAT LIMITED,INE00R701025,6840,148.08
Highway Infrastructure Limited,INE00RL01028,2462,1.67
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,39668,53.91
Manorama Industries Limited,INE00VM01036,6460,94.81
AFFLE 3I LIMITED,INE00WC01027,10290,194.96
Flair Writing Industries Limited,INE00Y201027,2392,7.75
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,1905,10.60
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,1021,11.48
PRISM JOHNSON LIMITED.,INE010A01011,16343,25.12
Zydus Lifesciences Limited,INE010B01027,25717,255.13
Tejas Networks Limited,INE010J01012,133549,870.41
L&T Technology Services Limited,INE010V01017,3450,155.38
BALU FORGE INDUSTRIES LIMITED,INE011E01029,3564,22.47
Tega Industries Limited,INE011K01018,5531,111.96
ACC,INE012A01025,101561,1842.53
Onesource Specialty Pharma Limited,INE013P01021,2846,52.24
WIM PLAST LT,INE015B01018,5512,28.21
Tinna Rubber and Infrastructure Limited,INE015C01016,389,3.41
DABUR INDIA,INE016A01026,35782,189.92
"Great Eastern Shipping Co. Ltd.,",INE017A01032,18734,211.73
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,20407,773.47
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,13569,120.22
JSW SL,INE019A01038,24819,288.46
Himadri Speciality Chemical Ltd.,INE019C01026,68018,336.37
STANLEY LIFESTYLES LIMITED,INE01A001028,1744,4.63
Antony Waste Handling Cell Limited,INE01BK01022,4382,24.88
Vishal Mega Mart Limited,INE01EA01019,284956,406.18
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,10270,30.75
Sky Gold And Diamonds Limited,INE01IU01018,16330,57.13
eMudhra Limited,INE01QM01018,7830,52.31
Vikran Engineering Limited,INE01R501028,444326,448.28
Canara HSBC Life Insurance Company Limited,INE01TY01017,3835,5.50
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,530758,2046.45
Asian Paints Ltd.,INE021A01026,12358,346.38
Dodla Dairy Limited,INE021O01019,632,8.35
ASIAN GRANITO INDIA LIMITED,INE022I01019,11489,8.19
Indian Energy Exchange Limited,INE022Q01020,172356,262.72
Nalwa Sons Investment Ltd,INE023A01030,58,3.80
Aeroflex Industries Limited,INE024001021,71853,137.77
SHILCHAR TEC,INE024F01011,1166,46.44
GRAVITA INDIA LIMITED,INE024L01027,14192,264.12
Goldiam International Ltd.,INE025B01025,57125,232.10
Artemis Medicare Services Limited,INE025R01021,2292,7.12
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,120199,240.49
RASHTRIYA CH,INE027A01015,271594,441.65
Max Healthcare Institute Limited,INE027H01010,31715,365.30
Bank Of Baroda,INE028A01039,153415,436.52
BHARAT PETRO,INE029A01011,46897,167.30
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,2543,16.18
Raymond Lifestyle Limited,INE02ID01020,10653,127.95
Azad Engineering Limited,INE02IJ01035,19283,336.75
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,14606,40.21
Borosil Limited,INE02PY01013,6470,22.45
Brainbees Solutions Limited,INE02RE01045,46030,163.82
WONDER ELECTRICALS LIMITED,INE02WG01024,14053,23.64
Electronics Mart India Limited,INE02YR01019,65761,92.15
"Hindustan Unilever Ltd.,",INE030A01027,15009,369.73
Housing &Urban Development Corporation Ltd.,INE031A01017,394460,943.20
Ajanta Pharma Ltd.,INE031B01049,1102,29.07
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,1006477,1315.14
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,20404,68.55
Arvind SmartSpaces Limited,INE034S01021,4630,32.03
SOTL,INE035D01020,962,4.54
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,3113,3.91
KARUR VYSYA,INE036D01028,29634,72.04
Concord Enviro Systems Limited,INE037Z01029,1128,6.00
Hindalco Industries Ltd.,INE038A01020,26829,216.61
T.V.Today Network Limited,INE038F01029,91,0.26
IFCI LTD,INE039A01010,616619,358.56
"Jamna Auto Industries Ltd.,",INE039C01032,85430,94.66
JASH ENGINEERING LIMITED,INE039O01029,8315,42.01
Max Estates Limited,INE03EI01018,2571,12.19
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,7441,26.85
Brigade Hotel Ventures Limited,INE03NU01014,2478,2.13
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,1840,17.49
Cohance Lifesciences Limited,INE03QK01018,12545,91.77
Chemcon Speciality Chemicals Limited,INE03YM01018,299,0.68
HDFC Bank Ltd.,INE040A01034,94287,950.55
Mayur Uniquoters ltd.,INE040D01038,277,1.62
SUZLON ENERGY LTD.,INE040H01021,7173548,4269.09
"Dhampur Sugar Mills Ltd.,",INE041A01016,45296,65.34
Escorts Kubota Limited,INE042A01014,4308,160.75
Vijaya Diagnostic Centre Limited,INE043W01024,852,8.77
Sun Pharmaceutical Industries Ltd.,INE044A01036,17622,296.10
Paras Defence and Space Technologies Limited,INE045601023,26691,195.42
ADOR WELDING,INE045A01017,707,7.78
Nelco Ltd,INE045B01015,12048,103.57
Fineotex Chemical Limited,INE045J01034,130011,38.82
Reliance Industrial Infrastructure,INE046A01015,6270,58.35
Muthoot Microfin Limited,INE046W01019,13766,24.42
GRASIM INDUS,INE047A01021,2967,84.61
JAGSONPAL PH,INE048B01035,5168,12.50
Navin Fluorent International Ltd,INE048G01026,1234,68.98
"Himatsingka Seide Ltd.,",INE049A01027,78359,108.78
Wockhardt Ltd,INE049B01025,75162,1078.96
SBC EXPORTS LIMITED,INE04AK01028,532171,135.44
KPIT Technologies Ltd,INE04I401011,23075,299.99
ETHOS LIMITED,INE04TZ01018,483,13.74
Seshaasai Technologies Limited,INE04VU01023,2398,7.32
Prakash Pipes Limited,INE050001010,3870,17.37
Elin Electronics Limited,INE050401020,2470,5.22
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3444,65.23
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,4454,67.77
Rane (Madras)  Ltd.,INE050H01012,2259,17.99
