SEBI REPORT For Trade date 13-Oct-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,314673.61,
2,Fresh Exposure taken during the day,10050.13,
3,Exposure liquidated during the day,7170.58,
4,Net scripwise outstanding at the end of the day,317553.17,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,37095,143.34
Reliance Industries Ltd,INE002A01018,239250,3359.38
SJVN LIMITED,INE002L01015,539091,544.16
Mahanagar Gas Limited,INE002S01010,14919,206.43
"Siemens Ltd.,",INE003A01024,14571,488.95
Protean eGov Technologies Limited,INE004A01022,69725,801.42
Avantel Limited,INE005B01027,358724,644.93
ASTRAL LIMITED,INE006I01046,15984,241.77
CRISIL Ltd.,INE007A01025,1799,92.11
Geojit Financial Services Limited,INE007B01023,44712,48.99
Fedbank Financial Services Limited,INE007N01010,26637,38.04
IDBI LTD,INE008A01015,1016768,930.78
Infosys Ltd,INE009A01021,107492,1643.77
Bikaji Foods International Limited,INE00E101023,12899,101.14
Hariom Pipe Industries Limited,INE00EV01017,9543,47.03
Prudent Corporate Advisory Services Limited,INE00F201020,576,15.64
ACUTAAS CHEMICALS LIMITED,INE00FF01025,3003,41.90
SWIGGY LIMITED,INE00H001014,159512,692.68
STOVE KRAFT LIMITED,INE00IN01015,9451,59.64
Craftsman Automation Limited,INE00LO01017,485,31.04
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,243280,714.30
Interarch Building Solutions Limited,INE00M901018,302,6.15
DALMIA BHARAT LIMITED,INE00R701025,1953,44.89
Highway Infrastructure Limited,INE00RL01028,552,0.45
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,37135,53.23
Manorama Industries Limited,INE00VM01036,4498,65.86
AFFLE 3I LIMITED,INE00WC01027,7158,141.67
Flair Writing Industries Limited,INE00Y201027,2680,8.78
Entero Healthcare Solutions Limited,INE010601016,1509,17.35
PRISM JOHNSON LIMITED.,INE010A01011,9920,16.35
Zydus Lifesciences Limited,INE010B01027,15724,162.85
Tejas Networks Limited,INE010J01012,137556,982.16
L&T Technology Services Limited,INE010V01017,4140,182.15
BALU FORGE INDUSTRIES LIMITED,INE011E01029,273,2.11
Tega Industries Limited,INE011K01018,6256,126.85
ACC,INE012A01025,106598,1939.02
Onesource Specialty Pharma Limited,INE013P01021,916,18.69
WIM PLAST LT,INE015B01018,5212,26.73
Tinna Rubber and Infrastructure Limited,INE015C01016,659,6.28
MANAKSIA LIMITED,INE015D01022,29,0.02
DABUR INDIA,INE016A01026,52807,281.71
"Great Eastern Shipping Co. Ltd.,",INE017A01032,27827,290.86
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,21721,775.05
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,3252,28.77
JSW SL,INE019A01038,6388,69.19
Himadri Speciality Chemical Ltd.,INE019C01026,90818,443.92
STANLEY LIFESTYLES LIMITED,INE01A001028,72,0.32
Antony Waste Handling Cell Limited,INE01BK01022,4549,28.35
Vishal Mega Mart Limited,INE01EA01019,291024,426.05
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,6427,19.91
Sky Gold And Diamonds Limited,INE01IU01018,1407,4.27
eMudhra Limited,INE01QM01018,7384,52.74
Vikran Engineering Limited,INE01R501028,6445,6.65
Spencer's Retail Limited,INE020801028,222,0.20
REC LIMITED,INE020B01018,521638,2084.03
BAID FINSERV LIMITED,INE020D01022,2000,0.23
Asian Paints Ltd.,INE021A01026,14695,363.67
Dodla Dairy Limited,INE021O01019,1137,15.47
ASIAN GRANITO INDIA LIMITED,INE022I01019,4876,2.86
Indian Energy Exchange Limited,INE022Q01020,229482,365.48
Nalwa Sons Investment Ltd,INE023A01030,376,28.98
Aeroflex Industries Limited,INE024001021,78025,151.26
GRAVITA INDIA LIMITED,INE024L01027,20380,365.93
Goldiam International Ltd.,INE025B01025,55149,212.02
Artemis Medicare Services Limited,INE025R01021,2559,7.62
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,75520,157.62
RASHTRIYA CH,INE027A01015,272852,456.76
Max Healthcare Institute Limited,INE027H01010,27561,334.35
Bank Of Baroda,INE028A01039,152480,390.59
BHARAT PETRO,INE029A01011,41811,137.63
Kalyani Investment Company Limited,INE029L01018,109,5.38
ROSSARI BIOTECH LIMITED,INE02A801020,2325,15.86
Axita Cotton Limited,INE02EZ01022,3071,0.31
Nova Agritech Limited,INE02H701025,118,0.06
Raymond Lifestyle Limited,INE02ID01020,10068,128.87
Azad Engineering Limited,INE02IJ01035,23448,405.10
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,12065,34.45
Borosil Limited,INE02PY01013,4537,17.11
Brainbees Solutions Limited,INE02RE01045,33712,131.60
WONDER ELECTRICALS LIMITED,INE02WG01024,16827,27.30
Electronics Mart India Limited,INE02YR01019,62738,96.57
"Hindustan Unilever Ltd.,",INE030A01027,9897,253.34
Housing &Urban Development Corporation Ltd.,INE031A01017,303929,738.72
Ajanta Pharma Ltd.,INE031B01049,1649,42.53
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,986694,1294.41
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,18772,61.59
Arvind SmartSpaces Limited,INE034S01021,4731,32.87
SOTL,INE035D01020,1141,5.41
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,28353,33.12
KARUR VYSYA,INE036D01028,16922,34.27
Concord Enviro Systems Limited,INE037Z01029,1116,6.29
Hindalco Industries Ltd.,INE038A01020,17311,125.18
T.V.Today Network Limited,INE038F01029,291,0.62
IFCI LTD,INE039A01010,429737,266.27
"Jamna Auto Industries Ltd.,",INE039C01032,158566,164.39
JASH ENGINEERING LIMITED,INE039O01029,6259,32.31
Max Estates Limited,INE03EI01018,3101,14.73
Go Digit General Insurance Limited,INE03JT01014,7152,25.81
Brigade Hotel Ventures Limited,INE03NU01014,8736,7.39
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2187,21.08
Cohance Lifesciences Limited,INE03QK01018,4292,40.19
Chemcon Speciality Chemicals Limited,INE03YM01018,267,0.69
HDFC Bank Ltd.,INE040A01034,95480,946.00
Mayur Uniquoters ltd.,INE040D01038,713,3.95
SUZLON ENERGY LTD.,INE040H01021,5551981,3427.77
"Dhampur Sugar Mills Ltd.,",INE041A01016,52917,79.23
Escorts Kubota Limited,INE042A01014,7997,295.77
Vijaya Diagnostic Centre Limited,INE043W01024,5793,60.11
Sun Pharmaceutical Industries Ltd.,INE044A01036,22501,370.35
Paras Defence and Space Technologies Limited,INE045601023,16603,121.89
ADOR WELDING,INE045A01017,303,3.19
Nelco Ltd,INE045B01015,11253,100.12
Fineotex Chemical Limited,INE045J01026,24533,65.17
Reliance Industrial Infrastructure,INE046A01015,8813,82.00
Muthoot Microfin Limited,INE046W01019,11416,17.66
GRASIM INDUS,INE047A01021,2891,81.11
JAGSONPAL PH,INE048B01035,11466,28.10
Navin Fluorent International Ltd,INE048G01026,1664,85.69
"Himatsingka Seide Ltd.,",INE049A01027,173094,252.89
Wockhardt Ltd,INE049B01025,69644,986.73
SBC EXPORTS LIMITED,INE04AK01028,119620,21.73
KPIT Technologies Ltd,INE04I401011,28662,371.37
ETHOS LIMITED,INE04TZ01018,941,24.16
Prakash Pipes Limited,INE050001010,5773,23.96
Elin Electronics Limited,INE050401020,2956,6.45
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,4613,88.59
Balaji Amines Ltd.,INE050E01027,6212,101.77
Rane (Madras)  Ltd.,INE050H01012,1890,15.02
Vardhman Special Steels Ltd,INE050M01012,251,0.74
Vakrangee Softwares Ltd.,INE051B01021,3950,0.54
Windsor Machines Limited,INE052A01021,2453,7.76
