SEBI REPORT For Trade date 09-Jan-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,363011.89,
2,Fresh Exposure taken during the day,7260.07,
3,Exposure liquidated during the day,7626.75,
4,Net scripwise outstanding at the end of the day,362645.21,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,41460,165.58
Reliance Industries Ltd,INE002A01018,159857,2393.36
SJVN LIMITED,INE002L01015,578703,543.82
Mahanagar Gas Limited,INE002S01010,30135,375.34
"Siemens Ltd.,",INE003A01024,12779,426.63
Protean eGov Technologies Limited,INE004A01022,68524,767.52
Avantel Limited,INE005B01027,307999,535.03
ASTRAL LIMITED,INE006I01046,10780,162.70
CRISIL Ltd.,INE007A01025,1688,83.55
Geojit Financial Services Limited,INE007B01023,47445,49.41
Fedbank Financial Services Limited,INE007N01010,33569,49.64
IDBI LTD,INE008A01015,726350,711.31
Infosys Ltd,INE009A01021,62743,996.03
Bikaji Foods International Limited,INE00E101023,13158,101.90
Hariom Pipe Industries Limited,INE00EV01017,10693,46.95
Prudent Corporate Advisory Services Limited,INE00F201020,458,12.25
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4652,75.12
SWIGGY LIMITED,INE00H001014,225263,918.70
STOVE KRAFT LIMITED,INE00IN01015,6802,43.90
Craftsman Automation Limited,INE00LO01017,438,30.71
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,262427,704.16
Interarch Building Solutions Limited,INE00M901018,838,19.79
Studds Accessories Limited,INE00Q601028,6065,32.75
DALMIA BHARAT LIMITED,INE00R701025,6795,147.06
Highway Infrastructure Limited,INE00RL01028,8362,5.10
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,39520,53.27
Manorama Industries Limited,INE00VM01036,6010,88.54
AFFLE 3I LIMITED,INE00WC01027,10206,192.81
Flair Writing Industries Limited,INE00Y201027,2473,8.01
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2275,12.28
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,1290,14.85
PRISM JOHNSON LIMITED.,INE010A01011,17592,26.79
Zydus Lifesciences Limited,INE010B01027,23134,230.61
Tejas Networks Limited,INE010J01012,135552,872.12
L&T Technology Services Limited,INE010V01017,3700,166.17
BALU FORGE INDUSTRIES LIMITED,INE011E01029,12212,65.07
Tega Industries Limited,INE011K01018,5709,115.27
ACC,INE012A01025,100099,1815.61
Onesource Specialty Pharma Limited,INE013P01021,2851,52.32
WIM PLAST LT,INE015B01018,5812,29.50
Tinna Rubber and Infrastructure Limited,INE015C01016,585,4.81
DABUR INDIA,INE016A01026,23713,126.69
CEINSYS TECH LIMITED,INE016Q01014,700,7.70
"Great Eastern Shipping Co. Ltd.,",INE017A01032,24373,274.56
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,17840,674.30
