SEBI REPORT For Trade date 25-Feb-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,388969.41,
2,Fresh Exposure taken during the day,11566.01,
3,Exposure liquidated during the day,12217.71,
4,Net scripwise outstanding at the end of the day,388317.71,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,17317,66.25
Reliance Industries Ltd,INE002A01018,211247,3089.96
SJVN LIMITED,INE002L01015,748361,647.96
Mahanagar Gas Limited,INE002S01010,22842,284.56
"Siemens Ltd.,",INE003A01024,7075,241.45
Protean eGov Technologies Limited,INE004A01022,48555,516.00
Avantel Limited,INE005B01027,304192,521.70
ASTRAL LIMITED,INE006I01046,9953,160.00
CRISIL Ltd.,INE007A01025,1823,89.23
Geojit Financial Services Limited,INE007B01023,46609,48.42
Fedbank Financial Services Limited,INE007N01010,48694,71.57
IDBI LTD,INE008A01015,831369,827.13
Infosys Ltd,INE009A01021,198927,2865.71
Bikaji Foods International Limited,INE00E101023,12962,98.85
Hariom Pipe Industries Limited,INE00EV01017,9472,42.38
Prudent Corporate Advisory Services Limited,INE00F201020,245,6.59
ACUTAAS CHEMICALS LIMITED,INE00FF01025,5391,100.18
SWIGGY LIMITED,INE00H001014,234864,920.40
STOVE KRAFT LIMITED,INE00IN01015,8196,50.90
Craftsman Automation Limited,INE00LO01017,803,62.41
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,288174,718.84
Interarch Building Solutions Limited,INE00M901018,2361,49.43
Studds Accessories Limited,INE00Q601028,6414,34.47
DALMIA BHARAT LIMITED,INE00R701025,4504,97.05
Highway Infrastructure Limited,INE00RL01028,10784,6.34
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,41787,52.92
Manorama Industries Limited,INE00VM01036,4993,72.60
AFFLE 3I LIMITED,INE00WC01027,7577,137.22
Flair Writing Industries Limited,INE00Y201027,2673,8.62
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2332,12.53
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,138,0.28
Entero Healthcare Solutions Limited,INE010601016,2592,30.22
PRISM JOHNSON LIMITED.,INE010A01011,22905,32.82
Zydus Lifesciences Limited,INE010B01027,20997,204.62
Tejas Networks Limited,INE010J01012,161688,868.13
L&T Technology Services Limited,INE010V01017,5908,237.78
BALU FORGE INDUSTRIES LIMITED,INE011E01029,24784,122.56
Tega Industries Limited,INE011K01018,3572,69.98
ACC,INE012A01025,15648,287.85
R&B Denims Limited,INE012Q01021,24465,45.20
Onesource Specialty Pharma Limited,INE013P01021,2916,46.99
WIM PLAST LT,INE015B01018,930,4.31
Tinna Rubber and Infrastructure Limited,INE015C01016,332,2.82
DABUR INDIA,INE016A01026,19346,103.36
CEINSYS TECH LIMITED,INE016Q01014,150,1.89
"Great Eastern Shipping Co. Ltd.,",INE017A01032,7282,87.16
LARSEN & TOU,INE018A01030,17894,701.12
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,14137,120.05
JSW SL,INE019A01038,7163,84.14
Himadri Speciality Chemical Ltd.,INE019C01026,58174,289.16
STANLEY LIFESTYLES LIMITED,INE01A001028,3916,8.80
Antony Waste Handling Cell Limited,INE01BK01022,4695,25.99
Vishal Mega Mart Limited,INE01EA01019,274727,378.84
