SEBI REPORT For Trade date 05-Jan-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,354499.91,
2,Fresh Exposure taken during the day,14672.10,
3,Exposure liquidated during the day,13712.36,
4,Net scripwise outstanding at the end of the day,355459.65,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,41201,164.85
Reliance Industries Ltd,INE002A01018,90710,1355.25
SJVN LIMITED,INE002L01015,535988,509.85
Mahanagar Gas Limited,INE002S01010,27994,354.66
"Siemens Ltd.,",INE003A01024,12388,415.64
Protean eGov Technologies Limited,INE004A01022,68351,769.33
Avantel Limited,INE005B01027,299753,522.34
ASTRAL LIMITED,INE006I01046,9428,142.67
CRISIL Ltd.,INE007A01025,1950,95.54
Geojit Financial Services Limited,INE007B01023,47745,49.77
Fedbank Financial Services Limited,INE007N01010,30405,44.19
IDBI LTD,INE008A01015,739593,720.48
Infosys Ltd,INE009A01021,79037,1254.80
Bikaji Foods International Limited,INE00E101023,10852,85.35
Hariom Pipe Industries Limited,INE00EV01017,10844,47.67
Prudent Corporate Advisory Services Limited,INE00F201020,348,9.40
ACUTAAS CHEMICALS LIMITED,INE00FF01025,4240,67.95
SWIGGY LIMITED,INE00H001014,193186,806.79
STOVE KRAFT LIMITED,INE00IN01015,6810,43.95
Craftsman Automation Limited,INE00LO01017,302,19.56
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,260037,702.10
Interarch Building Solutions Limited,INE00M901018,781,18.81
Studds Accessories Limited,INE00Q601028,1107,5.96
DALMIA BHARAT LIMITED,INE00R701025,6760,146.33
Highway Infrastructure Limited,INE00RL01028,8463,5.16
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,38358,52.07
Manorama Industries Limited,INE00VM01036,6020,88.68
AFFLE 3I LIMITED,INE00WC01027,10059,190.81
Flair Writing Industries Limited,INE00Y201027,2502,8.10
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2205,11.96
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,50,0.10
Entero Healthcare Solutions Limited,INE010601016,936,10.67
PRISM JOHNSON LIMITED.,INE010A01011,16480,25.28
Zydus Lifesciences Limited,INE010B01027,23549,234.95
Tejas Networks Limited,INE010J01012,132472,863.97
L&T Technology Services Limited,INE010V01017,3456,155.55
BALU FORGE INDUSTRIES LIMITED,INE011E01029,3790,23.83
Tega Industries Limited,INE011K01018,5680,114.82
ACC,INE012A01025,100291,1819.39
Onesource Specialty Pharma Limited,INE013P01021,3036,55.65
WIM PLAST LT,INE015B01018,5812,29.50
Tinna Rubber and Infrastructure Limited,INE015C01016,392,3.43
DABUR INDIA,INE016A01026,23260,124.20
"Great Eastern Shipping Co. Ltd.,",INE017A01032,19136,216.39
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,17916,677.36
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,12738,113.11
JSW SL,INE019A01038,18592,216.26
Himadri Speciality Chemical Ltd.,INE019C01026,67179,332.50
STANLEY LIFESTYLES LIMITED,INE01A001028,1744,4.63
Antony Waste Handling Cell Limited,INE01BK01022,4282,24.21
Vishal Mega Mart Limited,INE01EA01019,307713,437.19
Ritco Logistics Limited,INE01EG01016,94,0.28
Baazar Style Retail Limited,INE01FR01028,8484,25.89
Sky Gold And Diamonds Limited,INE01IU01018,16345,57.18
eMudhra Limited,INE01QM01018,8187,54.34
Vikran Engineering Limited,INE01R501028,503122,507.42
Canara HSBC Life Insurance Company Limited,INE01TY01017,3969,5.70
