SEBI REPORT For Trade date 23-Mar-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,383722.55,
2,Fresh Exposure taken during the day,9948.66,
3,Exposure liquidated during the day,12295.81,
4,Net scripwise outstanding at the end of the day,381375.40,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,17636,64.38
Reliance Industries Ltd,INE002A01018,194939,2808.87
SJVN LIMITED,INE002L01015,636041,547.79
Mahanagar Gas Limited,INE002S01010,21275,257.34
"Siemens Ltd.,",INE003A01024,6418,217.81
Protean eGov Technologies Limited,INE004A01022,48254,486.76
Avantel Limited,INE005B01027,286755,475.49
ASTRAL LIMITED,INE006I01046,5049,81.51
CRISIL Ltd.,INE007A01025,1680,80.35
Geojit Financial Services Limited,INE007B01023,46968,48.36
Fedbank Financial Services Limited,INE007N01010,53422,76.79
IDBI LTD,INE008A01015,787501,712.77
Infosys Ltd,INE009A01021,174645,2463.24
Bikaji Foods International Limited,INE00E101023,9965,76.47
Hariom Pipe Industries Limited,INE00EV01017,5888,26.49
Prudent Corporate Advisory Services Limited,INE00F201020,408,10.28
ACUTAAS CHEMICALS LIMITED,INE00FF01025,10386,221.90
SWIGGY LIMITED,INE00H001014,188761,722.75
STOVE KRAFT LIMITED,INE00IN01015,12512,74.14
Craftsman Automation Limited,INE00LO01017,632,46.89
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,290987,703.21
Interarch Building Solutions Limited,INE00M901018,2213,45.41
Studds Accessories Limited,INE00Q601028,5123,27.57
Synergy Green Industries Limited,INE00QT01015,10,0.05
DALMIA BHARAT LIMITED,INE00R701025,3896,82.99
Highway Infrastructure Limited,INE00RL01028,1385,0.96
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,33434,43.00
Manorama Industries Limited,INE00VM01036,3954,55.48
AFFLE 3I LIMITED,INE00WC01027,8201,141.96
Flair Writing Industries Limited,INE00Y201027,1771,5.73
Jaro Institute of Technology Management and Research Limited,INE00YJ01010,2010,10.82
ABANS FINANCIAL SERVICES LIMITED,INE00ZE01026,0,0.00
Entero Healthcare Solutions Limited,INE010601016,1917,22.26
PRISM JOHNSON LIMITED.,INE010A01011,14551,21.86
Zydus Lifesciences Limited,INE010B01027,15320,151.52
