SEBI REPORT For Trade date 15-Oct-2025


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,320532.78,
2,Fresh Exposure taken during the day,7908.94,
3,Exposure liquidated during the day,9192.63,
4,Net scripwise outstanding at the end of the day,319249.09,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
KRBL Ltd.,INE001B01026,24613,97.08
Reliance Industries Ltd,INE002A01018,241060,3385.40
SJVN LIMITED,INE002L01015,540264,544.73
Mahanagar Gas Limited,INE002S01010,14219,197.27
"Siemens Ltd.,",INE003A01024,14774,494.95
Protean eGov Technologies Limited,INE004A01022,68262,788.67
Avantel Limited,INE005B01027,354519,638.33
ASTRAL LIMITED,INE006I01046,15616,236.59
CRISIL Ltd.,INE007A01025,1902,95.92
Geojit Financial Services Limited,INE007B01023,44812,49.07
Fedbank Financial Services Limited,INE007N01010,23811,34.02
IDBI LTD,INE008A01015,1008968,923.27
Infosys Ltd,INE009A01021,113879,1737.97
Bikaji Foods International Limited,INE00E101023,13622,106.60
Hariom Pipe Industries Limited,INE00EV01017,9383,46.13
Prudent Corporate Advisory Services Limited,INE00F201020,553,15.04
ACUTAAS CHEMICALS LIMITED,INE00FF01025,2860,39.92
SWIGGY LIMITED,INE00H001014,115591,508.47
STOVE KRAFT LIMITED,INE00IN01015,9610,60.71
Craftsman Automation Limited,INE00LO01017,430,27.29
STERLING AND WILSON RENEWABLE ENERGY LIMI,INE00M201021,253030,736.57
Interarch Building Solutions Limited,INE00M901018,302,6.15
DALMIA BHARAT LIMITED,INE00R701025,2085,47.82
Highway Infrastructure Limited,INE00RL01028,521,0.42
UNICOMMERCE ESOLUTIONS LIMITED,INE00U401027,38210,54.63
Manorama Industries Limited,INE00VM01036,4300,63.15
AFFLE 3I LIMITED,INE00WC01027,6664,131.03
Flair Writing Industries Limited,INE00Y201027,2806,9.16
Entero Healthcare Solutions Limited,INE010601016,1074,12.36
PRISM JOHNSON LIMITED.,INE010A01011,10060,16.56
Zydus Lifesciences Limited,INE010B01027,15776,163.32
Tejas Networks Limited,INE010J01012,137374,981.25
L&T Technology Services Limited,INE010V01017,4473,195.60
BALU FORGE INDUSTRIES LIMITED,INE011E01029,752,5.15
Tega Industries Limited,INE011K01018,6384,129.28
ACC,INE012A01025,106219,1931.99
Onesource Specialty Pharma Limited,INE013P01021,916,18.69
WIM PLAST LT,INE015B01018,6212,31.71
Tinna Rubber and Infrastructure Limited,INE015C01016,584,5.60
MANAKSIA LIMITED,INE015D01022,29,0.02
DABUR INDIA,INE016A01026,50975,271.93
"Great Eastern Shipping Co. Ltd.,",INE017A01032,27547,287.97
KISAN MOULDG,INE017C01012,50000,27.28
LARSEN & TOU,INE018A01030,19097,678.51
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,3089,27.25
JSW SL,INE019A01038,6430,69.73
Himadri Speciality Chemical Ltd.,INE019C01026,86361,423.03
STANLEY LIFESTYLES LIMITED,INE01A001028,72,0.32
Antony Waste Handling Cell Limited,INE01BK01022,5384,32.48
